# Note: this mapping is specifically created for this non-redundant set of motifs.
# It also includes factors for motifs that were similar, but this can be
# specific to this analysis.
Motif	Factor	Evidence	Curated
GM.5.0.SMAD.0012	ARNT	JASPAR	N
GM.5.0.SMAD.0012	HIF1A	ChIP-seq	N
GM.5.0.SMAD.0012	Hif1a	ChIP-seq	N
GM.5.0.SMAD.0012	SIM1	ChIP-seq	N
GM.5.0.SMAD.0012	NPAS1	ChIP-seq	N
GM.5.0.SMAD.0012	NPAS3	ChIP-seq	N
GM.5.0.SMAD.0012	Npas1	ChIP-seq	N
GM.5.0.SMAD.0012	Sim1	ChIP-seq	N
GM.5.0.SMAD.0012	Npas3	ChIP-seq	N
GM.5.0.SMAD.0012	ARNT	COMPILED	N
GM.5.0.SMAD.0012	HIF1A	COMPILED	N
GM.5.0.SMAD.0012	HIF1b	ChIP-seq	N
GM.5.0.SMAD.0012	HIF1a	ChIP-seq	N
GM.5.0.C2H2_ZF.0172	MYBL1	SELEX	N
GM.5.0.C2H2_ZF.0172	MYBL2	SELEX	N
GM.5.0.C2H2_ZF.0172	MYBL2	HT-SELEX	N
GM.5.0.C2H2_ZF.0172	MYBL1	HT-SELEX	N
GM.5.0.C2H2_ZF.0172	MYBL2	HT-SELEX	N
GM.5.0.C2H2_ZF.0136	EGR1	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	Egr1	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	EGR	TRANSFAC	N
GM.5.0.C2H2_ZF.0136	Egr1	JASPAR	N
GM.5.0.C2H2_ZF.0136	Egr2	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	EGR1	JASPAR	N
GM.5.0.C2H2_ZF.0136	Egr4	JASPAR	N
GM.5.0.C2H2_ZF.0136	Egr2	JASPAR	N
GM.5.0.C2H2_ZF.0136	EGR1	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	Egr4	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	EGR2	ChIP-seq	N
GM.5.0.Unknown.0172	CCNT2	ChIP-seq	N
GM.5.0.Unknown.0172	GATA1	ChIP-seq	N
GM.5.0.Unknown.0172	GATA2	ChIP-seq	N
GM.5.0.Unknown.0172	GATA1	ChIP-seq	N
GM.5.0.Unknown.0172	Gata1	ChIP-seq	N
GM.5.0.Unknown.0172	GATA2	ChIP-seq	N
GM.5.0.Unknown.0172	Gata	JASPAR	N
GM.5.0.Unknown.0172	Gata2	ChIP-seq	N
GM.5.0.Unknown.0172	TAL1	ChIP-seq	N
GM.5.0.Unknown.0172	Tal1	ChIP-seq	N
GM.5.0.Unknown.0172	TAL1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1	JASPAR	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Zeb1	JASPAR	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Zeb1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	NHLH2	B1H	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Nhlh1	B1H	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SNAI1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SNAI3	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Snai3	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SNAI2	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Snai2	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Snai1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1	Unknown	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1	ChIP-seq	N
GM.5.0.CSD.0001	CEBPB	ChIP-seq	N
GM.5.0.CSD.0001	NFY	TRANSFAC	N
GM.5.0.Homeodomain.0045	Dlx3	PBM	N
GM.5.0.Homeodomain.0045	Dlx4	PBM	N
GM.5.0.Homeodomain.0045	DLX5	HT-SELEX	N
GM.5.0.Homeodomain.0045	ISX	HT-SELEX	N
GM.5.0.Homeodomain.0045	Cdx4	PBM	N
GM.5.0.Homeodomain.0045	OTP	JASPAR	N
GM.5.0.Homeodomain.0045	Prrxl1	JASPAR	N
GM.5.0.Homeodomain.0045	Vsx2	JASPAR	N
GM.5.0.Homeodomain.0045	OTP	B1H	N
GM.5.0.Homeodomain.0045	Prrxl1	B1H	N
GM.5.0.Homeodomain.0045	Vsx2	B1H	N
GM.5.0.Homeodomain.0045	DLX5	SELEX	N
GM.5.0.Homeodomain.0045	Dlx6	SELEX	N
GM.5.0.Homeodomain.0045	ISX	SELEX	N
GM.5.0.Homeodomain.0045	DLX2	ChIP-seq	N
GM.5.0.Homeodomain.0045	Dlx6	ChIP-seq	N
GM.5.0.Homeodomain.0045	PRRX2	ChIP-seq	N
GM.5.0.Homeodomain.0045	Prrxl1	ChIP-seq	N
GM.5.0.Homeodomain.0045	ISX	HT-SELEX	N
GM.5.0.Homeodomain.0045	MSX2	Unknown	N
GM.5.0.Homeodomain.0045	Msx2	PBM	N
GM.5.0.Homeodomain.0045	Prrx2	ChIP-seq	N
GM.5.0.Rel.0020	FEV	ChIP-seq	N
GM.5.0.Rel.0020	Fev	ChIP-seq	N
GM.5.0.Rel.0020	ETS2	ChIP-seq	N
GM.5.0.Rel.0020	ENSG00000235187	ChIP-seq	N
GM.5.0.Rel.0020	Etv2	ChIP-seq	N
GM.5.0.Rel.0020	Ets2	ChIP-seq	N
GM.5.0.Rel.0020	Erf	ChIP-seq	N
GM.5.0.Rel.0020	ENSMUSG00000044690	ChIP-seq	N
GM.5.0.Rel.0020	Fev	ChIP-seq	N
GM.5.0.Rel.0020	SPI1	Unknown	N
GM.5.0.Rel.0020	SPI1	JASPAR	N
GM.5.0.bZIP.0017	Fosb	PBM	N
GM.5.0.bZIP.0017	Fos	PBM	N
GM.5.0.bZIP.0017	Fosl1	PBM	N
GM.5.0.bZIP.0017	Jdp2	PBM	N
GM.5.0.bZIP.0017	Junb	PBM	N
GM.5.0.bZIP.0017	Jund	PBM	N
GM.5.0.bZIP.0017	JUND	ChIP-seq	N
GM.5.0.IRF.0008	IRF2	ChIP-seq	N
GM.5.0.IRF.0008	IRF1	JASPAR	N
GM.5.0.IRF.0008	IRF3	ChIP-seq	N
GM.5.0.bHLH.0137	Tcfap4	PBM	N
GM.5.0.bHLH.0137	ATOH7	B1H	N
GM.5.0.bHLH.0137	Atoh7	B1H	N
GM.5.0.bHLH.0137	TCF3	TRANSFAC	N
GM.5.0.Nuclear_receptor.0063	RARg	ChIP-seq	N
GM.5.0.Nuclear_receptor.0063	Rara	ChIP-seq	N
GM.5.0.Nuclear_receptor.0063	Rxra	ChIP-seq	N
GM.5.0.Nuclear_receptor.0063	Rxrg	ChIP-seq	N
GM.5.0.bZIP.0017	BACH1	ChIP-seq	N
GM.5.0.bZIP.0017	Bach1	ChIP-seq	N
GM.5.0.bZIP.0017	Bach2	ChIP-seq	N
GM.5.0.bZIP.0017	MAFK	ChIP-seq	N
GM.5.0.bZIP.0017	MAFK	ChIP-seq	N
GM.5.0.bZIP.0017	NFE2	ChIP-seq	N
GM.5.0.bZIP.0017	Bach2	ChIP-seq	N
GM.5.0.bHLH.0038	SREBF1	TRANSFAC	N
GM.5.0.bHLH.0038	SREBF	TRANSFAC	N
GM.5.0.HSF.0009	GTF3C2	ChIP-seq	N
GM.5.0.HSF.0009	POLR3A	ChIP-seq	N
GM.5.0.HSF.0009	POLR3G	ChIP-seq	N
GM.5.0.HSF.0009	HSF1	ChIP-seq	N
GM.5.0.HSF.0009	HSF1	ChIP-seq	N
GM.5.0.HSF.0009	Hsf1	ChIP-seq	N
GM.5.0.HSF.0009	Hsf4	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXB7	Unknown	N
GM.5.0.Homeodomain.0198	HOXB8	Unknown	N
GM.5.0.Homeodomain.0198	HOXB7	ChIP-seq	N
GM.5.0.Homeodomain.0198	Hoxb7	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXB8	ChIP-seq	N
GM.5.0.Homeodomain.0198	Hoxb8	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXA5	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXA6	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXD3	ChIP-seq	N
GM.5.0.Homeodomain.0198	AC012531.1	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXB4	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXC5	ChIP-seq	N
GM.5.0.Homeodomain.0198	Hoxd4	ChIP-seq	N
GM.5.0.Homeodomain.0198	Hoxb2	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXB6	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXB9	ChIP-seq	N
GM.5.0.Homeodomain.0198	HOXC9	ChIP-seq	N
GM.5.0.Homeodomain.0198	Hoxb9	ChIP-seq	N
GM.5.0.Homeodomain.0198	NP_032296.2	ChIP-seq	N
GM.5.0.E2F.0005	ZBTB6	Transfac	N
GM.5.0.E2F.0005	Zbtb6	Transfac	N
GM.5.0.E2F.0005	ZBTB6	ChIP-seq	N
GM.5.0.E2F.0005	Zbtb6	ChIP-seq	N
GM.5.0.E2F.0005	ZBTB6	Unknown	N
GM.5.0.E2F.0005	ZBTB6	TRANSFAC	N
GM.5.0.C2H2_ZF.0252	ARID3A	JASPAR	N
GM.5.0.C2H2_ZF.0252	ARID3B	PBM	N
GM.5.0.C2H2_ZF.0252	ARID3C	PBM	N
GM.5.0.C2H2_ZF.0252	Arid3c	PBM	N
GM.5.0.C2H2_ZF.0252	Arid3a	PBM	N
GM.5.0.C2H2_ZF.0252	ARID3B	JASPAR	N
GM.5.0.C2H2_ZF.0252	ARID3C	JASPAR	N
GM.5.0.C2H2_ZF.0252	Arid3a	JASPAR	N
GM.5.0.C2H2_ZF.0252	Arid3c	JASPAR	N
GM.5.0.C2H2_ZF.0252	ARID3A	ChIP-seq	N
GM.5.0.C2H2_ZF.0252	ARID3B	ChIP-seq	N
GM.5.0.C2H2_ZF.0252	ARID3C	ChIP-seq	N
GM.5.0.C2H2_ZF.0252	Arid3c	ChIP-seq	N
GM.5.0.C2H2_ZF.0252	Arid3a	SELEX	N
GM.5.0.Homeodomain_POU.0023	POU3F2	Transfac	N
GM.5.0.Homeodomain_POU.0023	POU3F2	TRANSFAC	N
GM.5.0.Homeodomain_POU.0023	NANOG	ChIP-seq	N
GM.5.0.Homeodomain_POU.0023	POU5F1	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	ZIC5	Transfac	N
GM.5.0.C2H2_ZF.0136	ZIC1	Transfac	N
GM.5.0.C2H2_ZF.0136	Zic4	Transfac	N
GM.5.0.C2H2_ZF.0136	ZIC5	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	ZIC1	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	Zic4	ChIP-seq	N
GM.5.0.C2H2_ZF.0136	ZIC1	TRANSFAC	N
GM.5.0.C2H2_ZF.0136	Zic1	ChIP-seq	N
GM.5.0.Homeodomain.0010	IRX4	JASPAR	N
GM.5.0.Homeodomain.0010	IRX6	JASPAR	N
GM.5.0.Homeodomain.0010	IRX1	JASPAR	N
GM.5.0.Homeodomain.0010	IRX3	JASPAR	N
GM.5.0.Homeodomain.0010	Irx1	JASPAR	N
GM.5.0.Homeodomain.0010	IRX4	B1H	N
GM.5.0.Homeodomain.0010	IRX6	B1H	N
GM.5.0.Homeodomain.0010	IRX1	B1H	N
GM.5.0.Homeodomain.0010	IRX3	B1H	N
GM.5.0.Homeodomain.0010	Irx1	B1H	N
GM.5.0.Nuclear_receptor.0046	HNF4	TRANSFAC	N
GM.5.0.Nuclear_receptor.0046	NR2C1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0046	Nr2c2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0046	NR2C1	Unknown	N
GM.5.0.Nuclear_receptor.0046	Nr2c1	ChIP-seq	N
GM.5.0.Unknown.0109	SOX9	JASPAR	N
GM.5.0.Unknown.0109	Sox9	JASPAR	N
GM.5.0.Unknown.0109	SRY	Transfac	N
GM.5.0.Unknown.0109	SRY	ChIP-seq	N
GM.5.0.Unknown.0109	SOX9	SELEX	N
GM.5.0.Unknown.0109	SRY	TRANSFAC	N
GM.5.0.Unknown.0109	Sry	ChIP-seq	N
GM.5.0.DM.0008	DMRT1	TRANSFAC	N
GM.5.0.DM.0008	DMRT1	ChIP-seq	N
GM.5.0.DM.0008	DMRT6	ChIP-seq	N
GM.5.0.bZIP.0041	USF1	JASPAR	N
GM.5.0.bZIP.0041	SREBF1	Transfac	N
GM.5.0.bZIP.0041	MITF	ChIP-seq	N
GM.5.0.bZIP.0041	TFE3	ChIP-seq	N
GM.5.0.bZIP.0041	USF2	ChIP-seq	N
GM.5.0.bZIP.0041	USF1	ChIP-seq	N
GM.5.0.bZIP.0041	EBOX	TRANSFAC	N
GM.5.0.bZIP.0041	SREBF1	TRANSFAC	N
GM.5.0.bZIP.0041	TFE	TRANSFAC	N
GM.5.0.bZIP.0038	ATF4	Unknown	N
GM.5.0.bZIP.0038	ATF4	HT-SELEX	N
GM.5.0.bZIP.0038	Atf4	HT-SELEX	N
GM.5.0.bZIP.0038	ATF4	ChIP-seq	N
GM.5.0.bZIP.0038	Atf4	ChIP-seq	N
GM.5.0.bZIP.0038	Chop	ChIP-seq	N
GM.5.0.bZIP.0038	CEBPG	ChIP-seq	N
GM.5.0.bZIP.0038	Cebpg	ChIP-seq	N
GM.5.0.bZIP.0038	ATF3	ChIP-seq	N
GM.5.0.bZIP.0038	Ddit3	ChIP-seq	N
GM.5.0.bZIP.0038	ATF4	SELEX	N
GM.5.0.bZIP.0038	Atf5	SELEX	N
GM.5.0.bZIP.0038	Atf4	SELEX	N
GM.5.0.bZIP.0038	ATF4	HT-SELEX	N
GM.5.0.bZIP.0038	MYC	ChIP-seq	N
GM.5.0.C2H2_ZF.0208	Tbet	ChIP-seq	N
GM.5.0.C2H2_ZF.0208	Eomes	PBM	N
GM.5.0.C2H2_ZF.0208	EOMES	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX10	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx1	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx10	PBM	N
GM.5.0.C2H2_ZF.0208	EOMES	SELEX	N
GM.5.0.C2H2_ZF.0208	Tbx21	SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	EOMES	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	Unknown	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	TCF3	Transfac	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID2	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID3	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID1	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id3	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id4	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id1	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	MYF6	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Myf5	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Myf6	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	TCF3	TRANSFAC	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Tcf3	PBM	N
GM.5.0.Homeodomain.0146	CRX	ChIP-seq	N
GM.5.0.Homeodomain.0146	Crx	ChIP-seq	N
GM.5.0.Homeodomain.0146	DMBX1	HT-SELEX	N
GM.5.0.Homeodomain.0146	DPRX	HT-SELEX	N
GM.5.0.Homeodomain.0146	GSC2	HT-SELEX	N
GM.5.0.Homeodomain.0146	GSC	HT-SELEX	N
GM.5.0.Homeodomain.0146	Otx1	PBM	N
GM.5.0.Homeodomain.0146	Prrxl1	PBM	N
GM.5.0.Homeodomain.0146	Gsc	PBM	N
GM.5.0.Homeodomain.0146	Gsc2	PBM	N
GM.5.0.Homeodomain.0146	Pitx1	PBM	N
GM.5.0.Homeodomain.0146	OTP	PBM	N
GM.5.0.Homeodomain.0146	Otx2	PBM	N
GM.5.0.Homeodomain.0146	Pitx3	PBM	N
GM.5.0.Homeodomain.0146	Pitx2	PBM	N
GM.5.0.Homeodomain.0146	Dmbx1	PBM	N
GM.5.0.Homeodomain.0146	Crx	PBM	N
GM.5.0.Homeodomain.0146	ENSMUSG00000040953	PBM	N
GM.5.0.Homeodomain.0146	Obox6	PBM	N
GM.5.0.Homeodomain.0146	Gm4830	PBM	N
GM.5.0.Homeodomain.0146	Obox1	PBM	N
GM.5.0.Homeodomain.0146	Gm5889	PBM	N
GM.5.0.Homeodomain.0146	NP_663755.2	PBM	N
GM.5.0.Homeodomain.0146	Q8VHG7_MOUSE	PBM	N
GM.5.0.Homeodomain.0146	Crx	JASPAR	N
GM.5.0.Homeodomain.0146	Prrxl1	JASPAR	N
GM.5.0.Homeodomain.0146	Gsc2	B1H	N
GM.5.0.Homeodomain.0146	DMBX1	SELEX	N
GM.5.0.Homeodomain.0146	Prrxl1	SELEX	N
GM.5.0.Homeodomain.0146	DPRX	SELEX	N
GM.5.0.Homeodomain.0146	GSC	SELEX	N
GM.5.0.Homeodomain.0146	Gsc2	SELEX	N
GM.5.0.Homeodomain.0146	GSC2	SELEX	N
GM.5.0.Homeodomain.0146	OTX1	SELEX	N
GM.5.0.Homeodomain.0146	OTX2	SELEX	N
GM.5.0.Homeodomain.0146	OTP	SELEX	N
GM.5.0.Homeodomain.0146	PITX1	SELEX	N
GM.5.0.Homeodomain.0146	PITX3	SELEX	N
GM.5.0.Homeodomain.0146	Otx1	SELEX	N
GM.5.0.Homeodomain.0146	OTX1	ChIP-seq	N
GM.5.0.Homeodomain.0146	Prrxl1	ChIP-seq	N
GM.5.0.Homeodomain.0146	GSC	HT-SELEX	N
GM.5.0.Homeodomain.0146	Pitx1	HT-SELEX	N
GM.5.0.Homeodomain.0146	OTX1	HT-SELEX	N
GM.5.0.Homeodomain.0146	OTX2	HT-SELEX	N
GM.5.0.Homeodomain.0146	PITX3	HT-SELEX	N
GM.5.0.Homeodomain.0146	GSC2	HT-SELEX	N
GM.5.0.Homeodomain.0146	Otx2	ChIP-seq	N
GM.5.0.Homeodomain.0146	OTX1	HT-SELEX	N
GM.5.0.Homeodomain.0146	Otx1	HT-SELEX	N
GM.5.0.Homeodomain.0146	OTX2	HT-SELEX	N
GM.5.0.Homeodomain.0146	OTX2	ChIP-seq	N
GM.5.0.Homeodomain.0146	PITX1	HT-SELEX	N
GM.5.0.Homeodomain.0146	PITX3	Unknown	N
GM.5.0.Homeodomain.0146	PITX3	HT-SELEX	N
GM.5.0.Homeodomain.0146	GSC	ChIP-seq	N
GM.5.0.Unknown.0172	GATA2	Transfac	N
GM.5.0.Unknown.0172	GATA3	Transfac	N
GM.5.0.Unknown.0172	Gata2	Transfac	N
GM.5.0.RFX.0018	RFX7	PBM	N
GM.5.0.RFX.0018	RFX6	PBM	N
GM.5.0.RFX.0018	RFX8	PBM	N
GM.5.0.RFX.0018	Rfx5	PBM	N
GM.5.0.RFX.0018	Rfx6	PBM	N
GM.5.0.RFX.0018	Rfx8	PBM	N
GM.5.0.RFX.0018	ARID2	PBM	N
GM.5.0.RFX.0018	Arid2	PBM	N
GM.5.0.RFX.0018	ARID2	JASPAR	N
GM.5.0.RFX.0018	Arid2	JASPAR	N
GM.5.0.RFX.0018	RFX7	JASPAR	N
GM.5.0.RFX.0018	RFX6	JASPAR	N
GM.5.0.RFX.0018	RFX8	JASPAR	N
GM.5.0.RFX.0018	Rfx5	JASPAR	N
GM.5.0.RFX.0018	Rfx6	JASPAR	N
GM.5.0.RFX.0018	Rfx8	JASPAR	N
GM.5.0.RFX.0018	ARID2	DeBoer11	N
GM.5.0.RFX.0018	Arid2	DeBoer11	N
GM.5.0.RFX.0018	RFX7	DeBoer11	N
GM.5.0.RFX.0018	RFX6	DeBoer11	N
GM.5.0.RFX.0018	RFX8	DeBoer11	N
GM.5.0.RFX.0018	Rfx5	DeBoer11	N
GM.5.0.RFX.0018	Rfx6	DeBoer11	N
GM.5.0.RFX.0018	Rfx8	DeBoer11	N
GM.5.0.RFX.0018	Rfx3	PBM	N
GM.5.0.RFX.0018	RFX5	ChIP-seq	N
GM.5.0.RFX.0018	Rfx4	PBM	N
GM.5.0.RFX.0018	Rfx7	PBM	N
GM.5.0.RFX.0018	Rfx5	ChIP-seq	N
GM.5.0.bHLH.0137	ATOH1	ChIP-seq	N
GM.5.0.bHLH.0137	Atoh1	ChIP-seq	N
GM.5.0.bHLH.0137	BHLHA15	ChIP-seq	N
GM.5.0.bHLH.0137	Bhlha15	ChIP-seq	N
GM.5.0.bHLH.0137	GATA1	ChIP-seq	N
GM.5.0.bHLH.0137	GATA2	ChIP-seq	N
GM.5.0.bHLH.0137	NeuroD1	ChIP-seq	N
GM.5.0.bHLH.0137	NEUROD1	ChIP-seq	N
GM.5.0.bHLH.0137	Tcf21	ChIP-seq	N
GM.5.0.bHLH.0137	Neurod1	ChIP-seq	N
GM.5.0.bHLH.0137	NEUROD2	ChIP-seq	N
GM.5.0.bHLH.0137	Neurod2	ChIP-seq	N
GM.5.0.bHLH.0137	Neurog2	ChIP-seq	N
GM.5.0.bHLH.0137	OLIG2	ChIP-seq	N
GM.5.0.bHLH.0137	Olig2	ChIP-seq	N
GM.5.0.bHLH.0137	PTF1A	ChIP-seq	N
GM.5.0.bHLH.0137	Ptf1a	ChIP-seq	N
GM.5.0.Homeodomain.0169	DMRT2	PBM	N
GM.5.0.Homeodomain.0169	Dmrta1	PBM	N
GM.5.0.Homeodomain.0169	Dmrt2	PBM	N
GM.5.0.Homeodomain.0169	Dmrt3	PBM	N
GM.5.0.bHLH.0045	Atoh1	HT-SELEX	N
GM.5.0.bHLH.0045	TCF21	PBM	N
GM.5.0.bHLH.0045	TCF15	PBM	N
GM.5.0.bHLH.0045	TCF23	PBM	N
GM.5.0.bHLH.0045	ENSG00000187728	PBM	N
GM.5.0.bHLH.0045	Tcf21	PBM	N
GM.5.0.bHLH.0045	Tcf15	PBM	N
GM.5.0.bHLH.0045	Bhlha15	PBM	N
GM.5.0.bHLH.0045	NEUROD4	PBM	N
GM.5.0.bHLH.0045	NEUROD6	PBM	N
GM.5.0.bHLH.0045	ATOH7	PBM	N
GM.5.0.bHLH.0045	Neurod1	PBM	N
GM.5.0.bHLH.0045	Atoh7	PBM	N
GM.5.0.bHLH.0045	Neurod6	PBM	N
GM.5.0.bHLH.0045	Neurod4	PBM	N
GM.5.0.bHLH.0045	Atoh1	PBM	N
GM.5.0.bHLH.0045	NEUROG3	SELEX	N
GM.5.0.bHLH.0045	NEUROD4	SELEX	N
GM.5.0.bHLH.0045	NEUROD6	SELEX	N
GM.5.0.bHLH.0045	NEUROG2	SELEX	N
GM.5.0.bHLH.0045	NEUROG1	SELEX	N
GM.5.0.bHLH.0045	Neurog2	SELEX	N
GM.5.0.bHLH.0045	Neurod1	SELEX	N
GM.5.0.bHLH.0045	Neurod6	SELEX	N
GM.5.0.bHLH.0045	Neurod2	SELEX	N
GM.5.0.bHLH.0045	Neurog3	SELEX	N
GM.5.0.bHLH.0045	Neurod4	SELEX	N
GM.5.0.bHLH.0045	ATOH7	SELEX	N
