Chrom	Start	End	X4.8851361.8851762	.	..1	X8851361.1	X8851762.1	X0	X1	X401	X8851353	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr2	27166075	27166476	2:27166075-27166476	.	.	27166075	27166476	0	1	401	27166073	cluster_3	Promoter (<=1kb)	2	27165233	27183200	17968	1	ENSMUST00000000910	843	ENSMUSG00000000889	ENSMUSG00000000889
chr10	76778581	76778982	10:76778581-76778982	.	.	76778581	76778982	0	1	401	76778574	cluster_3	Intron (ENSMUST00000001148/ENSMUSG00000001120, intron 11 of 15)	10	76762370	76788422	26053	2	ENSMUST00000173854	9440	ENSMUSG00000001120	ENSMUSG00000001120
chr12	100304079	100304480	12:100304079-100304480	.	.	100304079	100304480	0	1	401	100304078	cluster_3	Intron (ENSMUST00000062957/ENSMUSG00000033530, intron 19 of 19)	12	100205403	100206495	1093	1	ENSMUST00000127300	98677	ENSMUSG00000001175	ENSMUSG00000001175
chr12	111646880	111647281	12:111646880-111647281	.	.	111646880	111647281	0	1	401	111646879	cluster_3	Intron (ENSMUST00000075281/ENSMUSG00000007411, intron 14 of 15)	12	111669355	111672338	2984	2	ENSMUST00000001304	25057	ENSMUSG00000001270	ENSMUSG00000001270
chr1	186766445	186766846	1:186766445-186766846	.	.	186766445	186766846	0	1	401	186766444	cluster_3	Distal Intergenic	1	186720978	186749358	28381	2	ENSMUST00000001339	-17088	ENSMUSG00000001305	ENSMUSG00000001305
chr6	28753287	28753688	6:28753287-28753688	.	.	28753287	28753688	0	1	401	28753285	cluster_3	Intron (ENSMUST00000164915/ENSMUSG00000001424, intron 14 of 16)	6	28764690	28874987	110298	1	ENSMUST00000171195	-11002	ENSMUSG00000001424	ENSMUSG00000001424
chr10	77202021	77202422	10:77202021-77202422	.	.	77202021	77202422	0	1	401	77202014	cluster_3	Distal Intergenic	10	77052178	77166548	114371	2	ENSMUST00000081654	-35474	ENSMUSG00000001435	ENSMUSG00000001435
chr10	77093828	77094229	10:77093828-77094229	.	.	77093828	77094229	0	1	401	77093821	cluster_3	Intron (ENSMUST00000081654/ENSMUSG00000001435, intron 3 of 41)	10	77080725	77089428	8704	2	ENSMUST00000156009	-4401	ENSMUSG00000001435	ENSMUSG00000001435
chr11	97192639	97193040	11:97192639-97193040	.	.	97192639	97193040	0	1	401	97192630	cluster_3	Distal Intergenic	11	97159714	97187881	28168	2	ENSMUST00000001479	-4759	ENSMUSG00000001440	ENSMUSG00000001440
chr13	72769200	72769601	13:72769200-72769601	.	.	72769200	72769601	0	1	401	72769193	cluster_3	Distal Intergenic	13	72632597	72633772	1176	1	ENSMUST00000172353	136604	ENSMUSG00000001504	ENSMUSG00000001504
chr9	17848099	17848500	9:17848099-17848500	.	.	17848099	17848500	0	1	401	17848098	cluster_3	Distal Intergenic	9	18292267	18314000	21734	1	ENSMUST00000001825	-443767	ENSMUSG00000001774	ENSMUSG00000001774
chr9	18317137	18317538	9:18317137-18317538	.	.	18317137	18317538	0	1	401	18317136	cluster_3	Distal Intergenic	9	18292267	18314000	21734	1	ENSMUST00000001825	24871	ENSMUSG00000001774	ENSMUSG00000001774
chr10	86042748	86043149	10:86042748-86043149	.	.	86042748	86043149	0	1	401	86042740	cluster_3	Promoter (<=1kb)	10	86042452	86046809	4358	1	ENSMUST00000130383	297	ENSMUSG00000001786	ENSMUSG00000001786
chr7	101703126	101703527	7:101703126-101703527	.	.	101703126	101703527	0	1	401	101703125	cluster_3	Intron (ENSMUST00000137214/ENSMUSG00000001829, intron 3 of 5)	7	101683197	101751322	68126	1	ENSMUST00000153473	19930	ENSMUSG00000001829	ENSMUSG00000001829
chr9	25243601	25244002	9:25243601-25244002	.	.	25243601	25244002	0	1	401	25243599	cluster_3	Distal Intergenic	9	25252439	25308571	56133	1	ENSMUST00000115272	-8437	ENSMUSG00000001833	ENSMUSG00000001833
chr9	37517216	37517617	9:37517216-37517617	.	.	37517216	37517617	0	1	401	37517213	cluster_3	Exon (ENSMUST00000048604/ENSMUSG00000042138, exon 2 of 4)	9	37528078	37538319	10242	1	ENSMUST00000002011	-10461	ENSMUSG00000001946	ENSMUSG00000001946
chr2	6667591	6667992	2:6667591-6667992	.	.	6667591	6667992	0	1	401	6667585	cluster_3	Intron (ENSMUST00000100429/ENSMUSG00000002107, intron 1 of 11)	2	6607882	6616180	8299	2	ENSMUST00000148321	-51412	ENSMUSG00000002107	ENSMUSG00000002107
chr5	27717308	27717709	5:27717308-27717709	.	.	27717308	27717709	0	1	401	27717306	cluster_3	Intron (ENSMUST00000071500/ENSMUSG00000061576, intron 20 of 25)	5	27740667	27791339	50673	2	ENSMUST00000002291	73630	ENSMUSG00000002221	ENSMUSG00000002221
chr6	71459503	71459904	6:71459503-71459904	.	.	71459503	71459904	0	1	401	71459496	cluster_3	Distal Intergenic	6	71388634	71440637	52004	2	ENSMUST00000002292	-18867	ENSMUSG00000002222	ENSMUSG00000002222
chr17	25765905	25766306	17:25765905-25766306	.	.	25765905	25766306	0	1	401	25765903	cluster_3	Distal Intergenic	17	25773776	25782791	9016	1	ENSMUST00000134108	-7470	ENSMUSG00000002280	ENSMUSG00000002280
chr16	89936557	89936958	16:89936557-89936958	.	.	89936557	89936958	0	1	401	89936549	cluster_3	Intron (ENSMUST00000002588/ENSMUSG00000002489, intron 2 of 27)	16	89898421	89918985	20565	2	ENSMUST00000139544	-17573	ENSMUSG00000002489	ENSMUSG00000002489
chr16	89867269	89867670	16:89867269-89867670	.	.	89867269	89867670	0	1	401	89867261	cluster_3	Exon (ENSMUST00000002588/ENSMUSG00000002489, exon 22 of 28)	16	89787111	89857817	70707	2	ENSMUST00000114122	-9453	ENSMUSG00000002489	ENSMUSG00000002489
chr16	38629738	38630139	16:38629738-38630139	.	.	38629738	38630139	0	1	401	38629735	cluster_3	Intron (ENSMUST00000023487/ENSMUSG00000022799, intron 3 of 11)	16	38588039	38591306	3268	1	ENSMUST00000165140	41700	ENSMUSG00000002845	ENSMUSG00000002845
chr6	56168699	56169100	6:56168699-56169100	.	.	56168699	56169100	0	1	401	56168694	cluster_3	Intron (ENSMUST00000044505/ENSMUSG00000004347, intron 7 of 18)	6	56017515	56032688	15174	1	ENSMUST00000052827	151185	ENSMUSG00000002930	ENSMUSG00000002930
chr17	70004647	70005048	17:70004647-70005048	.	.	70004647	70005048	0	1	401	70004640	cluster_3	Intron (ENSMUST00000133983/ENSMUSG00000003279, intron 1 of 13)	17	69969421	70594408	624988	1	ENSMUST00000130971	35227	ENSMUSG00000003279	ENSMUSG00000003279
chr9	22061378	22061779	9:22061378-22061779	.	.	22061378	22061779	0	1	401	22061376	cluster_3	Intron (ENSMUST00000043922/ENSMUSG00000038895, intron 3 of 8)	9	22015005	22052023	37019	2	ENSMUST00000003501	-9356	ENSMUSG00000003410	ENSMUSG00000003410
chr4	108890883	108891284	4:108890883-108891284	.	.	108890883	108891284	0	1	401	108890882	cluster_3	Promoter (<=1kb)	4	108890290	108941188	50899	1	ENSMUST00000003502	594	ENSMUSG00000003411	ENSMUSG00000003411
chr8	72008196	72008597	8:72008196-72008597	.	.	72008196	72008597	0	1	401	72008189	cluster_3	Promoter (1-2kb)	8	71988482	72009626	21145	2	ENSMUST00000003574	1029	ENSMUSG00000003484	ENSMUSG00000003484
chr1	80260440	80260841	1:80260440-80260841	.	.	80260440	80260841	0	1	401	80260432	cluster_3	Distal Intergenic	1	80267242	80276566	9325	2	ENSMUST00000167794	15725	ENSMUSG00000004364	ENSMUSG00000004364
chr16	23868141	23868542	16:23868141-23868542	.	.	23868141	23868542	0	1	401	23868139	cluster_3	Distal Intergenic	16	23889581	23890844	1264	2	ENSMUST00000004480	22302	ENSMUSG00000004366	ENSMUSG00000004366
chr5	122179693	122180094	5:122179693-122180094	.	.	122179693	122180094	0	1	401	122179692	cluster_3	Distal Intergenic	5	122172732	122174675	1944	1	ENSMUST00000134719	6962	ENSMUSG00000004455	ENSMUSG00000004455
chr5	113859080	113859481	5:113859080-113859481	.	.	113859080	113859481	0	1	401	113859079	cluster_3	Promoter (<=1kb)	5	113848612	113858774	10163	2	ENSMUST00000168493	-307	ENSMUSG00000004530	ENSMUSG00000004530
chr5	113910359	113910760	5:113910359-113910760	.	.	113910359	113910760	0	1	401	113910358	cluster_3	Promoter (1-2kb)	5	113842436	113908758	66323	2	ENSMUST00000004646	-1602	ENSMUSG00000004530	ENSMUSG00000004530
chr6	52758014	52758415	6:52758014-52758415	.	.	52758014	52758415	0	1	401	52758009	cluster_3	Promoter (<=1kb)	6	52757475	52758825	1351	1	ENSMUST00000149586	540	ENSMUSG00000004535	ENSMUSG00000004535
chr11	61644817	61645218	11:61644817-61645218	.	.	61644817	61645218	0	1	401	61644811	cluster_3	Distal Intergenic	11	61653265	61672784	19520	1	ENSMUST00000004959	-8047	ENSMUSG00000004837	ENSMUSG00000004837
chr11	119340640	119341041	11:119340640-119341041	.	.	119340640	119341041	0	1	401	119340639	cluster_3	Exon (ENSMUST00000106250/ENSMUSG00000013483, exon 20 of 23)	11	119346418	119347861	1444	2	ENSMUST00000126132	6820	ENSMUSG00000005043	ENSMUSG00000005043
chr2	118404329	118404730	2:118404329-118404730	.	.	118404329	118404730	0	1	401	118404328	cluster_3	Intron (ENSMUST00000110877/ENSMUSG00000005102, intron 2 of 10)	2	118412346	118475234	62889	1	ENSMUST00000110870	-7616	ENSMUSG00000005102	ENSMUSG00000005102
chr5	72389819	72390220	5:72389819-72390220	.	.	72389819	72390220	0	1	401	72389812	cluster_3	Intron (ENSMUST00000167460/ENSMUSG00000005220, intron 5 of 21)	5	72358384	72380288	21905	2	ENSMUST00000176439	-9532	ENSMUSG00000005220	ENSMUSG00000005220
chr11	59717664	59718065	11:59717664-59718065	.	.	59717664	59718065	0	1	401	59717659	cluster_3	Intron (ENSMUST00000138234/ENSMUSG00000005417, intron 3 of 3)	11	59727681	59776602	48922	1	ENSMUST00000133861	-9616	ENSMUSG00000005417	ENSMUSG00000005417
chr2	90963274	90963675	2:90963274-90963675	.	.	90963274	90963675	0	1	401	90963265	cluster_3	Promoter (1-2kb)	2	90965092	90987816	22725	1	ENSMUST00000133657	-1417	ENSMUSG00000005506	ENSMUSG00000005506
chr8	3693406	3693807	8:3693406-3693807	.	.	3693406	3693807	0	1	401	3693403	cluster_3	Promoter (<=1kb)	8	3681737	3694174	12438	2	ENSMUST00000005678	367	ENSMUSG00000005540	ENSMUSG00000005540
chr13	83604297	83604698	13:83604297-83604698	.	.	83604297	83604698	0	1	401	83604289	cluster_3	Intron (ENSMUST00000005722/ENSMUSG00000005583, intron 4 of 10)	13	83504034	83667079	163046	1	ENSMUST00000163888	100264	ENSMUSG00000005583	ENSMUSG00000005583
chr7	111020757	111021158	7:111020757-111021158	.	.	111020757	111021158	0	1	401	111020756	cluster_3	Distal Intergenic	7	111028951	111056377	27427	1	ENSMUST00000005749	-7793	ENSMUSG00000005609	ENSMUSG00000005609
chr7	111237901	111238302	7:111237901-111238302	.	.	111237901	111238302	0	1	401	111237900	cluster_3	Distal Intergenic	7	111070568	111083030	12463	2	ENSMUST00000162415	-154872	ENSMUSG00000005610	ENSMUSG00000005610
chr11	73193217	73193618	11:73193217-73193618	.	.	73193217	73193618	0	1	401	73193210	cluster_3	Intron (ENSMUST00000006103/ENSMUSG00000005949, intron 2 of 10)	11	73186352	73188806	2455	2	ENSMUST00000130101	-4412	ENSMUSG00000005949	ENSMUSG00000005949
chr16	17456879	17457280	16:17456879-17457280	.	.	17456879	17457280	0	1	401	17456878	cluster_3	Intron (ENSMUST00000006293/ENSMUSG00000006134, intron 1 of 2)	16	17451987	17486255	34269	1	ENSMUST00000006293	4893	ENSMUSG00000006134	ENSMUSG00000006134
chr7	130923345	130923746	7:130923345-130923746	.	.	130923345	130923746	0	1	401	130923344	cluster_3	Intron (ENSMUST00000124096/ENSMUSG00000030849, intron 2 of 6)	7	130936111	130979934	43824	1	ENSMUST00000150717	-12365	ENSMUSG00000006205	ENSMUSG00000006205
chr2	167510480	167510881	2:167510480-167510881	.	.	167510480	167510881	0	1	401	167510479	cluster_3	Exon (ENSMUST00000109214/ENSMUSG00000006418, exon 5 of 8)	2	167503446	167516164	12719	1	ENSMUST00000127939	7035	ENSMUSG00000006418	ENSMUSG00000006418
chr2	167516192	167516593	2:167516192-167516593	.	.	167516192	167516593	0	1	401	167516191	cluster_3	Distal Intergenic	2	167503446	167516164	12719	1	ENSMUST00000127939	12747	ENSMUSG00000006418	ENSMUSG00000006418
chr14	55681746	55682147	14:55681746-55682147	.	.	55681746	55682147	0	1	401	55681741	cluster_3	Promoter (<=1kb)	14	55679083	55681817	2735	2	ENSMUST00000007733	0	ENSMUSG00000007589	ENSMUSG00000007589
chr6	118621942	118622343	6:118621942-118622343	.	.	118621942	118622343	0	1	401	118621941	cluster_3	Intron (ENSMUST00000112825/ENSMUSG00000051331, intron 29 of 41)	6	118502564	118562256	59693	2	ENSMUST00000112830	-59687	ENSMUSG00000007827	ENSMUSG00000007827
chr16	6750440	6750841	16:6750440-6750841	.	.	6750440	6750841	0	1	401	6750434	cluster_3	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-58381	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6963453	6963854	16:6963453-6963854	.	.	6963453	6963854	0	1	401	6963447	cluster_3	Intron (ENSMUST00000115841/ENSMUSG00000008658, intron 1 of 12)	16	7069835	7412479	342645	1	ENSMUST00000056416	-105981	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6519441	6519842	16:6519441-6519842	.	.	6519441	6519842	0	1	401	6519435	cluster_3	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-289380	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6732693	6733094	16:6732693-6733094	.	.	6732693	6733094	0	1	401	6732687	cluster_3	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-76128	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6758559	6758960	16:6758559-6758960	.	.	6758559	6758960	0	1	401	6758553	cluster_3	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-50262	ENSMUSG00000008658	ENSMUSG00000008658
chr16	7150449	7150850	16:7150449-7150850	.	.	7150449	7150850	0	1	401	7150442	cluster_3	Intron (ENSMUST00000115841/ENSMUSG00000008658, intron 1 of 12)	16	7069835	7412479	342645	1	ENSMUST00000056416	80615	ENSMUSG00000008658	ENSMUSG00000008658
chr16	6390468	6390869	16:6390468-6390869	.	.	6390468	6390869	0	1	401	6390462	cluster_3	Distal Intergenic	16	6809222	7409813	600592	1	ENSMUST00000115841	-418353	ENSMUSG00000008658	ENSMUSG00000008658
chr6	124325222	124325623	6:124325222-124325623	.	.	124325222	124325623	0	1	401	124325221	cluster_3	Exon (ENSMUST00000032234/ENSMUSG00000008845, exon 12 of 17)	6	124304651	124330527	25877	1	ENSMUST00000112541	20572	ENSMUSG00000008845	ENSMUSG00000008845
chr11	4831078	4831479	11:4831078-4831479	.	.	4831078	4831479	0	1	401	4831074	cluster_3	Promoter (1-2kb)	11	4781937	4833133	51197	2	ENSMUST00000109908	1654	ENSMUSG00000009073	ENSMUSG00000009073
chr7	46240104	46240505	7:46240104-46240505	.	.	46240104	46240505	0	1	401	46240100	cluster_3	Promoter (<=1kb)	7	46240987	46311434	70448	1	ENSMUST00000164538	-482	ENSMUSG00000009487	ENSMUSG00000009487
chr5	87895042	87895443	5:87895042-87895443	.	.	87895042	87895443	0	1	401	87895034	cluster_3	Distal Intergenic	5	87885695	87892745	7051	1	ENSMUST00000113274	9348	ENSMUSG00000009580	ENSMUSG00000009580
chr11	116799357	116799758	11:116799357-116799758	.	.	116799357	116799758	0	1	401	116799356	cluster_3	Distal Intergenic	11	116765025	116775507	10483	2	ENSMUST00000009732	-23851	ENSMUSG00000009588	ENSMUSG00000009588
chr13	18443383	18443784	13:18443383-18443784	.	.	18443383	18443784	0	1	401	18443382	cluster_3	Distal Intergenic	13	18148304	18382041	233738	2	ENSMUST00000175768	-61343	ENSMUSG00000009734	ENSMUSG00000009734
chr9	21097880	21098281	9:21097880-21098281	.	.	21097880	21098281	0	1	401	21097878	cluster_3	Intron (ENSMUST00000135674/ENSMUSG00000086016, intron 1 of 1)	9	21074168	21091988	17821	2	ENSMUST00000115487	-5893	ENSMUSG00000010205	ENSMUSG00000010205
chr3	146203986	146204387	3:146203986-146204387	.	.	146203986	146204387	0	1	401	146203985	cluster_3	Distal Intergenic	3	146192083	146195140	3058	1	ENSMUST00000169984	11904	ENSMUSG00000011008	ENSMUSG00000011008
chr2	103293463	103293864	2:103293463-103293864	.	.	103293463	103293864	0	1	401	103293462	cluster_3	Promoter (2-3kb)	2	103274103	103290937	16835	2	ENSMUST00000140503	-2527	ENSMUSG00000012350	ENSMUSG00000012350
chr7	43326390	43326791	7:43326390-43326791	.	.	43326390	43326791	0	1	401	43326386	cluster_3	Distal Intergenic	7	43301476	43313294	11819	2	ENSMUST00000151659	-13097	ENSMUSG00000012640	ENSMUSG00000012640
chr16	22406072	22406473	16:22406072-22406473	.	.	22406072	22406473	0	1	401	22406070	cluster_3	Intron (ENSMUST00000079601/ENSMUSG00000013089, intron 7 of 12)	16	22383579	22401829	18251	2	ENSMUST00000170803	-4244	ENSMUSG00000013089	ENSMUSG00000013089
chr16	22371449	22371850	16:22371449-22371850	.	.	22371449	22371850	0	1	401	22371447	cluster_3	Distal Intergenic	16	22383579	22401829	18251	2	ENSMUST00000170803	29979	ENSMUSG00000013089	ENSMUSG00000013089
chr11	95902636	95903037	11:95902636-95903037	.	.	95902636	95903037	0	1	401	95902627	cluster_3	Intron (ENSMUST00000038343/ENSMUSG00000013418, intron 1 of 10)	11	95865943	95914891	48949	2	ENSMUST00000038343	11854	ENSMUSG00000013418	ENSMUSG00000013418
chr11	58378586	58378987	11:58378586-58378987	.	.	58378586	58378987	0	1	401	58378581	cluster_3	Promoter (<=1kb)	11	58379043	58390537	11495	1	ENSMUST00000013787	-56	ENSMUSG00000013643	ENSMUSG00000013643
chr11	58418329	58418730	11:58418329-58418730	.	.	58418329	58418730	0	1	401	58418324	cluster_3	Promoter (2-3kb)	11	58421111	58426024	4914	1	ENSMUST00000013797	-2381	ENSMUSG00000013653	ENSMUSG00000013653
chr19	32858514	32858915	19:32858514-32858915	.	.	32858514	32858915	0	1	401	32858511	cluster_3	Distal Intergenic	19	32811225	32817977	6753	1	ENSMUST00000154806	47290	ENSMUSG00000013663	ENSMUSG00000013663
chr15	67611940	67612341	15:67611940-67612341	.	.	67611940	67612341	0	1	401	67611934	cluster_3	Distal Intergenic	15	67102875	67113992	11118	2	ENSMUST00000092640	-497949	ENSMUSG00000013846	ENSMUSG00000013846
chr14	63368382	63368783	14:63368382-63368783	.	.	63368382	63368783	0	1	401	63368376	cluster_3	Distal Intergenic	14	63372837	63417187	44351	2	ENSMUST00000014597	48404	ENSMUSG00000014453	ENSMUSG00000014453
chr5	32445387	32445788	5:32445387-32445788	.	.	32445387	32445788	0	1	401	32445384	cluster_3	Distal Intergenic	5	32458974	32495523	36550	1	ENSMUST00000015100	-13186	ENSMUSG00000014956	ENSMUSG00000014956
chr2	70698031	70698432	2:70698031-70698432	.	.	70698031	70698432	0	1	401	70698024	cluster_3	Intron (ENSMUST00000133432/ENSMUSG00000014959, intron 8 of 9)	2	70687813	70691721	3909	1	ENSMUST00000136485	10219	ENSMUSG00000014959	ENSMUSG00000014959
chr1	152304762	152305163	1:152304762-152305163	.	.	152304762	152305163	0	1	401	152304761	cluster_3	Distal Intergenic	1	152370838	152372082	1245	2	ENSMUST00000161717	66919	ENSMUSG00000014980	ENSMUSG00000014980
chr10	7225986	7226387	10:7225986-7226387	.	.	7225986	7226387	0	1	401	7225979	cluster_3	Distal Intergenic	10	7119063	7212237	93175	2	ENSMUST00000015346	-13750	ENSMUSG00000015202	ENSMUSG00000015202
chr10	9005591	9005992	10:9005591-9005992	.	.	9005591	9005992	0	1	401	9005582	cluster_3	Distal Intergenic	10	8722219	8886070	163852	2	ENSMUST00000015449	-119522	ENSMUSG00000015305	ENSMUSG00000015305
chr10	8955788	8956189	10:8955788-8956189	.	.	8955788	8956189	0	1	401	8955780	cluster_3	Distal Intergenic	10	8722219	8886070	163852	2	ENSMUST00000015449	-69719	ENSMUSG00000015305	ENSMUSG00000015305
chr13	14615732	14616133	13:14615732-14616133	.	.	14615732	14616133	0	1	401	14615731	cluster_3	Promoter (2-3kb)	13	14613242	14625671	12430	1	ENSMUST00000170836	2491	ENSMUSG00000015671	ENSMUSG00000015671
chr5	45763637	45764038	5:45763637-45764038	.	.	45763637	45764038	0	1	401	45763633	cluster_3	Intron (ENSMUST00000045586/ENSMUSG00000015882, intron 4 of 6)	5	45698666	45700070	1405	1	ENSMUST00000123396	64972	ENSMUSG00000015880	ENSMUSG00000015880
chr1	177711360	177711761	1:177711360-177711761	.	.	177711360	177711761	0	1	401	177711359	cluster_3	Distal Intergenic	1	177729814	177753324	23511	1	ENSMUST00000016106	-18053	ENSMUSG00000015962	ENSMUSG00000015962
chr5	151214744	151215145	5:151214744-151215145	.	.	151214744	151215145	0	1	401	151214743	cluster_3	Intron (ENSMUST00000129088/ENSMUSG00000016128, intron 1 of 3)	5	151063546	151233774	170229	2	ENSMUST00000129088	18629	ENSMUSG00000016128	ENSMUSG00000016128
chr1	192856479	192856880	1:192856479-192856880	.	.	192856479	192856880	0	1	401	192856478	cluster_3	Promoter (<=1kb)	1	192844431	192855752	11322	2	ENSMUST00000155579	-728	ENSMUSG00000016262	ENSMUSG00000016262
chr15	78042684	78043085	15:78042684-78043085	.	.	78042684	78043085	0	1	401	78042677	cluster_3	Intron (ENSMUST00000019290/ENSMUSG00000019146, intron 1 of 3)	15	77958998	77970824	11827	2	ENSMUST00000100484	-71861	ENSMUSG00000016554	ENSMUSG00000016554
chr11	116020402	116020803	11:116020402-116020803	.	.	116020402	116020803	0	1	401	116020401	cluster_3	Downstream (1-2kb)	11	116023509	116024473	965	2	ENSMUST00000139378	3670	ENSMUSG00000016559	ENSMUSG00000016559
chr15	84913214	84913615	15:84913214-84913615	.	.	84913214	84913615	0	1	401	84913206	cluster_3	Distal Intergenic	15	84923428	84942955	19528	1	ENSMUST00000165443	-9813	ENSMUSG00000016619	ENSMUSG00000016619
chr1	12633111	12633512	1:12633111-12633512	.	.	12633111	12633512	0	1	401	12633110	cluster_3	Distal Intergenic	1	12692430	12860371	167942	1	ENSMUST00000177608	-58918	ENSMUSG00000016918	ENSMUSG00000016918
chr11	17797971	17798372	11:17797971-17798372	.	.	17797971	17798372	0	1	401	17797970	cluster_3	Distal Intergenic	11	17938756	17953875	15120	2	ENSMUST00000076661	155503	ENSMUSG00000016984	ENSMUSG00000016984
chr11	101497060	101497461	11:101497060-101497461	.	.	101497060	101497461	0	1	401	101497059	cluster_3	Exon (ENSMUST00000156843/ENSMUSG00000017146, exon 1 of 5)	11	101496315	101508178	11864	2	ENSMUST00000156843	10717	ENSMUSG00000017146	ENSMUSG00000017146
chr11	101520299	101520700	11:101520299-101520700	.	.	101520299	101520700	0	1	401	101520298	cluster_3	Promoter (1-2kb)	11	101512511	101522459	9949	2	ENSMUST00000131460	1759	ENSMUSG00000017146	ENSMUSG00000017146
chr11	98731158	98731559	11:98731158-98731559	.	.	98731158	98731559	0	1	401	98731149	cluster_3	Promoter (1-2kb)	11	98704591	98729435	24845	2	ENSMUST00000017354	-1724	ENSMUSG00000017210	ENSMUSG00000017210
chr11	76491801	76492202	11:76491801-76492202	.	.	76491801	76492202	0	1	401	76491794	cluster_3	Promoter (1-2kb)	11	76464238	76493929	29692	2	ENSMUST00000151526	1727	ENSMUSG00000017631	ENSMUSG00000017631
chr2	165073443	165073844	2:165073443-165073844	.	.	165073443	165073844	0	1	401	165073442	cluster_3	Distal Intergenic	2	165062676	165066695	4020	1	ENSMUST00000153105	10768	ENSMUSG00000017652	ENSMUSG00000017652
chr11	80275361	80275762	11:80275361-80275762	.	.	80275361	80275762	0	1	401	80275353	cluster_3	Distal Intergenic	11	80252497	80254828	2332	1	ENSMUST00000151518	22865	ENSMUSG00000017686	ENSMUSG00000017686
chr2	163726615	163727016	2:163726615-163727016	.	.	163726615	163727016	0	1	401	163726614	cluster_3	5' UTR	2	163730015	163730866	852	2	ENSMUST00000156939	3850	ENSMUSG00000017697	ENSMUSG00000017697
chr2	164861982	164862383	2:164861982-164862383	.	.	164861982	164862383	0	1	401	164861981	cluster_3	Distal Intergenic	2	164839518	164857711	18194	2	ENSMUST00000059954	-4272	ENSMUSG00000017754	ENSMUSG00000017754
chr2	165613012	165613413	2:165613012-165613413	.	.	165613012	165613413	0	1	401	165613011	cluster_3	Intron (ENSMUST00000088132/ENSMUSG00000017897, intron 1 of 15)	2	165595032	165771719	176688	1	ENSMUST00000088132	17981	ENSMUSG00000017897	ENSMUSG00000017897
