Chrom	Start	End	X4.8851361.8851762	.	..1	X8851361.1	X8851762.1	X0	X1	X401	X8851353	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr6	28507328	28507729	6:28507328-28507729	.	.	28507328	28507729	0	1	401	28507326	cluster_1	Intron (ENSMUST00000168362/ENSMUSG00000001424, intron 1 of 3)	6	28480359	28935162	454804	1	ENSMUST00000167201	26970	ENSMUSG00000001424	ENSMUSG00000001424
chr8	109965775	109966176	8:109965775-109966176	.	.	109965775	109966176	0	1	401	109965774	cluster_1	Distal Intergenic	8	109952911	109962203	9293	2	ENSMUST00000051430	-3573	ENSMUSG00000001672	ENSMUSG00000001672
chr9	37609769	37610170	9:37609769-37610170	.	.	37609769	37610170	0	1	401	37609766	cluster_1	Intron (ENSMUST00000002013/ENSMUSG00000001948, intron 2 of 4)	9	37603295	37613720	10426	2	ENSMUST00000002013	3550	ENSMUSG00000001948	ENSMUSG00000001948
chr17	31998391	31998792	17:31998391-31998792	.	.	31998391	31998792	0	1	401	31998388	cluster_1	Intron (ENSMUST00000002145/ENSMUSG00000002076, intron 6 of 7)	17	31946328	32013403	67076	2	ENSMUST00000133308	14611	ENSMUSG00000002076	ENSMUSG00000002076
chr14	55615368	55615769	14:55615368-55615769	.	.	55615368	55615769	0	1	401	55615363	cluster_1	Promoter (2-3kb)	14	55618037	55625395	7359	1	ENSMUST00000002395	-2268	ENSMUSG00000002324	ENSMUSG00000002324
chr8	70200050	70200451	8:70200050-70200451	.	.	70200050	70200451	0	1	401	70200043	cluster_1	Intron (ENSMUST00000063788/ENSMUSG00000002346, intron 1 of 8)	8	70184340	70212256	27917	2	ENSMUST00000063788	11805	ENSMUSG00000002346	ENSMUSG00000002346
chr16	89921397	89921798	16:89921397-89921798	.	.	89921397	89921798	0	1	401	89921389	cluster_1	Promoter (2-3kb)	16	89898421	89918985	20565	2	ENSMUST00000139544	-2413	ENSMUSG00000002489	ENSMUSG00000002489
chr7	25782728	25783129	7:25782728-25783129	.	.	25782728	25783129	0	1	401	25782726	cluster_1	Intron (ENSMUST00000002677/ENSMUSG00000002602, intron 4 of 19)	7	25778680	25787066	8387	2	ENSMUST00000147680	3937	ENSMUSG00000002602	ENSMUSG00000002602
chr12	50341695	50342096	12:50341695-50342096	.	.	50341695	50342096	0	1	401	50341690	cluster_1	Exon (ENSMUST00000002765/ENSMUSG00000002688, exon 1 of 19)	12	50341231	50649223	307993	2	ENSMUST00000002765	307127	ENSMUSG00000002688	ENSMUSG00000002688
chr17	70437258	70437659	17:70437258-70437659	.	.	70437258	70437659	0	1	401	70437251	cluster_1	Intron (ENSMUST00000133983/ENSMUSG00000003279, intron 4 of 13)	17	70424794	70819804	395011	1	ENSMUST00000155016	12465	ENSMUSG00000003279	ENSMUSG00000003279
chr11	90198122	90198523	11:90198122-90198523	.	.	90198122	90198523	0	1	401	90198113	cluster_1	Intron (ENSMUST00000153734/ENSMUSG00000003948, intron 1 of 1)	11	90187686	90228088	40403	1	ENSMUST00000124877	10437	ENSMUSG00000003948	ENSMUSG00000003948
chr5	9718153	9718554	5:9718153-9718554	.	.	9718153	9718554	0	1	401	9718144	cluster_1	Intron (ENSMUST00000004076/ENSMUSG00000003974, intron 1 of 5)	5	9485236	9725352	240117	2	ENSMUST00000004076	6798	ENSMUSG00000003974	ENSMUSG00000003974
chr1	158310547	158310948	1:158310547-158310948	.	.	158310547	158310948	0	1	401	158310546	cluster_1	Intron (ENSMUST00000004133/ENSMUSG00000004031, intron 1 of 7)	1	158245271	158356260	110990	2	ENSMUST00000004133	45312	ENSMUSG00000004031	ENSMUSG00000004031
chr6	56422923	56423324	6:56422923-56423324	.	.	56422923	56423324	0	1	401	56422918	cluster_1	Distal Intergenic	6	56100446	56369634	269189	2	ENSMUST00000166890	-53290	ENSMUSG00000004347	ENSMUSG00000004347
chr15	66878298	66878699	15:66878298-66878699	.	.	66878298	66878699	0	1	401	66878292	cluster_1	Distal Intergenic	15	66891320	66923201	31882	1	ENSMUST00000005255	-12621	ENSMUSG00000005124	ENSMUSG00000005124
chr15	10133779	10134180	15:10133779-10134180	.	.	10133779	10134180	0	1	401	10133778	cluster_1	Distal Intergenic	15	10177238	10329388	152151	1	ENSMUST00000005400	-43058	ENSMUSG00000005268	ENSMUSG00000005268
chr7	67907767	67908168	7:67907767-67908168	.	.	67907767	67908168	0	1	401	67907761	cluster_1	Distal Intergenic	7	67952859	68226780	273922	1	ENSMUST00000005671	-44691	ENSMUSG00000005533	ENSMUSG00000005533
chr13	83582451	83582852	13:83582451-83582852	.	.	83582451	83582852	0	1	401	83582443	cluster_1	Intron (ENSMUST00000005722/ENSMUSG00000005583, intron 3 of 10)	13	83504034	83667079	163046	1	ENSMUST00000163888	78418	ENSMUSG00000005583	ENSMUSG00000005583
chr13	82902070	82902471	13:82902070-82902471	.	.	82902070	82902471	0	1	401	82902062	cluster_1	Distal Intergenic	13	83504034	83667079	163046	1	ENSMUST00000005722	-601563	ENSMUSG00000005583	ENSMUSG00000005583
chr16	32454051	32454452	16:32454051-32454452	.	.	32454051	32454452	0	1	401	32454048	cluster_1	Intron (ENSMUST00000115137/ENSMUSG00000005615, intron 2 of 8)	16	32431230	32472037	40808	1	ENSMUST00000115140	22822	ENSMUSG00000005615	ENSMUSG00000005615
chr2	105435851	105436252	2:105435851-105436252	.	.	105435851	105436252	0	1	401	105435850	cluster_1	Distal Intergenic	2	105386291	105399319	13029	2	ENSMUST00000006128	-36533	ENSMUSG00000005973	ENSMUSG00000005973
chr8	122709483	122709884	8:122709483-122709884	.	.	122709483	122709884	0	1	401	122709482	cluster_1	Intron (ENSMUST00000127664/ENSMUSG00000092329, intron 1 of 15)	8	122628739	122699109	70371	2	ENSMUST00000127984	-10375	ENSMUSG00000006362	ENSMUSG00000006362
chr4	118355553	118355954	4:118355553-118355954	.	.	118355553	118355954	0	1	401	118355552	cluster_1	Distal Intergenic	4	118359990	118362744	2755	1	ENSMUST00000153202	-4036	ENSMUSG00000006395	ENSMUSG00000006395
chr2	167491211	167491612	2:167491211-167491612	.	.	167491211	167491612	0	1	401	167491210	cluster_1	Promoter (1-2kb)	2	167492645	167516166	23522	1	ENSMUST00000109214	-1033	ENSMUSG00000006418	ENSMUSG00000006418
chr4	13837290	13837691	4:13837290-13837691	.	.	13837290	13837691	0	1	401	13837289	cluster_1	Intron (ENSMUST00000006761/ENSMUSG00000006586, intron 2 of 10)	4	13889220	13889962	743	1	ENSMUST00000139736	-51529	ENSMUSG00000006586	ENSMUSG00000006586
chr18	6235281	6235682	18:6235281-6235682	.	.	6235281	6235682	0	1	401	6235275	cluster_1	Intron (ENSMUST00000025083/ENSMUSG00000006740, intron 1 of 25)	18	6214569	6241470	26902	2	ENSMUST00000163210	5788	ENSMUSG00000006740	ENSMUSG00000006740
chr11	100564272	100564673	11:100564272-100564673	.	.	100564272	100564673	0	1	401	100564271	cluster_1	Intron (ENSMUST00000092684/ENSMUSG00000006784, intron 9 of 11)	11	100574904	100581728	6825	1	ENSMUST00000103120	-10231	ENSMUSG00000006782	ENSMUSG00000006782
chr17	35039431	35039832	17:35039431-35039832	.	.	35039431	35039832	0	1	401	35039428	cluster_1	Intron (ENSMUST00000007250/ENSMUSG00000007035, intron 9 of 23)	17	35039146	35043767	4622	2	ENSMUST00000173685	3935	ENSMUSG00000007035	ENSMUSG00000007035
chr14	65185895	65186296	14:65185895-65186296	.	.	65185895	65186296	0	1	401	65185889	cluster_1	Distal Intergenic	14	65209719	65228096	18378	2	ENSMUST00000127272	41800	ENSMUSG00000007989	ENSMUSG00000007989
chr10	75106901	75107302	10:75106901-75107302	.	.	75106901	75107302	0	1	401	75106894	cluster_1	Intron (ENSMUST00000164107/ENSMUSG00000009681, intron 1 of 22)	10	75060896	75184923	124028	1	ENSMUST00000164107	46006	ENSMUSG00000009681	ENSMUSG00000009681
chr13	18290280	18290681	13:18290280-18290681	.	.	18290280	18290681	0	1	401	18290279	cluster_1	Intron (ENSMUST00000139064/ENSMUSG00000009734, intron 2 of 7)	13	18121101	18382041	260941	2	ENSMUST00000139064	91360	ENSMUSG00000009734	ENSMUSG00000009734
chr10	23426412	23426813	10:23426412-23426813	.	.	23426412	23426813	0	1	401	23426410	cluster_1	Distal Intergenic	10	23104168	23349895	245728	2	ENSMUST00000092665	-76518	ENSMUSG00000010461	ENSMUSG00000010461
chr7	137272188	137272589	7:137272188-137272589	.	.	137272188	137272589	0	1	401	137272187	cluster_1	Intron (ENSMUST00000033378/ENSMUSG00000010476, intron 6 of 15)	7	137194698	137314414	119717	2	ENSMUST00000168203	41825	ENSMUSG00000010476	ENSMUSG00000010476
chr3	138183577	138183978	3:138183577-138183978	.	.	138183577	138183978	0	1	401	138183576	cluster_1	Promoter (2-3kb)	3	138164135	138186713	22579	2	ENSMUST00000012186	2735	ENSMUSG00000012042	ENSMUSG00000012042
chr9	14631951	14632352	9:14631951-14632352	.	.	14631951	14632352	0	1	401	14631950	cluster_1	Distal Intergenic	9	14593444	14615483	22040	2	ENSMUST00000162901	-16469	ENSMUSG00000013076	ENSMUSG00000013076
chr11	58382475	58382876	11:58382475-58382876	.	.	58382475	58382876	0	1	401	58382470	cluster_1	Exon (ENSMUST00000013787/ENSMUSG00000013643, exon 4 of 7)	11	58379043	58390728	11686	1	ENSMUST00000108826	3433	ENSMUSG00000013643	ENSMUSG00000013643
chr15	67249050	67249451	15:67249050-67249451	.	.	67249050	67249451	0	1	401	67249044	cluster_1	Distal Intergenic	15	67102875	67113992	11118	2	ENSMUST00000092640	-135059	ENSMUSG00000013846	ENSMUSG00000013846
chr15	67630685	67631086	15:67630685-67631086	.	.	67630685	67631086	0	1	401	67630679	cluster_1	Distal Intergenic	15	67102875	67113992	11118	2	ENSMUST00000092640	-516694	ENSMUSG00000013846	ENSMUSG00000013846
chr15	67484176	67484577	15:67484176-67484577	.	.	67484176	67484577	0	1	401	67484170	cluster_1	Distal Intergenic	15	67102875	67113992	11118	2	ENSMUST00000092640	-370185	ENSMUSG00000013846	ENSMUSG00000013846
chr18	34457627	34458028	18:34457627-34458028	.	.	34457627	34458028	0	1	401	34457624	cluster_1	Exon (ENSMUST00000040506/ENSMUSG00000036501, exon 10 of 21)	18	34409423	34442789	33367	1	ENSMUST00000014647	48205	ENSMUSG00000014503	ENSMUSG00000014503
chr5	3664069	3664470	5:3664069-3664470	.	.	3664069	3664470	0	1	401	3664066	cluster_1	Promoter (2-3kb)	5	3661868	3680325	18458	1	ENSMUST00000156117	2202	ENSMUSG00000014529	ENSMUSG00000014529
chr14	68891780	68892181	14:68891780-68892181	.	.	68891780	68892181	0	1	401	68891774	cluster_1	Distal Intergenic	14	69029289	69041401	12113	1	ENSMUST00000014957	-137108	ENSMUSG00000014813	ENSMUSG00000014813
chr6	6197503	6197904	6:6197503-6197904	.	.	6197503	6197904	0	1	401	6197497	cluster_1	Intron (ENSMUST00000015256/ENSMUSG00000015112, intron 1 of 17)	6	6109181	6191317	82137	2	ENSMUST00000177698	-6187	ENSMUSG00000015112	ENSMUSG00000015112
chr6	6132090	6132491	6:6132090-6132491	.	.	6132090	6132491	0	1	401	6132084	cluster_1	Intron (ENSMUST00000169197/ENSMUSG00000015112, intron 2 of 13)	6	6109181	6181069	71889	2	ENSMUST00000179756	48578	ENSMUSG00000015112	ENSMUSG00000015112
chr7	66311331	66311732	7:66311331-66311732	.	.	66311331	66311732	0	1	401	66311325	cluster_1	Intron (ENSMUST00000015277/ENSMUSG00000015133, intron 6 of 33)	7	66259184	66282217	23034	2	ENSMUST00000145954	-29115	ENSMUSG00000015133	ENSMUSG00000015133
chr1	156197567	156197968	1:156197567-156197968	.	.	156197567	156197968	0	1	401	156197566	cluster_1	Intron (ENSMUST00000015628/ENSMUSG00000015484, intron 1 of 4)	1	156075966	156205026	129061	2	ENSMUST00000015628	7058	ENSMUSG00000015484	ENSMUSG00000015484
chr10	14085196	14085597	10:14085196-14085597	.	.	14085196	14085597	0	1	401	14085195	cluster_1	Intron (ENSMUST00000015645/ENSMUSG00000015501, intron 2 of 8)	10	13966379	14151376	184998	1	ENSMUST00000015645	118818	ENSMUSG00000015501	ENSMUSG00000015501
chr5	5728075	5728476	5:5728075-5728476	.	.	5728075	5728476	0	1	401	5728070	cluster_1	Distal Intergenic	5	5736325	5740401	4077	2	ENSMUST00000169542	11925	ENSMUSG00000015652	ENSMUSG00000015652
chr10	8229959	8230360	10:8229959-8230360	.	.	8229959	8230360	0	1	401	8229951	cluster_1	Intron (ENSMUST00000061601/ENSMUSG00000047712, intron 7 of 7)	10	7905653	7956230	50578	2	ENSMUST00000146444	-273730	ENSMUSG00000015755	ENSMUSG00000015755
chr3	87247163	87247564	3:87247163-87247564	.	.	87247163	87247564	0	1	401	87247155	cluster_1	Distal Intergenic	3	87250758	87263599	12842	2	ENSMUST00000090986	16035	ENSMUSG00000015852	ENSMUSG00000015852
chr5	45957666	45958067	5:45957666-45958067	.	.	45957666	45958067	0	1	401	45957662	cluster_1	Distal Intergenic	5	45775259	45857615	82357	2	ENSMUST00000156295	-100052	ENSMUSG00000015882	ENSMUSG00000015882
chr10	93532019	93532420	10:93532019-93532420	.	.	93532019	93532420	0	1	401	93532010	cluster_1	Intron (ENSMUST00000016034/ENSMUSG00000015890, intron 4 of 8)	10	93523338	93540033	16696	2	ENSMUST00000016034	7613	ENSMUSG00000015890	ENSMUSG00000015890
chr1	193433515	193433916	1:193433515-193433916	.	.	193433515	193433916	0	1	401	193433514	cluster_1	Distal Intergenic	1	193346346	193370297	23952	2	ENSMUST00000016323	-63219	ENSMUSG00000016179	ENSMUSG00000016179
chr1	193093329	193093730	1:193093329-193093730	.	.	193093329	193093730	0	1	401	193093328	cluster_1	Distal Intergenic	1	193104403	193130251	25849	2	ENSMUST00000085555	36521	ENSMUSG00000016181	ENSMUSG00000016181
chr1	131086454	131086855	1:131086454-131086855	.	.	131086454	131086855	0	1	401	131086453	cluster_1	Intron (ENSMUST00000016672/ENSMUSG00000016528, intron 1 of 9)	1	131053704	131097543	43840	2	ENSMUST00000016672	10688	ENSMUSG00000016528	ENSMUSG00000016528
chr15	83447764	83448165	15:83447764-83448165	.	.	83447764	83448165	0	1	401	83447756	cluster_1	Intron (ENSMUST00000171436/ENSMUSG00000016664, intron 1 of 10)	15	83375607	83432850	57244	2	ENSMUST00000165095	-14915	ENSMUSG00000016664	ENSMUSG00000016664
chr11	118254402	118254803	11:118254402-118254803	.	.	118254402	118254803	0	1	401	118254401	cluster_1	Distal Intergenic	11	118164166	118248592	84427	2	ENSMUST00000106305	-5811	ENSMUSG00000017132	ENSMUSG00000017132
chr2	51087607	51088008	2:51087607-51088008	.	.	51087607	51088008	0	1	401	51087602	cluster_1	Distal Intergenic	2	51137069	51149094	12026	2	ENSMUST00000140864	61086	ENSMUSG00000017144	ENSMUSG00000017144
chr14	16497460	16497861	14:16497460-16497861	.	.	16497460	16497861	0	1	401	16497459	cluster_1	Intron (ENSMUST00000063750/ENSMUSG00000017491, intron 3 of 7)	14	16423288	16428505	5218	1	ENSMUST00000163032	74173	ENSMUSG00000017485	ENSMUSG00000017485
chr11	99076788	99077189	11:99076788-99077189	.	.	99076788	99077189	0	1	401	99076779	cluster_1	Promoter (1-2kb)	11	99070684	99075341	4658	2	ENSMUST00000153351	-1448	ENSMUSG00000017607	ENSMUSG00000017607
chr11	88140688	88141089	11:88140688-88141089	.	.	88140688	88141089	0	1	401	88140680	cluster_1	Intron (ENSMUST00000018522/ENSMUSG00000018378, intron 1 of 10)	11	88162261	88194140	31880	1	ENSMUST00000154812	-21172	ENSMUSG00000018378	ENSMUSG00000018378
chr11	86950262	86950663	11:86950262-86950663	.	.	86950262	86950663	0	1	401	86950254	cluster_1	Intron (ENSMUST00000018571/ENSMUSG00000018427, intron 2 of 4)	11	86936425	86993707	57283	2	ENSMUST00000018571	43044	ENSMUSG00000018427	ENSMUSG00000018427
chr18	47512487	47512888	18:47512487-47512888	.	.	47512487	47512888	0	1	401	47512483	cluster_1	Distal Intergenic	18	47275658	47368870	93213	2	ENSMUST00000151382	-143618	ENSMUSG00000019647	ENSMUSG00000019647
chr10	5844369	5844770	10:5844369-5844770	.	.	5844369	5844770	0	1	401	5844364	cluster_1	Intron (ENSMUST00000131996/ENSMUSG00000019775, intron 2 of 4)	10	5811887	5823910	12024	2	ENSMUST00000019908	-20460	ENSMUSG00000019774	ENSMUSG00000019774
chr10	38991022	38991423	10:38991022-38991423	.	.	38991022	38991423	0	1	401	38991019	cluster_1	Intron (ENSMUST00000159506/ENSMUSG00000019846, intron 1 of 1)	10	38965672	39054519	88848	1	ENSMUST00000159580	25351	ENSMUSG00000019846	ENSMUSG00000019846
chr10	18522540	18522941	10:18522540-18522941	.	.	18522540	18522941	0	1	401	18522539	cluster_1	Intron (ENSMUST00000159299/ENSMUSG00000039835, intron 4 of 4)	10	18540123	18546076	5954	2	ENSMUST00000020000	23135	ENSMUSG00000019853	ENSMUSG00000019853
chr10	14727462	14727863	10:14727462-14727863	.	.	14727462	14727863	0	1	401	14727461	cluster_1	Distal Intergenic	10	14715623	14718214	2592	2	ENSMUST00000020016	-9249	ENSMUSG00000019867	ENSMUSG00000019867
chr10	14725690	14726091	10:14725690-14726091	.	.	14725690	14726091	0	1	401	14725689	cluster_1	Distal Intergenic	10	14715623	14718214	2592	2	ENSMUST00000020016	-7477	ENSMUSG00000019867	ENSMUSG00000019867
chr10	57420031	57420432	10:57420031-57420432	.	.	57420031	57420432	0	1	401	57420026	cluster_1	Distal Intergenic	10	57486385	57513133	26749	1	ENSMUST00000079833	-65953	ENSMUSG00000019878	ENSMUSG00000019878
chr10	50957637	50958038	10:50957637-50958038	.	.	50957637	50958038	0	1	401	50957632	cluster_1	Intron (ENSMUST00000020071/ENSMUSG00000019913, intron 9 of 10)	10	50895651	50989152	93502	1	ENSMUST00000020071	61987	ENSMUSG00000019913	ENSMUSG00000019913
chr10	69334767	69335168	10:69334767-69335168	.	.	69334767	69335168	0	1	401	69334761	cluster_1	Downstream (1-2kb)	10	69340599	69342729	2131	2	ENSMUST00000123458	7561	ENSMUSG00000019942	ENSMUSG00000019942
chr10	91001541	91001942	10:91001541-91001942	.	.	91001541	91001942	0	1	401	91001532	cluster_1	Promoter (1-2kb)	10	90995733	91000411	4679	2	ENSMUST00000159457	-1131	ENSMUSG00000019979	ENSMUSG00000019979
chr10	19502825	19503226	10:19502825-19503226	.	.	19502825	19503226	0	1	401	19502824	cluster_1	Distal Intergenic	10	19591949	19610229	18281	1	ENSMUST00000020188	-88723	ENSMUSG00000020009	ENSMUSG00000020009
chr10	92896061	92896462	10:92896061-92896462	.	.	92896061	92896462	0	1	401	92896052	cluster_1	Intron (ENSMUST00000168110/ENSMUSG00000020014, intron 50 of 66)	10	92897286	92940289	43004	2	ENSMUST00000067705	43827	ENSMUSG00000020014	ENSMUSG00000020014
chr10	84286075	84286476	10:84286075-84286476	.	.	84286075	84286476	0	1	401	84286067	cluster_1	Distal Intergenic	10	84375296	84392388	17093	2	ENSMUST00000129355	105912	ENSMUSG00000020032	ENSMUSG00000020032
chr10	85190620	85191021	10:85190620-85191021	.	.	85190620	85191021	0	1	401	85190612	cluster_1	Distal Intergenic	10	85131702	85185054	53353	2	ENSMUST00000020227	-5567	ENSMUSG00000020038	ENSMUSG00000020038
chr10	63032976	63033377	10:63032976-63033377	.	.	63032976	63033377	0	1	401	63032970	cluster_1	Intron (ENSMUST00000124784/ENSMUSG00000020068, intron 1 of 4)	10	63024512	63058813	34302	1	ENSMUST00000020262	8465	ENSMUSG00000020068	ENSMUSG00000020068
chr10	61798278	61798679	10:61798278-61798679	.	.	61798278	61798679	0	1	401	61798272	cluster_1	Distal Intergenic	10	61738665	61784147	45483	2	ENSMUST00000020283	-14132	ENSMUSG00000020086	ENSMUSG00000020086
chr10	125298860	125299261	10:125298860-125299261	.	.	125298860	125299261	0	1	401	125298859	cluster_1	Intron (ENSMUST00000063318/ENSMUSG00000020102, intron 2 of 5)	10	125227494	125308816	81323	2	ENSMUST00000105257	9555	ENSMUSG00000020102	ENSMUSG00000020102
chr10	122407990	122408391	10:122407990-122408391	.	.	122407990	122408391	0	1	401	122407989	cluster_1	Distal Intergenic	10	122448499	122453453	4955	1	ENSMUST00000020323	-40108	ENSMUSG00000020123	ENSMUSG00000020123
chr11	20125386	20125787	11:20125386-20125787	.	.	20125386	20125787	0	1	401	20125384	cluster_1	Distal Intergenic	11	20062304	20112913	50610	2	ENSMUST00000000137	-12474	ENSMUSG00000020152	ENSMUSG00000020152
chr10	117013952	117014353	10:117013952-117014353	.	.	117013952	117014353	0	1	401	117013951	cluster_1	Intron (ENSMUST00000020378/ENSMUSG00000020169, intron 9 of 9)	10	116986314	117025040	38727	1	ENSMUST00000020378	27639	ENSMUSG00000020169	ENSMUSG00000020169
chr10	109985954	109986355	10:109985954-109986355	.	.	109985954	109986355	0	1	401	109985953	cluster_1	Intron (ENSMUST00000032719/ENSMUSG00000020181, intron 1 of 38)	10	109682660	110000219	317560	2	ENSMUST00000032719	13864	ENSMUSG00000020181	ENSMUSG00000020181
chr10	110701521	110701922	10:110701521-110701922	.	.	110701521	110701922	0	1	401	110701520	cluster_1	Distal Intergenic	10	110745439	110748146	2708	1	ENSMUST00000173294	-43517	ENSMUSG00000020185	ENSMUSG00000020185
chr10	121067948	121068349	10:121067948-121068349	.	.	121067948	121068349	0	1	401	121067947	cluster_1	Intron (ENSMUST00000020439/ENSMUSG00000020218, intron 2 of 9)	10	121083755	121100637	16883	1	ENSMUST00000145691	-15406	ENSMUSG00000020218	ENSMUSG00000020218
chr11	30928459	30928860	11:30928459-30928860	.	.	30928459	30928860	0	1	401	30928456	cluster_1	Downstream (1-2kb)	11	30935001	30948085	13085	2	ENSMUST00000143126	19225	ENSMUSG00000020311	ENSMUSG00000020311
chr11	40879652	40880053	11:40879652-40880053	.	.	40879652	40880053	0	1	401	40879648	cluster_1	Distal Intergenic	11	40748552	40755311	6760	2	ENSMUST00000020576	-124342	ENSMUSG00000020326	ENSMUSG00000020326
chr11	49973879	49974280	11:49973879-49974280	.	.	49973879	49974280	0	1	401	49973875	cluster_1	Intron (ENSMUST00000093141/ENSMUSG00000020374, intron 10 of 12)	11	49963785	49975750	11966	1	ENSMUST00000109172	10095	ENSMUSG00000020374	ENSMUSG00000020374
chr11	5215445	5215846	11:5215445-5215846	.	.	5215445	5215846	0	1	401	5215440	cluster_1	Exon (ENSMUST00000020662/ENSMUSG00000020393, exon 6 of 9)	11	5204833	5238448	33616	2	ENSMUST00000151978	22602	ENSMUSG00000020393	ENSMUSG00000020393
chr11	54911918	54912319	11:54911918-54912319	.	.	54911918	54912319	0	1	401	54911913	cluster_1	Intron (ENSMUST00000108889/ENSMUSG00000020400, intron 17 of 17)	11	54918611	54921075	2465	2	ENSMUST00000132224	8756	ENSMUSG00000020400	ENSMUSG00000020400
chr11	52335974	52336375	11:52335974-52336375	.	.	52335974	52336375	0	1	401	52335969	cluster_1	Distal Intergenic	11	52360860	52389397	28538	1	ENSMUST00000102758	-24485	ENSMUSG00000020402	ENSMUSG00000020402
chr11	57535841	57536242	11:57535841-57536242	.	.	57535841	57536242	0	1	401	57535836	cluster_1	Distal Intergenic	11	57522964	57529526	6563	1	ENSMUST00000108848	12878	ENSMUSG00000020522	ENSMUSG00000020522
chr11	57197225	57197626	11:57197225-57197626	.	.	57197225	57197626	0	1	401	57197220	cluster_1	Intron (ENSMUST00000036315/ENSMUSG00000020524, intron 4 of 15)	11	57176518	57189793	13276	1	ENSMUST00000173531	20708	ENSMUSG00000020524	ENSMUSG00000020524
chr11	85329182	85329583	11:85329182-85329583	.	.	85329182	85329583	0	1	401	85329174	cluster_1	Intron (ENSMUST00000020835/ENSMUSG00000020525, intron 2 of 5)	11	85312164	85337203	25040	1	ENSMUST00000127717	17019	ENSMUSG00000020525	ENSMUSG00000020525
chr11	89945136	89945537	11:89945136-89945537	.	.	89945136	89945537	0	1	401	89945128	cluster_1	Distal Intergenic	11	89982665	90002894	20230	2	ENSMUST00000020864	57357	ENSMUSG00000020553	ENSMUSG00000020553
chr12	33302024	33302425	12:33302024-33302425	.	.	33302024	33302425	0	1	401	33302021	cluster_1	Promoter (<=1kb)	12	33302515	33368273	65759	1	ENSMUST00000090597	-90	ENSMUSG00000020564	ENSMUSG00000020564
chr12	44410537	44410938	12:44410537-44410938	.	.	44410537	44410938	0	1	401	44410533	cluster_1	Intron (ENSMUST00000020939/ENSMUSG00000020598, intron 2 of 30)	12	44328885	44601846	272962	1	ENSMUST00000110748	81653	ENSMUSG00000020598	ENSMUSG00000020598
chr12	15844705	15845106	12:15844705-15845106	.	.	15844705	15845106	0	1	401	15844704	cluster_1	Distal Intergenic	12	15815884	15816877	994	2	ENSMUST00000151100	-27829	ENSMUSG00000020601	ENSMUSG00000020601
