ENSEMBL	SYMBOL	shFoxg1/ctrl	K27ac shFoxg1/Ctrl	shFoxg1 TSA/DMSO	Ctrl TSA/DMSO
ENSMUSG00000021068	Nin	-1.35474060647634	-1.45625880554022	-0.0176828047489195	-1.18605031898895
ENSMUSG00000021536	Adcy2	-1.15123019286392	-1.98257045029962	-1.0265942163814	-1.54566045692392
ENSMUSG00000021619	Atg10	0.384082427564798	-2.02386035399202	-0.097380699287735	0.222382052612246
ENSMUSG00000022026	Olfm4	-2.30521985038176	-1.44617495395813	-1.29077264919415	-2.0773013679309
ENSMUSG00000022286	Grhl2	-0.0759548618173637	-2.01553148198849	4.99369611293166	4.77043969360152
ENSMUSG00000022307	Oxr1	-0.656384854130305	-1.83469382848994	0.0254660772514255	-0.496604264979663
ENSMUSG00000022656	Nectin3	-1.59686569900331	-1.08005144177071	-0.732558926182215	-1.44454291432876
ENSMUSG00000022656	Nectin3	-1.59686569900331	-2.47620834195274	-0.732558926182215	-1.44454291432876
ENSMUSG00000022861	Dgkg	-1.5580121187512	-1.61965638579092	-0.0809258236325557	-1.73084749682916
ENSMUSG00000022865	Cxadr	-0.566342463817001	-1.52427642986062	-1.46829099589465	-1.84905233876292
ENSMUSG00000024534	Sncaip	0.137589293480349	-0.873852023864843	-1.40700871762013	-1.42936327903747
ENSMUSG00000025370	Cdh9	-1.41143385998515	-1.99229223582594	-1.34722722419821	-1.73603284741494
ENSMUSG00000025558	Dock9	-1.94902283415164	-2.18746172329948	0.227382981176234	-1.55565986570894
ENSMUSG00000025900	Rp1	-0.000770655577621575	-1.7092245564631	-0.871519165024096	0.131442417644702
ENSMUSG00000026107	Nabp1	-1.03555507923791	-1.61337010847319	0.430702583692324	-0.335069966222761
ENSMUSG00000026156	B3gat2	-1.03883494347691	-1.69574035661581	-0.195632495081677	-1.36051299380183
ENSMUSG00000027596	a	-0.0721989289613332	-0.765847043786039	0.128532045767438	-0.203069733263771
ENSMUSG00000027599	Armc1	-1.14525368205218	-1.41077549572817	0.389125239158179	0.388644981440944
ENSMUSG00000027746	Ufm1	0.0495914897572771	-2.36189490318968	-0.520119510198395	-0.297794796931804
ENSMUSG00000027827	Kcnab1	-0.98813520708367	-1.34940732784201	-1.66970609994759	-2.54447495151931
ENSMUSG00000027827	Kcnab1	-0.98813520708367	-1.34940732784201	-1.66970609994759	-2.54447495151931
ENSMUSG00000027827	Kcnab1	-0.98813520708367	-1.34940732784201	-1.66970609994759	-2.54447495151931
ENSMUSG00000028033	Kcnq5	-2.43575495806889	-0.92170241429751	-1.50449009668427	-3.42148996135721
ENSMUSG00000028033	Kcnq5	-2.43575495806889	-0.92170241429751	-1.50449009668427	-3.42148996135721
ENSMUSG00000028172	Tacr3	-5.54875299676659	-1.24998508351584	2.426723670401	-1.28629707056797
ENSMUSG00000028488	Sh3gl2	-0.35172359908489	-0.967666719629067	-0.799866457018571	-1.50410201235849
ENSMUSG00000028587	Orc1	-0.124149943783279	-1.90922172470193	2.04871539104966	1.91446814536033
ENSMUSG00000028587	Orc1	-0.124149943783279	-1.90922172470193	2.04871539104966	1.91446814536033
ENSMUSG00000028883	Sema3a	0.0581950279716216	-2.4826718180667	-1.63001816488488	-0.648430361340543
ENSMUSG00000029212	Gabrb1	-1.16089083536815	-0.560070933770449	-1.77970482408295	-2.48681625386195
ENSMUSG00000029212	Gabrb1	-1.16089083536815	-1.52619983306176	-1.77970482408295	-2.48681625386195
ENSMUSG00000029265	Dr1	-0.969550776481494	-2.69193843006803	0.531054011604929	-0.138974678729365
ENSMUSG00000029491	Pde6b	-0.0224073626752443	-1.23602470913845	0.470781533684769	0.570359532402494
ENSMUSG00000029804	Herc3	-0.669721869890116	-0.758292835682968	0.290697682532898	-0.137040754549488
ENSMUSG00000030084	Plxna1	-0.393298283476633	-0.978388111144693	-0.368197723908208	-0.929042622667333
ENSMUSG00000030208	Emp1	-0.161909608276149	-0.640923441011097	-3.59686967190362	-3.12978890877114
ENSMUSG00000030447	Cyfip1	-0.687074098513996	-0.688576229543508	-1.04810803052694	-0.908755330750875
ENSMUSG00000030450	Oca2	0.232791040947346	-1.99278600064331	-3.8385847039761	-2.39323333389863
ENSMUSG00000030518	Fam189a1	-1.49559615392403	-1.25316846666169	0.414342148323939	-1.07548597432617
ENSMUSG00000030612	Mrpl46	0.365024455902996	-1.62457422686357	0.0344989235762119	0.439486450984559
ENSMUSG00000031558	Slit2	-1.15616928207896	-1.51869222295578	-0.50907539621365	-0.983788761421289
ENSMUSG00000032826	Ank2	-0.626798448321042	-2.4989611343569	-1.49679629777922	-1.78079367867725
ENSMUSG00000032826	Ank2	-0.626798448321042	-2.4989611343569	-1.49679629777922	-1.78079367867725
ENSMUSG00000033342	Plppr5	-0.799211886593572	-1.82976171318878	-2.23803762369438	-2.82504732796378
ENSMUSG00000033740	St18	-0.907070797332629	-2.19002466487283	-1.54231104747335	-2.26129922398937
ENSMUSG00000034040	Galnt17	-0.766862632896489	-0.828480693950154	-1.43188755913637	-1.82203716882236
ENSMUSG00000034613	Ppm1h	-0.151365834116341	-1.26587836143241	-1.6668857051114	-1.61933916253103
ENSMUSG00000034687	Fras1	-1.00034779072072	-1.72981676181388	0.871597205500495	-0.586163852097318
ENSMUSG00000034910	Pygo1	-0.337294029826698	-1.49538628841273	-1.57237735151205	-2.00517029307048
ENSMUSG00000036095	Dgkb	-0.286029811348995	-1.96707477487251	-2.65107318901841	-3.09419847816004
ENSMUSG00000036403	Cep135	0.0737127803198407	-1.49093096886743	-1.6571857903296	-1.8892001525232
ENSMUSG00000036452	Arhgap26	-0.400367324257646	-2.25061809141058	0.305350968173804	-0.417174982260382
ENSMUSG00000036890	Gtdc1	-0.904658741937914	-0.936683161095022	0.0769719283468227	-0.497533356603142
ENSMUSG00000037014	Sstr4	-2.40806017487563	-1.97107900905778	-0.455196515843547	-1.74659267190689
ENSMUSG00000037852	Cpe	-0.496667029490793	-0.62133531103734	-0.78491635552883	-0.878975562249546
ENSMUSG00000037973	Itprid1	-0.187721033243738	-0.848482486537699	-1.52459754670929	-2.29271741643346
ENSMUSG00000037973	Itprid1	-0.187721033243738	-1.23898944892719	-1.52459754670929	-2.29271741643346
ENSMUSG00000037984	Neurod6	-1.05290152448623	-0.677722799998054	-5.0355847908016	-6.07731280093582
ENSMUSG00000038122	Tbc1d32	-0.464625371390806	-2.07858775978184	0.786069317756371	0.345461557031343
ENSMUSG00000039058	Ak5	-0.694776005324178	-1.61410085411666	-2.16145069321437	-2.50355037257837
ENSMUSG00000039298	Cdk5rap2	-0.215772296503003	-2.27401721484626	-0.537212324653074	-0.883650702649251
ENSMUSG00000040003	Magi2	-0.388097018665128	-1.03716946500452	-2.39090749698925	-2.8877419704505
ENSMUSG00000040490	Lrfn2	-1.2633502504291	-1.05138871674232	-1.21026360021157	-1.85671516952009
ENSMUSG00000041670	Rims1	-0.00906591103674905	-2.79374183685763	-1.90523773696073	-2.0399636250685
ENSMUSG00000042581	Thsd7b	-1.1108807042175	-2.37938143096424	-1.28471538801524	-2.54031872470621
ENSMUSG00000043940	Wdfy3	-0.402721690982634	-1.60374138277454	-0.187936044348273	-0.784457406266691
ENSMUSG00000045328	Cenpe	-0.0767230565643171	-1.67536436700117	0.961722371863851	1.00788497962988
ENSMUSG00000045441	Gprin3	-1.83987764189718	-1.47246837439837	-1.40436271770923	-2.18128500645122
ENSMUSG00000045555	Mettl24	-0.0103460129325778	-1.25534419522379	-1.41776734988901	-0.605360250014203
ENSMUSG00000045555	Mettl24	-0.0103460129325778	-1.54731328997783	-1.41776734988901	-0.605360250014203
ENSMUSG00000049349	Gm5105	-0.019952603058661	-2.17788331134486	-0.751066061581523	-0.643635970512159
ENSMUSG00000049404	Rarres1	-0.858933732242168	-1.26650878682602	1.17183405166996	1.00107172458852
ENSMUSG00000049583	Grm5	-2.16625134805758	-1.57692274241495	-1.12483194500372	-2.02094021732973
ENSMUSG00000050505	Pcdh20	-1.78936806234221	-1.0367716379164	-1.17531133460646	-2.12764307510047
ENSMUSG00000050505	Pcdh20	-1.78936806234221	-1.85033565427414	-1.17531133460646	-2.12764307510047
ENSMUSG00000052139	Babam2	0.417980128279448	-0.924243185725685	-0.271909226245004	0.114358257105576
ENSMUSG00000052572	Dlg2	-0.925119127640383	-1.90398420901568	-1.43183917757796	-2.34830377608368
ENSMUSG00000052572	Dlg2	-0.925119127640383	-1.90398420901568	-1.43183917757796	-2.34830377608368
ENSMUSG00000052572	Dlg2	-0.925119127640383	-2.01334280000061	-1.43183917757796	-2.34830377608368
ENSMUSG00000052955	Cpvl	-0.0262873409766022	-2.41182935614646	1.88622205771561	1.24436789685536
ENSMUSG00000054364	Rhob	-0.700819716772049	-1.06322636744909	-0.359362981381071	-0.449124182179479
ENSMUSG00000054409	Tmem74	-1.90389222700231	-0.916564281243163	0.274462542472788	-1.26586176613111
ENSMUSG00000055540	Epha6	-2.21700580136818	-1.1344781926025	0.245048655090694	-1.32296327579296
ENSMUSG00000055540	Epha6	-2.21700580136818	-1.1344781926025	0.245048655090694	-1.32296327579296
ENSMUSG00000056306	Sertm1	-2.4778417299975	-0.923409136167608	-0.292504846206055	-1.92517125671939
ENSMUSG00000056306	Sertm1	-2.4778417299975	-2.03441009000831	-0.292504846206055	-1.92517125671939
ENSMUSG00000056752	Dnah9	-0.132527381763727	-2.16063429663924	-1.41536256210805	-1.74776331031267
ENSMUSG00000056999	Ide	-0.426536492800781	-1.40779174659398	-0.328720508398468	-0.690496327799682
ENSMUSG00000057378	Ryr3	-0.231855028620674	-1.42895440965766	-1.15379146799859	-2.40943105409533
ENSMUSG00000057715	A830018L16Rik	-0.888935875262301	-1.7858627318738	-1.42125948696889	-1.64454383727313
ENSMUSG00000059003	Grin2a	-1.40652758908939	-1.73603705989703	-1.9296087750846	-2.65175710232621
ENSMUSG00000059146	Ntrk3	-1.8847757942504	-1.2309146583134	-1.62750650795293	-2.93874045986664
ENSMUSG00000059146	Ntrk3	-1.8847757942504	-1.4510246010117	-1.62750650795293	-2.93874045986664
ENSMUSG00000059182	Skap2	-1.52351688348674	-1.8021998346835	2.24617028124871	1.45471131542226
ENSMUSG00000060143	Gm10076	-0.0212738755429252	-1.23824639688901	-0.177335518441395	-0.196107635603035
ENSMUSG00000060402	Chst8	-2.24844576632007	-1.32734733935289	0.465089721846986	-1.03710580650698
ENSMUSG00000060402	Chst8	-2.24844576632007	-1.82592742141775	0.465089721846986	-1.03710580650698
ENSMUSG00000060534	Dcc	-3.08735587829837	-2.05558475178045	-1.21683278164195	-2.75811363320764
ENSMUSG00000060534	Dcc	-3.08735587829837	-2.87836360049379	-1.21683278164195	-2.75811363320764
ENSMUSG00000060924	Csmd1	-0.476125889189524	-0.902811151140194	-1.58757448073183	-2.02864420139681
ENSMUSG00000062257	Opcml	-1.39915054663062	-1.33604733094901	-2.62036548578231	-3.54789091179794
ENSMUSG00000062611	Rps3a2	0.111541777628428	-1.75661530365445	0.270598841262588	0.423809434179203
ENSMUSG00000063556	Gm10132	0.164373556982741	-1.62289669124097	0.502923559354133	0.952100162500012
ENSMUSG00000063556	Gm10132	0.164373556982741	-1.66440353957769	0.502923559354133	0.952100162500012
ENSMUSG00000063556	Gm10132	0.164373556982741	-2.47006235313567	0.502923559354133	0.952100162500012
ENSMUSG00000064193	NA	-0.179844019857576	-2.43404589400913	-0.09803566822951	-0.291774234170424
ENSMUSG00000064225	Paqr9	-0.324715188398802	-1.33119815309164	-0.0957593886829265	-0.493875975434081
ENSMUSG00000066878	Gm10184	0.0640756657397151	-1.36817529457715	-0.16091683446066	-0.0475499656444254
ENSMUSG00000066878	Gm10184	0.0640756657397151	-2.10201086769922	-0.16091683446066	-0.0475499656444254
ENSMUSG00000069011	NA	-0.0917735831958266	-1.23473384819703	-0.502479981217365	-0.393684559375941
ENSMUSG00000070490	Gm10293	-0.0778173643439985	-1.09729321167624	-0.426841470722416	-0.102339469596939
ENSMUSG00000070520	Nsmce3	-0.73819313965874	-1.33118170670012	0.824479768373127	0.0214178152176197
ENSMUSG00000071317	Bves	-1.96165172175194	-2.16683820866635	1.98667991403494	0.349164661965384
ENSMUSG00000071359	Tbpl1	-0.166009782448437	-1.02247596752866	-0.823244839306104	-0.851461093359888
ENSMUSG00000071359	Tbpl1	-0.166009782448437	-1.02247596752866	-0.823244839306104	-0.851461093359888
ENSMUSG00000079022	Col22a1	0.0851949354396333	-2.35382595932927	-0.499724548710466	0.117650886846795
ENSMUSG00000079333	NA	-0.0781613353028574	-1.1643493870225	-1.03327785532424	-1.71995763059118
ENSMUSG00000079429	Mroh2a	-1.57823312214443	-1.45277833521746	-0.205873070432045	-0.850393896996248
ENSMUSG00000079429	Mroh2a	-1.57823312214443	-1.45277833521746	-0.205873070432045	-0.850393896996248
ENSMUSG00000079550	Mpp4	-0.359086566433381	-1.73371644979542	1.63238677499463	1.37246688896148
ENSMUSG00000079550	Mpp4	-0.359086566433381	-1.73371644979542	1.63238677499463	1.37246688896148
ENSMUSG00000079550	Mpp4	-0.359086566433381	-1.73371644979542	1.63238677499463	1.37246688896148
ENSMUSG00000081787	NA	-0.131643836194338	-2.99374688367662	0.191939994603698	-0.482433883636938
ENSMUSG00000085416	1700019G24Rik	0.103578746205227	-1.33288136178982	-2.71772704797227	-3.1302372440648
ENSMUSG00000087366	NA	-0.0260996197346722	-1.362751259576	0.904603086282505	0.550187414166522
ENSMUSG00000096914	Galntl6	-1.49541644362297	-0.921524930937146	-1.55344708374623	-2.29346500968927
