# Note: this mapping is specifically created for this non-redundant set of motifs.
# It also includes factors for motifs that were similar, but this can be
# specific to this analysis.
Motif	Factor	Evidence	Curated
GM.5.0.Myb_SANT.0001	MYBL1	HT-SELEX	N
GM.5.0.Myb_SANT.0001	MYBL2	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR1	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	Egr1	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	EGR	TRANSFAC	N
GM.5.0.C2H2_ZF.0043	Egr1	JASPAR	N
GM.5.0.C2H2_ZF.0043	Egr2	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	EGR1	JASPAR	N
GM.5.0.C2H2_ZF.0043	Egr4	JASPAR	N
GM.5.0.C2H2_ZF.0043	Egr2	JASPAR	N
GM.5.0.C2H2_ZF.0043	EGR1	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	Egr4	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	EGR2	ChIP-seq	N
GM.5.0.GATA.0001	CCNT2	ChIP-seq	N
GM.5.0.GATA.0001	GATA1	ChIP-seq	N
GM.5.0.GATA.0001	GATA2	ChIP-seq	N
GM.5.0.GATA.0001	GATA1	ChIP-seq	Y
GM.5.0.GATA.0001	Gata1	ChIP-seq	Y
GM.5.0.GATA.0001	GATA2	ChIP-seq	Y
GM.5.0.GATA.0001	Gata	JASPAR	Y
GM.5.0.GATA.0001	Gata2	ChIP-seq	N
GM.5.0.GATA.0001	TAL1	ChIP-seq	Y
GM.5.0.GATA.0001	Tal1	ChIP-seq	Y
GM.5.0.GATA.0001	TAL1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1	JASPAR	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Zeb1	JASPAR	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Zeb1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	NHLH2	B1H	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Nhlh1	B1H	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SNAI1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SNAI3	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Snai3	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	SNAI2	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Snai2	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Snai1	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1	Unknown	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ZEB1	ChIP-seq	N
GM.5.0.Unknown.0182	CEBPB	ChIP-seq	N
GM.5.0.Unknown.0182	NFY	TRANSFAC	N
GM.5.0.Mixed.0002	Dlx3	PBM	N
GM.5.0.Mixed.0002	Dlx4	PBM	N
GM.5.0.Mixed.0002	DLX5	HT-SELEX	N
GM.5.0.Mixed.0002	ISX	HT-SELEX	N
GM.5.0.Mixed.0002	Cdx4	PBM	N
GM.5.0.Mixed.0002	OTP	JASPAR	N
GM.5.0.Mixed.0002	Prrxl1	JASPAR	N
GM.5.0.Mixed.0002	Vsx2	JASPAR	N
GM.5.0.Mixed.0002	OTP	B1H	N
GM.5.0.Mixed.0002	Prrxl1	B1H	N
GM.5.0.Mixed.0002	Vsx2	B1H	N
GM.5.0.Mixed.0002	DLX5	SELEX	N
GM.5.0.Mixed.0002	Dlx6	SELEX	N
GM.5.0.Mixed.0002	ISX	SELEX	N
GM.5.0.Mixed.0002	DLX2	ChIP-seq	N
GM.5.0.Mixed.0002	Dlx6	ChIP-seq	N
GM.5.0.Mixed.0002	PRRX2	ChIP-seq	N
GM.5.0.Mixed.0002	Prrxl1	ChIP-seq	N
GM.5.0.Mixed.0002	ISX	HT-SELEX	N
GM.5.0.Mixed.0002	MSX2	Unknown	N
GM.5.0.Mixed.0002	Msx2	PBM	N
GM.5.0.Mixed.0002	Prrx2	ChIP-seq	N
GM.5.0.Ets.0018	FEV	ChIP-seq	N
GM.5.0.Ets.0018	Fev	ChIP-seq	N
GM.5.0.Ets.0018	ETS2	ChIP-seq	N
GM.5.0.Ets.0018	ENSG00000235187	ChIP-seq	N
GM.5.0.Ets.0018	Etv2	ChIP-seq	N
GM.5.0.Ets.0018	Ets2	ChIP-seq	N
GM.5.0.Ets.0018	Erf	ChIP-seq	N
GM.5.0.Ets.0018	ENSMUSG00000044690	ChIP-seq	N
GM.5.0.Ets.0018	Fev	ChIP-seq	N
GM.5.0.Ets.0018	SPI1	Unknown	N
GM.5.0.Ets.0018	SPI1	JASPAR	N
GM.5.0.bZIP.0013	Fosb	PBM	N
GM.5.0.bZIP.0013	Fos	PBM	N
GM.5.0.bZIP.0013	Fosl1	PBM	N
GM.5.0.bZIP.0013	Jdp2	PBM	N
GM.5.0.bZIP.0013	Junb	PBM	N
GM.5.0.bZIP.0013	Jund	PBM	N
GM.5.0.bZIP.0013	JUND	ChIP-seq	N
GM.5.0.IRF.0005	IRF2	ChIP-seq	N
GM.5.0.IRF.0005	IRF1	JASPAR	N
GM.5.0.IRF.0005	IRF3	ChIP-seq	N
GM.5.0.bHLH.0137	Tcfap4	PBM	N
GM.5.0.bHLH.0137	ATOH7	B1H	N
GM.5.0.bHLH.0137	Atoh7	B1H	N
GM.5.0.bHLH.0137	TCF3	TRANSFAC	N
GM.5.0.Nuclear_receptor.0047	RARg	ChIP-seq	N
GM.5.0.Nuclear_receptor.0047	Rara	ChIP-seq	N
GM.5.0.Nuclear_receptor.0047	Rxra	ChIP-seq	N
GM.5.0.Nuclear_receptor.0047	Rxrg	ChIP-seq	N
GM.5.0.bZIP.0003	BACH1	ChIP-seq	Y
GM.5.0.bZIP.0003	Bach1	ChIP-seq	N
GM.5.0.bZIP.0003	Bach2	ChIP-seq	N
GM.5.0.bZIP.0003	MAFK	ChIP-seq	Y
GM.5.0.bZIP.0003	MAFK	ChIP-seq	N
GM.5.0.bZIP.0003	NFE2	ChIP-seq	N
GM.5.0.bZIP.0003	Bach2	ChIP-seq	Y
GM.5.0.bHLH.0059	SREBF1	TRANSFAC	N
GM.5.0.bHLH.0059	SREBF	TRANSFAC	N
GM.5.0.Unknown.0128	GTF3C2	ChIP-seq	N
GM.5.0.Unknown.0128	POLR3A	ChIP-seq	N
GM.5.0.Unknown.0128	POLR3G	ChIP-seq	N
GM.5.0.Unknown.0128	HSF1	ChIP-seq	N
GM.5.0.Unknown.0128	HSF1	ChIP-seq	N
GM.5.0.Unknown.0128	Hsf1	ChIP-seq	N
GM.5.0.Unknown.0128	Hsf4	ChIP-seq	N
GM.5.0.Homeodomain.0003	HOXB7	Unknown	N
GM.5.0.Homeodomain.0003	HOXB8	Unknown	N
GM.5.0.Homeodomain.0003	HOXB7	ChIP-seq	Y
GM.5.0.Homeodomain.0003	Hoxb7	ChIP-seq	Y
GM.5.0.Homeodomain.0003	HOXB8	ChIP-seq	Y
GM.5.0.Homeodomain.0003	Hoxb8	ChIP-seq	Y
GM.5.0.Homeodomain.0003	HOXA5	ChIP-seq	Y
GM.5.0.Homeodomain.0003	HOXA6	ChIP-seq	N
GM.5.0.Homeodomain.0003	HOXD3	ChIP-seq	N
GM.5.0.Homeodomain.0003	AC012531.1	ChIP-seq	N
GM.5.0.Homeodomain.0003	HOXB4	ChIP-seq	N
GM.5.0.Homeodomain.0003	HOXC5	ChIP-seq	N
GM.5.0.Homeodomain.0003	Hoxd4	ChIP-seq	N
GM.5.0.Homeodomain.0003	Hoxb2	ChIP-seq	N
GM.5.0.Homeodomain.0003	HOXB6	ChIP-seq	Y
GM.5.0.Homeodomain.0003	HOXB9	ChIP-seq	N
GM.5.0.Homeodomain.0003	HOXC9	ChIP-seq	N
GM.5.0.Homeodomain.0003	Hoxb9	ChIP-seq	N
GM.5.0.Homeodomain.0003	NP_032296.2	ChIP-seq	N
GM.5.0.C2H2_ZF.0003	ZBTB6	Transfac	Y
GM.5.0.C2H2_ZF.0003	Zbtb6	Transfac	N
GM.5.0.C2H2_ZF.0003	ZBTB6	ChIP-seq	Y
GM.5.0.C2H2_ZF.0003	Zbtb6	ChIP-seq	N
GM.5.0.C2H2_ZF.0003	ZBTB6	Unknown	N
GM.5.0.C2H2_ZF.0003	ZBTB6	TRANSFAC	Y
GM.5.0.ARID_BRIGHT.0005	ARID3A	JASPAR	N
GM.5.0.ARID_BRIGHT.0005	ARID3B	PBM	N
GM.5.0.ARID_BRIGHT.0005	ARID3C	PBM	N
GM.5.0.ARID_BRIGHT.0005	Arid3c	PBM	N
GM.5.0.ARID_BRIGHT.0005	Arid3a	PBM	N
GM.5.0.ARID_BRIGHT.0005	ARID3B	JASPAR	N
GM.5.0.ARID_BRIGHT.0005	ARID3C	JASPAR	N
GM.5.0.ARID_BRIGHT.0005	Arid3a	JASPAR	N
GM.5.0.ARID_BRIGHT.0005	Arid3c	JASPAR	N
GM.5.0.ARID_BRIGHT.0005	ARID3A	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0005	ARID3B	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0005	ARID3C	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0005	Arid3c	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0005	Arid3a	SELEX	N
GM.5.0.Homeodomain_POU.0004	POU3F2	Transfac	N
GM.5.0.Homeodomain_POU.0004	POU3F2	TRANSFAC	N
GM.5.0.Homeodomain_POU.0004	NANOG	ChIP-seq	N
GM.5.0.Homeodomain_POU.0004	POU5F1	ChIP-seq	N
GM.5.0.C2H2_ZF.0087	ZIC5	Transfac	N
GM.5.0.C2H2_ZF.0087	ZIC1	Transfac	N
GM.5.0.C2H2_ZF.0087	Zic4	Transfac	N
GM.5.0.C2H2_ZF.0087	ZIC5	ChIP-seq	N
GM.5.0.C2H2_ZF.0087	ZIC1	ChIP-seq	N
GM.5.0.C2H2_ZF.0087	Zic4	ChIP-seq	N
GM.5.0.C2H2_ZF.0087	ZIC1	TRANSFAC	N
GM.5.0.C2H2_ZF.0087	Zic1	ChIP-seq	N
GM.5.0.Homeodomain.0010	IRX4	JASPAR	N
GM.5.0.Homeodomain.0010	IRX6	JASPAR	N
GM.5.0.Homeodomain.0010	IRX1	JASPAR	N
GM.5.0.Homeodomain.0010	IRX3	JASPAR	N
GM.5.0.Homeodomain.0010	Irx1	JASPAR	N
GM.5.0.Homeodomain.0010	IRX4	B1H	N
GM.5.0.Homeodomain.0010	IRX6	B1H	N
GM.5.0.Homeodomain.0010	IRX1	B1H	N
GM.5.0.Homeodomain.0010	IRX3	B1H	N
GM.5.0.Homeodomain.0010	Irx1	B1H	N
GM.5.0.Nuclear_receptor.0056	HNF4	TRANSFAC	N
GM.5.0.Nuclear_receptor.0056	NR2C1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0056	Nr2c2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0056	NR2C1	Unknown	N
GM.5.0.Nuclear_receptor.0056	Nr2c1	ChIP-seq	N
GM.5.0.Sox.0025	SOX9	JASPAR	N
GM.5.0.Sox.0025	Sox9	JASPAR	N
GM.5.0.Sox.0025	SRY	Transfac	N
GM.5.0.Sox.0025	SRY	ChIP-seq	N
GM.5.0.Sox.0025	SOX9	SELEX	N
GM.5.0.Sox.0025	SRY	TRANSFAC	N
GM.5.0.Sox.0025	Sry	ChIP-seq	N
GM.5.0.DM.0007	DMRT1	TRANSFAC	N
GM.5.0.DM.0007	DMRT1	ChIP-seq	N
GM.5.0.DM.0007	DMRT6	ChIP-seq	N
GM.5.0.bHLH.0057	USF1	JASPAR	N
GM.5.0.bHLH.0057	SREBF1	Transfac	N
GM.5.0.bHLH.0057	MITF	ChIP-seq	N
GM.5.0.bHLH.0057	TFE3	ChIP-seq	N
GM.5.0.bHLH.0057	USF2	ChIP-seq	N
GM.5.0.bHLH.0057	USF1	ChIP-seq	N
GM.5.0.bHLH.0057	EBOX	TRANSFAC	N
GM.5.0.bHLH.0057	SREBF1	TRANSFAC	N
GM.5.0.bHLH.0057	TFE	TRANSFAC	N
GM.5.0.Unknown.0175	ATF4	Unknown	N
GM.5.0.Unknown.0175	ATF4	HT-SELEX	N
GM.5.0.Unknown.0175	Atf4	HT-SELEX	N
GM.5.0.Unknown.0175	ATF4	ChIP-seq	N
GM.5.0.Unknown.0175	Atf4	ChIP-seq	N
GM.5.0.Unknown.0175	Chop	ChIP-seq	N
GM.5.0.Unknown.0175	CEBPG	ChIP-seq	N
GM.5.0.Unknown.0175	Cebpg	ChIP-seq	N
GM.5.0.Unknown.0175	ATF3	ChIP-seq	N
GM.5.0.Unknown.0175	Ddit3	ChIP-seq	N
GM.5.0.Unknown.0175	ATF4	SELEX	N
GM.5.0.Unknown.0175	Atf5	SELEX	N
GM.5.0.Unknown.0175	Atf4	SELEX	N
GM.5.0.Unknown.0175	ATF4	HT-SELEX	N
GM.5.0.Unknown.0175	MYC	ChIP-seq	N
GM.5.0.C2H2_ZF.0208	Tbet	ChIP-seq	N
GM.5.0.C2H2_ZF.0208	Eomes	PBM	N
GM.5.0.C2H2_ZF.0208	EOMES	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX10	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx1	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx10	PBM	N
GM.5.0.C2H2_ZF.0208	EOMES	SELEX	N
GM.5.0.C2H2_ZF.0208	Tbx21	SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	EOMES	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	Unknown	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	TCF3	Transfac	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID2	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID3	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID1	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id3	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id4	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id1	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	MYF6	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Myf5	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Myf6	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	TCF3	TRANSFAC	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Tcf3	PBM	N
GM.5.0.Homeodomain.0044	CRX	ChIP-seq	N
GM.5.0.Homeodomain.0044	Crx	ChIP-seq	N
GM.5.0.Homeodomain.0044	DMBX1	HT-SELEX	N
GM.5.0.Homeodomain.0044	DPRX	HT-SELEX	N
GM.5.0.Homeodomain.0044	GSC2	HT-SELEX	N
GM.5.0.Homeodomain.0044	GSC	HT-SELEX	N
GM.5.0.Homeodomain.0044	Otx1	PBM	N
GM.5.0.Homeodomain.0044	Prrxl1	PBM	N
GM.5.0.Homeodomain.0044	Gsc	PBM	N
GM.5.0.Homeodomain.0044	Gsc2	PBM	N
GM.5.0.Homeodomain.0044	Pitx1	PBM	N
GM.5.0.Homeodomain.0044	OTP	PBM	N
GM.5.0.Homeodomain.0044	Otx2	PBM	N
GM.5.0.Homeodomain.0044	Pitx3	PBM	N
GM.5.0.Homeodomain.0044	Pitx2	PBM	N
GM.5.0.Homeodomain.0044	Dmbx1	PBM	N
GM.5.0.Homeodomain.0044	Crx	PBM	N
GM.5.0.Homeodomain.0044	ENSMUSG00000040953	PBM	N
GM.5.0.Homeodomain.0044	Obox6	PBM	N
GM.5.0.Homeodomain.0044	Gm4830	PBM	N
GM.5.0.Homeodomain.0044	Obox1	PBM	N
GM.5.0.Homeodomain.0044	Gm5889	PBM	N
GM.5.0.Homeodomain.0044	NP_663755.2	PBM	N
GM.5.0.Homeodomain.0044	Q8VHG7_MOUSE	PBM	N
GM.5.0.Homeodomain.0044	Crx	JASPAR	N
GM.5.0.Homeodomain.0044	Prrxl1	JASPAR	N
GM.5.0.Homeodomain.0044	Gsc2	B1H	N
GM.5.0.Homeodomain.0044	DMBX1	SELEX	N
GM.5.0.Homeodomain.0044	Prrxl1	SELEX	N
GM.5.0.Homeodomain.0044	DPRX	SELEX	N
GM.5.0.Homeodomain.0044	GSC	SELEX	N
GM.5.0.Homeodomain.0044	Gsc2	SELEX	N
GM.5.0.Homeodomain.0044	GSC2	SELEX	N
GM.5.0.Homeodomain.0044	OTX1	SELEX	N
GM.5.0.Homeodomain.0044	OTX2	SELEX	N
GM.5.0.Homeodomain.0044	OTP	SELEX	N
GM.5.0.Homeodomain.0044	PITX1	SELEX	N
GM.5.0.Homeodomain.0044	PITX3	SELEX	N
GM.5.0.Homeodomain.0044	Otx1	SELEX	N
GM.5.0.Homeodomain.0044	OTX1	ChIP-seq	N
GM.5.0.Homeodomain.0044	Prrxl1	ChIP-seq	N
GM.5.0.Homeodomain.0044	GSC	HT-SELEX	N
GM.5.0.Homeodomain.0044	Pitx1	HT-SELEX	N
GM.5.0.Homeodomain.0044	OTX1	HT-SELEX	N
GM.5.0.Homeodomain.0044	OTX2	HT-SELEX	N
GM.5.0.Homeodomain.0044	PITX3	HT-SELEX	N
GM.5.0.Homeodomain.0044	GSC2	HT-SELEX	N
GM.5.0.Homeodomain.0044	Otx2	ChIP-seq	N
GM.5.0.Homeodomain.0044	OTX1	HT-SELEX	N
GM.5.0.Homeodomain.0044	Otx1	HT-SELEX	N
GM.5.0.Homeodomain.0044	OTX2	HT-SELEX	N
GM.5.0.Homeodomain.0044	OTX2	ChIP-seq	N
GM.5.0.Homeodomain.0044	PITX1	HT-SELEX	N
GM.5.0.Homeodomain.0044	PITX3	Unknown	N
GM.5.0.Homeodomain.0044	PITX3	HT-SELEX	N
GM.5.0.Homeodomain.0044	GSC	ChIP-seq	N
GM.5.0.GATA.0001	GATA2	Transfac	N
GM.5.0.GATA.0001	GATA3	Transfac	N
GM.5.0.GATA.0001	Gata2	Transfac	N
GM.5.0.RFX.0018	RFX7	PBM	N
GM.5.0.RFX.0018	RFX6	PBM	N
GM.5.0.RFX.0018	RFX8	PBM	N
GM.5.0.RFX.0018	Rfx5	PBM	N
GM.5.0.RFX.0018	Rfx6	PBM	N
GM.5.0.RFX.0018	Rfx8	PBM	N
GM.5.0.RFX.0018	ARID2	PBM	N
GM.5.0.RFX.0018	Arid2	PBM	N
GM.5.0.RFX.0018	ARID2	JASPAR	N
GM.5.0.RFX.0018	Arid2	JASPAR	N
GM.5.0.RFX.0018	RFX7	JASPAR	N
GM.5.0.RFX.0018	RFX6	JASPAR	N
GM.5.0.RFX.0018	RFX8	JASPAR	N
GM.5.0.RFX.0018	Rfx5	JASPAR	N
GM.5.0.RFX.0018	Rfx6	JASPAR	N
GM.5.0.RFX.0018	Rfx8	JASPAR	N
GM.5.0.RFX.0018	ARID2	DeBoer11	N
GM.5.0.RFX.0018	Arid2	DeBoer11	N
GM.5.0.RFX.0018	RFX7	DeBoer11	N
GM.5.0.RFX.0018	RFX6	DeBoer11	N
GM.5.0.RFX.0018	RFX8	DeBoer11	N
GM.5.0.RFX.0018	Rfx5	DeBoer11	N
GM.5.0.RFX.0018	Rfx6	DeBoer11	N
GM.5.0.RFX.0018	Rfx8	DeBoer11	N
GM.5.0.RFX.0018	Rfx3	PBM	N
GM.5.0.RFX.0018	RFX5	ChIP-seq	N
GM.5.0.RFX.0018	Rfx4	PBM	N
GM.5.0.RFX.0018	Rfx7	PBM	N
GM.5.0.RFX.0018	Rfx5	ChIP-seq	N
GM.5.0.bHLH.0006	ATOH1	ChIP-seq	Y
GM.5.0.bHLH.0006	Atoh1	ChIP-seq	Y
GM.5.0.bHLH.0006	BHLHA15	ChIP-seq	Y
GM.5.0.bHLH.0006	Bhlha15	ChIP-seq	Y
GM.5.0.bHLH.0006	GATA1	ChIP-seq	N
GM.5.0.bHLH.0006	GATA2	ChIP-seq	N
GM.5.0.bHLH.0006	NeuroD1	ChIP-seq	Y
GM.5.0.bHLH.0006	NEUROD1	ChIP-seq	Y
GM.5.0.bHLH.0006	Tcf21	ChIP-seq	Y
GM.5.0.bHLH.0006	Neurod1	ChIP-seq	Y
GM.5.0.bHLH.0006	NEUROD2	ChIP-seq	Y
GM.5.0.bHLH.0006	Neurod2	ChIP-seq	Y
GM.5.0.bHLH.0006	Neurog2	ChIP-seq	Y
GM.5.0.bHLH.0006	OLIG2	ChIP-seq	Y
GM.5.0.bHLH.0006	Olig2	ChIP-seq	Y
GM.5.0.bHLH.0006	PTF1A	ChIP-seq	Y
GM.5.0.bHLH.0006	Ptf1a	ChIP-seq	Y
GM.5.0.Homeodomain.0169	DMRT2	PBM	N
GM.5.0.Homeodomain.0169	Dmrta1	PBM	N
GM.5.0.Homeodomain.0169	Dmrt2	PBM	N
GM.5.0.Homeodomain.0169	Dmrt3	PBM	N
GM.5.0.bHLH.0006	Atoh1	HT-SELEX	N
GM.5.0.bHLH.0006	TCF21	PBM	N
GM.5.0.bHLH.0006	TCF15	PBM	N
GM.5.0.bHLH.0006	TCF23	PBM	N
GM.5.0.bHLH.0006	ENSG00000187728	PBM	N
GM.5.0.bHLH.0006	Tcf21	PBM	N
GM.5.0.bHLH.0006	Tcf15	PBM	N
GM.5.0.bHLH.0006	Bhlha15	PBM	N
GM.5.0.bHLH.0006	NEUROD4	PBM	N
GM.5.0.bHLH.0006	NEUROD6	PBM	N
GM.5.0.bHLH.0006	ATOH7	PBM	N
GM.5.0.bHLH.0006	Neurod1	PBM	N
GM.5.0.bHLH.0006	Atoh7	PBM	N
GM.5.0.bHLH.0006	Neurod6	PBM	N
GM.5.0.bHLH.0006	Neurod4	PBM	N
GM.5.0.bHLH.0006	Atoh1	PBM	N
GM.5.0.bHLH.0006	NEUROG3	SELEX	N
GM.5.0.bHLH.0006	NEUROD4	SELEX	N
GM.5.0.bHLH.0006	NEUROD6	SELEX	N
GM.5.0.bHLH.0006	NEUROG2	SELEX	N
GM.5.0.bHLH.0006	NEUROG1	SELEX	N
GM.5.0.bHLH.0006	Neurog2	SELEX	N
GM.5.0.bHLH.0006	Neurod1	SELEX	N
GM.5.0.bHLH.0006	Neurod6	SELEX	N
GM.5.0.bHLH.0006	Neurod2	SELEX	N
GM.5.0.bHLH.0006	Neurog3	SELEX	N
