# maelstrom - GimmeMotifs version 0.16.1
# method: mwu with motif score
# motif table: /media/ia1014/2011CBA352BBC48B/ipek/Diff_K27ac_maelstrom.out/motif.nr.score.txt.gz
# activity values: BH-corrected -log10 Mann-Whitney U p-value
	K27ac_gain	K27ac_loss
GM.5.0.Homeodomain.0041	-0.0	1.9409537927235128
GM.5.0.Mixed.0080	-0.0	12.894025565836989
GM.5.0.Forkhead.0021	-0.0	2.183529180379345
GM.5.0.Unknown.0026	-0.0	0.1322373162171965
GM.5.0.Ets.0018	-0.0	8.217366646376794
GM.5.0.Unknown.0079	-0.0	9.579155864832686
GM.5.0.C2H2_ZF.0210	-0.0	13.291245792692388
GM.5.0.Homeodomain.0055	-0.0	1.1753744001555386
GM.5.0.Unknown.0024	1.933359879560547	-0.0
GM.5.0.C2H2_ZF.0191	0.14885199916598962	-0.0
GM.5.0.IRF.0018	-0.0	1.4199569338377651
GM.5.0.AP-2.0004	-0.0	1.0507305991037517
GM.5.0.Mixed.0035	-0.0	2.8765415556993617
GM.5.0.Nuclear_receptor.0139	-0.0	1.3403006285658086
GM.5.0.Sox.0010	1.3403006285658086	-0.0
GM.5.0.Sox.0034	2.3515534237502265	-0.0
GM.5.0.Homeodomain.0119	-0.0	14.11840411133665
GM.5.0.ARID_BRIGHT.0001	-0.0	0.5374378527860519
GM.5.0.Nuclear_receptor.0015	0.4784138442209025	-0.0
GM.5.0.Ets.0027	-0.0	2.8765415556993617
GM.5.0.SMAD.0008	-0.0	8.133958024203253
GM.5.0.THAP_finger.0002	-0.0	16.585415543158522
GM.5.0.Unknown.0191	11.055345615242432	-0.0
GM.5.0.C2H2_ZF.0097	-0.0	10.153226503997432
GM.5.0.GATA.0012	1.0353253086528973	-0.0
GM.5.0.SMAD.0003	-0.0	13.052550210329796
GM.5.0.Myb_SANT.0008	-0.0	0.5864267423817223
GM.5.0.Mixed.0011	-0.0	14.446121468375482
GM.5.0.Unknown.0099	-0.0	10.428096029340622
GM.5.0.TEA.0010	-0.0	5.177393368083357
GM.5.0.C2H2_ZF.0017	-0.0	11.055345615242432
GM.5.0.C2H2_ZF.0149	-0.0	12.357698835204554
GM.5.0.C2H2_ZF_Homeodomain.0003	1.3835977538726165	-0.0
GM.5.0.C2H2_ZF.0259	4.012160871420293	-0.0
