	z-score ATAC_gain	z-score ATAC_loss	ATAC_gain % with motif	ATAC_loss % with motif
GM.5.0.Unknown.0202	0.3630526800531915	1.0487330777510924	0.43478260869565216	2.127659574468085
GM.5.0.GATA.0021	0.3717216532064161	-0.11289154758489044	0.43478260869565216	0.0
GM.5.0.bHLH.0120	0.3284699945516503	-0.8240980886735884	1.3043478260869565	2.127659574468085
GM.5.0.C2H2_ZF.0106	0.9602283093480842	-0.4126320532804584	6.521739130434782	4.25531914893617
GM.5.0.GCM.0003	0.8234650777527917	0.6761216953634973	1.7391304347826086	0.7092198581560284
GM.5.0.Homeodomain.0153	-0.13626613874663956	0.4983817945921499	1.3043478260869565	1.773049645390071
GM.5.0.SAND.0009	0.4601638995301666	1.0445270352169633	1.3043478260869565	1.4184397163120568
GM.5.0.bHLH.0083	0.616735326344117	-1.6035868856306417	5.217391304347826	1.773049645390071
GM.5.0.Prospero.0001	-1.0893955221866072	-0.6749905179123491	1.7391304347826086	3.546099290780142
GM.5.0.bZIP.0033	1.7483347845289183	-0.3392218390876585	0.0	0.0
GM.5.0.Paired_box.0010	-1.0697184451369606	0.47747849809328147	1.7391304347826086	0.3546099290780142
GM.5.0.Rel.0024	-1.9641385819232813	-0.8416727696813671	0.8695652173913043	2.4822695035460995
GM.5.0.Unknown.0099	1.6648660163814706	-0.7887422854666001	0.0	0.0
GM.5.0.Unknown.0034	0.10629398615576387	0.5355694030793142	0.43478260869565216	1.4184397163120568
GM.5.0.Unknown.0042	-1.3951329978290667	2.5031572413423224	0.0	2.127659574468085
GM.5.0.ARID_BRIGHT.0001	1.1020097107355176	-2.283085235409796	0.0	0.0
GM.5.0.Homeodomain.0108	-0.7162703660479006	0.05649038610598146	1.7391304347826086	1.773049645390071
GM.5.0.Nuclear_receptor.0083	-1.5307060100440066	1.966228498487357	0.8695652173913043	1.4184397163120568
GM.5.0.Nuclear_receptor.0142	-2.0088555841915925	0.7900132807867475	0.43478260869565216	1.4184397163120568
GM.5.0.C2H2_ZF.0143	1.1544522760815186	1.154951788948167	0.43478260869565216	2.4822695035460995
GM.5.0.Forkhead.0026	0.47150799622946443	1.0250363551953101	0.8695652173913043	0.7092198581560284
GM.5.0.C2H2_ZF.0301	1.6530669620485687	-1.4575491336930109	1.7391304347826086	0.3546099290780142
GM.5.0.Homeodomain.0189	0.4250304868975007	-0.14119179532570444	0.8695652173913043	2.127659574468085
GM.5.0.C2H2_ZF.0165	0.799841821773927	-0.3003186892146086	0.43478260869565216	1.4184397163120568
GM.5.0.Sox.0010	2.136697381111158	-1.5145655850641075	0.0	0.0
GM.5.0.C2H2_ZF.0172	-0.4072169186010822	0.03150100157910878	1.3043478260869565	0.3546099290780142
GM.5.0.Myb_SANT.0010	-0.8685771865495059	-0.44442337486307715	0.0	0.0
GM.5.0.Homeodomain.0118	-0.1720176448477741	-1.9155688902683028	0.0	0.0
GM.5.0.C2H2_ZF.0286	0.07830283888023115	0.13456102534073752	5.217391304347826	4.25531914893617
GM.5.0.Nuclear_receptor.0063	-0.8937274536938776	-0.09843570169048516	0.8695652173913043	1.773049645390071
GM.5.0.C2H2_ZF.0038	-1.4528223693707045	0.7708112950290563	1.3043478260869565	1.0638297872340425
GM.5.0.bHLH.0075	2.0604569912096165	-3.1752474508807906	3.0434782608695654	1.0638297872340425
GM.5.0.bHLH.0051	0.7416609232803755	0.925418307438804	1.7391304347826086	0.7092198581560284
GM.5.0.Forkhead.0048	-1.0059337640437238	1.882702034272918	2.1739130434782608	0.7092198581560284
GM.5.0.Homeodomain.0199	1.9165213812230155	-0.16754099822013466	3.0434782608695654	0.7092198581560284
GM.5.0.Forkhead.0042	1.2296568259106992	-0.2984074528804369	0.0	0.0
GM.5.0.C2H2_ZF.0277	0.9013223362859587	0.2176150446051112	2.608695652173913	0.0
GM.5.0.Nuclear_receptor.0065	-0.19315162215604828	1.1499086503709144	0.0	2.127659574468085
GM.5.0.TBP.0003	-1.6702512439601058	-0.4080429673925279	0.0	0.0
GM.5.0.C2H2_ZF.0208	-0.07561480523492811	1.4889547736782007	0.43478260869565216	0.3546099290780142
GM.5.0.Homeodomain.0017	1.0553976179405435	-1.752973636853395	2.1739130434782608	0.7092198581560284
GM.5.0.C2H2_ZF_Homeodomain.0002	1.4359567085179215	-2.1494554763261005	0.0	0.0
GM.5.0.bHLH.0054	1.0236409030295386	0.8158566903330202	0.8695652173913043	1.773049645390071
GM.5.0.Nuclear_receptor.0134	-2.1517500353114607	0.47241719498865287	1.3043478260869565	2.127659574468085
GM.5.0.bZIP.0076	-0.030362249322143757	-0.5108949160074824	0.43478260869565216	0.7092198581560284
GM.5.0.C2H2_ZF.0236	1.7337182733036927	-0.6250842659510386	3.91304347826087	1.4184397163120568
GM.5.0.C2H2_ZF.0257	-0.17780995907008315	1.5519294483241184	0.43478260869565216	2.127659574468085
GM.5.0.Unknown.0001	1.2349831672128746	0.6512509890474183	1.7391304347826086	2.127659574468085
GM.5.0.Homeodomain_POU.0019	0.06767008248326689	-0.35563261890691744	1.3043478260869565	1.4184397163120568
GM.5.0.Nuclear_receptor.0044	-0.2786037677248956	3.2051787514056738	0.0	1.0638297872340425
GM.5.0.Homeodomain.0187	2.6929735456232273	-2.879864116436689	3.0434782608695654	0.7092198581560284
GM.5.0.Homeodomain.0145	2.1398482420620053	-1.3333402454140448	3.4782608695652173	0.7092198581560284
GM.5.0.Mixed.0061	0.5306324431487397	0.41902443920602606	0.8695652173913043	0.3546099290780142
GM.5.0.C2H2_ZF.0293	-0.7822051352963506	0.5119108332310498	0.8695652173913043	0.7092198581560284
GM.5.0.ARID_BRIGHT.0003	0.2509846084466618	0.7365951197468393	3.4782608695652173	2.127659574468085
GM.5.0.Homeodomain.0091	1.9018976868222042	-1.2368153287008692	1.7391304347826086	0.3546099290780142
GM.5.0.Unknown.0110	-1.0189787485686483	-0.7200244410241093	0.43478260869565216	0.7092198581560284
GM.5.0.C2H2_ZF.0268	-0.7036259597772803	0.5888699421898228	0.43478260869565216	2.8368794326241136
GM.5.0.Forkhead.0018	0.2588365082904607	-0.7378655373822837	0.8695652173913043	1.4184397163120568
GM.5.0.Nuclear_receptor.0137	0.48069742902026874	2.000477264799495	0.8695652173913043	2.127659574468085
GM.5.0.GATA.0020	0.11554211369293363	-0.6358384038223754	1.3043478260869565	1.0638297872340425
GM.5.0.Homeodomain.0135	0.7043961808730608	-1.5817053119205187	2.1739130434782608	0.3546099290780142
GM.5.0.STAT.0021	1.221982048972952	0.8737809374657172	0.0	0.0
GM.5.0.C2H2_ZF.0075	-0.5708792244374135	0.1176209117654778	0.0	0.0
GM.5.0.C2H2_ZF.0152	-1.3265650102056095	0.9225984934692474	0.8695652173913043	1.0638297872340425
GM.5.0.Unknown.0143	0.8727896013646375	0.11554123805789258	0.0	0.0
GM.5.0.Grainyhead.0006	2.19781201558623	-1.258298896715499	3.91304347826087	1.0638297872340425
GM.5.0.C2H2_ZF.0238	-0.0401061097145419	-0.17327691448200874	1.7391304347826086	1.0638297872340425
GM.5.0.C2H2_ZF.0178	-0.9586200507806782	1.2587544726129882	2.1739130434782608	2.127659574468085
GM.5.0.bHLH.0003	-0.3353616370246513	1.6367147788986607	2.1739130434782608	2.127659574468085
GM.5.0.C2H2_ZF.0069	-1.365313818895883	0.16272879086592265	1.7391304347826086	1.0638297872340425
GM.5.0.T-box.0021	0.9229729896241186	0.2510264297573475	0.43478260869565216	2.4822695035460995
GM.5.0.C2H2_ZF.0114	-1.0669200311646825	1.3373031961563937	1.7391304347826086	2.127659574468085
GM.5.0.C2H2_ZF.0080	-1.051568456822077	1.5840440499964334	1.3043478260869565	1.4184397163120568
GM.5.0.Nuclear_receptor.0119	-0.9496220444753275	2.762219696759677	0.0	1.4184397163120568
GM.5.0.Homeodomain.0068	2.195746396765658	-1.3888664877672443	0.0	0.0
GM.5.0.STAT.0025	0.19452877069931615	0.9380341780016325	0.8695652173913043	0.7092198581560284
GM.5.0.Paired_box.0013	-0.5052574943501695	1.6951272179219443	0.0	0.0
GM.5.0.C2H2_ZF.0115	-3.1713376989069424	1.5462782188441515	0.43478260869565216	2.8368794326241136
GM.5.0.Nuclear_receptor.0082	-1.7934020056560493	2.233500459276483	0.0	0.0
GM.5.0.Homeodomain.0132	-1.490513532447291	-0.9902252629096435	2.1739130434782608	1.773049645390071
GM.5.0.bHLH.0085	-0.05207444080897643	-0.4366309049336444	0.8695652173913043	1.773049645390071
GM.5.0.Unknown.0006	2.4622176262912916	-0.8072547308094351	1.3043478260869565	0.7092198581560284
GM.5.0.GATA.0024	1.284272994043847	-2.1809735075600556	2.1739130434782608	3.546099290780142
GM.5.0.bZIP.0032	-1.3374580679951018	0.20490935419768572	0.43478260869565216	1.773049645390071
GM.5.0.T-box.0002	1.4507096787559455	-0.8085032386320139	2.1739130434782608	1.0638297872340425
GM.5.0.MADS_box.0015	-1.192864750334028	-0.4608388642836246	2.1739130434782608	1.0638297872340425
GM.5.0.C2H2_ZF.0011	-0.630475989173595	0.7422143125942052	0.43478260869565216	1.4184397163120568
GM.5.0.Unknown.0144	-0.39140644117403595	-1.3201021095411978	2.1739130434782608	2.8368794326241136
GM.5.0.C2H2_ZF.0007	-0.24785292024830763	1.2531220436035122	0.43478260869565216	1.4184397163120568
GM.5.0.Unknown.0054	0.5535221039267738	1.1856596557399486	0.0	1.773049645390071
GM.5.0.Unknown.0025	-2.3619647019871515	0.10055806958094883	0.0	0.0
GM.5.0.Mixed.0087	-0.7058100131731935	0.36989304976328347	0.8695652173913043	1.4184397163120568
GM.5.0.Unknown.0133	-1.6636688940687945	2.7919605546765736	0.0	1.773049645390071
GM.5.0.Unknown.0190	0.9275438311767822	0.7918413468826704	0.0	0.7092198581560284
GM.5.0.MADS_box.0004	-1.5576036999252816	-1.2507715526012975	2.1739130434782608	3.1914893617021276
GM.5.0.Unknown.0086	-1.996758202728123	-2.0564768207219015	1.3043478260869565	1.0638297872340425
GM.5.0.C2H2_ZF.0186	1.5141098619211266	-1.4450024221123794	0.0	0.0
GM.5.0.C2H2_ZF.0256	-1.073570223456557	-0.8252356943828709	1.3043478260869565	0.7092198581560284
GM.5.0.HSF.0010	-0.04801120988445867	0.1282330882362253	1.3043478260869565	1.773049645390071
GM.5.0.C2H2_ZF.0235	-1.165753010540723	1.227545434161758	0.43478260869565216	2.127659574468085
GM.5.0.SMAD.0015	-0.5843933642986107	-0.3583398014128761	1.3043478260869565	2.8368794326241136
GM.5.0.Homeodomain.0185	1.814558327674604	-1.867560786308182	3.0434782608695654	1.773049645390071
GM.5.0.bZIP.0004	2.246286857236329	-1.7513598756230297	3.91304347826087	1.0638297872340425
GM.5.0.Homeodomain.0165	3.5670556005281275	-1.0652134836898777	6.521739130434782	0.0
GM.5.0.Mixed.0063	0.06359999094940458	0.6829359110312958	1.7391304347826086	1.773049645390071
GM.5.0.Homeodomain.0136	-1.0298497393183978	-0.7004995677221872	2.608695652173913	1.4184397163120568
GM.5.0.Unknown.0205	-1.1572193848872703	0.6548738567095231	0.0	1.4184397163120568
GM.5.0.Homeodomain.0142	-0.3605507441618466	-0.9235047698608511	0.0	0.0
GM.5.0.bHLH.0039	-1.5814861103139324	-0.8274330867960893	1.7391304347826086	2.8368794326241136
GM.5.0.C2H2_ZF.0285	-0.8910171462826427	1.492623033552366	2.1739130434782608	1.4184397163120568
GM.5.0.C2H2_ZF.0222	-1.892575033701715	1.47394845958462	0.43478260869565216	1.4184397163120568
GM.5.0.Pipsqueak.0001	0.7030992175459992	0.5061555556309889	0.0	0.0
GM.5.0.bHLH.0058	-0.06046628233906125	-3.036191086697151	3.4782608695652173	2.4822695035460995
GM.5.0.Unknown.0189	-2.0762712914920716	-2.3785784768911933	3.0434782608695654	1.4184397163120568
GM.5.0.Paired_box.0016	-2.231823549084598	-0.5712618331741937	0.43478260869565216	1.773049645390071
GM.5.0.Unknown.0046	2.055142349394871	-0.30398362485421104	4.3478260869565215	0.7092198581560284
GM.5.0.Mixed.0073	0.947218513210029	-1.9340228274861913	1.7391304347826086	1.0638297872340425
GM.5.0.C2H2_ZF.0254	0.5126802178882701	-0.5440409503000042	2.1739130434782608	2.4822695035460995
GM.5.0.C2H2_ZF.0003	0.764586294760204	-0.08510424180431758	0.43478260869565216	1.4184397163120568
GM.5.0.STAT.0015	0.3404741577409655	0.0006790348139810001	2.608695652173913	1.0638297872340425
GM.5.0.Grainyhead.0007	-0.19798846369026749	0.6752060615506755	0.8695652173913043	2.127659574468085
GM.5.0.Unknown.0036	0.9288297993755937	-0.359190818132819	1.7391304347826086	0.7092198581560284
GM.5.0.Homeodomain.0192	2.2560868221760995	-1.1627123939811428	4.782608695652174	0.7092198581560284
GM.5.0.Nuclear_receptor.0086	-1.364456864286787	-0.44709239118839494	0.0	0.3546099290780142
GM.5.0.Grainyhead.0011	-0.9432299537130325	-0.7290437709784986	3.4782608695652173	3.900709219858156
GM.5.0.Sox.0028	-1.0006874308859925	1.2821525499642965	2.1739130434782608	1.4184397163120568
GM.5.0.C2H2_ZF.0170	0.6565428801519189	-1.152908608541916	1.7391304347826086	0.3546099290780142
GM.5.0.bZIP.0102	-2.9957733928662615	2.8081112885939565	1.7391304347826086	4.964539007092199
GM.5.0.C2H2_ZF.0104	0.771498965355643	0.6060217997826977	2.1739130434782608	0.3546099290780142
GM.5.0.HSF.0006	-0.17875527942078803	-0.047636746695924895	0.43478260869565216	1.4184397163120568
GM.5.0.Unknown.0181	0.13605546893228435	-0.2726789189442614	0.8695652173913043	2.4822695035460995
GM.5.0.Homeodomain_POU.0025	2.3270975207557543	-2.5625098857344684	3.4782608695652173	1.0638297872340425
GM.5.0.Homeodomain.0098	2.5844118550162913	-0.9615177027786725	6.956521739130435	1.0638297872340425
GM.5.0.C2H2_ZF.0255	0.9307934980542772	-0.5163762021070906	2.1739130434782608	2.127659574468085
GM.5.0.C2H2_ZF.0249	-0.7407590411575633	1.1374336351846133	0.8695652173913043	1.4184397163120568
GM.5.0.Paired_box.0022	-2.7029796739513388	-1.167829231373338	1.3043478260869565	0.7092198581560284
GM.5.0.AT_hook.0006	-2.456295676195748	-0.2942173023964441	1.7391304347826086	0.3546099290780142
GM.5.0.bHLH.0056	0.019888899757793753	-1.581545647440885	0.0	0.0
GM.5.0.C2H2_ZF.0189	0.12107364190738266	-0.22876217909158375	1.7391304347826086	1.4184397163120568
GM.5.0.Homeodomain.0030	-1.4921479261974677	-1.8495599458599494	1.7391304347826086	0.7092198581560284
GM.5.0.Homeodomain.0076	1.8537053275001785	-0.5414301211812328	2.1739130434782608	1.4184397163120568
GM.5.0.CUT_Homeodomain.0006	0.7680337882964398	-0.6135706980001361	1.3043478260869565	0.7092198581560284
GM.5.0.Unknown.0173	-0.08285178356779906	-0.34534571320760193	1.7391304347826086	1.4184397163120568
GM.5.0.bZIP.0006	1.0799539117240706	0.1830936989043737	1.3043478260869565	1.0638297872340425
GM.5.0.C2H2_ZF.0039	-0.256775673167169	0.5216508168902294	0.43478260869565216	0.3546099290780142
GM.5.0.C2H2_ZF.0112	-0.4571825008501357	0.08247063264003097	1.7391304347826086	1.4184397163120568
GM.5.0.GATA.0030	0.7586988545287149	-0.9199164939095078	1.3043478260869565	1.773049645390071
GM.5.0.C2H2_ZF.0230	0.14811398085408656	-1.036135468012533	2.1739130434782608	2.127659574468085
GM.5.0.Mixed.0050	0.30036358332132157	1.2437848759850831	2.1739130434782608	1.4184397163120568
GM.5.0.Mixed.0042	0.30511198872389766	1.6634647245810097	0.43478260869565216	1.773049645390071
GM.5.0.Unknown.0098	0.39302690190319767	0.3509899040106434	0.8695652173913043	0.7092198581560284
GM.5.0.Unknown.0185	0.15535682814173807	-0.3468865466339851	2.608695652173913	0.3546099290780142
GM.5.0.bZIP.0026	-0.500706978309797	-0.013014434673961963	2.1739130434782608	3.900709219858156
GM.5.0.CxxC.0001	-0.39193925838606775	-3.9697481440807265	3.91304347826087	1.773049645390071
GM.5.0.Homeodomain.0151	1.4861925315144655	-0.6819817613326613	3.4782608695652173	0.7092198581560284
GM.5.0.Unknown.0011	2.08597774680859	-2.7900795130706215	5.6521739130434785	1.4184397163120568
GM.5.0.Mixed.0056	-1.8805668353678229	0.5642995593274858	0.43478260869565216	0.3546099290780142
GM.5.0.Mixed.0105	0.5649629616484545	0.16122662590971476	2.608695652173913	2.127659574468085
GM.5.0.Unknown.0009	2.30935536128134	-2.9086645517168335	2.608695652173913	0.7092198581560284
GM.5.0.Nuclear_receptor.0140	1.0049664302819568	0.7302176481402878	0.0	0.0
GM.5.0.Unknown.0109	0.7139479055681258	1.2225638947996211	0.8695652173913043	1.773049645390071
GM.5.0.MADS_box.0008	-0.03208457376364493	-0.9570971588529741	0.8695652173913043	1.773049645390071
GM.5.0.Forkhead.0020	-1.6789713349916322	0.2222994838755072	0.0	0.0
GM.5.0.Unknown.0077	-0.7152599519894741	0.10307228457367387	0.0	0.0
GM.5.0.T-box.0007	-0.984842416408332	-0.4623744546129256	3.0434782608695654	2.127659574468085
GM.5.0.Homeodomain.0086	1.9837792679119859	-0.09020841161850376	3.91304347826087	1.773049645390071
GM.5.0.bHLH.0100	-0.3821732680297488	-0.29728941895888744	1.3043478260869565	2.127659574468085
GM.5.0.bZIP.0021	-2.394593972451852	0.4662720659033679	2.1739130434782608	2.8368794326241136
GM.5.0.C2H2_ZF.0209	-0.012310162744357452	1.2321787856045265	0.8695652173913043	1.773049645390071
GM.5.0.Unknown.0103	0.6269063238505885	-1.2136475766500114	1.7391304347826086	1.773049645390071
GM.5.0.DM.0009	0.4736148242440412	-0.6827949182213323	2.1739130434782608	1.4184397163120568
GM.5.0.C2H2_ZF.0298	-3.4725148328085744	0.5609276475277171	0.0	1.4184397163120568
GM.5.0.Unknown.0198	0.0931850856760706	-1.224634207706959	3.0434782608695654	2.127659574468085
GM.5.0.Unknown.0183	-0.3183331742351576	1.9612299720930406	0.0	2.4822695035460995
GM.5.0.Runt.0005	-0.3473543600954918	1.038708979188857	0.0	0.0
GM.5.0.E2F.0005	1.8460517245363477	-2.14368838921696	3.91304347826087	0.7092198581560284
GM.5.0.Nuclear_receptor.0149	-0.9744018847524235	0.12948993012234372	0.8695652173913043	0.3546099290780142
GM.5.0.C2H2_ZF.0162	0.9061797929530119	-4.2547660871875514	2.608695652173913	1.4184397163120568
GM.5.0.STAT.0019	-0.005147471226081795	1.115026279724603	0.8695652173913043	1.0638297872340425
GM.5.0.Sox.0027	1.4757304302014544	-0.5498239301179425	0.8695652173913043	0.3546099290780142
GM.5.0.Nuclear_receptor.0056	-1.2735645625906389	0.9066257622895917	0.8695652173913043	1.4184397163120568
GM.5.0.Unknown.0114	-1.3016318697415856	-1.5333598086784799	3.4782608695652173	2.127659574468085
GM.5.0.Paired_box.0009	-0.07000789704913417	0.9232191320647369	1.3043478260869565	2.4822695035460995
GM.5.0.Nuclear_receptor.0128	-0.13181878648065729	0.13173714881394413	2.1739130434782608	3.1914893617021276
GM.5.0.C2H2_ZF.0034	0.45476279503188893	-1.7924079308143241	2.1739130434782608	2.4822695035460995
GM.5.0.IRF.0017	-0.5731362761269063	2.4976066582433667	0.0	1.773049645390071
GM.5.0.C2H2_ZF.0108	0.3794502681025973	-0.010501856676875436	1.7391304347826086	1.0638297872340425
GM.5.0.Forkhead.0037	1.1411308692164495	-1.416045924488881	5.217391304347826	2.127659574468085
GM.5.0.C2H2_ZF.0092	1.2944381671416798	0.07283265675481991	1.7391304347826086	2.127659574468085
GM.5.0.HSF.0003	0.10190963824902598	0.09246912100445326	2.608695652173913	1.4184397163120568
GM.5.0.C2H2_ZF.0251	0.588912813467151	0.46969426586527563	1.7391304347826086	1.4184397163120568
GM.5.0.Nuclear_receptor.0118	-0.6651406493110669	2.3354979528617075	0.8695652173913043	2.127659574468085
GM.5.0.C2H2_ZF.0154	-0.24734710454806333	0.29692798110310525	1.3043478260869565	1.0638297872340425
GM.5.0.C2H2_ZF.0173	-2.1686049775750944	1.590606055221886	0.0	2.8368794326241136
GM.5.0.Unknown.0150	-0.5220190848410907	2.2745966450059667	1.3043478260869565	2.127659574468085
GM.5.0.E2F.0012	2.0230710572071966	-1.2130088743063798	2.608695652173913	0.7092198581560284
GM.5.0.bZIP.0073	-2.392504546158639	-1.3837773542263265	3.0434782608695654	1.773049645390071
GM.5.0.Unknown.0014	-0.3901558816058082	1.4471084381713457	0.8695652173913043	2.127659574468085
GM.5.0.Nuclear_receptor.0109	-1.0030351068630128	1.4915969296433387	0.43478260869565216	2.4822695035460995
GM.5.0.Homeodomain.0004	-1.3706010155635517	-1.3100939660928448	0.0	0.0
GM.5.0.bZIP.0071	2.3033483667113432	-1.1633194858780802	0.0	0.0
GM.5.0.Unknown.0021	-0.15996930083511873	-0.7574193816369901	0.43478260869565216	1.773049645390071
GM.5.0.Unknown.0118	-0.8170126102296287	1.5627242583577987	0.43478260869565216	2.4822695035460995
GM.5.0.C2H2_ZF.0296	0.4488640554423331	0.5075678945035665	0.0	0.0
GM.5.0.bHLH.0024	3.333042198700832	-1.4249942609092627	7.82608695652174	0.7092198581560284
