# maelstrom - GimmeMotifs version 0.16.1
# method: rf with motif score
# motif table: /media/ia1014/2011CBA352BBC48B/ipek/Diff_ATAC_maelstrom.out/motif.nr.score.txt.gz
# activity values: feature importances from fitted Random Forest model
	ATAC_gain	ATAC_loss
GM.5.0.Nuclear_receptor.0104	0.003432116090419976	-0.003432116090419976
GM.5.0.bHLH.0119	-0.002081335142366596	0.002081335142366596
GM.5.0.Homeodomain.0155	0.0036860015949184335	-0.0036860015949184335
GM.5.0.C2H2_ZF.0004	0.001200913182998149	-0.001200913182998149
GM.5.0.C2H2_ZF.0132	0.0020440788892668853	-0.0020440788892668853
GM.5.0.Unknown.0138	-0.0009036891281342758	0.0009036891281342758
GM.5.0.Nuclear_receptor.0111	-0.0020204403359625612	0.0020204403359625612
GM.5.0.RFX.0009	-0.000817755055352675	0.000817755055352675
GM.5.0.Mixed.0078	-0.0031073954860501973	0.0031073954860501973
GM.5.0.C2H2_ZF.0110	0.0006428628978472446	-0.0006428628978472446
GM.5.0.C2H2_ZF.0305	-0.0016384756514971968	0.0016384756514971968
GM.5.0.Mixed.0035	0.0021810552358473524	-0.0021810552358473524
GM.5.0.C2H2_ZF.0089	-0.0035728736926607147	0.0035728736926607147
GM.5.0.Unknown.0193	-0.0020510272043031265	0.0020510272043031265
GM.5.0.Homeodomain.0120	0.0005297893338947876	-0.0005297893338947876
GM.5.0.C2H2_ZF.0076	-0.0013606101847326944	0.0013606101847326944
GM.5.0.Mixed.0033	0.0022514193098499735	-0.0022514193098499735
GM.5.0.p53.0002	-0.0008463968074477205	0.0008463968074477205
GM.5.0.Paired_box.0012	-0.0013835352974328591	0.0013835352974328591
GM.5.0.Unknown.0117	-0.0016035606491476505	0.0016035606491476505
GM.5.0.Unknown.0202	-0.002083210969528073	0.002083210969528073
GM.5.0.GATA.0021	-0.001024546813846787	0.001024546813846787
GM.5.0.bHLH.0120	0.001953456749078966	-0.001953456749078966
GM.5.0.C2H2_ZF.0106	0.0016025326918030756	-0.0016025326918030756
GM.5.0.GCM.0003	-0.0014616820485937431	0.0014616820485937431
GM.5.0.Homeodomain.0153	-0.0011947380459482943	0.0011947380459482943
GM.5.0.SAND.0009	-0.0016969021509825905	0.0016969021509825905
GM.5.0.bHLH.0083	0.0015814519155923374	-0.0015814519155923374
GM.5.0.Prospero.0001	-0.0005596808492680085	0.0005596808492680085
GM.5.0.bZIP.0033	0.0017127489127846695	-0.0017127489127846695
GM.5.0.Paired_box.0010	-0.0021183834280314798	0.0021183834280314798
GM.5.0.Rel.0024	-0.0013629934831454736	0.0013629934831454736
GM.5.0.Unknown.0099	0.0030755917875712286	-0.0030755917875712286
GM.5.0.Unknown.0034	-0.0016757089291776267	0.0016757089291776267
GM.5.0.Unknown.0042	-0.0029924200254354554	0.0029924200254354554
GM.5.0.ARID_BRIGHT.0001	0.0023951327886862993	-0.0023951327886862993
GM.5.0.Homeodomain.0108	-0.0016949297885903475	0.0016949297885903475
GM.5.0.Nuclear_receptor.0083	-0.006876573044326616	0.006876573044326616
GM.5.0.Nuclear_receptor.0142	-0.004123222449909291	0.004123222449909291
GM.5.0.C2H2_ZF.0143	-0.0011732614468911613	0.0011732614468911613
GM.5.0.Forkhead.0026	-0.002082962403173572	0.002082962403173572
GM.5.0.C2H2_ZF.0301	0.002670641268067683	-0.002670641268067683
GM.5.0.Homeodomain.0189	-0.0011036227748491612	0.0011036227748491612
GM.5.0.C2H2_ZF.0165	-0.00118404151509393	0.00118404151509393
GM.5.0.Sox.0010	0.0041826688414719725	-0.0041826688414719725
GM.5.0.C2H2_ZF.0172	-0.0012202909878823796	0.0012202909878823796
GM.5.0.Myb_SANT.0010	-0.0018249584968551855	0.0018249584968551855
GM.5.0.Homeodomain.0118	-0.001332888443365802	0.001332888443365802
GM.5.0.C2H2_ZF.0286	-0.0010880004680695612	0.0010880004680695612
GM.5.0.Nuclear_receptor.0063	-0.0012620680240602279	0.0012620680240602279
GM.5.0.C2H2_ZF.0038	-0.003314018375226534	0.003314018375226534
GM.5.0.bHLH.0075	0.0023183302265040993	-0.0023183302265040993
GM.5.0.bHLH.0051	-0.0019251333247534879	0.0019251333247534879
GM.5.0.Forkhead.0048	-0.008227155296256183	0.008227155296256183
GM.5.0.Homeodomain.0199	0.001947251953831173	-0.001947251953831173
GM.5.0.Forkhead.0042	0.0014583893403752116	-0.0014583893403752116
GM.5.0.C2H2_ZF.0277	-0.0011720135493569505	0.0011720135493569505
GM.5.0.Nuclear_receptor.0065	-0.0019361261256996283	0.0019361261256996283
GM.5.0.TBP.0003	-0.0021353111545642308	0.0021353111545642308
GM.5.0.C2H2_ZF.0208	-0.0027199457838566667	0.0027199457838566667
GM.5.0.Homeodomain.0017	0.002456624714476378	-0.002456624714476378
GM.5.0.C2H2_ZF_Homeodomain.0002	0.003189637261674977	-0.003189637261674977
GM.5.0.bHLH.0054	-0.0013659392959734665	0.0013659392959734665
GM.5.0.Nuclear_receptor.0134	-0.003113920755928621	0.003113920755928621
GM.5.0.bZIP.0076	0.0015310986048994387	-0.0015310986048994387
GM.5.0.C2H2_ZF.0236	0.0026146601559333604	-0.0026146601559333604
GM.5.0.C2H2_ZF.0257	-0.0014427079366931591	0.0014427079366931591
GM.5.0.Unknown.0001	-0.0002618913267295022	0.0002618913267295022
GM.5.0.Homeodomain_POU.0019	-0.0006067014858807013	0.0006067014858807013
GM.5.0.Nuclear_receptor.0044	-0.015552140406128909	0.015552140406128909
GM.5.0.Homeodomain.0187	0.0033898286990816434	-0.0033898286990816434
GM.5.0.Homeodomain.0145	0.001575980363471671	-0.001575980363471671
GM.5.0.Mixed.0061	-0.0008636913910680506	0.0008636913910680506
GM.5.0.C2H2_ZF.0293	-0.0018799693656689706	0.0018799693656689706
GM.5.0.ARID_BRIGHT.0003	-0.0025031420000816646	0.0025031420000816646
GM.5.0.Homeodomain.0091	0.002814601674773787	-0.002814601674773787
GM.5.0.Unknown.0110	-0.0012786019623234857	0.0012786019623234857
GM.5.0.C2H2_ZF.0268	-0.0006899973924239898	0.0006899973924239898
GM.5.0.Forkhead.0018	0.0009112413433002072	-0.0009112413433002072
GM.5.0.Nuclear_receptor.0137	-0.00296687702968557	0.00296687702968557
GM.5.0.GATA.0020	0.001144683058076453	-0.001144683058076453
GM.5.0.Homeodomain.0135	0.0022824148715647856	-0.0022824148715647856
GM.5.0.STAT.0021	-0.0006823604823749877	0.0006823604823749877
GM.5.0.C2H2_ZF.0075	-0.0015349720366294975	0.0015349720366294975
GM.5.0.C2H2_ZF.0152	-0.003097400604068235	0.003097400604068235
GM.5.0.Unknown.0143	-0.0005169163279086958	0.0005169163279086958
GM.5.0.Grainyhead.0006	0.0023328837121323787	-0.0023328837121323787
GM.5.0.C2H2_ZF.0238	-0.0012543452430768631	0.0012543452430768631
GM.5.0.C2H2_ZF.0178	-0.003687948240779114	0.003687948240779114
GM.5.0.bHLH.0003	-0.00318405900824778	0.00318405900824778
GM.5.0.C2H2_ZF.0069	-0.0022804718088969642	0.0022804718088969642
GM.5.0.T-box.0021	-0.001021820591514662	0.001021820591514662
GM.5.0.C2H2_ZF.0114	-0.0032114134324548425	0.0032114134324548425
GM.5.0.C2H2_ZF.0080	-0.003932043581402001	0.003932043581402001
GM.5.0.Nuclear_receptor.0119	-0.004570413804309584	0.004570413804309584
GM.5.0.Homeodomain.0068	0.004413118794268666	-0.004413118794268666
GM.5.0.STAT.0025	-0.0017029085244459844	0.0017029085244459844
GM.5.0.Paired_box.0013	-0.003723769770372664	0.003723769770372664
GM.5.0.C2H2_ZF.0115	-0.002107229750959476	0.002107229750959476
GM.5.0.Nuclear_receptor.0082	-0.01110253900910352	0.01110253900910352
GM.5.0.Homeodomain.0132	-0.0012867429419915082	0.0012867429419915082
GM.5.0.bHLH.0085	-0.0020926703480944643	0.0020926703480944643
GM.5.0.Unknown.0006	0.0023486613788518103	-0.0023486613788518103
GM.5.0.GATA.0024	0.0034354967806787783	-0.0034354967806787783
GM.5.0.bZIP.0032	-0.0020870042339613125	0.0020870042339613125
GM.5.0.T-box.0002	0.002000783284725774	-0.002000783284725774
GM.5.0.MADS_box.0015	-0.0014769182553054008	0.0014769182553054008
GM.5.0.C2H2_ZF.0011	-0.0027792517137669396	0.0027792517137669396
GM.5.0.Unknown.0144	0.0021086614080618672	-0.0021086614080618672
GM.5.0.C2H2_ZF.0007	-0.0023397323001938396	0.0023397323001938396
GM.5.0.Unknown.0054	-0.0014755817380715229	0.0014755817380715229
GM.5.0.Unknown.0025	-0.0029820100842727405	0.0029820100842727405
GM.5.0.Mixed.0087	-0.0016367943436484981	0.0016367943436484981
GM.5.0.Unknown.0133	-0.003873046074403364	0.003873046074403364
GM.5.0.Unknown.0190	-0.0005791272502890121	0.0005791272502890121
GM.5.0.MADS_box.0004	-0.0011152288460454145	0.0011152288460454145
GM.5.0.Unknown.0086	0.0018076505232010993	-0.0018076505232010993
GM.5.0.C2H2_ZF.0186	0.002326803874002727	-0.002326803874002727
GM.5.0.C2H2_ZF.0256	-0.0012522620836585869	0.0012522620836585869
GM.5.0.HSF.0010	-0.0015422695157866683	0.0015422695157866683
GM.5.0.C2H2_ZF.0235	-0.0010653435099354245	0.0010653435099354245
GM.5.0.SMAD.0015	-0.001179285247777873	0.001179285247777873
GM.5.0.Homeodomain.0185	0.0031959023775705152	-0.0031959023775705152
GM.5.0.bZIP.0004	0.0027954615114145925	-0.0027954615114145925
GM.5.0.Homeodomain.0165	0.003479041691841005	-0.003479041691841005
GM.5.0.Mixed.0063	-0.00159505056182289	0.00159505056182289
GM.5.0.Homeodomain.0136	-0.0012610386895886153	0.0012610386895886153
GM.5.0.Unknown.0205	-0.000831880564831167	0.000831880564831167
GM.5.0.Homeodomain.0142	-0.0021839944094121265	0.0021839944094121265
GM.5.0.bHLH.0039	-0.0016075000812334882	0.0016075000812334882
GM.5.0.C2H2_ZF.0285	-0.004900660643904154	0.004900660643904154
GM.5.0.C2H2_ZF.0222	-0.005713275878988451	0.005713275878988451
GM.5.0.Pipsqueak.0001	-0.0015587713886716626	0.0015587713886716626
GM.5.0.bHLH.0058	0.0013382587706072884	-0.0013382587706072884
GM.5.0.Unknown.0189	0.001860008968972917	-0.001860008968972917
GM.5.0.Paired_box.0016	-0.0021318522753209852	0.0021318522753209852
GM.5.0.Unknown.0046	0.0010456801691632518	-0.0010456801691632518
GM.5.0.Mixed.0073	0.0016514736080534464	-0.0016514736080534464
GM.5.0.C2H2_ZF.0254	-0.0013124262091413	0.0013124262091413
GM.5.0.C2H2_ZF.0003	-0.000763418307102575	0.000763418307102575
GM.5.0.STAT.0015	-0.0008265205444823611	0.0008265205444823611
GM.5.0.Grainyhead.0007	-0.0018839590966369675	0.0018839590966369675
GM.5.0.Unknown.0036	0.00114780033097593	-0.00114780033097593
GM.5.0.Homeodomain.0192	0.0018552796744236153	-0.0018552796744236153
GM.5.0.Nuclear_receptor.0086	-0.0016393798845244878	0.0016393798845244878
GM.5.0.Grainyhead.0011	-0.0011806704539533673	0.0011806704539533673
GM.5.0.Sox.0028	-0.0032662896987145362	0.0032662896987145362
GM.5.0.C2H2_ZF.0170	0.0009126144943001094	-0.0009126144943001094
GM.5.0.bZIP.0102	-0.003924478684790677	0.003924478684790677
GM.5.0.C2H2_ZF.0104	-0.0017928679977212208	0.0017928679977212208
GM.5.0.HSF.0006	-0.0012063661153060804	0.0012063661153060804
GM.5.0.Unknown.0181	-0.000933570727077842	0.000933570727077842
GM.5.0.Homeodomain_POU.0025	0.002271870315273204	-0.002271870315273204
GM.5.0.Homeodomain.0098	0.0015490707113861365	-0.0015490707113861365
GM.5.0.C2H2_ZF.0255	0.0017932509933285845	-0.0017932509933285845
GM.5.0.C2H2_ZF.0249	-0.0024576386740975038	0.0024576386740975038
GM.5.0.Paired_box.0022	-0.0018503014740738257	0.0018503014740738257
GM.5.0.AT_hook.0006	-0.0020532595662046435	0.0020532595662046435
GM.5.0.bHLH.0056	-0.0010894051959674435	0.0010894051959674435
GM.5.0.C2H2_ZF.0189	-0.000863811537861775	0.000863811537861775
GM.5.0.Homeodomain.0030	0.0016246373532650623	-0.0016246373532650623
GM.5.0.Homeodomain.0076	0.0016349131882931079	-0.0016349131882931079
GM.5.0.CUT_Homeodomain.0006	0.0016768861919166367	-0.0016768861919166367
GM.5.0.Unknown.0173	-0.0010795379360318198	0.0010795379360318198
GM.5.0.bZIP.0006	-0.0008353999529323065	0.0008353999529323065
GM.5.0.C2H2_ZF.0039	-0.0018930075567971762	0.0018930075567971762
GM.5.0.C2H2_ZF.0112	-0.001624159330861138	0.001624159330861138
GM.5.0.GATA.0030	0.003670749022198353	-0.003670749022198353
GM.5.0.C2H2_ZF.0230	0.0017641582789634828	-0.0017641582789634828
GM.5.0.Mixed.0050	-0.0023838606584114545	0.0023838606584114545
GM.5.0.Mixed.0042	-0.0034000555933400966	0.0034000555933400966
GM.5.0.Unknown.0098	-0.0006347771406140637	0.0006347771406140637
GM.5.0.Unknown.0185	-0.0014130921277514974	0.0014130921277514974
GM.5.0.bZIP.0026	-0.0016315426195238742	0.0016315426195238742
GM.5.0.CxxC.0001	0.0019518917085094723	-0.0019518917085094723
GM.5.0.Homeodomain.0151	0.001425882659570255	-0.001425882659570255
GM.5.0.Unknown.0011	0.0020147869981601155	-0.0020147869981601155
GM.5.0.Mixed.0056	-0.0031617700193808758	0.0031617700193808758
GM.5.0.Mixed.0105	-0.0009659302643770751	0.0009659302643770751
GM.5.0.Unknown.0009	0.0017798148370641153	-0.0017798148370641153
GM.5.0.Nuclear_receptor.0140	-0.0011895453739402353	0.0011895453739402353
GM.5.0.Unknown.0109	-0.002000973861382154	0.002000973861382154
GM.5.0.MADS_box.0008	0.0013801631555829359	-0.0013801631555829359
GM.5.0.Forkhead.0020	-0.002788112519542395	0.002788112519542395
GM.5.0.Unknown.0077	0.00196833033791905	0.00196833033791905
GM.5.0.T-box.0007	-0.0007500566234104315	0.0007500566234104315
GM.5.0.Homeodomain.0086	0.001164896877563642	-0.001164896877563642
GM.5.0.bHLH.0100	-0.0009949142050407083	0.0009949142050407083
GM.5.0.bZIP.0021	-0.0026020416938225288	0.0026020416938225288
GM.5.0.C2H2_ZF.0209	-0.0026483816247792314	0.0026483816247792314
GM.5.0.Unknown.0103	0.00093874950149935	-0.00093874950149935
GM.5.0.DM.0009	-0.0012330009135154748	0.0012330009135154748
GM.5.0.C2H2_ZF.0298	-0.0013958430691435506	0.0013958430691435506
GM.5.0.Unknown.0198	0.002167343909985809	-0.002167343909985809
GM.5.0.Unknown.0183	-0.0022256964045339845	0.0022256964045339845
GM.5.0.Runt.0005	-0.0019561669735005172	0.0019561669735005172
GM.5.0.E2F.0005	0.0009008116117503595	-0.0009008116117503595
GM.5.0.Nuclear_receptor.0149	-0.0017753357387943667	0.0017753357387943667
GM.5.0.C2H2_ZF.0162	0.005194355282059324	-0.005194355282059324
GM.5.0.STAT.0019	-0.002238701472438163	0.002238701472438163
GM.5.0.Sox.0027	0.001443553377178529	-0.001443553377178529
GM.5.0.Nuclear_receptor.0056	-0.0021268971654679896	0.0021268971654679896
GM.5.0.Unknown.0114	0.0014340371576591188	-0.0014340371576591188
GM.5.0.Paired_box.0009	-0.0018779036423095113	0.0018779036423095113
GM.5.0.Nuclear_receptor.0128	-0.0013416530412957578	0.0013416530412957578
GM.5.0.C2H2_ZF.0034	0.0012842540014338924	-0.0012842540014338924
GM.5.0.IRF.0017	-0.004100760647012003	0.004100760647012003
GM.5.0.C2H2_ZF.0108	-0.0008124793024826684	0.0008124793024826684
GM.5.0.Forkhead.0037	0.0022047260899123668	-0.0022047260899123668
GM.5.0.C2H2_ZF.0092	0.0011737960798807567	-0.0011737960798807567
GM.5.0.HSF.0003	-0.001772857345398883	0.001772857345398883
GM.5.0.C2H2_ZF.0251	-0.001330162444511251	0.001330162444511251
GM.5.0.Nuclear_receptor.0118	-0.005504060680204104	0.005504060680204104
GM.5.0.C2H2_ZF.0154	-0.0022203882039311677	0.0022203882039311677
GM.5.0.C2H2_ZF.0173	-0.0015283958136156723	0.0015283958136156723
GM.5.0.Unknown.0150	-0.0051984345328458335	0.0051984345328458335
GM.5.0.E2F.0012	0.0019486671594073394	-0.0019486671594073394
GM.5.0.bZIP.0073	-0.0016324084762134267	0.0016324084762134267
GM.5.0.Unknown.0014	-0.003857002681494372	0.003857002681494372
GM.5.0.Nuclear_receptor.0109	-0.0031789466302220796	0.0031789466302220796
GM.5.0.Homeodomain.0004	-0.0007647669410733904	0.0007647669410733904
GM.5.0.bZIP.0071	0.0030092705862392755	-0.0030092705862392755
GM.5.0.Unknown.0021	-0.000597434097182736	0.000597434097182736
GM.5.0.Unknown.0118	-0.002378520146452823	0.002378520146452823
GM.5.0.C2H2_ZF.0296	-0.0015324432243902656	0.0015324432243902656
GM.5.0.bHLH.0024	0.003225095405556397	-0.003225095405556397
GM.5.0.Unknown.0075	-0.0021415935806816757	0.0021415935806816757
GM.5.0.Paired_box.0005	-0.0021230493696773396	0.0021230493696773396
GM.5.0.RFX.0012	-0.00196965445886942	0.00196965445886942
GM.5.0.Unknown.0043	0.0011847853399609121	-0.0011847853399609121
GM.5.0.C2H2_ZF.0150	-0.0008407400759966003	0.0008407400759966003
GM.5.0.EIN3.0002	0.0020240440175609085	-0.0020240440175609085
GM.5.0.Homeodomain.0148	-0.002250483132017045	0.002250483132017045
GM.5.0.C2H2_ZF.0070	-0.0020851995644059623	0.0020851995644059623
GM.5.0.bZIP.0043	0.0006593638585213349	-0.0006593638585213349
GM.5.0.Sox.0009	-0.0010754243819825345	0.0010754243819825345
GM.5.0.bHLH.0015	-0.0013585344859003048	0.0013585344859003048
GM.5.0.Paired_box.0018	-0.0018466893604624731	0.0018466893604624731
GM.5.0.Unknown.0079	-0.007152110522134999	0.007152110522134999
GM.5.0.C2H2_ZF.0053	0.0016392090851399114	-0.0016392090851399114
GM.5.0.Homeodomain.0122	0.0034393264931435073	-0.0034393264931435073
GM.5.0.Homeodomain.0066	0.0020251482787413625	-0.0020251482787413625
GM.5.0.Unknown.0094	-0.002767028978456321	0.002767028978456321
GM.5.0.C2H2_ZF.0084	-0.006087441951532874	0.006087441951532874
GM.5.0.Ets.0028	-0.002149114726514642	0.002149114726514642
GM.5.0.C2H2_ZF.0060	-0.0016984095089598715	0.0016984095089598715
GM.5.0.Nuclear_receptor.0114	-0.009380746764047461	0.009380746764047461
GM.5.0.Forkhead.0024	-0.002437357706586941	0.002437357706586941
GM.5.0.Rel.0010	-0.0018900597159359164	0.0018900597159359164
GM.5.0.Forkhead.0031	-0.0005864209358526814	0.0005864209358526814
GM.5.0.Homeodomain.0203	-0.001606466049947007	0.001606466049947007
GM.5.0.C2H2_ZF.0193	-0.0021976072950961744	0.0021976072950961744
GM.5.0.RFX.0007	-0.0016911272109051633	0.0016911272109051633
GM.5.0.SMAD.0002	0.0020294516206792778	-0.0020294516206792778
GM.5.0.Unknown.0023	0.0006081927898173331	-0.0006081927898173331
GM.5.0.C2H2_ZF.0043	-0.0019318894003625506	0.0019318894003625506
GM.5.0.Sox.0020	-0.001831014079072521	0.001831014079072521
GM.5.0.Unknown.0196	-0.0011812142642656138	0.0011812142642656138
GM.5.0.GATA.0023	0.0027848112838740778	-0.0027848112838740778
GM.5.0.MADS_box.0001	-0.0031959664079966236	0.0031959664079966236
GM.5.0.bHLH.0126	-0.0016128957847692778	0.0016128957847692778
GM.5.0.Homeodomain.0079	-0.001060915417594142	0.001060915417594142
GM.5.0.MADS_box.0019	-0.005175087401381501	0.005175087401381501
GM.5.0.C2H2_ZF.0226	0.0028921716336658947	-0.0028921716336658947
GM.5.0.C2H2_ZF.0088	0.002586361532013101	-0.002586361532013101
GM.5.0.THAP_finger.0005	-0.0019631190311372258	0.0019631190311372258
GM.5.0.Unknown.0050	-0.0011527922496797668	0.0011527922496797668
GM.5.0.C2H2_ZF.0252	-0.0017401521309313441	0.0017401521309313441
GM.5.0.E2F.0017	0.001079794513942111	-0.001079794513942111
GM.5.0.Unknown.0148	0.0008615822734664793	-0.0008615822734664793
GM.5.0.bZIP.0084	-0.0016426772586517323	0.0016426772586517323
GM.5.0.RFX.0017	-0.0019489473802691243	0.0019489473802691243
GM.5.0.Ets.0036	-0.0016668115269505232	0.0016668115269505232
GM.5.0.Ets.0011	-0.005053742959144215	0.005053742959144215
GM.5.0.TEA.0007	-0.002454675931757066	0.002454675931757066
GM.5.0.Mixed.0034	0.002671718454345478	-0.002671718454345478
GM.5.0.Unknown.0206	-0.001352628340505691	0.001352628340505691
GM.5.0.THAP_finger.0006	-0.0017605636462656178	0.0017605636462656178
GM.5.0.Mixed.0080	-0.011014968375903753	0.011014968375903753
GM.5.0.IRF.0021	-0.0006758201759946097	0.0006758201759946097
GM.5.0.Unknown.0032	-0.001890330509225231	0.001890330509225231
GM.5.0.bHLH.0104	-0.0021738453404900986	0.0021738453404900986
GM.5.0.GATA.0004	0.006678255532595794	0.006678255532595794
GM.5.0.E2F.0008	-0.0005896774745054743	0.0005896774745054743
GM.5.0.bHLH.0010	0.0020476803590624036	-0.0020476803590624036
GM.5.0.C2H2_ZF.0019	-0.0008868325339116611	0.0008868325339116611
GM.5.0.Forkhead.0047	-0.0011009213783949544	0.0011009213783949544
GM.5.0.Homeodomain.0200	0.0028783660312510025	-0.0028783660312510025
GM.5.0.C2H2_ZF.0036	-0.0024341947035506372	0.0024341947035506372
GM.5.0.bZIP.0065	-0.0013148853703157392	0.0013148853703157392
GM.5.0.Mixed.0084	0.006614270979519884	-0.006614270979519884
GM.5.0.Mixed.0017	-0.0011724925247334624	0.0011724925247334624
GM.5.0.Rel.0017	-0.001715595133880751	0.001715595133880751
GM.5.0.SMAD.0012	0.0013597142852601663	-0.0013597142852601663
GM.5.0.bZIP.0092	-0.002413560937674195	0.002413560937674195
GM.5.0.Mixed.0011	0.008571910797000702	-0.008571910797000702
GM.5.0.STAT.0017	0.0019982687632389344	-0.0019982687632389344
GM.5.0.Mixed.0079	0.0013406050379134212	-0.0013406050379134212
GM.5.0.Nuclear_receptor.0009	-0.02567026426008201	0.02567026426008201
GM.5.0.Mixed.0072	-0.0012152828862858373	0.0012152828862858373
GM.5.0.C2H2_ZF.0210	-0.0029126135447309033	0.0029126135447309033
GM.5.0.MBD.0002	-0.0019911234585052815	0.0019911234585052815
GM.5.0.C2H2_ZF.0272	0.0013675229364977742	-0.0013675229364977742
GM.5.0.C2H2_ZF.0054	-0.0016848430004979772	0.0016848430004979772
GM.5.0.MADS_box.0017	-0.002036051618534714	0.002036051618534714
GM.5.0.Homeodomain.0050	0.0013173758361369734	-0.0013173758361369734
GM.5.0.MADS_box.0003	-0.0012612825821448946	0.0012612825821448946
GM.5.0.Unknown.0182	0.0014902979114451646	-0.0014902979114451646
GM.5.0.Sox.0003	-0.0018124350933923367	0.0018124350933923367
GM.5.0.C2H2_ZF.0027	0.007118672593070995	-0.007118672593070995
GM.5.0.C2H2_ZF.0195	0.0012884996242730235	-0.0012884996242730235
GM.5.0.Nuclear_receptor.0048	-0.001445418723971105	0.001445418723971105
GM.5.0.Nuclear_receptor.0079	-0.0006825991261083634	0.0006825991261083634
GM.5.0.Unknown.0178	-0.0007496608786266383	0.0007496608786266383
GM.5.0.Sox.0014	-0.0030820097330438757	0.0030820097330438757
GM.5.0.Homeodomain.0129	0.0036791517101176442	-0.0036791517101176442
GM.5.0.C2H2_ZF.0316	-0.0029778037216226846	0.0029778037216226846
GM.5.0.Ets.0024	-0.002067684734467122	0.002067684734467122
GM.5.0.STAT.0007	-0.0057108938466620286	0.0057108938466620286
GM.5.0.Unknown.0004	-0.001991636011952731	0.001991636011952731
GM.5.0.C2H2_ZF.0136	-0.0007467218229264599	0.0007467218229264599
GM.5.0.RFX.0003	-0.0027970900149162435	0.0027970900149162435
GM.5.0.Unknown.0017	-0.0031823863803347955	0.0031823863803347955
GM.5.0.bHLH.0006	0.00261472725251936	-0.00261472725251936
GM.5.0.C2H2_ZF.0243	0.0028856468661243987	-0.0028856468661243987
GM.5.0.Ets.0046	0.0032469890599860656	0.0032469890599860656
GM.5.0.bZIP.0096	-0.0010890926973757594	0.0010890926973757594
GM.5.0.Rel.0006	-0.0044822571616423236	0.0044822571616423236
