# Note: this mapping is specifically created for this non-redundant set of motifs.
# It also includes factors for motifs that were similar, but this can be
# specific to this analysis.
Motif	Factor	Evidence	Curated
GM.5.0.bZIP.0071	NPAS1	ChIP-seq	N
GM.5.0.bZIP.0071	NPAS3	ChIP-seq	N
GM.5.0.bZIP.0071	Npas1	ChIP-seq	N
GM.5.0.bZIP.0071	Sim1	ChIP-seq	N
GM.5.0.bZIP.0071	Npas3	ChIP-seq	N
GM.5.0.bZIP.0071	ARNT	COMPILED	N
GM.5.0.bZIP.0071	HIF1A	COMPILED	N
GM.5.0.bZIP.0071	HIF1b	ChIP-seq	N
GM.5.0.bZIP.0071	HIF1a	ChIP-seq	N
GM.5.0.Ets.0036	MYBL1	SELEX	N
GM.5.0.Ets.0036	MYBL2	SELEX	N
GM.5.0.Ets.0036	MYBL2	HT-SELEX	N
GM.5.0.Ets.0036	MYBL1	HT-SELEX	N
GM.5.0.Ets.0036	MYBL2	HT-SELEX	N
GM.5.0.C2H2_ZF.0043	EGR1	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	Egr1	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	EGR	TRANSFAC	N
GM.5.0.C2H2_ZF.0043	Egr1	JASPAR	N
GM.5.0.C2H2_ZF.0043	Egr2	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	EGR1	JASPAR	N
GM.5.0.C2H2_ZF.0043	Egr4	JASPAR	N
GM.5.0.C2H2_ZF.0043	Egr2	JASPAR	N
GM.5.0.C2H2_ZF.0043	EGR1	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	Egr4	ChIP-seq	N
GM.5.0.C2H2_ZF.0043	EGR2	ChIP-seq	N
GM.5.0.GATA.0004	CCNT2	ChIP-seq	N
GM.5.0.GATA.0004	GATA1	ChIP-seq	N
GM.5.0.GATA.0004	GATA2	ChIP-seq	N
GM.5.0.GATA.0004	GATA1	ChIP-seq	N
GM.5.0.GATA.0004	Gata1	ChIP-seq	N
GM.5.0.GATA.0004	GATA2	ChIP-seq	N
GM.5.0.GATA.0004	Gata	JASPAR	N
GM.5.0.GATA.0004	Gata2	ChIP-seq	N
GM.5.0.GATA.0004	TAL1	ChIP-seq	N
GM.5.0.GATA.0004	Tal1	ChIP-seq	N
GM.5.0.GATA.0004	TAL1	ChIP-seq	N
GM.5.0.Homeodomain.0053	ZEB1	JASPAR	N
GM.5.0.Homeodomain.0053	Zeb1	JASPAR	N
GM.5.0.Homeodomain.0053	ZEB1	ChIP-seq	N
GM.5.0.Homeodomain.0053	Zeb1	ChIP-seq	N
GM.5.0.Homeodomain.0053	NHLH2	B1H	N
GM.5.0.Homeodomain.0053	Nhlh1	B1H	N
GM.5.0.Homeodomain.0053	SNAI1	ChIP-seq	N
GM.5.0.Homeodomain.0053	SNAI3	ChIP-seq	N
GM.5.0.Homeodomain.0053	Snai3	ChIP-seq	N
GM.5.0.Homeodomain.0053	SNAI2	ChIP-seq	N
GM.5.0.Homeodomain.0053	Snai2	ChIP-seq	N
GM.5.0.Homeodomain.0053	Snai1	ChIP-seq	N
GM.5.0.Homeodomain.0053	ZEB1	Unknown	N
GM.5.0.Homeodomain.0053	ZEB1	ChIP-seq	N
GM.5.0.Unknown.0182	CEBPB	ChIP-seq	N
GM.5.0.Unknown.0182	NFY	TRANSFAC	N
GM.5.0.Homeodomain.0129	Dlx3	PBM	N
GM.5.0.Homeodomain.0129	Dlx4	PBM	N
GM.5.0.Homeodomain.0129	DLX5	HT-SELEX	N
GM.5.0.Homeodomain.0129	ISX	HT-SELEX	N
GM.5.0.Homeodomain.0129	Cdx4	PBM	N
GM.5.0.Homeodomain.0129	OTP	JASPAR	N
GM.5.0.Homeodomain.0129	Prrxl1	JASPAR	N
GM.5.0.Homeodomain.0129	Vsx2	JASPAR	N
GM.5.0.Homeodomain.0129	OTP	B1H	N
GM.5.0.Homeodomain.0129	Prrxl1	B1H	N
GM.5.0.Homeodomain.0129	Vsx2	B1H	N
GM.5.0.Homeodomain.0129	DLX5	SELEX	N
GM.5.0.Homeodomain.0129	Dlx6	SELEX	N
GM.5.0.Homeodomain.0129	ISX	SELEX	N
GM.5.0.Homeodomain.0129	DLX2	ChIP-seq	N
GM.5.0.Homeodomain.0129	Dlx6	ChIP-seq	N
GM.5.0.Homeodomain.0129	PRRX2	ChIP-seq	N
GM.5.0.Homeodomain.0129	Prrxl1	ChIP-seq	N
GM.5.0.Homeodomain.0129	ISX	HT-SELEX	N
GM.5.0.Homeodomain.0129	MSX2	Unknown	N
GM.5.0.Homeodomain.0129	Msx2	PBM	N
GM.5.0.Homeodomain.0129	Prrx2	ChIP-seq	N
GM.5.0.Mixed.0011	FEV	ChIP-seq	N
GM.5.0.Mixed.0011	Fev	ChIP-seq	N
GM.5.0.Mixed.0011	ETS2	ChIP-seq	N
GM.5.0.Mixed.0011	ENSG00000235187	ChIP-seq	N
GM.5.0.Mixed.0011	Etv2	ChIP-seq	N
GM.5.0.Mixed.0011	Ets2	ChIP-seq	N
GM.5.0.Mixed.0011	Erf	ChIP-seq	N
GM.5.0.Mixed.0011	ENSMUSG00000044690	ChIP-seq	N
GM.5.0.Mixed.0011	Fev	ChIP-seq	N
GM.5.0.Mixed.0011	SPI1	Unknown	N
GM.5.0.Mixed.0011	SPI1	JASPAR	N
GM.5.0.bZIP.0013	Fosb	PBM	N
GM.5.0.bZIP.0013	Fos	PBM	N
GM.5.0.bZIP.0013	Fosl1	PBM	N
GM.5.0.bZIP.0013	Jdp2	PBM	N
GM.5.0.bZIP.0013	Junb	PBM	N
GM.5.0.bZIP.0013	Jund	PBM	N
GM.5.0.bZIP.0013	JUND	ChIP-seq	N
GM.5.0.IRF.0021	IRF2	ChIP-seq	N
GM.5.0.IRF.0021	IRF1	JASPAR	N
GM.5.0.IRF.0021	IRF3	ChIP-seq	N
GM.5.0.bHLH.0010	Tcfap4	PBM	N
GM.5.0.bHLH.0010	ATOH7	B1H	N
GM.5.0.bHLH.0010	Atoh7	B1H	N
GM.5.0.bHLH.0010	TCF3	TRANSFAC	N
GM.5.0.Nuclear_receptor.0114	RARg	ChIP-seq	N
GM.5.0.Nuclear_receptor.0114	Rara	ChIP-seq	N
GM.5.0.Nuclear_receptor.0114	Rxra	ChIP-seq	N
GM.5.0.Nuclear_receptor.0114	Rxrg	ChIP-seq	N
GM.5.0.bZIP.0003	BACH1	ChIP-seq	Y
GM.5.0.bZIP.0003	Bach1	ChIP-seq	N
GM.5.0.bZIP.0003	Bach2	ChIP-seq	N
GM.5.0.bZIP.0003	MAFK	ChIP-seq	Y
GM.5.0.bZIP.0003	MAFK	ChIP-seq	N
GM.5.0.bZIP.0003	NFE2	ChIP-seq	N
GM.5.0.bZIP.0003	Bach2	ChIP-seq	Y
GM.5.0.bHLH.0003	SREBF1	TRANSFAC	Y
GM.5.0.bHLH.0003	SREBF	TRANSFAC	Y
GM.5.0.Unknown.0128	GTF3C2	ChIP-seq	N
GM.5.0.Unknown.0128	POLR3A	ChIP-seq	N
GM.5.0.Unknown.0128	POLR3G	ChIP-seq	N
GM.5.0.Unknown.0128	HSF1	ChIP-seq	N
GM.5.0.Unknown.0128	HSF1	ChIP-seq	N
GM.5.0.Unknown.0128	Hsf1	ChIP-seq	N
GM.5.0.Unknown.0128	Hsf4	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXB7	Unknown	N
GM.5.0.Homeodomain.0135	HOXB8	Unknown	N
GM.5.0.Homeodomain.0135	HOXB7	ChIP-seq	N
GM.5.0.Homeodomain.0135	Hoxb7	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXB8	ChIP-seq	N
GM.5.0.Homeodomain.0135	Hoxb8	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXA5	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXA6	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXD3	ChIP-seq	N
GM.5.0.Homeodomain.0135	AC012531.1	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXB4	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXC5	ChIP-seq	N
GM.5.0.Homeodomain.0135	Hoxd4	ChIP-seq	N
GM.5.0.Homeodomain.0135	Hoxb2	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXB6	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXB9	ChIP-seq	N
GM.5.0.Homeodomain.0135	HOXC9	ChIP-seq	N
GM.5.0.Homeodomain.0135	Hoxb9	ChIP-seq	N
GM.5.0.Homeodomain.0135	NP_032296.2	ChIP-seq	N
GM.5.0.C2H2_ZF.0003	ZBTB6	Transfac	Y
GM.5.0.C2H2_ZF.0003	Zbtb6	Transfac	N
GM.5.0.C2H2_ZF.0003	ZBTB6	ChIP-seq	Y
GM.5.0.C2H2_ZF.0003	Zbtb6	ChIP-seq	N
GM.5.0.C2H2_ZF.0003	ZBTB6	Unknown	N
GM.5.0.C2H2_ZF.0003	ZBTB6	TRANSFAC	Y
GM.5.0.ARID_BRIGHT.0001	ARID3A	JASPAR	Y
GM.5.0.ARID_BRIGHT.0001	ARID3B	PBM	N
GM.5.0.ARID_BRIGHT.0001	ARID3C	PBM	N
GM.5.0.ARID_BRIGHT.0001	Arid3c	PBM	N
GM.5.0.ARID_BRIGHT.0001	Arid3a	PBM	Y
GM.5.0.ARID_BRIGHT.0001	ARID3B	JASPAR	N
GM.5.0.ARID_BRIGHT.0001	ARID3C	JASPAR	N
GM.5.0.ARID_BRIGHT.0001	Arid3a	JASPAR	Y
GM.5.0.ARID_BRIGHT.0001	Arid3c	JASPAR	N
GM.5.0.ARID_BRIGHT.0001	ARID3A	ChIP-seq	Y
GM.5.0.ARID_BRIGHT.0001	ARID3B	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	ARID3C	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	Arid3c	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	Arid3a	SELEX	Y
GM.5.0.Unknown.0006	POU3F2	Transfac	N
GM.5.0.Unknown.0006	POU3F2	TRANSFAC	N
GM.5.0.Unknown.0006	NANOG	ChIP-seq	N
GM.5.0.Unknown.0006	POU5F1	ChIP-seq	N
GM.5.0.C2H2_ZF.0004	ZIC5	Transfac	N
GM.5.0.C2H2_ZF.0004	ZIC1	Transfac	Y
GM.5.0.C2H2_ZF.0004	Zic4	Transfac	N
GM.5.0.C2H2_ZF.0004	ZIC5	ChIP-seq	N
GM.5.0.C2H2_ZF.0004	ZIC1	ChIP-seq	Y
GM.5.0.C2H2_ZF.0004	Zic4	ChIP-seq	N
GM.5.0.C2H2_ZF.0004	ZIC1	TRANSFAC	Y
GM.5.0.C2H2_ZF.0004	Zic1	ChIP-seq	Y
GM.5.0.Homeodomain.0004	IRX4	JASPAR	N
GM.5.0.Homeodomain.0004	IRX6	JASPAR	N
GM.5.0.Homeodomain.0004	IRX1	JASPAR	N
GM.5.0.Homeodomain.0004	IRX3	JASPAR	N
GM.5.0.Homeodomain.0004	Irx1	JASPAR	N
GM.5.0.Homeodomain.0004	IRX4	B1H	N
GM.5.0.Homeodomain.0004	IRX6	B1H	N
GM.5.0.Homeodomain.0004	IRX1	B1H	N
GM.5.0.Homeodomain.0004	IRX3	B1H	N
GM.5.0.Homeodomain.0004	Irx1	B1H	N
GM.5.0.Nuclear_receptor.0082	HNF4	TRANSFAC	N
GM.5.0.Nuclear_receptor.0082	NR2C1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0082	Nr2c2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0082	NR2C1	Unknown	N
GM.5.0.Nuclear_receptor.0082	Nr2c1	ChIP-seq	N
GM.5.0.Sox.0003	SOX9	JASPAR	N
GM.5.0.Sox.0003	Sox9	JASPAR	N
GM.5.0.Sox.0003	SRY	Transfac	N
GM.5.0.Sox.0003	SRY	ChIP-seq	N
GM.5.0.Sox.0003	SOX9	SELEX	N
GM.5.0.Sox.0003	SRY	TRANSFAC	N
GM.5.0.Sox.0003	Sry	ChIP-seq	N
GM.5.0.DM.0009	DMRT1	TRANSFAC	N
GM.5.0.DM.0009	DMRT1	ChIP-seq	N
GM.5.0.DM.0009	DMRT6	ChIP-seq	N
GM.5.0.bHLH.0039	USF1	JASPAR	N
GM.5.0.bHLH.0039	SREBF1	Transfac	N
GM.5.0.bHLH.0039	MITF	ChIP-seq	N
GM.5.0.bHLH.0039	TFE3	ChIP-seq	N
GM.5.0.bHLH.0039	USF2	ChIP-seq	N
GM.5.0.bHLH.0039	USF1	ChIP-seq	N
GM.5.0.bHLH.0039	EBOX	TRANSFAC	N
GM.5.0.bHLH.0039	SREBF1	TRANSFAC	N
GM.5.0.bHLH.0039	TFE	TRANSFAC	N
GM.5.0.bZIP.0004	ATF4	Unknown	N
GM.5.0.bZIP.0004	ATF4	HT-SELEX	N
GM.5.0.bZIP.0004	Atf4	HT-SELEX	N
GM.5.0.bZIP.0004	ATF4	ChIP-seq	Y
GM.5.0.bZIP.0004	Atf4	ChIP-seq	Y
GM.5.0.bZIP.0004	Chop	ChIP-seq	Y
GM.5.0.bZIP.0004	CEBPG	ChIP-seq	Y
GM.5.0.bZIP.0004	Cebpg	ChIP-seq	Y
GM.5.0.bZIP.0004	ATF3	ChIP-seq	N
GM.5.0.bZIP.0004	Ddit3	ChIP-seq	Y
GM.5.0.bZIP.0004	ATF4	SELEX	Y
GM.5.0.bZIP.0004	Atf5	SELEX	N
GM.5.0.bZIP.0004	Atf4	SELEX	Y
GM.5.0.bZIP.0004	ATF4	HT-SELEX	Y
GM.5.0.bZIP.0004	MYC	ChIP-seq	N
GM.5.0.C2H2_ZF.0208	Tbet	ChIP-seq	N
GM.5.0.C2H2_ZF.0208	Eomes	PBM	N
GM.5.0.C2H2_ZF.0208	EOMES	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX10	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx1	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx10	PBM	N
GM.5.0.C2H2_ZF.0208	EOMES	SELEX	N
GM.5.0.C2H2_ZF.0208	Tbx21	SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	EOMES	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	HT-SELEX	N
GM.5.0.Homeodomain.0053	FIGLA	Unknown	N
GM.5.0.Homeodomain.0053	FIGLA	HT-SELEX	N
GM.5.0.Homeodomain.0053	ID4	HT-SELEX	N
GM.5.0.Homeodomain.0053	TCF3	Transfac	N
GM.5.0.Homeodomain.0053	FIGLA	SELEX	N
GM.5.0.Homeodomain.0053	ID2	SELEX	N
GM.5.0.Homeodomain.0053	ID3	SELEX	N
GM.5.0.Homeodomain.0053	ID1	SELEX	N
GM.5.0.Homeodomain.0053	ID4	SELEX	N
GM.5.0.Homeodomain.0053	Id3	SELEX	N
GM.5.0.Homeodomain.0053	Id4	SELEX	N
GM.5.0.Homeodomain.0053	Id1	SELEX	N
GM.5.0.Homeodomain.0053	MYF6	ChIP-seq	N
GM.5.0.Homeodomain.0053	Myf5	ChIP-seq	N
GM.5.0.Homeodomain.0053	FIGLA	HT-SELEX	N
GM.5.0.Homeodomain.0053	ID4	HT-SELEX	N
GM.5.0.Homeodomain.0053	Myf6	ChIP-seq	N
GM.5.0.Homeodomain.0053	TCF3	TRANSFAC	N
GM.5.0.Homeodomain.0053	Tcf3	PBM	N
GM.5.0.Homeodomain.0120	CRX	ChIP-seq	N
GM.5.0.Homeodomain.0120	Crx	ChIP-seq	N
GM.5.0.Homeodomain.0120	DMBX1	HT-SELEX	N
GM.5.0.Homeodomain.0120	DPRX	HT-SELEX	N
GM.5.0.Homeodomain.0120	GSC2	HT-SELEX	N
GM.5.0.Homeodomain.0120	GSC	HT-SELEX	N
GM.5.0.Homeodomain.0120	Otx1	PBM	N
GM.5.0.Homeodomain.0120	Prrxl1	PBM	N
GM.5.0.Homeodomain.0120	Gsc	PBM	N
GM.5.0.Homeodomain.0120	Gsc2	PBM	N
GM.5.0.Homeodomain.0120	Pitx1	PBM	N
GM.5.0.Homeodomain.0120	OTP	PBM	N
GM.5.0.Homeodomain.0120	Otx2	PBM	N
GM.5.0.Homeodomain.0120	Pitx3	PBM	N
GM.5.0.Homeodomain.0120	Pitx2	PBM	N
GM.5.0.Homeodomain.0120	Dmbx1	PBM	N
GM.5.0.Homeodomain.0120	Crx	PBM	N
GM.5.0.Homeodomain.0120	ENSMUSG00000040953	PBM	N
GM.5.0.Homeodomain.0120	Obox6	PBM	N
GM.5.0.Homeodomain.0120	Gm4830	PBM	N
GM.5.0.Homeodomain.0120	Obox1	PBM	N
GM.5.0.Homeodomain.0120	Gm5889	PBM	N
GM.5.0.Homeodomain.0120	NP_663755.2	PBM	N
GM.5.0.Homeodomain.0120	Q8VHG7_MOUSE	PBM	N
GM.5.0.Homeodomain.0120	Crx	JASPAR	N
GM.5.0.Homeodomain.0120	Prrxl1	JASPAR	N
GM.5.0.Homeodomain.0120	Gsc2	B1H	N
GM.5.0.Homeodomain.0120	DMBX1	SELEX	N
GM.5.0.Homeodomain.0120	Prrxl1	SELEX	N
GM.5.0.Homeodomain.0120	DPRX	SELEX	N
GM.5.0.Homeodomain.0120	GSC	SELEX	N
GM.5.0.Homeodomain.0120	Gsc2	SELEX	N
GM.5.0.Homeodomain.0120	GSC2	SELEX	N
GM.5.0.Homeodomain.0120	OTX1	SELEX	N
GM.5.0.Homeodomain.0120	OTX2	SELEX	N
GM.5.0.Homeodomain.0120	OTP	SELEX	N
GM.5.0.Homeodomain.0120	PITX1	SELEX	N
GM.5.0.Homeodomain.0120	PITX3	SELEX	N
GM.5.0.Homeodomain.0120	Otx1	SELEX	N
GM.5.0.Homeodomain.0120	OTX1	ChIP-seq	N
GM.5.0.Homeodomain.0120	Prrxl1	ChIP-seq	N
GM.5.0.Homeodomain.0120	GSC	HT-SELEX	N
GM.5.0.Homeodomain.0120	Pitx1	HT-SELEX	N
GM.5.0.Homeodomain.0120	OTX1	HT-SELEX	N
GM.5.0.Homeodomain.0120	OTX2	HT-SELEX	N
GM.5.0.Homeodomain.0120	PITX3	HT-SELEX	N
GM.5.0.Homeodomain.0120	GSC2	HT-SELEX	N
GM.5.0.Homeodomain.0120	Otx2	ChIP-seq	N
GM.5.0.Homeodomain.0120	OTX1	HT-SELEX	N
GM.5.0.Homeodomain.0120	Otx1	HT-SELEX	N
GM.5.0.Homeodomain.0120	OTX2	HT-SELEX	N
GM.5.0.Homeodomain.0120	OTX2	ChIP-seq	N
GM.5.0.Homeodomain.0120	PITX1	HT-SELEX	N
GM.5.0.Homeodomain.0120	PITX3	Unknown	N
GM.5.0.Homeodomain.0120	PITX3	HT-SELEX	N
GM.5.0.Homeodomain.0120	GSC	ChIP-seq	N
GM.5.0.GATA.0004	GATA2	Transfac	N
GM.5.0.GATA.0004	GATA3	Transfac	N
GM.5.0.GATA.0004	Gata2	Transfac	N
GM.5.0.RFX.0018	RFX7	PBM	N
GM.5.0.RFX.0018	RFX6	PBM	N
GM.5.0.RFX.0018	RFX8	PBM	N
GM.5.0.RFX.0018	Rfx5	PBM	N
GM.5.0.RFX.0018	Rfx6	PBM	N
GM.5.0.RFX.0018	Rfx8	PBM	N
GM.5.0.RFX.0018	ARID2	PBM	N
GM.5.0.RFX.0018	Arid2	PBM	N
GM.5.0.RFX.0018	ARID2	JASPAR	N
GM.5.0.RFX.0018	Arid2	JASPAR	N
GM.5.0.RFX.0018	RFX7	JASPAR	N
GM.5.0.RFX.0018	RFX6	JASPAR	N
GM.5.0.RFX.0018	RFX8	JASPAR	N
GM.5.0.RFX.0018	Rfx5	JASPAR	N
GM.5.0.RFX.0018	Rfx6	JASPAR	N
GM.5.0.RFX.0018	Rfx8	JASPAR	N
GM.5.0.RFX.0018	ARID2	DeBoer11	N
GM.5.0.RFX.0018	Arid2	DeBoer11	N
GM.5.0.RFX.0018	RFX7	DeBoer11	N
GM.5.0.RFX.0018	RFX6	DeBoer11	N
GM.5.0.RFX.0018	RFX8	DeBoer11	N
GM.5.0.RFX.0018	Rfx5	DeBoer11	N
GM.5.0.RFX.0018	Rfx6	DeBoer11	N
GM.5.0.RFX.0018	Rfx8	DeBoer11	N
GM.5.0.RFX.0018	Rfx3	PBM	N
GM.5.0.RFX.0018	RFX5	ChIP-seq	N
GM.5.0.RFX.0018	Rfx4	PBM	N
GM.5.0.RFX.0018	Rfx7	PBM	N
GM.5.0.RFX.0018	Rfx5	ChIP-seq	N
GM.5.0.bHLH.0006	ATOH1	ChIP-seq	Y
GM.5.0.bHLH.0006	Atoh1	ChIP-seq	Y
GM.5.0.bHLH.0006	BHLHA15	ChIP-seq	Y
GM.5.0.bHLH.0006	Bhlha15	ChIP-seq	Y
GM.5.0.bHLH.0006	GATA1	ChIP-seq	N
GM.5.0.bHLH.0006	GATA2	ChIP-seq	N
GM.5.0.bHLH.0006	NeuroD1	ChIP-seq	Y
GM.5.0.bHLH.0006	NEUROD1	ChIP-seq	Y
GM.5.0.bHLH.0006	Tcf21	ChIP-seq	Y
GM.5.0.bHLH.0006	Neurod1	ChIP-seq	Y
GM.5.0.bHLH.0006	NEUROD2	ChIP-seq	Y
GM.5.0.bHLH.0006	Neurod2	ChIP-seq	Y
GM.5.0.bHLH.0006	Neurog2	ChIP-seq	Y
GM.5.0.bHLH.0006	OLIG2	ChIP-seq	Y
GM.5.0.bHLH.0006	Olig2	ChIP-seq	Y
GM.5.0.bHLH.0006	PTF1A	ChIP-seq	Y
GM.5.0.bHLH.0006	Ptf1a	ChIP-seq	Y
GM.5.0.Unknown.0032	DMRT2	PBM	N
GM.5.0.Unknown.0032	Dmrta1	PBM	N
GM.5.0.Unknown.0032	Dmrt2	PBM	N
GM.5.0.Unknown.0032	Dmrt3	PBM	N
GM.5.0.bHLH.0010	Atoh1	HT-SELEX	N
GM.5.0.bHLH.0010	TCF21	PBM	N
GM.5.0.bHLH.0010	TCF15	PBM	N
GM.5.0.bHLH.0010	TCF23	PBM	N
GM.5.0.bHLH.0010	ENSG00000187728	PBM	N
GM.5.0.bHLH.0010	Tcf21	PBM	N
GM.5.0.bHLH.0010	Tcf15	PBM	N
GM.5.0.bHLH.0010	Bhlha15	PBM	N
GM.5.0.bHLH.0010	NEUROD4	PBM	N
GM.5.0.bHLH.0010	NEUROD6	PBM	N
GM.5.0.bHLH.0010	ATOH7	PBM	N
GM.5.0.bHLH.0010	Neurod1	PBM	N
GM.5.0.bHLH.0010	Atoh7	PBM	N
GM.5.0.bHLH.0010	Neurod6	PBM	N
GM.5.0.bHLH.0010	Neurod4	PBM	N
GM.5.0.bHLH.0010	Atoh1	PBM	N
GM.5.0.bHLH.0010	NEUROG3	SELEX	N
GM.5.0.bHLH.0010	NEUROD4	SELEX	N
GM.5.0.bHLH.0010	NEUROD6	SELEX	N
GM.5.0.bHLH.0010	NEUROG2	SELEX	N
GM.5.0.bHLH.0010	NEUROG1	SELEX	N
GM.5.0.bHLH.0010	Neurog2	SELEX	N
GM.5.0.bHLH.0010	Neurod1	SELEX	N
GM.5.0.bHLH.0010	Neurod6	SELEX	N
GM.5.0.bHLH.0010	Neurod2	SELEX	N
GM.5.0.bHLH.0010	Neurog3	SELEX	N
GM.5.0.bHLH.0010	Neurod4	SELEX	N
GM.5.0.bHLH.0010	ATOH7	SELEX	N
GM.5.0.bHLH.0010	Atoh7	SELEX	N
GM.5.0.bHLH.0010	Atoh1	SELEX	N
GM.5.0.bHLH.0010	TAL1	SELEX	N
GM.5.0.bHLH.0010	TCF3	SELEX	N
GM.5.0.bHLH.0010	Atoh1	HT-SELEX	N
GM.5.0.bHLH.0010	NEUROG2	HT-SELEX	N
GM.5.0.bHLH.0010	TAL1	JASPAR	N
GM.5.0.Rel.0006	BCL3	ChIP-seq	N
