Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr2	179442507	179443169	Promoter (<=1kb)	2	179442622	179847704	405083	1	ENSMUST00000108911	0	ENSMUSG00000000305	ENSMUSG00000000305
chr2	121358314	121359449	Promoter (<=1kb)	2	121358610	121363737	5128	1	ENSMUST00000000317	0	ENSMUSG00000000308	ENSMUSG00000000308
chr16	18346845	18349752	Promoter (<=1kb)	16	18348182	18407076	58895	1	ENSMUST00000115614	0	ENSMUSG00000000325	ENSMUSG00000000325
chr16	18425510	18426673	Promoter (<=1kb)	16	18407544	18426385	18842	2	ENSMUST00000000335	0	ENSMUSG00000000326	ENSMUSG00000000326
chr3	116506485	116507993	Promoter (<=1kb)	3	116494151	116508024	13874	2	ENSMUST00000140677	31	ENSMUSG00000000339	ENSMUSG00000000339
chr3	116513124	116513921	Promoter (<=1kb)	3	116513070	116549976	36907	1	ENSMUST00000000349	55	ENSMUSG00000000340	ENSMUSG00000000340
chr15	100615106	100616929	Promoter (<=1kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	0	ENSMUSG00000000346	ENSMUSG00000000346
chr10	78243696	78244572	Promoter (<=1kb)	10	78186725	78244642	57918	2	ENSMUST00000000384	70	ENSMUSG00000000374	ENSMUSG00000000374
chr11	6624581	6626950	Promoter (<=1kb)	11	6615598	6626043	10446	2	ENSMUST00000156969	0	ENSMUSG00000000384	ENSMUSG00000000384
chr6	126847781	126849909	Promoter (<=1kb)	6	126821863	126849144	27282	2	ENSMUST00000088194	0	ENSMUSG00000000399	ENSMUSG00000000399
chr6	18512748	18515167	Promoter (<=1kb)	6	18366547	18514869	148323	2	ENSMUST00000090601	0	ENSMUSG00000000416	ENSMUSG00000000416
chr18	24205990	24207258	Promoter (<=1kb)	18	24205959	24254630	48672	1	ENSMUST00000164998	32	ENSMUSG00000000420	ENSMUSG00000000420
chr6	115601945	115603077	Promoter (<=1kb)	6	115601938	115618670	16733	1	ENSMUST00000000449	8	ENSMUSG00000000439	ENSMUSG00000000439
chr6	115674762	115676519	Promoter (<=1kb)	6	115618569	115675964	57396	2	ENSMUST00000112949	0	ENSMUSG00000000441	ENSMUSG00000000441
chr15	80012323	80013534	Promoter (1-2kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	1274	ENSMUSG00000000489	ENSMUSG00000000489
chr15	101224273	101225740	Promoter (<=1kb)	15	101224207	101232755	8549	1	ENSMUST00000000543	67	ENSMUSG00000000531	ENSMUSG00000000531
chr15	101174111	101176211	Promoter (<=1kb)	15	101174104	101213678	39575	1	ENSMUST00000000544	8	ENSMUSG00000000532	ENSMUSG00000000532
chr11	60351860	60352927	Promoter (<=1kb)	11	60226714	60352905	126192	2	ENSMUST00000095254	0	ENSMUSG00000000538	ENSMUSG00000000538
chr5	71091070	71097309	Promoter (<=1kb)	5	70961057	71095849	134793	2	ENSMUST00000000572	0	ENSMUSG00000000560	ENSMUSG00000000560
chr3	105957680	105960592	Promoter (<=1kb)	3	105959369	105969760	10392	1	ENSMUST00000010278	0	ENSMUSG00000000561	ENSMUSG00000000561
chr11	112781693	112783654	Promoter (<=1kb)	11	112782224	112787760	5537	1	ENSMUST00000000579	0	ENSMUSG00000000567	ENSMUSG00000000567
chr11	112783942	112784664	Promoter (1-2kb)	11	112782224	112787760	5537	1	ENSMUST00000000579	1719	ENSMUSG00000000567	ENSMUSG00000000567
chr5	99976030	99978963	Promoter (<=1kb)	5	99958426	99978938	20513	2	ENSMUST00000172361	0	ENSMUSG00000000568	ENSMUSG00000000568
chr11	17257203	17258999	Promoter (<=1kb)	11	17257579	17262910	5332	1	ENSMUST00000131227	0	ENSMUSG00000000581	ENSMUSG00000000581
chr11	55098116	55098724	Promoter (<=1kb)	11	55098115	55113029	14915	1	ENSMUST00000000608	2	ENSMUSG00000000594	ENSMUSG00000000594
chr5	3801550	3804786	Promoter (<=1kb)	5	3803165	3844515	41351	1	ENSMUST00000080085	0	ENSMUSG00000000600	ENSMUSG00000000600
chr7	7298563	7299552	Promoter (<=1kb)	7	7282316	7299511	17196	2	ENSMUST00000000619	0	ENSMUSG00000000605	ENSMUSG00000000605
chr11	50851251	50851836	Promoter (<=1kb)	11	50850986	50866177	15192	1	ENSMUST00000000631	266	ENSMUSG00000000617	ENSMUSG00000000617
chr6	82773468	82774458	Promoter (<=1kb)	6	82725025	82774454	49430	2	ENSMUST00000000642	0	ENSMUSG00000000628	ENSMUSG00000000628
chr11	77763376	77764727	Promoter (<=1kb)	11	77763301	77780195	16895	1	ENSMUST00000100795	76	ENSMUSG00000000631	ENSMUSG00000000631
chr17	83861510	83863209	Distal Intergenic	17	83831356	83846790	15435	2	ENSMUST00000000687	-14721	ENSMUSG00000000673	ENSMUSG00000000673
chr6	83032737	83034464	Promoter (<=1kb)	6	83034173	83037555	3383	1	ENSMUST00000152679	0	ENSMUSG00000000693	ENSMUSG00000000693
chr17	53567492	53569095	Promoter (<=1kb)	17	53566971	53672720	105750	1	ENSMUST00000000724	522	ENSMUSG00000000708	ENSMUSG00000000708
chr10	78069027	78070148	Promoter (<=1kb)	10	78069360	78079525	10166	1	ENSMUST00000105393	0	ENSMUSG00000000732	ENSMUSG00000000732
chr8	123064955	123065453	Promoter (<=1kb)	8	123065179	123097760	32582	1	ENSMUST00000149248	0	ENSMUSG00000000738	ENSMUSG00000000738
chr8	123065799	123066707	Promoter (<=1kb)	8	123065508	123097751	32244	1	ENSMUST00000128803	292	ENSMUSG00000000738	ENSMUSG00000000738
chr8	123212047	123212577	Promoter (<=1kb)	8	123204264	123212760	8497	2	ENSMUST00000000759	183	ENSMUSG00000000743	ENSMUSG00000000743
chr11	75347846	75348842	Promoter (<=1kb)	11	75298166	75348324	50159	2	ENSMUST00000092907	0	ENSMUSG00000000751	ENSMUSG00000000751
chr8	12671024	12672860	Promoter (<=1kb)	8	12614277	12672099	57823	2	ENSMUST00000164774	0	ENSMUSG00000000759	ENSMUSG00000000759
chr14	70442550	70444128	Promoter (<=1kb)	14	70438748	70443227	4480	2	ENSMUST00000180358	0	ENSMUSG00000000776	ENSMUSG00000000776
chr11	52282520	52283688	Promoter (<=1kb)	11	52252371	52282571	30201	2	ENSMUST00000086844	0	ENSMUSG00000000782	ENSMUSG00000000782
chr8	70804164	70804998	Distal Intergenic	8	70808449	70821424	12976	1	ENSMUST00000000808	-3451	ENSMUSG00000000791	ENSMUSG00000000791
chr3	89519744	89522864	Promoter (<=1kb)	3	89520164	89667761	147598	1	ENSMUST00000000811	0	ENSMUSG00000000794	ENSMUSG00000000794
chr11	85138426	85140010	Promoter (<=1kb)	11	85100224	85139968	39745	2	ENSMUST00000172595	0	ENSMUSG00000000804	ENSMUSG00000000804
chr2	181591875	181593172	Promoter (<=1kb)	2	181582103	181592803	10701	2	ENSMUST00000108789	0	ENSMUSG00000000823	ENSMUSG00000000823
chr2	181519501	181522092	Promoter (<=1kb)	2	181520485	181555133	34649	1	ENSMUST00000072334	0	ENSMUSG00000000826	ENSMUSG00000000826
chr2	181496699	181498188	Promoter (<=1kb)	2	181497142	181515115	17974	1	ENSMUST00000125529	0	ENSMUSG00000000827	ENSMUSG00000000827
chr11	24074126	24081909	Promoter (<=1kb)	11	24078056	24173194	95139	1	ENSMUST00000000881	0	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24082172	24082768	Promoter (1-2kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	1503	ENSMUSG00000000861	ENSMUSG00000000861
chr2	154602746	154603419	Promoter (<=1kb)	2	154595246	154603688	8443	2	ENSMUST00000109703	269	ENSMUSG00000000876	ENSMUSG00000000876
chr16	18498091	18499936	Promoter (<=1kb)	16	18498768	18566679	67912	1	ENSMUST00000167778	0	ENSMUSG00000000884	ENSMUSG00000000884
chr10	75920427	75922463	Promoter (<=1kb)	10	75896769	75921617	24849	2	ENSMUST00000000925	0	ENSMUSG00000000902	ENSMUSG00000000902
chr5	123973826	123974329	Promoter (<=1kb)	5	123973628	124003211	29584	1	ENSMUST00000000939	199	ENSMUSG00000000915	ENSMUSG00000000915
chr5	135369385	135370764	Promoter (<=1kb)	5	135369953	135376798	6846	1	ENSMUST00000000940	0	ENSMUSG00000000916	ENSMUSG00000000916
chr7	60004516	60005448	Promoter (<=1kb)	7	59982495	60005111	22617	2	ENSMUST00000059305	0	ENSMUSG00000000948	ENSMUSG00000000948
chr14	54431315	54432358	Promoter (<=1kb)	14	54431604	54441258	9655	1	ENSMUST00000089688	0	ENSMUSG00000000957	ENSMUSG00000000957
chr14	54360789	54361173	Promoter (<=1kb)	14	54360841	54369669	8829	1	ENSMUST00000000985	0	ENSMUSG00000000959	ENSMUSG00000000959
chr14	54361289	54362097	Promoter (<=1kb)	14	54360841	54369669	8829	1	ENSMUST00000000985	449	ENSMUSG00000000959	ENSMUSG00000000959
chr11	83753402	83754772	Promoter (<=1kb)	11	83753696	83783754	30059	1	ENSMUST00000001002	0	ENSMUSG00000000976	ENSMUSG00000000976
chr3	90476128	90477508	Promoter (<=1kb)	3	90476201	90488379	12179	1	ENSMUST00000001042	0	ENSMUSG00000001016	ENSMUSG00000001016
chr3	90508250	90509732	Promoter (<=1kb)	3	90498956	90509450	10495	2	ENSMUST00000107343	0	ENSMUSG00000001017	ENSMUSG00000001017
chr3	90490073	90490940	Promoter (<=1kb)	3	90488026	90490428	2403	2	ENSMUST00000107352	0	ENSMUSG00000001018	ENSMUSG00000001018
chr11	61493219	61494199	Promoter (<=1kb)	11	61491302	61493705	2404	2	ENSMUST00000126495	0	ENSMUSG00000001034	ENSMUSG00000001034
chr11	61504724	61506033	Promoter (<=1kb)	11	61505144	61512931	7788	1	ENSMUST00000102657	0	ENSMUSG00000001039	ENSMUSG00000001039
chr3	130059302	130060260	Promoter (<=1kb)	3	129982759	130060907	78149	2	ENSMUST00000001079	647	ENSMUSG00000001052	ENSMUSG00000001052
chr3	130060989	130061884	Promoter (<=1kb)	3	130041256	130061553	20298	2	ENSMUST00000168675	0	ENSMUSG00000001052	ENSMUSG00000001052
chr11	51650104	51651342	Promoter (<=1kb)	11	51643063	51650842	7780	2	ENSMUST00000001080	0	ENSMUSG00000001053	ENSMUSG00000001053
chr11	51634572	51635715	Promoter (<=1kb)	11	51623671	51635647	11977	2	ENSMUST00000136020	0	ENSMUSG00000001054	ENSMUSG00000001054
chr11	51619774	51620529	Promoter (<=1kb)	11	51619771	51623429	3659	1	ENSMUST00000001083	4	ENSMUSG00000001056	ENSMUSG00000001056
chr8	123253263	123253981	Promoter (<=1kb)	8	123249712	123254050	4339	2	ENSMUST00000129591	69	ENSMUSG00000001062	ENSMUSG00000001062
chr5	34636619	34637102	Promoter (<=1kb)	5	34633725	34636807	3083	2	ENSMUST00000137150	0	ENSMUSG00000001082	ENSMUSG00000001082
chr4	136469791	136472054	Promoter (<=1kb)	4	136469803	136521710	51908	1	ENSMUST00000142248	0	ENSMUSG00000001089	ENSMUSG00000001089
chr5	114379228	114380723	Promoter (<=1kb)	5	114363567	114380515	16949	2	ENSMUST00000102581	0	ENSMUSG00000001098	ENSMUSG00000001098
chr11	78511321	78513294	Promoter (<=1kb)	11	78512193	78522736	10544	1	ENSMUST00000001127	0	ENSMUSG00000001100	ENSMUSG00000001100
chr11	78536377	78537500	Promoter (<=1kb)	11	78536428	78541376	4949	1	ENSMUST00000050366	0	ENSMUSG00000001105	ENSMUSG00000001105
chr10	76961220	76961957	Promoter (<=1kb)	10	76761857	76961788	199932	2	ENSMUST00000001148	0	ENSMUSG00000001120	ENSMUSG00000001120
chr1	36511844	36513565	Promoter (<=1kb)	1	36511867	36528237	16371	1	ENSMUST00000001166	0	ENSMUSG00000001138	ENSMUSG00000001138
chr1	36444600	36445248	Promoter (<=1kb)	1	36422065	36445271	23207	2	ENSMUST00000125304	23	ENSMUSG00000001143	ENSMUSG00000001143
chr10	76467999	76469527	Promoter (<=1kb)	10	76468971	76515856	46886	1	ENSMUST00000170795	0	ENSMUSG00000001150	ENSMUSG00000001150
chr10	76442021	76442773	Promoter (<=1kb)	10	76351254	76442912	91659	2	ENSMUST00000001179	139	ENSMUSG00000001151	ENSMUSG00000001151
chr6	86668089	86669174	Promoter (<=1kb)	6	86647044	86669159	22116	2	ENSMUST00000001184	0	ENSMUSG00000001156	ENSMUSG00000001156
chr6	86732032	86734220	Promoter (<=1kb)	6	86691768	86733378	41611	2	ENSMUST00000001185	0	ENSMUSG00000001157	ENSMUSG00000001157
chr6	86683483	86684877	Promoter (<=1kb)	6	86675221	86684522	9302	2	ENSMUST00000001186	0	ENSMUSG00000001158	ENSMUSG00000001158
chr12	100198979	100201932	Promoter (<=1kb)	12	100199435	100209806	10372	1	ENSMUST00000110082	0	ENSMUSG00000001175	ENSMUSG00000001175
chr10	78351091	78351654	Promoter (<=1kb)	10	78271563	78351700	80138	2	ENSMUST00000166360	46	ENSMUSG00000001211	ENSMUSG00000001211
chr10	78352287	78353150	Promoter (<=1kb)	10	78269178	78352442	83265	2	ENSMUST00000001240	0	ENSMUSG00000001211	ENSMUSG00000001211
chr17	56139164	56139480	Promoter (<=1kb)	17	56123085	56140343	17259	2	ENSMUST00000001256	863	ENSMUSG00000001227	ENSMUSG00000001227
chr17	56139699	56140225	Promoter (<=1kb)	17	56123085	56140343	17259	2	ENSMUST00000001256	118	ENSMUSG00000001227	ENSMUSG00000001227
chr17	56303457	56304713	Promoter (<=1kb)	17	56304313	56323486	19174	1	ENSMUST00000113035	0	ENSMUSG00000001228	ENSMUSG00000001228
chr17	56217764	56219243	Promoter (<=1kb)	17	56186682	56218889	32208	2	ENSMUST00000038794	0	ENSMUSG00000001229	ENSMUSG00000001229
chr11	101245921	101246628	Promoter (<=1kb)	11	101246028	101248250	2223	1	ENSMUST00000129680	0	ENSMUSG00000001240	ENSMUSG00000001240
chr7	31148331	31151668	Promoter (<=1kb)	7	31130127	31151014	20888	2	ENSMUST00000085636	0	ENSMUSG00000001248	ENSMUSG00000001248
chr7	31208115	31209277	Distal Intergenic	7	31130127	31151050	20924	2	ENSMUST00000001280	-57066	ENSMUSG00000001248	ENSMUSG00000001248
chr5	70842010	70843248	Promoter (<=1kb)	5	70751047	70842617	91571	2	ENSMUST00000031119	0	ENSMUSG00000001260	ENSMUSG00000001260
chr12	111668780	111672321	Promoter (<=1kb)	12	111669355	111672338	2984	2	ENSMUST00000001304	17	ENSMUSG00000001270	ENSMUSG00000001270
chr15	102405072	102405557	Promoter (<=1kb)	15	102406143	102408235	2093	1	ENSMUST00000170884	-586	ENSMUSG00000001280	ENSMUSG00000001280
chr15	102406272	102407321	Promoter (<=1kb)	15	102406328	102432679	26352	1	ENSMUST00000165924	0	ENSMUSG00000001280	ENSMUSG00000001280
chr15	102331584	102332616	Promoter (<=1kb)	15	102331709	102338139	6431	1	ENSMUST00000113682	0	ENSMUSG00000001285	ENSMUSG00000001285
chr15	102245276	102246943	Promoter (<=1kb)	15	102234940	102246500	11561	2	ENSMUST00000063339	0	ENSMUSG00000001288	ENSMUSG00000001288
chr15	102325640	102327488	Promoter (<=1kb)	15	102326116	102331873	5758	1	ENSMUST00000166658	0	ENSMUSG00000001289	ENSMUSG00000001289
chr8	8656451	8661987	Promoter (<=1kb)	8	8617434	8660773	43340	2	ENSMUST00000001319	0	ENSMUSG00000001300	ENSMUSG00000001300
chr1	186748406	186750148	Promoter (<=1kb)	1	186720978	186749358	28381	2	ENSMUST00000001339	0	ENSMUSG00000001305	ENSMUSG00000001305
chr11	101464515	101466806	Promoter (<=1kb)	11	101464999	101471853	6855	1	ENSMUST00000153185	0	ENSMUSG00000001313	ENSMUSG00000001313
chr11	101467639	101469024	Promoter (<=1kb)	11	101468175	101471853	3679	1	ENSMUST00000001347	0	ENSMUSG00000001313	ENSMUSG00000001313
chr11	74924710	74926722	Promoter (<=1kb)	11	74906359	74925798	19440	2	ENSMUST00000065211	0	ENSMUSG00000001323	ENSMUSG00000001323
chr9	78107386	78109762	Promoter (<=1kb)	9	78081499	78108656	27158	2	ENSMUST00000085311	0	ENSMUSG00000001366	ENSMUSG00000001366
chr6	3498154	3499359	Promoter (<=1kb)	6	3498382	3603315	104934	1	ENSMUST00000001412	0	ENSMUSG00000001376	ENSMUSG00000001376
chr18	36678382	36680033	Promoter (<=1kb)	18	36671160	36679366	8207	2	ENSMUST00000001415	0	ENSMUSG00000001379	ENSMUSG00000001379
chr18	36782320	36784206	Promoter (<=1kb)	18	36766530	36783205	16676	2	ENSMUST00000001416	0	ENSMUSG00000001380	ENSMUSG00000001380
chr18	36793917	36794852	Promoter (<=1kb)	18	36793923	36799660	5738	1	ENSMUST00000001419	0	ENSMUSG00000001383	ENSMUSG00000001383
chr3	88335218	88337494	Promoter (<=1kb)	3	88336260	88362337	26078	1	ENSMUST00000001451	0	ENSMUSG00000001415	ENSMUSG00000001415
chr3	88297065	88298426	Promoter (<=1kb)	3	88297116	88321767	24652	1	ENSMUST00000001452	0	ENSMUSG00000001416	ENSMUSG00000001416
chr3	88325077	88325613	Promoter (<=1kb)	3	88325082	88328363	3282	1	ENSMUST00000176519	0	ENSMUSG00000001418	ENSMUSG00000001418
chr3	88137682	88139633	Promoter (2-3kb)	3	88142372	88172086	29715	1	ENSMUST00000001455	-2739	ENSMUSG00000001419	ENSMUSG00000001419
chr3	88141610	88144430	Promoter (<=1kb)	3	88142372	88172086	29715	1	ENSMUST00000001455	0	ENSMUSG00000001419	ENSMUSG00000001419
chr3	88176897	88178028	Distal Intergenic	3	88168252	88168906	655	1	ENSMUST00000152861	8646	ENSMUSG00000001419	ENSMUSG00000001419
chr6	28479253	28481539	Promoter (<=1kb)	6	28480348	28877723	397376	1	ENSMUST00000164915	0	ENSMUSG00000001424	ENSMUSG00000001424
chr11	97186286	97187093	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	788	ENSMUSG00000001440	ENSMUSG00000001440
chr11	97187334	97188014	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	0	ENSMUSG00000001440	ENSMUSG00000001440
chr11	97188231	97189153	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	-351	ENSMUSG00000001440	ENSMUSG00000001440
chr11	97278315	97280663	Promoter (<=1kb)	11	97205842	97280486	74645	2	ENSMUST00000167806	0	ENSMUSG00000001441	ENSMUSG00000001441
chr11	97041315	97042320	Promoter (<=1kb)	11	97041560	97049213	7654	1	ENSMUST00000001485	0	ENSMUSG00000001445	ENSMUSG00000001445
chr5	4102796	4104791	Promoter (<=1kb)	5	4081145	4104746	23602	2	ENSMUST00000001507	0	ENSMUSG00000001467	ENSMUSG00000001467
chr8	123373518	123375585	Promoter (<=1kb)	8	123373824	123401892	28069	1	ENSMUST00000057934	0	ENSMUSG00000001472	ENSMUSG00000001472
chr11	95075194	95076227	Promoter (<=1kb)	11	95044474	95076714	32241	2	ENSMUST00000001548	487	ENSMUSG00000001507	ENSMUSG00000001507
chr11	95076441	95076925	Promoter (<=1kb)	11	95044474	95076714	32241	2	ENSMUST00000001548	0	ENSMUSG00000001507	ENSMUSG00000001507
chr6	128423754	128424871	Promoter (<=1kb)	6	128409533	128424918	15386	2	ENSMUST00000142615	47	ENSMUSG00000001518	ENSMUSG00000001518
chr6	128354410	128355854	Promoter (<=1kb)	6	128321140	128355851	34712	2	ENSMUST00000001562	0	ENSMUSG00000001521	ENSMUSG00000001521
chr17	35673248	35673790	Promoter (<=1kb)	17	35667730	35673739	6010	2	ENSMUST00000001565	0	ENSMUSG00000001524	ENSMUSG00000001524
chr17	35834986	35839050	Promoter (<=1kb)	17	35833926	35838306	4381	2	ENSMUST00000001566	0	ENSMUSG00000001525	ENSMUSG00000001525
chr13	75707201	75708993	Promoter (<=1kb)	13	75707484	75772356	64873	1	ENSMUST00000001583	0	ENSMUSG00000001542	ENSMUSG00000001542
chr11	100396156	100397711	Promoter (<=1kb)	11	100370619	100397749	27131	2	ENSMUST00000001592	38	ENSMUSG00000001552	ENSMUSG00000001552
chr5	29434505	29435658	Promoter (<=1kb)	5	29434664	29453506	18843	1	ENSMUST00000001611	0	ENSMUSG00000001569	ENSMUSG00000001569
chr17	26561572	26562589	Promoter (<=1kb)	17	26561545	26655174	93630	1	ENSMUST00000001619	28	ENSMUSG00000001576	ENSMUSG00000001576
chr12	40219930	40223192	Promoter (<=1kb)	12	40201567	40223189	21623	2	ENSMUST00000001672	0	ENSMUSG00000001627	ENSMUSG00000001627
chr6	146724999	146726093	Promoter (<=1kb)	6	146725036	146776556	51521	1	ENSMUST00000111644	0	ENSMUSG00000001630	ENSMUSG00000001630
chr6	113305785	113306470	Promoter (<=1kb)	6	113307181	113324857	17677	1	ENSMUST00000113122	-711	ENSMUSG00000001632	ENSMUSG00000001632
chr6	113306844	113308630	Promoter (<=1kb)	6	113307181	113324857	17677	1	ENSMUST00000113122	0	ENSMUSG00000001632	ENSMUSG00000001632
chr6	34316431	34317027	Promoter (<=1kb)	6	34309793	34317430	7638	2	ENSMUST00000126991	403	ENSMUSG00000001642	ENSMUSG00000001642
chr10	75772526	75773247	Promoter (<=1kb)	10	75771230	75773034	1805	2	ENSMUST00000172820	0	ENSMUSG00000001666	ENSMUSG00000001666
chr1	121566652	121567951	Promoter (<=1kb)	1	121564596	121567722	3127	2	ENSMUST00000131471	0	ENSMUSG00000001674	ENSMUSG00000001674
chr5	148549338	148552425	Promoter (<=1kb)	5	148504631	148552788	48158	2	ENSMUST00000079324	363	ENSMUSG00000001687	ENSMUSG00000001687
chr13	38658008	38659587	Promoter (<=1kb)	13	38645698	38659028	13331	2	ENSMUST00000001757	0	ENSMUSG00000001707	ENSMUSG00000001707
chr12	112672721	112674890	Promoter (<=1kb)	12	112653821	112674276	20456	2	ENSMUST00000001780	0	ENSMUSG00000001729	ENSMUSG00000001729
chr11	101082668	101083350	Promoter (<=1kb)	11	101082625	101086619	3995	1	ENSMUST00000107308	44	ENSMUSG00000001755	ENSMUSG00000001755
chr6	29736261	29736964	Promoter (<=1kb)	6	29735694	29761365	25672	1	ENSMUST00000001812	568	ENSMUSG00000001761	ENSMUSG00000001761
chr6	29693695	29694095	Promoter (<=1kb)	6	29694222	29718559	24338	1	ENSMUST00000046750	-127	ENSMUSG00000001763	ENSMUSG00000001763
chr6	29694498	29694818	Promoter (<=1kb)	6	29694234	29718557	24324	1	ENSMUST00000115250	265	ENSMUSG00000001763	ENSMUSG00000001763
