Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr8	123064994	123065294	Promoter (<=1kb)	8	123065179	123097760	32582	1	ENSMUST00000149248	0	ENSMUSG00000000738	ENSMUSG00000000738
chr8	123065724	123066707	Promoter (<=1kb)	8	123065508	123097751	32244	1	ENSMUST00000128803	217	ENSMUSG00000000738	ENSMUSG00000000738
chr11	75348229	75348772	Promoter (<=1kb)	11	75298166	75348324	50159	2	ENSMUST00000092907	0	ENSMUSG00000000751	ENSMUSG00000000751
chr8	12671110	12672778	Promoter (<=1kb)	8	12614277	12672099	57823	2	ENSMUST00000164774	0	ENSMUSG00000000759	ENSMUSG00000000759
chr14	70442913	70443859	Promoter (<=1kb)	14	70438748	70443227	4480	2	ENSMUST00000180358	0	ENSMUSG00000000776	ENSMUSG00000000776
chr11	52282558	52283317	Promoter (<=1kb)	11	52252371	52282571	30201	2	ENSMUST00000086844	0	ENSMUSG00000000782	ENSMUSG00000000782
chr8	70804194	70804582	Distal Intergenic	8	70808449	70821424	12976	1	ENSMUST00000000808	-3867	ENSMUSG00000000791	ENSMUSG00000000791
chr3	89521103	89522803	Promoter (<=1kb)	3	89520164	89667761	147598	1	ENSMUST00000000811	940	ENSMUSG00000000794	ENSMUSG00000000794
chr11	85138566	85139327	Promoter (<=1kb)	11	85103680	85139929	36250	2	ENSMUST00000174809	602	ENSMUSG00000000804	ENSMUSG00000000804
chr11	85139484	85140519	Promoter (<=1kb)	11	84984442	85140038	155597	2	ENSMUST00000108075	0	ENSMUSG00000000804	ENSMUSG00000000804
chr2	181519274	181520257	Promoter (<=1kb)	2	181520485	181555133	34649	1	ENSMUST00000072334	-228	ENSMUSG00000000826	ENSMUSG00000000826
chr2	181520532	181521559	Promoter (<=1kb)	2	181520551	181552232	31682	1	ENSMUST00000108797	0	ENSMUSG00000000826	ENSMUSG00000000826
chr2	181497254	181497897	Promoter (<=1kb)	2	181497231	181515387	18157	1	ENSMUST00000108799	24	ENSMUSG00000000827	ENSMUSG00000000827
chr11	24078296	24081909	Promoter (<=1kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	0	ENSMUSG00000000861	ENSMUSG00000000861
chr16	18498025	18498709	Promoter (<=1kb)	16	18498768	18566679	67912	1	ENSMUST00000167778	-59	ENSMUSG00000000884	ENSMUSG00000000884
chr16	18498889	18499836	Promoter (<=1kb)	16	18498891	18552511	53621	1	ENSMUST00000124924	0	ENSMUSG00000000884	ENSMUSG00000000884
chr10	75921763	75922224	Promoter (<=1kb)	10	75896769	75921617	24849	2	ENSMUST00000000925	-147	ENSMUSG00000000902	ENSMUSG00000000902
chr5	135370151	135370771	Promoter (<=1kb)	5	135370927	135374084	3158	1	ENSMUST00000141867	-156	ENSMUSG00000000916	ENSMUSG00000000916
chr7	60004554	60005476	Promoter (<=1kb)	7	59982495	60005111	22617	2	ENSMUST00000059305	0	ENSMUSG00000000948	ENSMUSG00000000948
chr14	54360631	54361854	Promoter (<=1kb)	14	54360841	54369669	8829	1	ENSMUST00000000985	0	ENSMUSG00000000959	ENSMUSG00000000959
chr11	83753639	83754747	Promoter (<=1kb)	11	83753696	83783754	30059	1	ENSMUST00000001002	0	ENSMUSG00000000976	ENSMUSG00000000976
chr3	90476180	90477218	Promoter (<=1kb)	3	90476201	90488379	12179	1	ENSMUST00000001042	0	ENSMUSG00000001016	ENSMUSG00000001016
chr3	90508983	90509462	Promoter (<=1kb)	3	90498956	90509450	10495	2	ENSMUST00000107343	0	ENSMUSG00000001017	ENSMUSG00000001017
chr3	90490122	90491042	Promoter (<=1kb)	3	90488026	90490428	2403	2	ENSMUST00000107352	0	ENSMUSG00000001018	ENSMUSG00000001018
chr11	61493286	61494387	Promoter (<=1kb)	11	61488812	61494266	5455	2	ENSMUST00000101085	0	ENSMUSG00000001034	ENSMUSG00000001034
chr11	61579095	61579506	Promoter (<=1kb)	11	61546506	61579658	33153	2	ENSMUST00000147501	152	ENSMUSG00000001036	ENSMUSG00000001036
chr11	61504668	61506390	Promoter (<=1kb)	11	61505144	61512931	7788	1	ENSMUST00000102657	0	ENSMUSG00000001039	ENSMUSG00000001039
chr3	130060637	130061814	Promoter (<=1kb)	3	129982759	130060907	78149	2	ENSMUST00000001079	0	ENSMUSG00000001052	ENSMUSG00000001052
chr11	51635179	51636482	Promoter (<=1kb)	11	51623671	51635647	11977	2	ENSMUST00000136020	0	ENSMUSG00000001054	ENSMUSG00000001054
chr8	123253155	123253833	Promoter (<=1kb)	8	123249712	123254050	4339	2	ENSMUST00000129591	217	ENSMUSG00000001062	ENSMUSG00000001062
chr8	123254233	123255559	Promoter (<=1kb)	8	123242356	123254348	11993	2	ENSMUST00000122363	0	ENSMUSG00000001062	ENSMUSG00000001062
chr5	114379646	114380391	Promoter (<=1kb)	5	114365622	114380483	14862	2	ENSMUST00000001125	92	ENSMUSG00000001098	ENSMUSG00000001098
chr11	78511630	78513144	Promoter (<=1kb)	11	78512193	78522736	10544	1	ENSMUST00000001127	0	ENSMUSG00000001100	ENSMUSG00000001100
chr11	78536377	78537445	Promoter (<=1kb)	11	78536428	78541376	4949	1	ENSMUST00000050366	0	ENSMUSG00000001105	ENSMUSG00000001105
chr10	76961335	76961896	Promoter (<=1kb)	10	76761857	76961788	199932	2	ENSMUST00000001148	0	ENSMUSG00000001120	ENSMUSG00000001120
chr1	36511929	36512184	Promoter (<=1kb)	1	36511867	36528237	16371	1	ENSMUST00000097776	63	ENSMUSG00000001138	ENSMUSG00000001138
chr1	36512804	36513342	Promoter (<=1kb)	1	36513097	36520435	7339	1	ENSMUST00000154225	0	ENSMUSG00000001138	ENSMUSG00000001138
chr1	36444528	36445223	Promoter (<=1kb)	1	36422065	36445271	23207	2	ENSMUST00000125304	48	ENSMUSG00000001143	ENSMUSG00000001143
chr10	76442121	76442772	Promoter (<=1kb)	10	76351254	76442912	91659	2	ENSMUST00000001179	140	ENSMUSG00000001151	ENSMUSG00000001151
chr10	76443009	76443470	Promoter (<=1kb)	10	76351254	76442912	91659	2	ENSMUST00000001179	-98	ENSMUSG00000001151	ENSMUSG00000001151
chr6	86668012	86669174	Promoter (<=1kb)	6	86647044	86669159	22116	2	ENSMUST00000001184	0	ENSMUSG00000001156	ENSMUSG00000001156
chr6	86732104	86733288	Promoter (<=1kb)	6	86720210	86733240	13031	2	ENSMUST00000113679	0	ENSMUSG00000001157	ENSMUSG00000001157
chr6	86733502	86733904	Promoter (<=1kb)	6	86691768	86733378	41611	2	ENSMUST00000001185	-125	ENSMUSG00000001157	ENSMUSG00000001157
chr6	86683988	86684535	Promoter (<=1kb)	6	86675221	86684522	9302	2	ENSMUST00000001186	0	ENSMUSG00000001158	ENSMUSG00000001158
chr12	100198835	100199937	Promoter (<=1kb)	12	100199435	100209806	10372	1	ENSMUST00000110082	0	ENSMUSG00000001175	ENSMUSG00000001175
chr12	100200219	100202035	Promoter (<=1kb)	12	100200144	100209806	9663	1	ENSMUST00000001204	76	ENSMUSG00000001175	ENSMUSG00000001175
chr10	78352304	78352820	Promoter (<=1kb)	10	78269178	78352442	83265	2	ENSMUST00000001240	0	ENSMUSG00000001211	ENSMUSG00000001211
chr17	56303363	56304713	Promoter (<=1kb)	17	56303400	56323486	20087	1	ENSMUST00000113038	0	ENSMUSG00000001228	ENSMUSG00000001228
chr17	56218010	56219631	Promoter (<=1kb)	17	56186682	56218889	32208	2	ENSMUST00000038794	0	ENSMUSG00000001229	ENSMUSG00000001229
chr7	31148532	31151939	Promoter (<=1kb)	7	31130127	31151014	20888	2	ENSMUST00000085636	0	ENSMUSG00000001248	ENSMUSG00000001248
chr7	31208377	31209175	Distal Intergenic	7	31130127	31151050	20924	2	ENSMUST00000001280	-57328	ENSMUSG00000001248	ENSMUSG00000001248
chr12	111669610	111670049	Promoter (2-3kb)	12	111669355	111672338	2984	2	ENSMUST00000001304	2289	ENSMUSG00000001270	ENSMUSG00000001270
chr12	111670330	111671110	Promoter (1-2kb)	12	111669355	111672338	2984	2	ENSMUST00000001304	1228	ENSMUSG00000001270	ENSMUSG00000001270
chr12	111671313	111672721	Promoter (<=1kb)	12	111669355	111672338	2984	2	ENSMUST00000001304	0	ENSMUSG00000001270	ENSMUSG00000001270
chr15	102405183	102405557	Promoter (<=1kb)	15	102406143	102408235	2093	1	ENSMUST00000170884	-586	ENSMUSG00000001280	ENSMUSG00000001280
chr15	102406264	102406615	Promoter (<=1kb)	15	102406328	102432679	26352	1	ENSMUST00000165924	0	ENSMUSG00000001280	ENSMUSG00000001280
chr15	102406826	102407194	Promoter (<=1kb)	15	102406755	102408617	1863	1	ENSMUST00000165837	72	ENSMUSG00000001280	ENSMUSG00000001280
chr15	102331689	102332672	Promoter (<=1kb)	15	102331709	102338139	6431	1	ENSMUST00000113682	0	ENSMUSG00000001285	ENSMUSG00000001285
chr15	102245624	102247723	Promoter (<=1kb)	15	102234940	102246500	11561	2	ENSMUST00000063339	0	ENSMUSG00000001288	ENSMUSG00000001288
chr15	102325941	102327282	Promoter (<=1kb)	15	102326116	102331873	5758	1	ENSMUST00000166658	0	ENSMUSG00000001289	ENSMUSG00000001289
chr8	8658616	8660610	Promoter (<=1kb)	8	8617434	8660773	43340	2	ENSMUST00000001319	163	ENSMUSG00000001300	ENSMUSG00000001300
chr8	8660627	8661972	Promoter (<=1kb)	8	8617434	8660773	43340	2	ENSMUST00000001319	0	ENSMUSG00000001300	ENSMUSG00000001300
chr1	186748407	186749171	Promoter (<=1kb)	1	186721092	186749325	28234	2	ENSMUST00000162336	154	ENSMUSG00000001305	ENSMUSG00000001305
chr11	101465029	101465892	Promoter (<=1kb)	11	101465484	101471105	5622	1	ENSMUST00000134980	0	ENSMUSG00000001313	ENSMUSG00000001313
chr11	101467653	101467930	Promoter (<=1kb)	11	101468175	101471853	3679	1	ENSMUST00000001347	-245	ENSMUSG00000001313	ENSMUSG00000001313
chr11	101468237	101468970	Promoter (<=1kb)	11	101468175	101471853	3679	1	ENSMUST00000001347	63	ENSMUSG00000001313	ENSMUSG00000001313
chr11	74924892	74925973	Promoter (<=1kb)	11	74906359	74925798	19440	2	ENSMUST00000065211	0	ENSMUSG00000001323	ENSMUSG00000001323
chr9	78107108	78109751	Promoter (<=1kb)	9	78081499	78108656	27158	2	ENSMUST00000085311	0	ENSMUSG00000001366	ENSMUSG00000001366
chr18	36678203	36680110	Promoter (<=1kb)	18	36671160	36679366	8207	2	ENSMUST00000001415	0	ENSMUSG00000001379	ENSMUSG00000001379
chr18	36782503	36783991	Promoter (<=1kb)	18	36766530	36783205	16676	2	ENSMUST00000001416	0	ENSMUSG00000001380	ENSMUSG00000001380
chr18	36793917	36794798	Promoter (<=1kb)	18	36793923	36799660	5738	1	ENSMUST00000001419	0	ENSMUSG00000001383	ENSMUSG00000001383
chr3	88335769	88336150	Promoter (<=1kb)	3	88336260	88362337	26078	1	ENSMUST00000001451	-110	ENSMUSG00000001415	ENSMUSG00000001415
chr3	88336347	88337584	Promoter (<=1kb)	3	88336260	88362337	26078	1	ENSMUST00000001451	88	ENSMUSG00000001415	ENSMUSG00000001415
chr3	88295820	88298551	Promoter (<=1kb)	3	88297116	88321767	24652	1	ENSMUST00000001452	0	ENSMUSG00000001416	ENSMUSG00000001416
chr3	88325094	88325691	Promoter (<=1kb)	3	88325082	88328368	3287	1	ENSMUST00000176425	13	ENSMUSG00000001418	ENSMUSG00000001418
chr3	88137951	88139825	Promoter (2-3kb)	3	88142372	88172086	29715	1	ENSMUST00000001455	-2547	ENSMUSG00000001419	ENSMUSG00000001419
chr3	88142425	88143530	Promoter (<=1kb)	3	88142572	88168655	26084	1	ENSMUST00000107558	0	ENSMUSG00000001419	ENSMUSG00000001419
chr3	88177604	88178036	Distal Intergenic	3	88168252	88168906	655	1	ENSMUST00000152861	9353	ENSMUSG00000001419	ENSMUSG00000001419
chr6	28479467	28481161	Promoter (<=1kb)	6	28480348	28877723	397376	1	ENSMUST00000164915	0	ENSMUSG00000001424	ENSMUSG00000001424
chr10	77033330	77033884	Promoter (<=1kb)	10	77033319	77042330	9012	1	ENSMUST00000132984	12	ENSMUSG00000001436	ENSMUSG00000001436
chr11	97186146	97188014	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	0	ENSMUSG00000001440	ENSMUSG00000001440
chr11	97188231	97188850	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	-351	ENSMUSG00000001440	ENSMUSG00000001440
chr11	97278618	97280440	Promoter (<=1kb)	11	97206933	97280432	73500	2	ENSMUST00000165216	0	ENSMUSG00000001441	ENSMUSG00000001441
chr11	97041124	97042432	Promoter (<=1kb)	11	97041560	97049213	7654	1	ENSMUST00000001485	0	ENSMUSG00000001445	ENSMUSG00000001445
chr5	4102509	4104769	Promoter (<=1kb)	5	4081145	4104746	23602	2	ENSMUST00000001507	0	ENSMUSG00000001467	ENSMUSG00000001467
chr8	123443419	123443817	Promoter (<=1kb)	8	123443308	123463262	19955	1	ENSMUST00000108830	112	ENSMUSG00000001482	ENSMUSG00000001482
chr11	95076360	95076925	Promoter (<=1kb)	11	95044474	95076714	32241	2	ENSMUST00000001548	0	ENSMUSG00000001507	ENSMUSG00000001507
chr6	128424051	128424839	Promoter (<=1kb)	6	128409533	128424918	15386	2	ENSMUST00000142615	79	ENSMUSG00000001518	ENSMUSG00000001518
chr6	128354440	128356124	Promoter (<=1kb)	6	128321140	128355851	34712	2	ENSMUST00000001562	0	ENSMUSG00000001521	ENSMUSG00000001521
chr17	35673242	35673790	Promoter (<=1kb)	17	35667730	35673739	6010	2	ENSMUST00000001565	0	ENSMUSG00000001524	ENSMUSG00000001524
chr17	35836005	35837064	Promoter (<=1kb)	17	35835605	35837060	1456	2	ENSMUST00000173253	0	ENSMUSG00000001525	ENSMUSG00000001525
chr17	35837261	35839070	Promoter (<=1kb)	17	35833926	35838306	4381	2	ENSMUST00000001566	0	ENSMUSG00000001525	ENSMUSG00000001525
chr13	75707715	75708336	Promoter (<=1kb)	13	75707484	75772356	64873	1	ENSMUST00000001583	232	ENSMUSG00000001542	ENSMUSG00000001542
chr11	100397163	100397796	Promoter (<=1kb)	11	100370619	100397749	27131	2	ENSMUST00000001592	0	ENSMUSG00000001552	ENSMUSG00000001552
chr5	29434550	29436016	Promoter (<=1kb)	5	29434664	29453506	18843	1	ENSMUST00000001611	0	ENSMUSG00000001569	ENSMUSG00000001569
chr12	40220300	40223215	Promoter (<=1kb)	12	40201567	40223189	21623	2	ENSMUST00000001672	0	ENSMUSG00000001627	ENSMUSG00000001627
chr6	146724972	146726275	Promoter (<=1kb)	6	146724995	146778812	53818	1	ENSMUST00000001675	0	ENSMUSG00000001630	ENSMUSG00000001630
chr6	113305785	113306437	Promoter (<=1kb)	6	113307181	113324857	17677	1	ENSMUST00000113122	-744	ENSMUSG00000001632	ENSMUSG00000001632
chr6	113306772	113308525	Promoter (<=1kb)	6	113307181	113324857	17677	1	ENSMUST00000113122	0	ENSMUSG00000001632	ENSMUSG00000001632
chr10	75772526	75773372	Promoter (<=1kb)	10	75771230	75773034	1805	2	ENSMUST00000172820	0	ENSMUSG00000001666	ENSMUSG00000001666
chr1	121566872	121568005	Promoter (<=1kb)	1	121553835	121567989	14155	2	ENSMUST00000001724	0	ENSMUSG00000001674	ENSMUSG00000001674
chr5	148549404	148550556	Promoter (2-3kb)	5	148504631	148552788	48158	2	ENSMUST00000079324	2232	ENSMUSG00000001687	ENSMUSG00000001687
chr5	148550785	148551463	Promoter (1-2kb)	5	148504631	148552788	48158	2	ENSMUST00000079324	1325	ENSMUSG00000001687	ENSMUSG00000001687
chr5	148551592	148552375	Promoter (<=1kb)	5	148504631	148552788	48158	2	ENSMUST00000079324	413	ENSMUSG00000001687	ENSMUSG00000001687
chr18	56431401	56433191	Promoter (<=1kb)	18	56432132	56503792	71661	1	ENSMUST00000070166	0	ENSMUSG00000001700	ENSMUSG00000001700
chr11	101082668	101083328	Promoter (<=1kb)	11	101082625	101086619	3995	1	ENSMUST00000107308	44	ENSMUSG00000001755	ENSMUSG00000001755
chr2	145934126	145935018	Promoter (<=1kb)	2	145917479	145935014	17536	2	ENSMUST00000001818	0	ENSMUSG00000001767	ENSMUSG00000001767
chr9	18292318	18293393	Promoter (<=1kb)	9	18292267	18314000	21734	1	ENSMUST00000001825	52	ENSMUSG00000001774	ENSMUSG00000001774
chr10	85956766	85957261	Promoter (<=1kb)	10	85938637	85957823	19187	2	ENSMUST00000001834	562	ENSMUSG00000001783	ENSMUSG00000001783
chr10	85871977	85873065	Promoter (<=1kb)	10	85871906	85882099	10194	1	ENSMUST00000168509	72	ENSMUSG00000001785	ENSMUSG00000001785
chr10	86021703	86022863	Promoter (<=1kb)	10	86021972	86051873	29902	1	ENSMUST00000130320	0	ENSMUSG00000001786	ENSMUSG00000001786
chr7	30193408	30194133	Promoter (<=1kb)	7	30187483	30193781	6299	2	ENSMUST00000129761	0	ENSMUSG00000001794	ENSMUSG00000001794
chr7	30194333	30195075	Promoter (<=1kb)	7	30193546	30195036	1491	2	ENSMUST00000146852	0	ENSMUSG00000001794	ENSMUSG00000001794
chr7	35214225	35214517	Promoter (<=1kb)	7	35202016	35215292	13277	2	ENSMUST00000118444	775	ENSMUSG00000001802	ENSMUSG00000001802
chr9	25251047	25254606	Promoter (<=1kb)	9	25252439	25308571	56133	1	ENSMUST00000115272	0	ENSMUSG00000001833	ENSMUSG00000001833
chr5	143328570	143329210	Promoter (<=1kb)	5	143325993	143329189	3197	2	ENSMUST00000162284	0	ENSMUSG00000001844	ENSMUSG00000001844
chr5	143526481	143528012	Promoter (<=1kb)	5	143505482	143527993	22512	2	ENSMUST00000100489	0	ENSMUSG00000001847	ENSMUSG00000001847
