Chrom	Start	End	region_61393	X0.0	X.	X8443946.1	X8444147.1	X0	X1	X201	X8443938	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr2	38342119	38342320	region_98162	0	+	38342119	38342320	0	1	201	38342116	cluster_1	Promoter (1-2kb)	2	38341092	38354825	13734	1	ENSMUST00000133661	1028	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38355387	38355588	region_98172	0	+	38355387	38355588	0	1	201	38355384	cluster_1	Promoter (1-2kb)	2	38353802	38360089	6288	1	ENSMUST00000175896	1586	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38340056	38340257	region_98160	0	+	38340056	38340257	0	1	201	38340053	cluster_1	Promoter (<=1kb)	2	38339488	38353693	14206	1	ENSMUST00000149664	569	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38343534	38343735	region_98164	0	+	38343534	38343735	0	1	201	38343531	cluster_1	Promoter (2-3kb)	2	38341092	38354825	13734	1	ENSMUST00000133661	2443	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38347827	38348028	region_98167	0	+	38347827	38348028	0	1	201	38347824	cluster_1	Promoter (2-3kb)	2	38350759	38369733	18975	1	ENSMUST00000000253	-2731	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38350248	38350449	region_98169	0	+	38350248	38350449	0	1	201	38350245	cluster_1	Promoter (<=1kb)	2	38350759	38369733	18975	1	ENSMUST00000000253	-310	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38342683	38342884	region_98163	0	+	38342683	38342884	0	1	201	38342680	cluster_1	Promoter (1-2kb)	2	38341092	38354825	13734	1	ENSMUST00000133661	1592	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38358167	38358368	region_98173	0	+	38358167	38358368	0	1	201	38358164	cluster_1	Intron (ENSMUST00000143783/ENSMUSG00000000247, intron 3 of 4)	2	38353802	38360089	6288	1	ENSMUST00000175896	4366	ENSMUSG00000000247	ENSMUSG00000000247
chr13	45508608	45508809	region_46767	0	+	45508608	45508809	0	1	201	45508604	cluster_1	Promoter (1-2kb)	13	45507444	45546382	38939	1	ENSMUST00000000260	1165	ENSMUSG00000000253	ENSMUSG00000000253
chr11	88955379	88955580	region_31753	0	+	88955379	88955580	0	1	201	88955371	cluster_1	Promoter (<=1kb)	11	88924020	88955465	31446	2	ENSMUST00000000287	0	ENSMUSG00000000278	ENSMUSG00000000278
chr11	88954952	88955153	region_31752	0	+	88954952	88955153	0	1	201	88954944	cluster_1	Promoter (<=1kb)	11	88924020	88955465	31446	2	ENSMUST00000000287	312	ENSMUSG00000000278	ENSMUSG00000000278
chr11	74837652	74837853	region_30342	0	+	74837652	74837853	0	1	201	74837645	cluster_1	Promoter (<=1kb)	11	74837468	74843775	6308	1	ENSMUST00000132150	185	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74830254	74830455	region_30337	0	+	74830254	74830455	0	1	201	74830247	cluster_1	Promoter (<=1kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	-465	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74832927	74833128	region_30340	0	+	74832927	74833128	0	1	201	74832920	cluster_1	Promoter (2-3kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	2008	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74832000	74832201	region_30339	0	+	74832000	74832201	0	1	201	74831993	cluster_1	Promoter (1-2kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	1081	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74830947	74831148	region_30338	0	+	74830947	74831148	0	1	201	74830940	cluster_1	Promoter (<=1kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	28	ENSMUSG00000000282	ENSMUSG00000000282
chr10	31313356	31313557	region_16696	0	+	31313356	31313557	0	1	201	31313353	cluster_1	Promoter (<=1kb)	10	31313382	31328204	14823	1	ENSMUST00000000304	0	ENSMUSG00000000295	ENSMUSG00000000295
chr10	31445785	31445986	region_16704	0	+	31445785	31445986	0	1	201	31445782	cluster_1	Promoter (<=1kb)	10	31332380	31445921	113542	2	ENSMUST00000000305	0	ENSMUSG00000000296	ENSMUSG00000000296
chr11	60046306	60046507	region_28895	0	+	60046306	60046507	0	1	201	60046300	cluster_1	Promoter (<=1kb)	11	59970614	60046477	75864	2	ENSMUST00000000310	0	ENSMUSG00000000301	ENSMUSG00000000301
chr8	106603411	106603612	region_172427	0	+	106603411	106603612	0	1	201	106603410	cluster_1	Promoter (<=1kb)	8	106603379	106669362	65984	1	ENSMUST00000167688	33	ENSMUSG00000000303	ENSMUSG00000000303
chr2	179443662	179443863	region_109476	0	+	179443662	179443863	0	1	201	179443661	cluster_1	Promoter (<=1kb)	2	179444233	179780319	336087	1	ENSMUST00000124708	-370	ENSMUSG00000000305	ENSMUSG00000000305
chr2	121358589	121358790	region_104615	0	+	121358589	121358790	0	1	201	121358588	cluster_1	Promoter (<=1kb)	2	121358610	121363737	5128	1	ENSMUST00000000317	0	ENSMUSG00000000308	ENSMUSG00000000308
chr16	18426222	18426423	region_70317	0	+	18426222	18426423	0	1	201	18426221	cluster_1	Promoter (<=1kb)	16	18407544	18426385	18842	2	ENSMUST00000000335	0	ENSMUSG00000000326	ENSMUSG00000000326
chr16	18426845	18427046	region_70318	0	+	18426845	18427046	0	1	201	18426844	cluster_1	Promoter (<=1kb)	16	18407346	18426852	19507	2	ENSMUST00000115609	0	ENSMUSG00000000326	ENSMUSG00000000326
chr3	116508008	116508209	region_117760	0	+	116508008	116508209	0	1	201	116508007	cluster_1	Promoter (<=1kb)	3	116494151	116508024	13874	2	ENSMUST00000140677	0	ENSMUSG00000000339	ENSMUSG00000000339
chr3	116513100	116513301	region_117762	0	+	116513100	116513301	0	1	201	116513099	cluster_1	Promoter (<=1kb)	3	116513070	116549976	36907	1	ENSMUST00000000349	31	ENSMUSG00000000340	ENSMUSG00000000340
chr15	100615582	100615783	region_68764	0	+	100615582	100615783	0	1	201	100615581	cluster_1	Promoter (<=1kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	0	ENSMUSG00000000346	ENSMUSG00000000346
chr15	100616367	100616568	region_68765	0	+	100616367	100616568	0	1	201	100616366	cluster_1	Promoter (<=1kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	740	ENSMUSG00000000346	ENSMUSG00000000346
chr10	78244909	78245110	region_20228	0	+	78244909	78245110	0	1	201	78244902	cluster_1	Promoter (<=1kb)	10	78186725	78244642	57918	2	ENSMUST00000000384	-268	ENSMUSG00000000374	ENSMUSG00000000374
chr11	6546588	6546789	region_24673	0	+	6546588	6546789	0	1	201	6546582	cluster_1	Promoter (<=1kb)	11	6546887	6596744	49858	1	ENSMUST00000000388	-98	ENSMUSG00000000378	ENSMUSG00000000378
chr11	6625920	6626121	region_24688	0	+	6625920	6626121	0	1	201	6625914	cluster_1	Promoter (<=1kb)	11	6615598	6626043	10446	2	ENSMUST00000156969	0	ENSMUSG00000000384	ENSMUSG00000000384
chr6	126849056	126849257	region_152960	0	+	126849056	126849257	0	1	201	126849055	cluster_1	Promoter (<=1kb)	6	126821863	126849144	27282	2	ENSMUST00000088194	0	ENSMUSG00000000399	ENSMUSG00000000399
chr4	129556064	129556265	region_130131	0	+	129556064	129556265	0	1	201	129556063	cluster_1	Promoter (<=1kb)	4	129551976	129556231	4256	2	ENSMUST00000127943	0	ENSMUSG00000000409	ENSMUSG00000000409
chr4	129556739	129556940	region_130132	0	+	129556739	129556940	0	1	201	129556738	cluster_1	Promoter (<=1kb)	4	129555476	129556459	984	2	ENSMUST00000123640	-281	ENSMUSG00000000409	ENSMUSG00000000409
chr6	18513678	18513879	region_144628	0	+	18513678	18513879	0	1	201	18513677	cluster_1	Promoter (<=1kb)	6	18435251	18513091	77841	2	ENSMUST00000129669	-588	ENSMUSG00000000416	ENSMUSG00000000416
chr6	18511074	18511275	region_144627	0	+	18511074	18511275	0	1	201	18511073	cluster_1	Promoter (1-2kb)	6	18435251	18513091	77841	2	ENSMUST00000129669	1816	ENSMUSG00000000416	ENSMUSG00000000416
chr18	24205304	24205505	region_84608	0	+	24205304	24205505	0	1	201	24205302	cluster_1	Promoter (<=1kb)	18	24205344	24286818	81475	1	ENSMUST00000000430	0	ENSMUSG00000000420	ENSMUSG00000000420
chr6	115676513	115676714	region_152071	0	+	115676513	115676714	0	1	201	115676512	cluster_1	Promoter (<=1kb)	6	115618569	115676635	58067	2	ENSMUST00000000451	0	ENSMUSG00000000441	ENSMUSG00000000441
chr6	115675731	115675932	region_152070	0	+	115675731	115675932	0	1	201	115675730	cluster_1	Promoter (<=1kb)	6	115618569	115675964	57396	2	ENSMUST00000112949	32	ENSMUSG00000000441	ENSMUSG00000000441
chr6	115674342	115674543	region_152069	0	+	115674342	115674543	0	1	201	115674341	cluster_1	Promoter (1-2kb)	6	115618569	115675964	57396	2	ENSMUST00000112949	1421	ENSMUSG00000000441	ENSMUSG00000000441
chr15	80011265	80011466	region_66758	0	+	80011265	80011466	0	1	201	80011257	cluster_1	Intron (ENSMUST00000000500/ENSMUSG00000000489, intron 1 of 6)	15	79995900	80014808	18909	2	ENSMUST00000000500	3342	ENSMUSG00000000489	ENSMUSG00000000489
chr15	80012853	80013054	region_66760	0	+	80012853	80013054	0	1	201	80012845	cluster_1	Promoter (1-2kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	1754	ENSMUSG00000000489	ENSMUSG00000000489
chr15	80011978	80012179	region_66759	0	+	80011978	80012179	0	1	201	80011970	cluster_1	Promoter (2-3kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	2629	ENSMUSG00000000489	ENSMUSG00000000489
chr15	80013342	80013543	region_66761	0	+	80013342	80013543	0	1	201	80013334	cluster_1	Promoter (1-2kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	1265	ENSMUSG00000000489	ENSMUSG00000000489
chr15	101173453	101173654	region_68817	0	+	101173453	101173654	0	1	201	101173452	cluster_1	Promoter (<=1kb)	15	101174104	101213678	39575	1	ENSMUST00000000544	-450	ENSMUSG00000000532	ENSMUSG00000000532
chr15	101174623	101174824	region_68818	0	+	101174623	101174824	0	1	201	101174622	cluster_1	Promoter (<=1kb)	15	101174104	101213678	39575	1	ENSMUST00000000544	520	ENSMUSG00000000532	ENSMUSG00000000532
chr11	60352051	60352252	region_28942	0	+	60352051	60352252	0	1	201	60352045	cluster_1	Promoter (<=1kb)	11	60226714	60352905	126192	2	ENSMUST00000095254	653	ENSMUSG00000000538	ENSMUSG00000000538
chr5	71096874	71097075	region_137139	0	+	71096874	71097075	0	1	201	71096867	cluster_1	Promoter (1-2kb)	5	70961057	71095849	134793	2	ENSMUST00000000572	-1026	ENSMUSG00000000560	ENSMUSG00000000560
chr3	105959157	105959358	region_117079	0	+	105959157	105959358	0	1	201	105959156	cluster_1	Promoter (<=1kb)	3	105958591	105959246	656	2	ENSMUST00000123959	0	ENSMUSG00000000563	ENSMUSG00000000563
chr11	112785625	112785826	region_33960	0	+	112785625	112785826	0	1	201	112785624	cluster_1	3' UTR	11	112782224	112787760	5537	1	ENSMUST00000000579	3402	ENSMUSG00000000567	ENSMUSG00000000567
chr11	112782694	112782895	region_33958	0	+	112782694	112782895	0	1	201	112782693	cluster_1	Promoter (<=1kb)	11	112782224	112787760	5537	1	ENSMUST00000000579	471	ENSMUSG00000000567	ENSMUSG00000000567
chr11	112782115	112782316	region_33957	0	+	112782115	112782316	0	1	201	112782114	cluster_1	Promoter (<=1kb)	11	112782224	112787760	5537	1	ENSMUST00000000579	0	ENSMUSG00000000567	ENSMUSG00000000567
chr17	6601594	6601795	region_76774	0	+	6601594	6601795	0	1	201	6601588	cluster_1	Promoter (<=1kb)	17	6601671	6609679	8009	1	ENSMUST00000092966	0	ENSMUSG00000000579	ENSMUSG00000000579
chr11	17257572	17257773	region_25223	0	+	17257572	17257773	0	1	201	17257571	cluster_1	Promoter (<=1kb)	11	17257579	17262910	5332	1	ENSMUST00000131227	0	ENSMUSG00000000581	ENSMUSG00000000581
chr11	55097456	55097657	region_28382	0	+	55097456	55097657	0	1	201	55097451	cluster_1	Promoter (<=1kb)	11	55098115	55113029	14915	1	ENSMUST00000000608	-458	ENSMUSG00000000594	ENSMUSG00000000594
chr11	55097895	55098096	region_28383	0	+	55097895	55098096	0	1	201	55097890	cluster_1	Promoter (<=1kb)	11	55098115	55113029	14915	1	ENSMUST00000000608	-19	ENSMUSG00000000594	ENSMUSG00000000594
chr5	3804032	3804233	region_132509	0	+	3804032	3804233	0	1	201	3804029	cluster_1	Promoter (<=1kb)	5	3803165	3844515	41351	1	ENSMUST00000171023	868	ENSMUSG00000000600	ENSMUSG00000000600
chr5	3803487	3803688	region_132508	0	+	3803487	3803688	0	1	201	3803484	cluster_1	Promoter (<=1kb)	5	3803165	3844515	41351	1	ENSMUST00000171023	323	ENSMUSG00000000600	ENSMUSG00000000600
chr6	82938876	82939077	region_149203	0	+	82938876	82939077	0	1	201	82938868	cluster_1	Promoter (<=1kb)	6	82911885	82939769	27885	2	ENSMUST00000000641	692	ENSMUSG00000000627	ENSMUSG00000000627
chr6	82774423	82774624	region_149193	0	+	82774423	82774624	0	1	201	82774415	cluster_1	Promoter (<=1kb)	6	82725025	82774454	49430	2	ENSMUST00000000642	0	ENSMUSG00000000628	ENSMUSG00000000628
chr11	77763769	77763970	region_30716	0	+	77763769	77763970	0	1	201	77763762	cluster_1	Promoter (<=1kb)	11	77763301	77780195	16895	1	ENSMUST00000100795	469	ENSMUSG00000000631	ENSMUSG00000000631
chr11	77762970	77763171	region_30715	0	+	77762970	77763171	0	1	201	77762963	cluster_1	Promoter (<=1kb)	11	77763246	77865980	102735	1	ENSMUST00000108375	-75	ENSMUSG00000000631	ENSMUSG00000000631
chr11	77764586	77764787	region_30717	0	+	77764586	77764787	0	1	201	77764579	cluster_1	Promoter (<=1kb)	11	77765603	77777406	11804	1	ENSMUST00000164315	-816	ENSMUSG00000000631	ENSMUSG00000000631
chr17	83862046	83862247	region_82327	0	+	83862046	83862247	0	1	201	83862038	cluster_1	Distal Intergenic	17	83831356	83846790	15435	2	ENSMUST00000000687	-15257	ENSMUSG00000000673	ENSMUSG00000000673
chr17	83861452	83861653	region_82326	0	+	83861452	83861653	0	1	201	83861444	cluster_1	Distal Intergenic	17	83831356	83846790	15435	2	ENSMUST00000000687	-14663	ENSMUSG00000000673	ENSMUSG00000000673
chr17	53568097	53568298	region_80105	0	+	53568097	53568298	0	1	201	53568092	cluster_1	Promoter (1-2kb)	17	53566971	53672720	105750	1	ENSMUST00000000724	1127	ENSMUSG00000000708	ENSMUSG00000000708
chr10	128696389	128696590	region_24245	0	+	128696389	128696590	0	1	201	128696388	cluster_1	Promoter (<=1kb)	10	128677193	128696268	19076	2	ENSMUST00000000727	-122	ENSMUSG00000000711	ENSMUSG00000000711
chr8	123065230	123065431	region_173830	0	+	123065230	123065431	0	1	201	123065229	cluster_1	Promoter (<=1kb)	8	123065281	123097649	32369	1	ENSMUST00000108868	0	ENSMUSG00000000738	ENSMUSG00000000738
chr8	123102423	123102624	region_173833	0	+	123102423	123102624	0	1	201	123102422	cluster_1	Promoter (<=1kb)	8	123102651	123103641	991	1	ENSMUST00000152444	-27	ENSMUSG00000000740	ENSMUSG00000000740
chr14	70443219	70443420	region_57504	0	+	70443219	70443420	0	1	201	70443212	cluster_1	Promoter (<=1kb)	14	70438748	70443227	4480	2	ENSMUST00000180358	0	ENSMUSG00000000776	ENSMUSG00000000776
chrX	13282425	13282626	region_184779	0	+	13282425	13282626	0	1	201	13282424	cluster_1	Promoter (1-2kb)	20	13281032	13287872	6841	1	ENSMUST00000153611	1394	ENSMUSG00000000787	ENSMUSG00000000787
chrX	13280500	13280701	region_184777	0	+	13280500	13280701	0	1	201	13280499	cluster_1	Promoter (<=1kb)	20	13280970	13294052	13083	1	ENSMUST00000000804	-269	ENSMUSG00000000787	ENSMUSG00000000787
chrX	13281156	13281357	region_184778	0	+	13281156	13281357	0	1	201	13281155	cluster_1	Promoter (<=1kb)	20	13281032	13287872	6841	1	ENSMUST00000153611	125	ENSMUSG00000000787	ENSMUSG00000000787
chr8	70804753	70804954	region_169478	0	+	70804753	70804954	0	1	201	70804746	cluster_1	Distal Intergenic	8	70808449	70821424	12976	1	ENSMUST00000000808	-3495	ENSMUSG00000000791	ENSMUSG00000000791
chr8	70805097	70805298	region_169479	0	+	70805097	70805298	0	1	201	70805090	cluster_1	Distal Intergenic	8	70808449	70821424	12976	1	ENSMUST00000000808	-3151	ENSMUSG00000000791	ENSMUSG00000000791
chr3	89521974	89522175	region_115803	0	+	89521974	89522175	0	1	201	89521966	cluster_1	Promoter (1-2kb)	3	89520164	89667761	147598	1	ENSMUST00000000811	1811	ENSMUSG00000000794	ENSMUSG00000000794
chr6	89643606	89643807	region_149882	0	+	89643606	89643807	0	1	201	89643598	cluster_1	Promoter (<=1kb)	6	89643988	89675529	31542	1	ENSMUST00000000828	-181	ENSMUSG00000000811	ENSMUSG00000000811
chr6	89645454	89645655	region_149884	0	+	89645454	89645655	0	1	201	89645446	cluster_1	Promoter (1-2kb)	6	89643988	89675529	31542	1	ENSMUST00000101171	1467	ENSMUSG00000000811	ENSMUSG00000000811
chr2	181520319	181520520	region_109692	0	+	181520319	181520520	0	1	201	181520318	cluster_1	Promoter (<=1kb)	2	181520485	181555133	34649	1	ENSMUST00000072334	0	ENSMUSG00000000826	ENSMUSG00000000826
chr2	181496217	181496418	region_109688	0	+	181496217	181496418	0	1	201	181496216	cluster_1	Promoter (<=1kb)	2	181497142	181515115	17974	1	ENSMUST00000125529	-724	ENSMUSG00000000827	ENSMUSG00000000827
chr2	181497198	181497399	region_109689	0	+	181497198	181497399	0	1	201	181497197	cluster_1	Promoter (<=1kb)	2	181497199	181516256	19058	1	ENSMUST00000069712	0	ENSMUSG00000000827	ENSMUSG00000000827
chrX	68679095	68679296	region_185800	0	+	68679095	68679296	0	1	201	68679089	cluster_1	Promoter (<=1kb)	20	68678817	68717963	39147	1	ENSMUST00000114653	279	ENSMUSG00000000838	ENSMUSG00000000838
chr11	24094063	24094264	region_25743	0	+	24094063	24094264	0	1	201	24094061	cluster_1	Intron (ENSMUST00000000881/ENSMUSG00000000861, intron 2 of 4)	11	24080670	24173558	92889	1	ENSMUST00000118955	13394	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24081035	24081236	region_25732	0	+	24081035	24081236	0	1	201	24081033	cluster_1	Promoter (<=1kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	366	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24082122	24082323	region_25734	0	+	24082122	24082323	0	1	201	24082120	cluster_1	Promoter (1-2kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	1453	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24081591	24081792	region_25733	0	+	24081591	24081792	0	1	201	24081589	cluster_1	Promoter (<=1kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	922	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24086625	24086826	region_25739	0	+	24086625	24086826	0	1	201	24086623	cluster_1	Exon (ENSMUST00000124148/ENSMUSG00000000861, exon 2 of 2)	11	24080670	24173558	92889	1	ENSMUST00000118955	5956	ENSMUSG00000000861	ENSMUSG00000000861
