	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000068037.10	345,5073291	-3,971171951	0,249017173	5,83584E-59	2,95133E-55	Mas1
ENSMUSG00000024770.14	4,239453537	-3,907840165	1,560719343	0,000268869		Lipn
ENSMUSG00000037034.16	12,23395035	-3,875185263	0,837726447	4,99729E-07	8,69967E-06	Pax1
ENSMUSG00000074776.4	67,57181262	-3,823630479	0,488757367	2,96636E-16	3,37116E-14	RP23-346B18.2
ENSMUSG00000111235.1	15,09816224	-3,76132319	0,890613438	1,65302E-06	2,54095E-05	RP24-300B21.1
ENSMUSG00000071714.7	48,39887706	-3,738816568	1,080002439	3,08812E-07	5,6636E-06	Csf2rb2
ENSMUSG00000047643.5	9,937509468	-3,690913815	0,888924427	4,2731E-06	5,83269E-05	RP24-426N3.2
ENSMUSG00000009075.2	518,5655593	-3,679219416	0,266658446	2,85172E-45	5,24432E-42	Cabp7
ENSMUSG00000054641.10	16,70435192	-3,643964545	0,893576034	1,12468E-06	1,79993E-05	Mmrn1
ENSMUSG00000111994.1	13,87967897	-3,639006778	1,029808613	7,08128E-06	8,94177E-05	RP23-291O3.1
ENSMUSG00000098204.1	10,77085545	-3,478279796	1,304918557	0,000266269	0,001982463	RP24-294G11.2
ENSMUSG00000113244.1	10,82751609	-3,463205639	1,052484238	3,07717E-05	0,000321032	RP23-451G17.3
ENSMUSG00000089769.1	32,46683205	-3,402878638	0,516761861	2,64531E-12	1,48644E-10	RP23-432O2.2
ENSMUSG00000110653.1	17,16534517	-3,369476769	0,738369465	3,54837E-07	6,45504E-06	RP24-89M13.2
ENSMUSG00000087230.10	3,41736296	-3,346229423	1,673955778	0,001053186		Mroh3
ENSMUSG00000065603.1	7,029629908	-3,230639018	1,180634213	0,000233327	0,00177908	Mir218-1
ENSMUSG00000101445.1	79,52540259	-3,197080402	0,424746054	9,72353E-16	1,01916E-13	RP23-30A18.5
ENSMUSG00000064023.4	46,55046874	-3,173735927	0,861950762	5,12712E-07	8,90271E-06	Klk8
ENSMUSG00000026841.7	715,2684171	-3,136668951	0,184172456	1,04636E-66	7,05558E-63	Fibcd1
ENSMUSG00000097178.7	55,05796395	-3,136403224	0,455792194	3,85469E-13	2,53995E-11	RP23-298C3.11
ENSMUSG00000028602.12	84,23041492	-3,135302862	0,750746575	1,19227E-07	2,43867E-06	Tnfrsf8
ENSMUSG00000060534.15	1011,801242	-3,087355878	0,335284017	4,17852E-22	1,32074E-19	Dcc
ENSMUSG00000032925.16	1477,574498	-3,084649118	0,301389636	2,48085E-27	1,35635E-24	Itgbl1
ENSMUSG00000110996.1	12,08591883	-2,963689213	0,752700011	5,75227E-06	7,44482E-05	RP24-300B21.2
ENSMUSG00000006269.7	8,805150415	-2,942382906	1,063406205	0,000220179	0,001695554	Atp6v1b1
ENSMUSG00000019888.16	331,1530441	-2,939137009	0,225105127	3,07862E-40	4,79057E-37	Mgat4c
ENSMUSG00000047592.17	15,67896716	-2,92786393	0,721654634	2,37899E-06	3,48729E-05	Nxpe5
ENSMUSG00000022754.6	835,1189454	-2,886605797	0,405390086	2,3306E-15	2,26662E-13	Tmem45a
ENSMUSG00000106588.1	22,80756674	-2,883855815	0,558867351	2,04755E-08	4,99035E-07	RP23-454P8.1
ENSMUSG00000043873.11	5,03368306	-2,829139039	1,271938435	0,001455081	0,008284502	Chil5
ENSMUSG00000019865.9	110,390084	-2,817767621	1,021214159	0,000146549	0,001206567	Nmbr
ENSMUSG00000099440.1	9,046659703	-2,806527077	1,111820249	0,000497181	0,003387498	RP23-188J8.5
ENSMUSG00000051136.1	30,36147897	-2,792611568	0,766726896	3,37745E-06	4,74792E-05	Ghsr
ENSMUSG00000074575.4	634,5190062	-2,780885748	0,219552404	1,82679E-38	2,46361E-35	Kcng1
ENSMUSG00000014030.15	36,57685276	-2,766485114	0,57155353	4,33068E-08	9,84329E-07	Pax5
ENSMUSG00000078937.8	6,423587558	-2,758811185	1,02837275	0,000454735	0,003135255	Cpt1b
ENSMUSG00000063683.12	26,71385879	-2,751036845	0,670601457	6,84923E-07	1,14791E-05	Glyat
ENSMUSG00000021943.7	525,0345011	-2,73723471	0,214383916	9,78647E-39	1,41407E-35	Gdf10
ENSMUSG00000004151.17	1707,113664	-2,729073699	0,304498707	2,81162E-21	7,79127E-19	Etv1
ENSMUSG00000030905.5	8446,924723	-2,721975464	0,260966129	1,67325E-27	9,40226E-25	Crym
ENSMUSG00000105900.1	10,89212514	-2,695265356	1,128459547	0,000600047	0,003969376	RP24-271G16.2
ENSMUSG00000059173.19	9078,61141	-2,628515952	0,17471898	5,62019E-53	1,62416E-49	Pde1a
ENSMUSG00000030911.7	19,79847446	-2,627499943	0,685901656	6,58462E-06	8,37737E-05	Zp2
ENSMUSG00000115078.1	17,40054522	-2,620196873	0,660055736	3,91603E-06	5,40733E-05	RP24-248C17.3
ENSMUSG00000034796.14	5610,320037	-2,612313349	0,249476382	6,91885E-27	3,41369E-24	Cpne7
ENSMUSG00000038463.8	656,3422542	-2,605203003	0,395591176	1,03081E-13	7,50078E-12	Olfml2b
ENSMUSG00000109643.1	5,107103898	-2,600501506	1,567213098	0,002609846	0,013365716	RP23-116P5.3
ENSMUSG00000038760.14	391,3436453	-2,564891345	0,307113236	1,29621E-18	2,24111E-16	Trhr
ENSMUSG00000032289.15	263,5152944	-2,529462958	0,419556032	7,67768E-12	3,89252E-10	Thsd4
ENSMUSG00000030525.8	1334,52583	-2,517160262	0,314913426	1,0589E-17	1,53004E-15	Chrna7
ENSMUSG00000067879.3	2715,731048	-2,51339059	0,200855504	8,79639E-38	1,11214E-34	AC103620.3
ENSMUSG00000091455.4	116,9409317	-2,505295005	0,472090053	1,44941E-09	4,72904E-08	Otogl
ENSMUSG00000026452.15	251,7127654	-2,489772412	0,417800467	1,17323E-11	5,73487E-10	Syt2
ENSMUSG00000056306.5	3636,872011	-2,47784173	0,300932034	6,08332E-19	1,15009E-16	Sertm1
ENSMUSG00000028717.12	138,1102058	-2,459565939	0,228021144	3,10058E-28	1,79205E-25	Tal1
ENSMUSG00000028033.16	2527,382194	-2,435754958	0,266765483	1,99316E-21	5,67883E-19	Kcnq5
ENSMUSG00000090061.9	1520,932636	-2,42981109	0,28043521	9,67837E-20	2,03941E-17	Nwd2
ENSMUSG00000067231.4	27,07877717	-2,429468388	0,481613778	2,65303E-08	6,25502E-07	Cyp2c65
ENSMUSG00000044816.10	302,3791052	-2,417319298	0,239298253	2,60462E-25	1,07528E-22	AC101869.3
ENSMUSG00000037014.4	158,5534306	-2,408060175	0,357641235	4,03371E-13	2,64928E-11	Sstr4
ENSMUSG00000027971.16	90,63827943	-2,392283099	0,397397525	6,30638E-11	2,72589E-09	Ndst4
ENSMUSG00000104833.1	16,53256836	-2,391479776	0,77641444	8,09115E-05	0,00072767	RP24-572L22.2
ENSMUSG00000108532.1	42,85206425	-2,380822478	0,99916511	0,000119483	0,001013847	RP23-231J2.1
ENSMUSG00000079105.4	6,299007091	-2,380451092	1,156045432	0,001644759	0,009175907	C7
ENSMUSG00000026090.16	1260,812365	-2,379870271	0,207318001	8,77681E-32	6,57578E-29	AC140321.1
ENSMUSG00000084898.1	117,6424429	-2,376569732	0,421049597	4,36926E-10	1,5755E-08	RP23-340N6.1
ENSMUSG00000042379.8	57,98693056	-2,366650029	0,549340307	3,77565E-07	6,83774E-06	Esm1
ENSMUSG00000056758.14	92,96727381	-2,366433524	0,431246471	1,11579E-09	3,72463E-08	Hmga2
ENSMUSG00000016194.14	379,8108992	-2,358421768	0,163826262	3,53155E-48	7,93775E-45	Hsd11b1
ENSMUSG00000053930.13	6705,828379	-2,346948991	0,372766805	4,33717E-13	2,83937E-11	Shisa6
ENSMUSG00000032899.14	301,7688044	-2,343334518	0,273979633	1,53177E-19	3,06795E-17	Styk1
ENSMUSG00000112855.1	31,21436914	-2,342944691	0,604162519	6,06541E-06	7,79029E-05	RP24-147J7.4
ENSMUSG00000040797.16	3112,940386	-2,340481848	0,290656566	2,09375E-17	2,88126E-15	Iqsec3
ENSMUSG00000038199.12	7,171495229	-2,328292198	0,997923792	0,000976696	0,005954665	4931409K22Rik
ENSMUSG00000058624.12	4218,377742	-2,32802708	0,264798243	2,28443E-20	5,43668E-18	Gda
ENSMUSG00000022026.7	246,1419798	-2,30521985	0,33978405	1,60637E-13	1,11667E-11	Olfm4
ENSMUSG00000025582.4	2113,84574	-2,303691411	0,274234338	1,02091E-18	1,82703E-16	Nptx1
ENSMUSG00000010797.6	132,9775465	-2,288944962	0,354552475	1,2839E-12	7,61642E-11	Wnt2
ENSMUSG00000105152.1	18,07734936	-2,287292333	0,541640412	1,63687E-06	2,51996E-05	RP23-156K23.4
ENSMUSG00000067702.5	4,535801595	-2,276336887	1,334414427	0,002942846		Tuba3a
ENSMUSG00000039809.10	6197,28051	-2,267999584	0,190641804	5,67905E-34	4,99484E-31	Gabbr2
ENSMUSG00000033774.4	210,0034034	-2,260661768	0,450791387	1,45007E-08	3,67126E-07	Npbwr1
ENSMUSG00000060402.7	710,4684134	-2,248445766	0,205931494	4,86951E-29	2,98501E-26	Chst8
ENSMUSG00000087662.2	6,284021078	-2,243114943	1,297997187	0,002048123	0,010986867	RP23-235J20.2
ENSMUSG00000027199.14	668,2353763	-2,234731065	0,309731922	5,52488E-15	5,03436E-13	Gatm
ENSMUSG00000106028.1	23,88623693	-2,22202185	0,501559774	5,91321E-07	1,01029E-05	RP23-203O7.3
ENSMUSG00000053963.7	4640,394113	-2,221049772	0,230546117	1,99141E-23	6,82784E-21	AC121838.2
ENSMUSG00000055540.15	541,8395582	-2,217005801	0,299588983	7,56368E-15	6,74034E-13	Epha6
ENSMUSG00000103509.1	65,08912636	-2,210326027	0,7452038	7,30552E-05	0,000668098	WI1-817D1.2
ENSMUSG00000031659.13	426,8654029	-2,196571551	0,387567765	1,12316E-10	4,58999E-09	Adcy7
ENSMUSG00000050192.8	1140,299032	-2,191366607	0,310454165	1,08058E-14	9,50398E-13	Eif5a2
ENSMUSG00000048582.7	47,90114436	-2,190228324	0,479949772	2,08825E-07	4,03083E-06	Gja3
ENSMUSG00000064585.1	13,49530924	-2,188120506	1,007672632	0,001076247	0,006462977	Gm25129
ENSMUSG00000045648.15	154,7275913	-2,18428339	0,248033008	9,46565E-20	2,01558E-17	Vwc2l
ENSMUSG00000037681.13	76,58415398	-2,181347182	0,251770917	3,144E-19	6,23529E-17	Esyt3
ENSMUSG00000084927.1	9,766840814	-2,174745112	0,979455949	0,000808423	0,005114298	RP24-72P18.2
ENSMUSG00000036131.12	34,10937272	-2,166679744	0,634303868	2,19238E-05	0,000239987	Frmd7
ENSMUSG00000049583.15	7105,490619	-2,166251348	0,212408223	1,13589E-25	5,10622E-23	Grm5
ENSMUSG00000000317.11	114,5931945	-2,157746898	0,527390284	3,89629E-07	7,01228E-06	Bcl6b
ENSMUSG00000087063.1	9,862173598	-2,153655561	0,747261927	0,000210115	0,00163101	AC163337.4
ENSMUSG00000090863.1	92,76380264	-2,146665485	0,348764118	3,20351E-11	1,47281E-09	A530084C06Rik
ENSMUSG00000091636.1	109,0733113	-2,141652045	0,385006603	1,39286E-09	4,56665E-08	Akain1
ENSMUSG00000053846.4	225,539121	-2,11496523	0,383001711	1,17637E-09	3,91395E-08	Lipg
ENSMUSG00000062393.13	1504,34485	-2,108554027	0,369576655	3,06572E-10	1,14881E-08	Dgkk
ENSMUSG00000022367.7	76,98134562	-2,107473937	0,428836329	1,96278E-08	4,83619E-07	Has2
ENSMUSG00000036882.7	11389,50763	-2,099767286	0,17391187	9,72449E-35	8,94167E-32	Arhgap33
ENSMUSG00000043557.15	5137,340513	-2,095254997	0,386479638	3,75036E-10	1,37439E-08	Mdga1
ENSMUSG00000068794.7	34,80200626	-2,093861549	0,375572335	1,46386E-09	4,7685E-08	Col28a1
ENSMUSG00000029672.16	1891,6461	-2,09265714	0,244118771	1,37837E-19	2,81647E-17	Fam3c
ENSMUSG00000054944.7	85,64380017	-2,080961011	0,384172714	3,26133E-09	9,81747E-08	RP23-79J21.1
ENSMUSG00000101054.1	10,27333602	-2,077057422	0,709322346	0,000192011	0,001518449	RP23-289H3.1
ENSMUSG00000001741.12	269,2806938	-2,069566869	0,226344191	3,12782E-21	8,55036E-19	Il16
ENSMUSG00000025020.11	5372,271186	-2,061295873	0,275492769	2,6606E-15	2,53874E-13	Slit1
ENSMUSG00000026616.15	78,15432102	-2,04546755	0,762567135	4,44267E-05	0,000438933	Cr2
ENSMUSG00000005268.20	114,3755738	-2,043744717	0,323367218	8,01423E-12	4,03418E-10	Prlr
ENSMUSG00000052026.7	876,8633177	-2,041795081	0,334449751	5,36577E-11	2,34437E-09	Slc6a7
ENSMUSG00000112466.1	16,63379856	-2,03390277	0,58413858	2,22047E-05	0,000242538	RP23-240M3.1
ENSMUSG00000079259.2	107,8407813	-2,018793765	0,254293016	1,31691E-16	1,55788E-14	Trim71
ENSMUSG00000020676.2	41,03887601	-2,017935527	0,577108268	1,72112E-05	0,000194506	Ccl11
ENSMUSG00000073063.3	44,59785439	-2,016523173	0,327439377	4,88627E-11	2,1629E-09	Hbq1b
ENSMUSG00000104969.1	44,78167807	-2,009687947	0,413999105	5,59011E-08	1,25091E-06	RP23-461P7.1
ENSMUSG00000028339.17	367,8241952	-2,006692448	0,417496426	2,58157E-08	6,10792E-07	Col15a1
ENSMUSG00000037996.17	2383,855864	-2,006064779	0,277168301	2,41428E-14	1,97726E-12	Slc24a2
ENSMUSG00000095681.7	82,56777742	-2,000501102	0,552069217	1,16758E-05	0,000138527	RP24-576O9.2
ENSMUSG00000037579.7	2154,640916	-1,995928939	0,177448461	9,14018E-31	6,37575E-28	Kcnh3
ENSMUSG00000020299.6	5,018529641	-1,988504557	1,328262197	0,004059397	0,019170329	RP23-71G18.2
ENSMUSG00000042353.9	210,9615558	-1,986694234	0,303567743	3,76132E-12	2,07324E-10	Frem3
ENSMUSG00000110719.1	16,7057082	-1,986111495	0,837953087	0,000690564	0,004471643	RP23-336P20.1
ENSMUSG00000038415.10	39,48297073	-1,986010087	0,504129839	2,18898E-06	3,24824E-05	Foxq1
ENSMUSG00000022342.6	521,6487303	-1,97981302	0,331831749	4,02356E-11	1,80471E-09	Kcnv1
ENSMUSG00000019848.14	852,3538573	-1,9725134	0,178986567	8,38897E-30	5,47421E-27	Popdc3
ENSMUSG00000072982.1	19,20484126	-1,967335277	0,561733056	2,10064E-05	0,000231879	RP23-217L7.4
ENSMUSG00000086416.1	12,62607338	-1,961693631	0,700813783	0,000249363	0,001880123	RP23-216B20.2
ENSMUSG00000071317.4	418,7494796	-1,961651722	0,244329148	5,76766E-17	7,52735E-15	Bves
ENSMUSG00000025519.5	11,21009242	-1,959232033	0,660572848	0,000165541	0,001338419	Tktl2
ENSMUSG00000027009.18	637,278992	-1,95774975	0,303250655	5,39714E-12	2,83422E-10	Itga4
ENSMUSG00000113511.1	7,239176099	-1,957197617	1,046542923	0,002111853	0,011283857	RP24-230N9.3
ENSMUSG00000035429.13	21,37499856	-1,950820024	0,663193468	0,000101015	0,000878137	Ptprh
ENSMUSG00000025558.17	5594,476496	-1,949022834	0,220101109	2,82871E-20	6,57724E-18	Dock9
ENSMUSG00000050010.8	287,305606	-1,94767166	0,430333342	6,12481E-08	1,36152E-06	Shisa3
ENSMUSG00000097683.1	16,19402281	-1,94688896	0,896173486	0,000737947	0,004733017	Gm26644
ENSMUSG00000109125.1	78,22673626	-1,94200537	0,625548432	4,5453E-05	0,000447633	RP24-267C3.3
ENSMUSG00000049128.7	59,27799304	-1,931854522	1,057603385	0,003403471	0,016606084	Ivl
ENSMUSG00000114610.1	6,184504901	-1,930293221	0,99042051	0,002215789	0,011718484	Cyp2c52-ps
ENSMUSG00000073551.4	4,913065437	-1,930075661	1,161066906	0,004074075	0,019224275	Spink13
ENSMUSG00000087364.1	6,103635401	-1,922413904	1,324264099	0,004268972	0,01997156	RP23-449M10.4
ENSMUSG00000004371.14	26,63216825	-1,92029011	0,508787929	8,69594E-06	0,000107262	Il11
ENSMUSG00000113429.1	42,03517298	-1,917444284	0,685187819	0,000165042	0,001335452	RP24-345D17.1
ENSMUSG00000107768.1	88,72631035	-1,914551346	0,421326081	3,15696E-07	5,77416E-06	RP23-200M5.7
ENSMUSG00000063531.7	1757,567787	-1,913841557	0,246084775	1,24241E-16	1,496E-14	Sema3e
ENSMUSG00000020950.10	2811,955175	-1,912139705	0,158456895	6,08124E-35	5,85797E-32	Foxg1
ENSMUSG00000097572.2	68,37968468	-1,904169537	0,416162278	1,5007E-07	2,98502E-06	RP24-233F22.1
ENSMUSG00000054409.5	726,2762446	-1,903892227	0,264257207	1,84028E-14	1,54469E-12	Tmem74
ENSMUSG00000114934.1	20,00105225	-1,889488797	0,514523011	1,43917E-05	0,00016617	RP24-67N17.2
ENSMUSG00000073530.11	122,8810201	-1,888848253	0,354622821	5,50602E-09	1,55996E-07	Pappa2
ENSMUSG00000107215.1	21,86476925	-1,886919676	0,433132958	8,85632E-07	1,44247E-05	RP23-253G12.9
ENSMUSG00000045991.18	375,6226775	-1,885868852	0,309734069	5,97629E-11	2,5943E-09	Onecut2
ENSMUSG00000000632.13	4680,17147	-1,885798805	0,153700863	6,13721E-36	6,20748E-33	Sez6
ENSMUSG00000059146.12	7450,563277	-1,884775794	0,232336507	2,53934E-17	3,47083E-15	Ntrk3
ENSMUSG00000022156.8	9,116112893	-1,881736115	1,175462937	0,003948979	0,018782951	Gzme
ENSMUSG00000015484.3	649,1278627	-1,881038042	0,131107995	4,5018E-48	9,1067E-45	Fam163a
ENSMUSG00000020651.8	81,35365068	-1,879373384	0,261628627	5,1086E-14	3,91447E-12	Slc26a4
ENSMUSG00000090399.1	18,34171323	-1,875964556	0,575623879	5,59164E-05	0,000531798	RP24-409F22.2
ENSMUSG00000012819.15	63,58477986	-1,872290734	0,404668252	9,7749E-08	2,04696E-06	Cdh23
ENSMUSG00000075478.3	1717,87068	-1,871807734	0,248615426	1,39335E-15	1,42354E-13	Slitrk1
ENSMUSG00000032318.12	25,68111774	-1,8706029	0,507016745	1,13015E-05	0,000134481	Isl2
ENSMUSG00000026656.15	34,88403801	-1,866342459	0,619987953	5,516E-05	0,000526833	Fcgr2b
ENSMUSG00000037071.2	6043,651838	-1,862506855	0,378621552	7,58679E-09	2,06004E-07	Scd1
ENSMUSG00000090272.8	402,1393192	-1,861519166	0,361289493	5,96167E-09	1,66981E-07	Mndal
ENSMUSG00000077734.1	14,41929071	-1,859101807	0,738642409	0,000424434	0,002960027	Snord83b
ENSMUSG00000056755.13	1621,208422	-1,858967715	0,187121176	1,61981E-24	6,1825E-22	Grm7
ENSMUSG00000049336.16	6484,218486	-1,858136625	0,23589698	1,28831E-16	1,54208E-14	Tenm2
ENSMUSG00000043263.13	33,31579666	-1,856306203	0,643233983	0,000171978	0,001383281	Ifi209
ENSMUSG00000094845.1	9,772305487	-1,855562766	0,842068769	0,000854877	0,005339087	Tmem95
ENSMUSG00000111873.1	27,04865865	-1,854067653	0,593717114	9,32206E-05	0,000820967	RP23-366E4.8
ENSMUSG00000102260.1	10,34336218	-1,853653339	0,892065698	0,001410149	0,008071847	RP24-281O20.2
ENSMUSG00000091387.2	36,52348372	-1,853335695	0,490503496	6,15045E-06	7,87951E-05	Gcnt4
ENSMUSG00000103135.1	5,109042677	-1,852877649	1,130316025	0,003831874	0,018320722	RP23-323E20.2
ENSMUSG00000032089.16	17,23837958	-1,852467887	0,669648603	0,000226901	0,001738627	Il10ra
ENSMUSG00000045441.5	367,5888165	-1,839877642	0,233923623	1,49193E-16	1,75466E-14	Gprin3
ENSMUSG00000097365.7	25,94258822	-1,83905656	0,581937861	4,59581E-05	0,000450923	RP23-423L24.1
ENSMUSG00000024987.5	15,09690214	-1,837239181	1,133784214	0,00244578	0,012699114	Cyp26a1
ENSMUSG00000032487.8	208,6885028	-1,836666571	0,478780172	1,90902E-06	2,88622E-05	Ptgs2
ENSMUSG00000085601.7	221,3166937	-1,835418728	0,206968324	3,8821E-20	8,82371E-18	AC145199.4
ENSMUSG00000049148.8	107,5961309	-1,831401929	0,372231353	3,06916E-08	7,15277E-07	Plcxd3
ENSMUSG00000022229.3	13,25555324	-1,828455706	0,725445762	0,000559372	0,003750595	Atp12a
ENSMUSG00000088856.1	6,625844872	-1,826924147	1,088230383	0,003150444	0,015589147	Gm24727
ENSMUSG00000110296.1	17,70180675	-1,823633778	0,81809998	0,0009883	0,006018158	RP23-65B16.5
ENSMUSG00000037469.9	14,88481648	-1,820681343	0,968707921	0,002034434	0,010930827	Papl
ENSMUSG00000032726.12	23,22160226	-1,817883132	1,12072109	0,001867459	0,010201681	Bmp8a
ENSMUSG00000036800.8	1476,325591	-1,811010226	0,232277457	3,24649E-16	3,64851E-14	Fam135b
ENSMUSG00000110038.1	7,454230388	-1,809105233	0,826119445	0,001362905	0,007868208	RP23-322E23.3
ENSMUSG00000109372.1	79,24491146	-1,803705735	0,437159747	2,02835E-06	3,04226E-05	RP24-134N2.1
ENSMUSG00000009734.18	39,95449508	-1,801279869	0,412963271	7,16717E-07	1,19723E-05	Pou6f2
ENSMUSG00000078816.9	3579,368012	-1,800738846	0,242651084	4,80604E-15	4,43933E-13	Prkcg
ENSMUSG00000051920.7	1200,135742	-1,796351074	0,288548297	6,75151E-12	3,48409E-10	Rspo2
ENSMUSG00000024261.5	7166,067597	-1,792535523	0,205428086	1,49814E-19	3,03058E-17	Syt4
ENSMUSG00000026726.10	236,235393	-1,791033977	0,341376875	4,28484E-09	1,24538E-07	Cubn
ENSMUSG00000025013.14	38,94383811	-1,790413373	0,427561251	1,53818E-06	2,38618E-05	Tll2
ENSMUSG00000050505.7	1488,372759	-1,789368062	0,250722597	4,07184E-14	3,18028E-12	Pcdh20
ENSMUSG00000079339.6	100,4845679	-1,788920394	0,359000793	1,77104E-08	4,40127E-07	Ifit1bl1
ENSMUSG00000070866.4	733,9291281	-1,787827335	0,346610417	1,04655E-08	2,75302E-07	Zfp804a
ENSMUSG00000025876.15	2837,91757	-1,785867376	0,192501698	1,03894E-21	3,13681E-19	Unc5a
ENSMUSG00000036357.5	28,980833	-1,783474503	0,667883461	0,000327963	0,002372806	Gpr101
ENSMUSG00000115650.1	43,86940068	-1,77575594	0,473959712	8,91475E-06	0,000109694	RP23-248L5.2
ENSMUSG00000097636.7	315,9905126	-1,77417326	0,963943178	0,000448688	0,003098843	Mirt1
ENSMUSG00000032360.16	188,6950757	-1,774147532	0,431835327	1,44513E-06	2,25742E-05	Hcrtr2
ENSMUSG00000032854.12	41,84086398	-1,772289676	0,404186149	6,00194E-07	1,02286E-05	Ugt8a
ENSMUSG00000053025.13	5389,70896	-1,767723078	0,247489708	5,04097E-14	3,87733E-12	Sv2b
ENSMUSG00000099413.1	16,81808097	-1,767718602	0,50745835	2,83868E-05	0,000299082	RP23-273G4.1
ENSMUSG00000071042.11	48,01385769	-1,766728405	0,562377492	4,84127E-05	0,000471063	Rasgrp3
ENSMUSG00000030669.13	235,1705669	-1,763647904	0,347927461	1,57521E-08	3,96824E-07	Calca
ENSMUSG00000038530.11	8484,011671	-1,761104534	0,314660146	4,77814E-10	1,71074E-08	Rgs4
ENSMUSG00000051279.2	290,0114327	-1,755397939	0,586741515	2,27184E-05	0,000247304	Gdf6
ENSMUSG00000103032.1	23,42451529	-1,752529127	0,882440698	0,001384312	0,007957728	RP23-149A5.4
ENSMUSG00000089708.1	6,334790979	-1,750823491	0,997605371	0,00320063	0,015787745	AC109200.2
ENSMUSG00000034098.14	1677,758408	-1,748103271	0,233681065	5,16137E-15	4,7244E-13	Fstl5
ENSMUSG00000019890.4	10,45737857	-1,743345246	0,767820393	0,00108394	0,006496894	Nts
ENSMUSG00000029307.7	48,09735214	-1,742140127	0,315848522	1,88907E-09	6,03134E-08	Dmp1
ENSMUSG00000053528.6	10,35975433	-1,736512434	0,763601846	0,000842754	0,005278038	RP23-433B5.1
ENSMUSG00000029135.10	6031,097023	-1,733842217	0,178167692	7,31695E-24	2,69117E-21	Fosl2
ENSMUSG00000101969.2	9,713003425	-1,73135569	0,898159425	0,00211929	0,011311641	RP23-360M11.1
ENSMUSG00000116525.1	92,09977491	-1,731192998	0,264319577	3,64779E-12	2,01615E-10	RP24-97D3.1
ENSMUSG00000007888.15	740,0465698	-1,729060523	0,176288191	6,94171E-24	2,60044E-21	Crlf1
ENSMUSG00000055489.8	199,685835	-1,727448316	0,335323922	6,48516E-09	1,79539E-07	Ano5
ENSMUSG00000049641.14	11,40956748	-1,725134064	0,733755816	0,000825954	0,005192116	Vgll2
ENSMUSG00000048001.7	145,2415012	-1,724910435	0,531791121	1,47926E-05	0,000170022	Hes5
ENSMUSG00000020295.1	18,34064101	-1,724167786	0,635904699	0,000333995	0,002409552	Hbq1a
ENSMUSG00000061039.5	36,05649147	-1,723053565	0,597293793	0,000118227	0,001005301	Olfr920
ENSMUSG00000078289.2	10,65232675	-1,71518754	0,812297708	0,00139435	0,008004061	RP23-451I21.1
ENSMUSG00000020838.12	9,539062922	-1,712337447	0,667385096	0,000546941	0,003675771	Slc6a4
ENSMUSG00000108993.1	27,74583302	-1,709369952	0,963379229	0,002442071	0,012686352	RP23-220I5.2
ENSMUSG00000041479.14	46,53448996	-1,704913718	0,350652619	7,12578E-08	1,56004E-06	Syt15
ENSMUSG00000075707.5	57,5483219	-1,700826393	0,424639108	1,71638E-06	2,63036E-05	Dio3
ENSMUSG00000038128.6	4384,230286	-1,700676474	0,184717388	1,88146E-21	5,43716E-19	Camk4
