# GimmeMotifs version 0.16.1
# Inputfile: /home/ia1014/gimmemotifs/output/cluster_1denovo/input.w200.bed
Motif	best_match	best_match_pvalue	enr_at_fpr	fraction_fpr	ks_pvalue	ks_significance	max_enrichment	max_fmeasure	mncp	num_cluster	phyper_at_fpr	pr_auc	recall_at_fdr	roc_auc	roc_auc_xlim	score_at_fpr	stars
GimmeMotifs_11		1.1102230246251565e-16	2.380747479714777	0.0387263339070568	0.01171229370651251	1.9313580454456616	4.999569707401034	0.6925826990955642	1.5852453500409878	4	9.840635250206144e-07	0.1431454060513211	0.0	0.6479555120633765	0.011710486704488649	2.400103847078342	0
GimmeMotifs_12		0.0044064955877270995	2.9059829059829063	0.029259896729776247	0.0027702246445999207	2.557485011457481	3.333333333333334	0.6718394565454487	1.5119990552377127	1	5.077910342018157e-07	0.1374510297068457	0.0	0.6190901422261458	0.01075650030661129	2.744422100602873	0
GimmeMotifs_13		0.02526402356837698	2.4786324786324787	0.02495697074010327	0.07285474882374399	1.1375421347556147	15.0	0.6743215667164133	1.4812229844765015	1	4.356720294816619e-05	0.1346564144469995	0.0	0.6156880163881491	0.010296879675081	2.7540701652756265	0
GimmeMotifs_14	GM.5.0.C2H2	8.520975206649517e-06	2.9411764705882355	0.030120481927710843	0.35065374122863247	0.4551215231240098	3.5227272727272725	0.6776311595588704	1.4525091372011905	1	2.726568515627958e-07	0.13204783104417678	0.0	0.6140121341031696	0.00980552774165262	2.6994267914008963	0
GimmeMotifs_15		0.007097868421291009	1.7094017094017095	0.01721170395869191	0.08313495513699898	1.0802163332413828	10.0	0.670277195434428	1.4253969411661669	1	0.022868787078370804	0.12958102890604006	0.0	0.6053576242516168	0.009909060880848223	2.446526610526745	0
GimmeMotifs_16		0.0	1.5829145728643215	0.05421686746987952	0.0003183433640935554	3.4971041986274938	3.6842105263157894	0.669966413293265	1.3297544371705796	1	0.0006488934693595146	0.12009181917785182	0.0	0.6008061876223852	0.008047132128407287	2.093803174971857	0
GimmeMotifs_17		0.12453739074325976	3.333333333333333	0.03356282271944923	0.381069870346331	0.41899538777889844	6.521739130434783	0.6712564543889845	1.4582136501834106	1	3.3844348553961842e-09	0.13256479083704004	0.0	0.5894783461359576	0.010224855655718583	2.530234257297937	0
GimmeMotifs_18		0.0009107665313335955	2.0168067226890756	0.020654044750430294	0.5766307983460638	0.23910216528714323	15.0	0.6716570063787026	1.3327862241600354	1	0.002344139338447309	0.12107610314015374	0.0	0.5858878839676385	0.008626922245164575	2.6178070792740313	0
GimmeMotifs_19		1.0553961360404429e-07	2.3835157907377016	0.035283993115318414	0.8936534289405166	0.04883087391171797	4.999569707401034	0.6671451538814883	1.4117081681901857	1	2.885789324102045e-06	0.12763638977989236	0.0	0.5762794085122904	0.010771416136626898	2.5039378914803225	0
GimmeMotifs_20		0.00034809216877218496	2.2222222222222223	0.022375215146299483	0.5775320222413896	0.23842393057490785	5.5555555555555545	0.6674708484117411	1.2812171097052858	1	0.00046232805998404266	0.11646471482325543	0.0	0.5667403447080676	0.00836237746659124	2.5470376474269645	0
GimmeMotifs_21		0.05333159432295154	1.3675213675213678	0.013769363166953529	0.9485735612472131	0.02292898422184384	5.0	0.6694730730149514	1.1953736736530505	1	0.1506582958080009	0.10867004668842645	0.0	0.5628478260225559	0.00720666042581934	2.7231822407392676	0
GimmeMotifs_22	GM.5.0.C2H2	0.23335567652062217	1.623931623931624	0.016351118760757316	0.13305888381418163	0.8759561240237055	5.0	0.6671655537646787	1.195085569640375	1	0.03883602095414305	0.10864383716579396	0.0	0.5611196198612992	0.006886384979307443	2.8468692539030043	0
GimmeMotifs_23		0.0614639338887123	1.965811965811966	0.019793459552495698	0.07814613692590322	1.1070924860162685	10.000000000000002	0.6684623627885424	1.2572790273837227	1	0.0037682566670887607	0.11429185444882542	0.0	0.5527925693430225	0.008706685606453352	2.6911558293969127	0
