baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000034164	214.59183257614	1.4100244708386	0.317132645826807	3.60261853627699e-07	0.000115692444110635	Emid1
ENSMUSG00000026890	1373.51019193758	-0.897192158833287	0.201742637810312	3.80486165183379e-07	0.00011953726672582	Lhx6
ENSMUSG00000026822	1281.67904619314	1.48411885117685	0.335993180880165	4.09176690554324e-07	0.000123876383171274	Lcn2
ENSMUSG00000078234	265.607661088775	1.18262062250682	0.266898521984085	4.0177186271746e-07	0.000123876383171274	Klhdc7a
ENSMUSG00000001123	99.8948121919017	1.45130281173063	0.329682088866019	4.48843129504443e-07	0.000133458695524616	Lgals9
ENSMUSG00000033880	479.55241189295	1.07397977497061	0.243909000023202	4.58500737909852e-07	0.000133938522577841	Lgals3bp
ENSMUSG00000000560	6960.84476894015	-0.643561219023562	0.145707625520781	4.86072453943508e-07	0.000139544697079541	Gabra2
ENSMUSG00000011179	5203.02081885756	0.480408902666498	0.108143666277819	5.12304091091682e-07	0.00014217292367946	Odc1
ENSMUSG00000034796	6038.15661621664	-0.71083187378101	0.16161918808641	5.03880387789606e-07	0.00014217292367946	Cpne7
ENSMUSG00000039450	390.174678947956	0.905838063758898	0.207460640876856	5.60557334951317e-07	0.000153013773512695	Dcxr
ENSMUSG00000014599	453.309633489948	1.2585387616762	0.290624828819364	6.22809132853245e-07	0.000167264433405474	Csf1
ENSMUSG00000029608	3105.42053574131	-0.62341845850745	0.143960038559203	7.2577119605945e-07	0.000191822479136284	Rph3a
ENSMUSG00000001025	205.67623860308	1.51303900800559	0.353969712696726	7.84290223660472e-07	0.000200911023294931	S100a6
ENSMUSG00000079419	46.080732673576	1.84824460168979	0.431089552512248	7.77316382751774e-07	0.000200911023294931	Ms4a6c
ENSMUSG00000020592	363.368349523541	0.721495183950505	0.168011408555735	8.29109886975013e-07	0.000203022187176779	Sdc1
ENSMUSG00000054717	327.321924203175	0.767095599844613	0.178683796890748	8.26281850387711e-07	0.000203022187176779	Hmgb2
ENSMUSG00000068220	841.053385018649	1.43867164245911	0.337312155971576	8.17152379296741e-07	0.000203022187176779	Lgals1
ENSMUSG00000032577	143.055818284324	0.91014225279642	0.212575048610423	8.4839258224959e-07	0.000204733114304897	Mapkapk3
ENSMUSG00000015839	517.158823241747	0.96190139374201	0.226018946249793	9.02699270991559e-07	0.000214726365161149	Nfe2l2
ENSMUSG00000042745	74.2499672847798	1.51670723585907	0.357455787625755	9.29673405877527e-07	0.000218028054665728	Id1
ENSMUSG00000008090	416.885852646826	0.866093676135299	0.204237699277282	9.83433737065566e-07	0.000227432710498316	Fgfrl1
ENSMUSG00000028599	105.893753417614	1.75980160537246	0.418705388700126	1.0185149750399e-06	0.000232319080128622	Tnfrsf1b
ENSMUSG00000021998	204.603061224456	0.99847422850703	0.237759131898458	1.14006402869706e-06	0.000256529812727496	Lcp1
ENSMUSG00000004044	453.814783842708	1.443432661118	0.345625683747663	1.18779220978326e-06	0.000260235895856593	Ptrf
ENSMUSG00000021338	1078.72632128171	0.462784857197739	0.108654013695576	1.18619766820744e-06	0.000260235895856593	Lrrc16a
ENSMUSG00000036606	3376.24380528414	0.607653229165929	0.143949745095905	1.21241612541619e-06	0.00026218105070526	Plxnb2
ENSMUSG00000052397	1471.30572335786	1.03201824104943	0.248157135836441	1.31626620195478e-06	0.000280989083701911	Ezr
ENSMUSG00000000632	4344.90396758911	-0.808140774651297	0.194133033358979	1.36550565473709e-06	0.000281656185381049	Sez6
ENSMUSG00000024538	182.293631448592	1.05014714309784	0.252700048341225	1.37013698972224e-06	0.000281656185381049	Ppic
ENSMUSG00000026841	586.631773587	-1.35894064004327	0.327703859253968	1.34192725529261e-06	0.000281656185381049	Fibcd1
ENSMUSG00000110332	118.601586320415	1.13849587266999	0.274566040833851	1.42858298650885e-06	0.000290089454979986	RP24-160I20.1
ENSMUSG00000015340	60.5919387756774	1.44256990150014	0.348375907698856	1.47706360536196e-06	0.000292335825696464	Cybb
ENSMUSG00000028223	110.45358147143	1.11717397386928	0.269603354202797	1.46122718151836e-06	0.000292335825696464	Decr1
ENSMUSG00000097452	84.345557828857	-1.6367755411571	0.397541322787856	1.49231548761032e-06	0.000292335825696464	RP23-438M9.1
ENSMUSG00000022831	61.9366876786102	1.41145247538252	0.341725504838705	1.53412321193623e-06	0.000297031227929652	Hcls1
ENSMUSG00000022817	899.768151008874	1.36717398867571	0.333490673572102	1.66538342044999e-06	0.000318739072803596	Itgb5
ENSMUSG00000018459	356.242440818518	1.17397575122001	0.28715735567909	1.79042193928942e-06	0.000338776314898956	Slc13a3
ENSMUSG00000041736	102.679965994587	1.5162958105724	0.371651888593176	1.87144296307098e-06	0.000350128053686459	Tspo
ENSMUSG00000031274	765.759288299768	1.22344744289039	0.300863434658566	1.9517021285609e-06	0.000353236871115951	Col4a5
ENSMUSG00000039552	552.973617340275	0.717031998925893	0.174987938160723	1.92887613528158e-06	0.000353236871115951	Rsph4a
ENSMUSG00000046768	166.080802319552	1.65752203604451	0.408341682114752	1.93167268290933e-06	0.000353236871115951	Rhoj
ENSMUSG00000060802	1883.68352038721	0.741881182830571	0.181482128030231	1.97938491043135e-06	0.000354395033802069	B2m
ENSMUSG00000041548	312.154242703139	1.03925341194226	0.25615288684121	2.08831767661976e-06	0.00036709309400833	Hspb8
ENSMUSG00000044349	3432.92958876019	-1.12598523885043	0.278316366813971	2.09439937125646e-06	0.00036709309400833	Snhg11
ENSMUSG00000024197	124.31783635115	0.988692362258554	0.243864227862827	2.18968976841277e-06	0.000379024090908361	Plin3
ENSMUSG00000026249	2099.36775367888	0.654370115052437	0.160887964157082	2.25352141012118e-06	0.000379024090908361	Serpine2
ENSMUSG00000027656	134.044362936065	2.94363077227228	0.736348684323052	2.22063514283761e-06	0.000379024090908361	Wisp2
ENSMUSG00000035403	273.654428145535	1.20629895340423	0.299003021117117	2.23702540726644e-06	0.000379024090908361	Crb2
ENSMUSG00000017009	735.834573886339	1.00380125489821	0.249051737599354	2.34600090894451e-06	0.00039063261134835	Sdc4
ENSMUSG00000026879	489.739500557571	1.21933933121356	0.304907317198628	2.58142901332026e-06	0.000425577965354412	Gsn
ENSMUSG00000025492	427.936947271424	1.30808705928425	0.329279393064582	2.82572960347312e-06	0.000459502530274255	Ifitm3
ENSMUSG00000040690	324.828924997255	0.817271706331145	0.204395998955289	2.84239749073619e-06	0.000459502530274255	Col16a1
ENSMUSG00000020241	224.746354678395	0.876489540178171	0.220312040900169	2.95475203036304e-06	0.000473072846707451	Col6a2
ENSMUSG00000027827	1007.46695888163	-0.495082326474512	0.123058492158237	3.08121185861594e-06	0.0004886215110268	Kcnab1
ENSMUSG00000022665	382.581578145484	1.32637002192655	0.336730508213419	3.27758530494691e-06	0.000514859178421424	Ccdc80
ENSMUSG00000024672	60.9566903765015	1.58565365879362	0.402662711379301	3.32450339856765e-06	0.000517348655042523	Ms4a7
ENSMUSG00000015852	131.90194581212	1.39935976830063	0.35619523599403	3.3854305838008e-06	0.000521951894915437	Fcrls
ENSMUSG00000027674	1098.19556029949	-0.669899577551189	0.169609180722584	3.76126437260305e-06	0.000569352846074667	Pex5l
ENSMUSG00000029381	477.236176902892	0.912589208084142	0.232743446483242	3.74255837654654e-06	0.000569352846074667	Shroom3
ENSMUSG00000027347	1114.20409053426	-0.669149160670389	0.170723922477604	3.86194176647137e-06	0.000574153503156382	Rasgrp1
ENSMUSG00000036896	159.607305713067	1.31110157191195	0.336503702318925	3.85382212786153e-06	0.000574153503156382	C1qc
ENSMUSG00000045679	132.63446885784	1.09813062774878	0.282076916753004	4.04184553048456e-06	0.000595582034761933	Pqlc3
ENSMUSG00000007872	227.363456729334	1.11773018675428	0.287924948071136	4.23144475275246e-06	0.000618050759456853	Id3
ENSMUSG00000028581	194.342177285806	1.24167016946217	0.321942464261451	4.53697271460236e-06	0.000656914197137772	Laptm5
ENSMUSG00000028214	76.516401849419	1.24160766795403	0.321980425089676	4.71385171200169e-06	0.000676640903935692	Gem
ENSMUSG00000049176	4124.77654235388	-0.532185787504592	0.136533472711992	4.84773307985486e-06	0.000689911141133874	Frmpd4
ENSMUSG00000015850	94.3142352000586	0.945292807800101	0.24550108625167	5.12417734702767e-06	0.000720255279123852	Adamtsl4
ENSMUSG00000024769	277.888884790442	0.742901557645301	0.192873324311609	5.14746130657248e-06	0.000720255279123852	Cdc42bpg
ENSMUSG00000036103	344.332355705256	1.53068125012025	0.403526985622676	5.65119408259645e-06	0.000784150272244279	Colec12
ENSMUSG00000001555	308.185545672948	1.24934971029755	0.328727327079039	5.72231531905944e-06	0.000787456796509576	Fkbp10
ENSMUSG00000020432	273.542037454288	1.11906707585964	0.29857882462832	7.09418387163093e-06	0.000960367932085582	Tcn2
ENSMUSG00000033685	136.500557927475	1.37195869791608	0.366273326014106	7.07272102142898e-06	0.000960367932085582	Ucp2
ENSMUSG00000006301	289.413436086941	1.05933248015665	0.283785458069397	7.62435774199862e-06	0.000999631344582827	Tmbim1
ENSMUSG00000024679	38.80786946579	1.63792447134593	0.437376560459714	7.5148900969331e-06	0.000999631344582827	Ms4a6d
ENSMUSG00000025321	1196.06210747655	0.866866784051236	0.231453398005497	7.58024605464187e-06	0.000999631344582827	Itgb8
ENSMUSG00000066392	2740.10009902342	-0.574015855225219	0.152381802903902	7.49989115579322e-06	0.000999631344582827	Nrxn3
ENSMUSG00000028459	40.3375482809568	1.8398754030307	0.496110202820847	7.97404593946048e-06	0.00103731124170278	Cd72
ENSMUSG00000029560	951.567633249511	0.66969329458068	0.178712880079067	8.14495748431275e-06	0.00104681721678434	Snx8
ENSMUSG00000073802	201.026788686922	1.49045295405745	0.402472576233602	8.17285677628754e-06	0.00104681721678434	Cdkn2b
ENSMUSG00000006270	25.8132226596452	-2.16571375450391	0.584888119051839	8.52771607835148e-06	0.00108393130092084	Vax1
ENSMUSG00000022797	9223.15723673079	-0.482606488483978	0.127360604800088	8.59665074398739e-06	0.00108441539044041	Tfrc
ENSMUSG00000039155	35.1738628064476	1.50165874431354	0.406646889970148	9.46071287869448e-06	0.00118443857250483	Cdh26
ENSMUSG00000038776	1492.90414877694	0.759634363338798	0.205948402165239	9.72578792664001e-06	0.00120853802064539	Ephx1
ENSMUSG00000027907	497.635495271997	1.54321002089167	0.423931263821013	1.00302121772139e-05	0.00122977458136275	S100a11
ENSMUSG00000029675	1003.94996765499	1.57996260729685	0.431532379999798	1.00444023221028e-05	0.00122977458136275	Eln
ENSMUSG00000020467	104.473159332137	1.29296990298291	0.355497609213362	1.08169721336944e-05	0.00127412532920878	Efemp1
ENSMUSG00000021613	2231.06731057946	-0.90464498060453	0.248247961540558	1.07236926311478e-05	0.00127412532920878	Hapln1
ENSMUSG00000031502	5025.86347938179	0.934390269615185	0.256296153795635	1.08657616207823e-05	0.00127412532920878	Col4a1
ENSMUSG00000032431	222.699848774592	1.26808389912695	0.348355902658944	1.06247497320629e-05	0.00127412532920878	Crtap
ENSMUSG00000036905	156.411653873827	1.42483097417424	0.392544374274853	1.06626911382042e-05	0.00127412532920878	C1qb
ENSMUSG00000041920	1174.59463969398	0.449959504130747	0.120541886351459	1.06299125401169e-05	0.00127412532920878	Slc16a6
ENSMUSG00000026604	412.029500861115	1.1013241903902	0.303431036770119	1.09807681981268e-05	0.00127860679207699	Ptpn14
ENSMUSG00000070436	1591.10753120304	1.1366523979876	0.313585088899149	1.12852948852425e-05	0.00130494059120954	Serpinh1
ENSMUSG00000020538	1325.58632842194	0.570391392132842	0.156080172412107	1.25477756899741e-05	0.00144091733112936	Srebf1
ENSMUSG00000049521	126.721724795207	1.16973876521967	0.325452744028419	1.26397028602104e-05	0.00144153213921482	Cdc42ep1
ENSMUSG00000023224	115.687710166214	1.01719312164419	0.282904354832154	1.29807265522278e-05	0.00144775037774767	Serping1
ENSMUSG00000029185	174.7428656436	1.1925384887059	0.332251995539871	1.28072244459167e-05	0.00144775037774767	Fam114a1
ENSMUSG00000030029	1077.21178323721	0.629000489650143	0.173189517187817	1.29415375103571e-05	0.00144775037774767	Lrig1
ENSMUSG00000073002	36.9451247478368	1.60852212971428	0.446953217980296	1.30420128918474e-05	0.00144775037774767	Vamp5
ENSMUSG00000028173	2109.44828393761	1.05867857996607	0.296157718734532	1.35530791556074e-05	0.00149451868225179	Wls
ENSMUSG00000058586	81.9334303374029	1.02672450330465	0.286320672381044	1.37945154986635e-05	0.00151113472084372	Serhl
ENSMUSG00000033855	102.461474510476	1.09709465059647	0.307173987820849	1.40526520125464e-05	0.00152261835507363	Ston1
ENSMUSG00000058715	67.2149405298666	1.41930133515151	0.398755110298766	1.40822308979244e-05	0.00152261835507363	Fcer1g
ENSMUSG00000022297	184.757655620071	1.61597647995257	0.455622264792946	1.46642449297583e-05	0.00156522014311157	Fzd6
ENSMUSG00000049411	417.792214744031	0.660016038297912	0.183798243280087	1.46632872818672e-05	0.00156522014311157	Tmem241
ENSMUSG00000037405	284.191945326567	1.17823294549871	0.332883091596082	1.52190442288272e-05	0.00161409111754269	Icam1
ENSMUSG00000003812	48.338515461852	1.13918948229172	0.321737965308116	1.65414575725902e-05	0.00174323930405822	Dnase2a
ENSMUSG00000038146	322.363262940532	0.604468332370236	0.169566028462958	1.68887130695261e-05	0.0017686412661678	Notch3
ENSMUSG00000069516	1053.40079003232	1.31208685130724	0.376522500728885	1.8460295536842e-05	0.00192113988114972	Lyz2
ENSMUSG00000011884	347.341001661438	0.573493035195417	0.161893518103297	1.88182097393e-05	0.00193107660295545	Gltp
ENSMUSG00000024164	623.379673311638	1.61240608719587	0.464730269170343	1.89036986536387e-05	0.00193107660295545	C3
ENSMUSG00000051236	142.841236692171	1.63970245037897	0.472600979858934	1.88595994793117e-05	0.00193107660295545	Msrb3
ENSMUSG00000000901	89.0316867384725	1.35636486194143	0.391579563898658	1.95277698751176e-05	0.00198266400116209	Mmp11
ENSMUSG00000030148	22.3111773889024	2.05522748677309	0.585578063173362	1.98987319082198e-05	0.00200808354547738	Clec4a2
ENSMUSG00000025534	176.546787658465	0.815971616438798	0.234378512048399	2.0546215251096e-05	0.00206093391654216	Gusb
ENSMUSG00000002111	37.3580861374859	1.89235188602034	0.54947625939219	2.09171018647741e-05	0.00206399867953468	Spi1
ENSMUSG00000022074	229.36486628349	1.1133158123032	0.32216004822231	2.1038470166236e-05	0.00206399867953468	Tnfrsf10b
ENSMUSG00000027447	10979.7009868313	0.383932497515255	0.106998767645632	2.0836062166096e-05	0.00206399867953468	Cst3
ENSMUSG00000102555	40.3452675271898	-1.31662786986387	0.381251764355988	2.10725947703378e-05	0.00206399867953468	RP23-474B13.2
ENSMUSG00000042129	239.58297297786	1.12087646408789	0.326020445825643	2.20701101001869e-05	0.00214023298900231	Rassf4
ENSMUSG00000048779	27.8687280223963	1.64081708426261	0.474328634361973	2.21079859533e-05	0.00214023298900231	P2ry6
ENSMUSG00000028464	43.0219492122802	2.16760286176699	0.634155712766003	2.2824566469276e-05	0.00217172489302809	Tpm2
ENSMUSG00000046731	41.4675733907409	1.45549568237442	0.422307810567066	2.25852198237236e-05	0.00217172489302809	Kctd11
ENSMUSG00000055172	50.1073211439022	1.23803622374281	0.359517602297083	2.27949454091761e-05	0.00217172489302809	C1ra
ENSMUSG00000045817	202.322173443023	0.98448254740159	0.286466640420823	2.29572300946683e-05	0.00217193658128592	Zfp36l2
ENSMUSG00000034116	40.6962709860947	1.74126808501842	0.509886030412122	2.39240666626594e-05	0.00225061940112962	Vav1
ENSMUSG00000029484	259.341458574553	1.97684804255616	0.583377235161535	2.45701803959183e-05	0.00229841614478896	Anxa3
ENSMUSG00000028583	465.550037975893	1.30179977093958	0.383458332183864	2.51785643750378e-05	0.00234216913636176	Pdpn
ENSMUSG00000032714	111.99304345007	1.11411961010804	0.327476020917871	2.5759848071989e-05	0.00238292905692605	Syde1
ENSMUSG00000036528	97.9718366359123	1.09243807325064	0.320922672631948	2.61092515916883e-05	0.00240190689642653	Ppfibp2
ENSMUSG00000029761	1797.96233611719	1.22378870150685	0.360551314793783	2.68467496147469e-05	0.00240336143997393	Cald1
ENSMUSG00000030339	181.180404110017	0.795589564954206	0.233412320099588	2.67237335383685e-05	0.00240336143997393	Ltbr
ENSMUSG00000042613	1316.03926225528	0.762221119177709	0.223537913342331	2.66548556174955e-05	0.00240336143997393	Pbxip1
ENSMUSG00000052336	32.958821343962	2.44770111078015	0.725216331789302	2.68025235287928e-05	0.00240336143997393	Cx3cr1
ENSMUSG00000073982	146.745174872559	0.850058893063764	0.249385193568864	2.66905908783812e-05	0.00240336143997393	Rhog
ENSMUSG00000028364	628.471728585885	1.29729523736923	0.384570729964416	2.70839863517284e-05	0.00241163345851673	Tnc
ENSMUSG00000052160	53.5485442081328	1.47523735245475	0.436517704025614	2.76401439482123e-05	0.0024480640259664	Pld4
ENSMUSG00000001473	217.724232897175	0.865221434667256	0.256203212239396	2.90512552882109e-05	0.00255943096192593	Tubb6
ENSMUSG00000020844	483.399513568181	0.847721403710898	0.251002501106851	2.92554414702243e-05	0.00256385450484581	Nxn
ENSMUSG00000023249	183.707459599676	0.916483649561466	0.272103050820128	2.9821330650434e-05	0.00259400515630766	Parp3
ENSMUSG00000026344	1020.91880052423	-1.60400360674954	0.482048141285714	2.99110557931098e-05	0.00259400515630766	Lypd1
ENSMUSG00000059361	82.126920077397	-0.834480760368104	0.247565714282562	3.03027673174671e-05	0.00261435947462769	Nrsn2
ENSMUSG00000002885	114.421449524485	0.876634344938512	0.260181760958909	3.05526588695374e-05	0.00262233156101375	Adgre5
ENSMUSG00000037815	1068.00189229001	0.764242818851054	0.22673462868598	3.07837259282497e-05	0.00262861446375018	Ctnna1
ENSMUSG00000070348	3030.5341672526	0.863595176333467	0.257999135019984	3.23453427179872e-05	0.00274786888570002	Ccnd1
ENSMUSG00000006519	95.7023174540257	1.14847891515497	0.344816466269022	3.25303425366538e-05	0.00274955702323768	Cyba
ENSMUSG00000029119	438.056742439218	1.13346957282088	0.341215939413468	3.32658809263781e-05	0.00278665709120387	Man2b2
ENSMUSG00000032014	128.546849221762	0.822672100128422	0.245683578560161	3.33039914209098e-05	0.00278665709120387	Oaf
ENSMUSG00000033016	105.279104109537	0.865712142542477	0.259468505143452	3.36743676699789e-05	0.0028035594803641	Nfatc1
ENSMUSG00000016256	318.235860205958	1.15523983244026	0.348733878964171	3.4044868922236e-05	0.00282030404191121	Ctsz
ENSMUSG00000039062	41.5317951428873	1.82382096236467	0.554083656664054	3.48169633448536e-05	0.00285977921032658	Anpep
ENSMUSG00000060519	190.390060929892	0.867747301918721	0.261034548692386	3.4864883772524e-05	0.00285977921032658	Tor3a
ENSMUSG00000004266	65.6993680747815	1.05718139102152	0.319598151184248	3.66440495670939e-05	0.00299098073206706	Ptpn6
ENSMUSG00000021760	317.980952261179	1.05460012664829	0.320114044822709	3.7211589792976e-05	0.00300781641574196	Gpx8
ENSMUSG00000054612	105.988735183071	0.874217164278739	0.264146226570541	3.71472557245321e-05	0.00300781641574196	Mgmt
ENSMUSG00000026094	118.194179273525	0.919895015783025	0.278496681135997	3.7643985973436e-05	0.00302806768330281	Stk17b
ENSMUSG00000040536	1281.48724972719	0.957853324300223	0.290991085264429	3.80654710092354e-05	0.00304725075853259	Necab1
ENSMUSG00000064368	2046.28352774191	-0.866698542818166	0.263738371400089	3.8608261493427e-05	0.00307591465132561	mt-Nd6
ENSMUSG00000019122	71.1216911269393	1.43786071473316	0.439943912137264	3.88429844175703e-05	0.0030798787311284	Ccl9
ENSMUSG00000031273	235.693640580079	1.08176732866754	0.330857528976842	4.07698573205079e-05	0.00321734073101316	Col4a6
ENSMUSG00000022148	61.6253263721361	1.48966624377949	0.460221282584634	4.25525885161465e-05	0.00334218467633187	Fyb
ENSMUSG00000058571	107.469431432145	1.10491280921182	0.340305807015251	4.3369841764305e-05	0.00339038138599738	Gpc6
ENSMUSG00000004707	34.472835756983	1.76595374892309	0.54532274272771	4.39163334875205e-05	0.00341706013505002	Ly9
ENSMUSG00000030341	487.710677766737	0.800913825616442	0.246505894403452	4.57490500843957e-05	0.00354310433932685	Tnfrsf1a
ENSMUSG00000021423	32.8935980308307	1.4430336878606	0.445990695541735	4.82349163527315e-05	0.00371833144532098	Ly86
ENSMUSG00000034485	158.949210036531	0.89992251458544	0.279153067074519	4.90070978325614e-05	0.00376044786179715	Uaca
ENSMUSG00000030208	259.096941521408	1.14008499694209	0.356456882038124	4.99682586244847e-05	0.00380588660538918	Emp1
ENSMUSG00000041801	948.879789464459	0.898551863078623	0.27930871202739	5.00564030136467e-05	0.00380588660538918	Phlda3
ENSMUSG00000087644	387.143409080557	-1.0792560941586	0.338691350833332	5.13364118551456e-05	0.00388546633545468	RP23-54C14.5
ENSMUSG00000050666	91.3609550166786	0.895469174617383	0.278712074736465	5.17241196828968e-05	0.00389709645628921	Vstm4
ENSMUSG00000026042	1252.36846512543	1.43326970374376	0.451148774592925	5.20294934094538e-05	0.00390244637279647	Col5a2
ENSMUSG00000024048	716.453831154646	1.39156711825912	0.438435249634241	5.26566680739716e-05	0.00393177659237534	Myl12a
ENSMUSG00000045991	320.715543074392	-0.882690500935869	0.277360985845455	5.43529645417557e-05	0.00404031791332488	Onecut2
