Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr1	36511929	36512163	Promoter (<=1kb)	1	36511867	36528237	16371	1	ENSMUST00000097776	63	ENSMUSG00000001138	ENSMUSG00000001138
chr10	76442348	76442742	Promoter (<=1kb)	10	76351254	76442912	91659	2	ENSMUST00000001179	170	ENSMUSG00000001151	ENSMUSG00000001151
chr12	100201179	100201668	Promoter (1-2kb)	12	100200144	100209806	9663	1	ENSMUST00000001204	1036	ENSMUSG00000001175	ENSMUSG00000001175
chr12	100265070	100265710	Distal Intergenic	12	100205403	100206495	1093	1	ENSMUST00000127300	59668	ENSMUSG00000001175	ENSMUSG00000001175
chr17	56139164	56139815	Promoter (<=1kb)	17	56123085	56140343	17259	2	ENSMUST00000001256	528	ENSMUSG00000001227	ENSMUSG00000001227
chr17	56219086	56219489	Promoter (<=1kb)	17	56186682	56218889	32208	2	ENSMUST00000038794	-198	ENSMUSG00000001229	ENSMUSG00000001229
chr7	31151300	31151730	Promoter (<=1kb)	7	31130127	31151050	20924	2	ENSMUST00000001280	-251	ENSMUSG00000001248	ENSMUSG00000001248
chr12	111671675	111672302	Promoter (<=1kb)	12	111669355	111672338	2984	2	ENSMUST00000001304	36	ENSMUSG00000001270	ENSMUSG00000001270
chr15	102404699	102405571	Promoter (<=1kb)	15	102406143	102408235	2093	1	ENSMUST00000170884	-572	ENSMUSG00000001280	ENSMUSG00000001280
chr15	102246320	102247032	Promoter (<=1kb)	15	102234940	102246500	11561	2	ENSMUST00000063339	0	ENSMUSG00000001288	ENSMUSG00000001288
chr11	74925513	74926437	Promoter (<=1kb)	11	74906359	74925798	19440	2	ENSMUST00000065211	0	ENSMUSG00000001323	ENSMUSG00000001323
chr3	88297332	88297824	Promoter (<=1kb)	3	88297188	88321507	24320	1	ENSMUST00000168062	145	ENSMUSG00000001416	ENSMUSG00000001416
chr3	88177766	88178028	Distal Intergenic	3	88168252	88168906	655	1	ENSMUST00000152861	9515	ENSMUSG00000001419	ENSMUSG00000001419
chr8	123373282	123373616	Promoter (<=1kb)	8	123373824	123401892	28069	1	ENSMUST00000057934	-208	ENSMUSG00000001472	ENSMUSG00000001472
chr6	128424193	128424865	Promoter (<=1kb)	6	128409533	128424918	15386	2	ENSMUST00000142615	53	ENSMUSG00000001518	ENSMUSG00000001518
chr17	35837275	35837572	Promoter (<=1kb)	17	35835605	35837060	1456	2	ENSMUST00000173253	-216	ENSMUSG00000001525	ENSMUSG00000001525
chr17	35837792	35838292	Promoter (<=1kb)	17	35835901	35838208	2308	2	ENSMUST00000134978	0	ENSMUSG00000001525	ENSMUSG00000001525
chr6	113306844	113307997	Promoter (<=1kb)	6	113307181	113324857	17677	1	ENSMUST00000113122	0	ENSMUSG00000001632	ENSMUSG00000001632
chr9	25251239	25251876	Promoter (<=1kb)	9	25252439	25308571	56133	1	ENSMUST00000115272	-563	ENSMUSG00000001833	ENSMUSG00000001833
chr8	84706710	84708216	Promoter (<=1kb)	8	84704712	84707716	3005	2	ENSMUST00000148746	0	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84710830	84711524	Promoter (2-3kb)	8	84708634	84714068	5435	2	ENSMUST00000132236	2544	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84716459	84716681	Promoter (2-3kb)	8	84708634	84714068	5435	2	ENSMUST00000132236	-2392	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84769453	84774520	Promoter (<=1kb)	8	84704712	84773396	68685	2	ENSMUST00000109764	0	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84750805	84751305	Intron (ENSMUST00000109764/ENSMUSG00000001911, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUST00000109764	22091	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84765142	84765637	Intron (ENSMUST00000109764/ENSMUSG00000001911, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUST00000109764	7759	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84767167	84769250	Intron (ENSMUST00000109764/ENSMUSG00000001911, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUST00000109764	4146	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84781122	84782609	Intron (ENSMUST00000076715/ENSMUSG00000001911, intron 1 of 8)	8	84708626	84774369	65744	2	ENSMUST00000109762	-6754	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84774894	84776170	Promoter (<=1kb)	8	84708626	84774369	65744	2	ENSMUST00000109762	-526	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84776511	84777907	Promoter (2-3kb)	8	84708626	84774369	65744	2	ENSMUST00000109762	-2143	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84778140	84780787	Intron (ENSMUST00000076715/ENSMUSG00000001911, intron 1 of 8)	8	84708626	84774369	65744	2	ENSMUST00000109762	-3772	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84798704	84799450	Promoter (<=1kb)	8	84713795	84800024	86230	2	ENSMUST00000126806	574	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84783416	84784215	Intron (ENSMUST00000076715/ENSMUSG00000001911, intron 1 of 8)	8	84708626	84774369	65744	2	ENSMUST00000109762	-9048	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84784464	84786185	Intron (ENSMUST00000076715/ENSMUSG00000001911, intron 1 of 8)	8	84708626	84774369	65744	2	ENSMUST00000109762	-10096	ENSMUSG00000001911	ENSMUSG00000001911
chr8	84786516	84787065	Intron (ENSMUST00000076715/ENSMUSG00000001911, intron 1 of 8)	8	84708626	84774369	65744	2	ENSMUST00000109762	-12148	ENSMUSG00000001911	ENSMUSG00000001911
chr9	37625268	37626348	Intron (ENSMUST00000002007/ENSMUSG00000001942, intron 3 of 9)	9	37613847	37648318	34472	1	ENSMUST00000002007	11422	ENSMUSG00000001942	ENSMUSG00000001942
chr9	44879973	44881197	Promoter (<=1kb)	9	44803355	44881274	77920	2	ENSMUST00000002095	77	ENSMUSG00000002028	ENSMUSG00000002028
chr9	44881817	44882558	Promoter (<=1kb)	9	44841563	44881296	39734	2	ENSMUST00000128768	-522	ENSMUSG00000002028	ENSMUSG00000002028
chr11	78188120	78188636	Promoter (<=1kb)	11	78188430	78192188	3759	1	ENSMUST00000002128	0	ENSMUSG00000002059	ENSMUSG00000002059
chr7	16308817	16309387	Promoter (<=1kb)	7	16309616	16318205	8590	1	ENSMUST00000002152	-229	ENSMUSG00000002083	ENSMUSG00000002083
chr7	16309650	16310117	Promoter (<=1kb)	7	16309616	16318205	8590	1	ENSMUST00000002152	35	ENSMUSG00000002083	ENSMUSG00000002083
chr7	16310391	16311273	Promoter (<=1kb)	7	16310455	16313738	3284	1	ENSMUST00000136781	0	ENSMUSG00000002083	ENSMUSG00000002083
chr2	91053745	91054326	Promoter (<=1kb)	2	91054009	91059432	5424	1	ENSMUST00000067663	0	ENSMUSG00000002102	ENSMUSG00000002102
chr2	6653116	6654354	Intron (ENSMUST00000100429/ENSMUSG00000002107, intron 2 of 11)	2	6607882	6616180	8299	2	ENSMUST00000148321	-36937	ENSMUSG00000002107	ENSMUSG00000002107
chr2	6867480	6868006	Intron (ENSMUST00000114924/ENSMUSG00000002107, intron 1 of 13)	2	6546859	6872597	325739	2	ENSMUST00000150624	4591	ENSMUSG00000002107	ENSMUSG00000002107
chr2	6870338	6872128	Promoter (<=1kb)	2	6546859	6872597	325739	2	ENSMUST00000150624	469	ENSMUSG00000002107	ENSMUSG00000002107
chr2	6872911	6874019	Promoter (<=1kb)	2	6546859	6872597	325739	2	ENSMUST00000150624	-315	ENSMUSG00000002107	ENSMUSG00000002107
chr2	6874204	6875718	Promoter (1-2kb)	2	6546859	6872597	325739	2	ENSMUST00000150624	-1608	ENSMUSG00000002107	ENSMUSG00000002107
chr2	6882884	6885659	Promoter (<=1kb)	2	6539705	6884996	345292	2	ENSMUST00000114924	0	ENSMUSG00000002107	ENSMUSG00000002107
chr2	7081037	7082697	Promoter (<=1kb)	2	6664003	7081207	417205	2	ENSMUST00000114923	0	ENSMUSG00000002107	ENSMUSG00000002107
chr2	7089467	7090605	Distal Intergenic	2	6721528	7081302	359775	2	ENSMUST00000137733	-8166	ENSMUSG00000002107	ENSMUSG00000002107
chr5	27791181	27791941	Promoter (<=1kb)	5	27740667	27791339	50673	2	ENSMUST00000002291	0	ENSMUSG00000002221	ENSMUSG00000002221
chr6	71439893	71440500	Promoter (<=1kb)	6	71388634	71440637	52004	2	ENSMUST00000002292	137	ENSMUSG00000002222	ENSMUSG00000002222
chr8	71366796	71367607	Promoter (<=1kb)	8	71366848	71369729	2882	1	ENSMUST00000110053	0	ENSMUSG00000002395	ENSMUSG00000002395
chr1	5018688	5019314	Promoter (<=1kb)	1	4910402	5018735	108334	2	ENSMUST00000119256	0	ENSMUSG00000002459	ENSMUSG00000002459
chr15	76080095	76081299	Promoter (<=1kb)	15	76070184	76080946	10763	2	ENSMUST00000002599	0	ENSMUSG00000002524	ENSMUSG00000002524
chr10	128645842	128646504	Promoter (<=1kb)	10	128630843	128645991	15149	2	ENSMUST00000133342	0	ENSMUSG00000002578	ENSMUSG00000002578
chr7	25718176	25718900	Promoter (<=1kb)	7	25715904	25718991	3088	2	ENSMUST00000156365	91	ENSMUSG00000002608	ENSMUSG00000002608
chr17	23192491	23193195	Promoter (<=1kb)	17	23173893	23193210	19318	2	ENSMUST00000142999	15	ENSMUSG00000002617	ENSMUSG00000002617
chr17	57011629	57012068	Promoter (<=1kb)	17	57003405	57011288	7884	2	ENSMUST00000002733	-342	ENSMUSG00000002658	ENSMUSG00000002658
chr17	56990434	56990799	Promoter (<=1kb)	17	56990264	56996371	6108	1	ENSMUST00000002735	171	ENSMUSG00000002660	ENSMUSG00000002660
chr12	50119525	50120112	Distal Intergenic	12	50341231	50649223	307993	2	ENSMUST00000002765	529111	ENSMUSG00000002688	ENSMUSG00000002688
chr8	4238811	4239343	Promoter (<=1kb)	8	4238829	4247897	9069	1	ENSMUST00000003027	0	ENSMUSG00000002948	ENSMUSG00000002948
chr7	44892486	44894737	Promoter (<=1kb)	7	44879391	44892397	13007	2	ENSMUST00000003049	-90	ENSMUSG00000002968	ENSMUSG00000002968
chr7	19665464	19666064	Promoter (<=1kb)	7	19631581	19665030	33450	2	ENSMUST00000055242	-435	ENSMUSG00000002981	ENSMUSG00000002981
chr12	32060195	32061206	Promoter (<=1kb)	12	31958480	32060589	102110	2	ENSMUST00000146865	0	ENSMUSG00000002997	ENSMUSG00000002997
chr6	134920406	134921123	Promoter (<=1kb)	6	134920401	134925513	5113	1	ENSMUST00000067327	6	ENSMUSG00000003031	ENSMUSG00000003031
chr8	72240049	72240522	Promoter (<=1kb)	8	72240110	72249881	9772	1	ENSMUST00000145213	0	ENSMUSG00000003033	ENSMUSG00000003033
chr4	133967611	133968236	Promoter (<=1kb)	4	133964738	133968001	3264	2	ENSMUST00000102553	0	ENSMUSG00000003038	ENSMUSG00000003038
chr10	80137523	80139286	Promoter (<=1kb)	10	80138632	80142400	3769	1	ENSMUST00000150347	0	ENSMUSG00000003072	ENSMUSG00000003072
chr6	122810295	122810779	Distal Intergenic	6	122737085	122801640	64556	2	ENSMUST00000165884	-8656	ENSMUSG00000003153	ENSMUSG00000003153
chr6	122811101	122811439	Distal Intergenic	6	122819914	122845366	25453	1	ENSMUST00000003238	-8475	ENSMUSG00000003154	ENSMUSG00000003154
chr6	121109932	121110446	Distal Intergenic	6	121007241	121081609	74369	2	ENSMUST00000077159	-28324	ENSMUSG00000003178	ENSMUSG00000003178
chr6	121129881	121130168	Distal Intergenic	6	121007241	121081609	74369	2	ENSMUST00000077159	-48273	ENSMUSG00000003178	ENSMUSG00000003178
chr6	121130389	121130862	Distal Intergenic	6	121007241	121081609	74369	2	ENSMUST00000077159	-48781	ENSMUSG00000003178	ENSMUSG00000003178
chr17	56008709	56009864	Promoter (<=1kb)	17	56009201	56016790	7590	1	ENSMUST00000149441	0	ENSMUSG00000003199	ENSMUSG00000003199
chr17	55959144	55959409	Promoter (<=1kb)	17	55959187	55967949	8763	1	ENSMUST00000086869	0	ENSMUSG00000003208	ENSMUSG00000003208
chr10	58445837	58446718	Promoter (<=1kb)	10	58446852	58494155	47304	1	ENSMUST00000003310	-134	ENSMUSG00000003226	ENSMUSG00000003226
chr9	21238182	21238645	Promoter (<=1kb)	9	21229730	21239332	9603	2	ENSMUST00000049567	687	ENSMUSG00000003308	ENSMUSG00000003308
chr7	45062382	45063083	Promoter (<=1kb)	7	45062429	45077416	14988	1	ENSMUST00000107830	0	ENSMUSG00000003421	ENSMUSG00000003421
chr7	45153811	45154582	Promoter (<=1kb)	7	45154303	45160069	5767	1	ENSMUST00000107813	0	ENSMUSG00000003423	ENSMUSG00000003423
chr17	35698252	35698806	Promoter (<=1kb)	17	35690159	35697971	7813	2	ENSMUST00000146472	-282	ENSMUSG00000003534	ENSMUSG00000003534
chr17	35700598	35701238	Promoter (<=1kb)	17	35681567	35700610	19044	2	ENSMUST00000119825	0	ENSMUSG00000003534	ENSMUSG00000003534
chr17	35704138	35704623	Promoter (<=1kb)	17	35681567	35704599	23033	2	ENSMUST00000117301	0	ENSMUSG00000003534	ENSMUSG00000003534
chr2	112493296	112493864	Promoter (<=1kb)	2	112492964	112634573	141610	1	ENSMUST00000003705	333	ENSMUSG00000003604	ENSMUSG00000003604
chr2	112593035	112593765	Intron (ENSMUST00000003705/ENSMUSG00000003604, intron 2 of 5)	2	112559634	112630911	71278	1	ENSMUST00000099588	33402	ENSMUSG00000003604	ENSMUSG00000003604
chr1	121327811	121328323	Promoter (<=1kb)	1	121304353	121328024	23672	2	ENSMUST00000003818	0	ENSMUSG00000003721	ENSMUSG00000003721
chr7	27231907	27232900	Promoter (<=1kb)	7	27233023	27257950	24928	1	ENSMUST00000003860	-123	ENSMUSG00000003762	ENSMUSG00000003762
chr7	45366235	45367030	Promoter (<=1kb)	7	45339126	45366714	27589	2	ENSMUST00000107779	0	ENSMUSG00000003863	ENSMUSG00000003863
chr7	27591736	27592592	Promoter (<=1kb)	7	27591746	27639450	47705	1	ENSMUST00000167435	0	ENSMUSG00000004056	ENSMUSG00000004056
chr9	20887622	20888123	Promoter (<=1kb)	9	20888175	20892178	4004	1	ENSMUST00000004203	-52	ENSMUSG00000004100	ENSMUSG00000004100
chr10	60284583	60285842	Promoter (<=1kb)	10	60284461	60302597	18137	1	ENSMUST00000165878	123	ENSMUSG00000004207	ENSMUSG00000004207
chr10	60286056	60287216	Promoter (1-2kb)	10	60284461	60302597	18137	1	ENSMUST00000165878	1596	ENSMUSG00000004207	ENSMUSG00000004207
chr6	124755449	124756022	Promoter (<=1kb)	6	124739189	124756021	16833	2	ENSMUST00000129411	0	ENSMUSG00000004263	ENSMUSG00000004263
chr6	124756486	124758067	Promoter (<=1kb)	6	124742544	124756524	13981	2	ENSMUST00000088357	0	ENSMUSG00000004263	ENSMUSG00000004263
chr6	124712316	124713102	Promoter (<=1kb)	6	124712336	124713068	733	1	ENSMUST00000150847	0	ENSMUSG00000004264	ENSMUSG00000004264
chr8	60953889	60955332	Promoter (<=1kb)	8	60910389	60955233	44845	2	ENSMUST00000056508	0	ENSMUSG00000004319	ENSMUSG00000004319
chr14	51912558	51913931	Promoter (<=1kb)	14	51905271	51913488	8218	2	ENSMUST00000004673	0	ENSMUSG00000004558	ENSMUSG00000004558
chr14	51984895	51985965	Promoter (<=1kb)	14	51984833	52006247	21415	1	ENSMUST00000100639	63	ENSMUSG00000004562	ENSMUSG00000004562
chr8	3515524	3516010	Promoter (<=1kb)	8	3515384	3544266	28883	1	ENSMUST00000111070	141	ENSMUSG00000004565	ENSMUSG00000004565
chr7	43443331	43444017	Promoter (<=1kb)	7	43444108	43457800	13693	1	ENSMUST00000004729	-91	ENSMUSG00000004610	ENSMUSG00000004610
chr6	54038882	54039517	Promoter (<=1kb)	6	54039554	54067798	28245	1	ENSMUST00000138930	-37	ENSMUSG00000004633	ENSMUSG00000004633
chr12	34499211	34499780	Intron (ENSMUST00000110819/ENSMUSG00000004698, intron 2 of 11)	12	34371503	34528889	157387	2	ENSMUST00000110819	29109	ENSMUSG00000004698	ENSMUSG00000004698
chr6	51468858	51469360	Promoter (<=1kb)	6	51461124	51469845	8722	2	ENSMUST00000090002	485	ENSMUSG00000004980	ENSMUSG00000004980
chr3	146769842	146770961	Promoter (<=1kb)	3	146729865	146770261	40397	2	ENSMUST00000106137	0	ENSMUSG00000005034	ENSMUSG00000005034
chr2	102649461	102650271	Distal Intergenic	2	102658659	102790784	132126	1	ENSMUST00000080210	-8388	ENSMUSG00000005089	ENSMUSG00000005089
chr2	102658595	102660620	Promoter (<=1kb)	2	102658659	102790784	132126	1	ENSMUST00000080210	0	ENSMUSG00000005089	ENSMUSG00000005089
chr5	38560819	38561356	Promoter (<=1kb)	5	38526814	38561666	34853	2	ENSMUST00000005234	310	ENSMUSG00000005103	ENSMUSG00000005103
chr13	58215786	58216316	Promoter (<=1kb)	13	58176156	58215653	39498	2	ENSMUST00000076454	-134	ENSMUSG00000005312	ENSMUSG00000005312
chr15	8658272	8659299	Intron (ENSMUST00000005493/ENSMUSG00000005360, intron 3 of 9)	15	8634726	8651506	16781	2	ENSMUST00000125997	-6767	ENSMUSG00000005360	ENSMUSG00000005360
chr17	88065508	88066009	Promoter (<=1kb)	17	87990859	88065291	74433	2	ENSMUST00000005504	-218	ENSMUSG00000005371	ENSMUSG00000005371
chr7	25268590	25268863	Promoter (<=1kb)	7	25268387	25271272	2886	1	ENSMUST00000169392	204	ENSMUSG00000005442	ENSMUSG00000005442
chr7	25278571	25278946	Promoter (<=1kb)	7	25278422	25284969	6548	1	ENSMUST00000169743	150	ENSMUSG00000005442	ENSMUSG00000005442
chr7	25279176	25279506	Promoter (<=1kb)	7	25279641	25284932	5292	1	ENSMUST00000164440	-135	ENSMUSG00000005442	ENSMUSG00000005442
chr7	25279944	25281013	Promoter (<=1kb)	7	25279641	25284932	5292	1	ENSMUST00000164440	304	ENSMUSG00000005442	ENSMUSG00000005442
chr7	25281251	25281833	Promoter (<=1kb)	7	25282179	25294145	11967	1	ENSMUST00000163320	-346	ENSMUSG00000005442	ENSMUSG00000005442
chr7	25283437	25283829	Promoter (<=1kb)	7	25283217	25285195	1979	1	ENSMUST00000163819	221	ENSMUSG00000005442	ENSMUSG00000005442
chr8	83608398	83609240	Promoter (<=1kb)	8	83608175	83611902	3728	1	ENSMUST00000005620	224	ENSMUSG00000005483	ENSMUSG00000005483
chr7	13037305	13038184	Promoter (<=1kb)	7	13035259	13037647	2389	2	ENSMUST00000131837	0	ENSMUSG00000005575	ENSMUSG00000005575
chr7	111082527	111083024	Promoter (<=1kb)	7	111071932	111083017	11086	2	ENSMUST00000161051	0	ENSMUSG00000005610	ENSMUSG00000005610
chr7	111083343	111083880	Promoter (<=1kb)	7	111070568	111083030	12463	2	ENSMUST00000162415	-314	ENSMUSG00000005610	ENSMUSG00000005610
chr10	128303314	128303967	Promoter (<=1kb)	10	128303335	128321358	18024	1	ENSMUST00000005825	0	ENSMUSG00000005682	ENSMUSG00000005682
chr10	128337326	128337595	Promoter (<=1kb)	10	128337832	128362479	24648	1	ENSMUST00000005826	-237	ENSMUSG00000005683	ENSMUSG00000005683
chr10	128337794	128338057	Promoter (<=1kb)	10	128337832	128362479	24648	1	ENSMUST00000005826	0	ENSMUSG00000005683	ENSMUSG00000005683
chr16	4558747	4559307	Promoter (<=1kb)	16	4544661	4559720	15060	2	ENSMUST00000005862	413	ENSMUSG00000005718	ENSMUSG00000005718
chr11	22003952	22004244	Promoter (1-2kb)	11	21996858	22002897	6040	2	ENSMUST00000147486	-1056	ENSMUSG00000005917	ENSMUSG00000005917
chr17	28952566	28953033	Promoter (<=1kb)	17	28952599	28967929	15331	1	ENSMUST00000122163	0	ENSMUSG00000005936	ENSMUSG00000005936
chr16	4077432	4078340	Promoter (<=1kb)	16	4039971	4077827	37857	2	ENSMUST00000006137	0	ENSMUSG00000005981	ENSMUSG00000005981
chr7	16119578	16120144	Promoter (<=1kb)	7	16119895	16121524	1630	1	ENSMUST00000130170	0	ENSMUSG00000006021	ENSMUSG00000006021
chr5	88720449	88720761	Promoter (<=1kb)	5	88720855	88747350	26496	1	ENSMUST00000155298	-94	ENSMUSG00000006262	ENSMUSG00000006262
chr5	88721368	88722432	Promoter (<=1kb)	5	88720977	88750009	29033	1	ENSMUST00000125171	392	ENSMUSG00000006262	ENSMUSG00000006262
chr7	30588219	30588704	Promoter (<=1kb)	7	30568858	30588717	19860	2	ENSMUST00000006470	13	ENSMUSG00000006307	ENSMUSG00000006307
chr7	30729624	30730041	Promoter (<=1kb)	7	30727701	30729534	1834	2	ENSMUST00000006478	-91	ENSMUSG00000006315	ENSMUSG00000006315
chr7	3703962	3704609	Promoter (<=1kb)	7	3703993	3706901	2909	1	ENSMUST00000006496	0	ENSMUSG00000006333	ENSMUSG00000006333
chr12	113139491	113141276	Promoter (<=1kb)	12	113140236	113145504	5269	1	ENSMUST00000084882	0	ENSMUSG00000006356	ENSMUSG00000006356
chr12	113146760	113147315	Distal Intergenic	12	113152012	113153877	1866	1	ENSMUST00000006523	-4697	ENSMUSG00000006360	ENSMUSG00000006360
chr1	171345320	171346148	Promoter (<=1kb)	1	171345670	171359254	13585	1	ENSMUST00000135941	0	ENSMUSG00000006412	ENSMUSG00000006412
chr2	167491531	167492459	Promoter (<=1kb)	2	167492645	167516166	23522	1	ENSMUST00000109214	-186	ENSMUSG00000006418	ENSMUSG00000006418
chr10	79853650	79854142	Promoter (<=1kb)	10	79854427	79864432	10006	1	ENSMUST00000172282	-285	ENSMUSG00000006498	ENSMUSG00000006498
chr10	79854529	79855493	Promoter (<=1kb)	10	79854605	79859712	5108	1	ENSMUST00000168988	0	ENSMUSG00000006498	ENSMUSG00000006498
chr17	31563571	31564369	Promoter (<=1kb)	17	31564749	31605492	40744	1	ENSMUST00000175806	-380	ENSMUSG00000006705	ENSMUSG00000006705
chr10	127063860	127064239	Promoter (<=1kb)	10	127063868	127066231	2364	1	ENSMUST00000125682	0	ENSMUSG00000006728	ENSMUSG00000006728
chr10	127069706	127070788	Promoter (<=1kb)	10	127067317	127070261	2945	2	ENSMUST00000060991	0	ENSMUSG00000006736	ENSMUSG00000006736
chr17	24689329	24690241	Promoter (<=1kb)	17	24685092	24689955	4864	2	ENSMUST00000007236	0	ENSMUSG00000007021	ENSMUSG00000007021
chr17	35089190	35089549	Promoter (<=1kb)	17	35089263	35091826	2564	1	ENSMUST00000173134	0	ENSMUSG00000007036	ENSMUSG00000007036
chr17	35050422	35051168	Promoter (<=1kb)	17	35049966	35058749	8784	1	ENSMUST00000007257	457	ENSMUSG00000007041	ENSMUSG00000007041
chr1	172296271	172296912	Promoter (1-2kb)	1	172271709	172298064	26356	2	ENSMUST00000085913	1152	ENSMUSG00000007097	ENSMUSG00000007097
chr1	172242062	172242440	Intron (ENSMUST00000111243/ENSMUSG00000007107, intron 11 of 22)	1	172223513	172258414	34902	2	ENSMUST00000111243	15974	ENSMUSG00000007107	ENSMUSG00000007107
chr17	20944450	20945097	Promoter (<=1kb)	17	20945311	20965916	20606	1	ENSMUST00000007708	-214	ENSMUSG00000007564	ENSMUSG00000007564
