# Note: this mapping is specifically created for this non-redundant set of motifs.
# It also includes factors for motifs that were similar, but this can be
# specific to this analysis.
Motif	Factor	Evidence	Curated
GM.5.0.ARID_BRIGHT.0001	ARID3C	PBM	N
GM.5.0.ARID_BRIGHT.0001	Arid3c	PBM	N
GM.5.0.ARID_BRIGHT.0001	Arid3a	PBM	Y
GM.5.0.ARID_BRIGHT.0001	ARID3B	JASPAR	N
GM.5.0.ARID_BRIGHT.0001	ARID3C	JASPAR	N
GM.5.0.ARID_BRIGHT.0001	Arid3a	JASPAR	Y
GM.5.0.ARID_BRIGHT.0001	Arid3c	JASPAR	N
GM.5.0.ARID_BRIGHT.0001	ARID3A	ChIP-seq	Y
GM.5.0.ARID_BRIGHT.0001	ARID3B	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	ARID3C	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	Arid3c	ChIP-seq	N
GM.5.0.ARID_BRIGHT.0001	Arid3a	SELEX	Y
GM.5.0.Homeodomain_POU.0001	POU3F2	Transfac	Y
GM.5.0.Homeodomain_POU.0001	POU3F2	TRANSFAC	Y
GM.5.0.Homeodomain_POU.0001	NANOG	ChIP-seq	N
GM.5.0.Homeodomain_POU.0001	POU5F1	ChIP-seq	N
GM.5.0.C2H2_ZF.0287	ZIC5	Transfac	N
GM.5.0.C2H2_ZF.0287	ZIC1	Transfac	N
GM.5.0.C2H2_ZF.0287	Zic4	Transfac	N
GM.5.0.C2H2_ZF.0287	ZIC5	ChIP-seq	N
GM.5.0.C2H2_ZF.0287	ZIC1	ChIP-seq	N
GM.5.0.C2H2_ZF.0287	Zic4	ChIP-seq	N
GM.5.0.C2H2_ZF.0287	ZIC1	TRANSFAC	N
GM.5.0.C2H2_ZF.0287	Zic1	ChIP-seq	N
GM.5.0.Homeodomain.0010	IRX4	JASPAR	N
GM.5.0.Homeodomain.0010	IRX6	JASPAR	N
GM.5.0.Homeodomain.0010	IRX1	JASPAR	N
GM.5.0.Homeodomain.0010	IRX3	JASPAR	N
GM.5.0.Homeodomain.0010	Irx1	JASPAR	N
GM.5.0.Homeodomain.0010	IRX4	B1H	N
GM.5.0.Homeodomain.0010	IRX6	B1H	N
GM.5.0.Homeodomain.0010	IRX1	B1H	N
GM.5.0.Homeodomain.0010	IRX3	B1H	N
GM.5.0.Homeodomain.0010	Irx1	B1H	N
GM.5.0.Nuclear_receptor.0143	HNF4	TRANSFAC	N
GM.5.0.Nuclear_receptor.0143	NR2C1	ChIP-seq	N
GM.5.0.Nuclear_receptor.0143	Nr2c2	ChIP-seq	N
GM.5.0.Nuclear_receptor.0143	NR2C1	Unknown	N
GM.5.0.Nuclear_receptor.0143	Nr2c1	ChIP-seq	N
GM.5.0.Sox.0025	SOX9	JASPAR	N
GM.5.0.Sox.0025	Sox9	JASPAR	N
GM.5.0.Sox.0025	SRY	Transfac	N
GM.5.0.Sox.0025	SRY	ChIP-seq	N
GM.5.0.Sox.0025	SOX9	SELEX	N
GM.5.0.Sox.0025	SRY	TRANSFAC	N
GM.5.0.Sox.0025	Sry	ChIP-seq	N
GM.5.0.DM.0001	DMRT1	TRANSFAC	Y
GM.5.0.DM.0001	DMRT1	ChIP-seq	Y
GM.5.0.DM.0001	DMRT6	ChIP-seq	Y
GM.5.0.bHLH.0070	USF1	JASPAR	N
GM.5.0.bHLH.0070	SREBF1	Transfac	N
GM.5.0.bHLH.0070	MITF	ChIP-seq	N
GM.5.0.bHLH.0070	TFE3	ChIP-seq	N
GM.5.0.bHLH.0070	USF2	ChIP-seq	N
GM.5.0.bHLH.0070	USF1	ChIP-seq	N
GM.5.0.bHLH.0070	EBOX	TRANSFAC	N
GM.5.0.bHLH.0070	SREBF1	TRANSFAC	N
GM.5.0.bHLH.0070	TFE	TRANSFAC	N
GM.5.0.bZIP.0004	ATF4	Unknown	N
GM.5.0.bZIP.0004	ATF4	HT-SELEX	N
GM.5.0.bZIP.0004	Atf4	HT-SELEX	N
GM.5.0.bZIP.0004	ATF4	ChIP-seq	Y
GM.5.0.bZIP.0004	Atf4	ChIP-seq	Y
GM.5.0.bZIP.0004	Chop	ChIP-seq	Y
GM.5.0.bZIP.0004	CEBPG	ChIP-seq	Y
GM.5.0.bZIP.0004	Cebpg	ChIP-seq	Y
GM.5.0.bZIP.0004	ATF3	ChIP-seq	N
GM.5.0.bZIP.0004	Ddit3	ChIP-seq	Y
GM.5.0.bZIP.0004	ATF4	SELEX	Y
GM.5.0.bZIP.0004	Atf5	SELEX	N
GM.5.0.bZIP.0004	Atf4	SELEX	Y
GM.5.0.bZIP.0004	ATF4	HT-SELEX	Y
GM.5.0.bZIP.0004	MYC	ChIP-seq	N
GM.5.0.C2H2_ZF.0208	Tbet	ChIP-seq	N
GM.5.0.C2H2_ZF.0208	Eomes	PBM	N
GM.5.0.C2H2_ZF.0208	EOMES	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX10	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx1	PBM	N
GM.5.0.C2H2_ZF.0208	Tbx10	PBM	N
GM.5.0.C2H2_ZF.0208	EOMES	SELEX	N
GM.5.0.C2H2_ZF.0208	Tbx21	SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	EOMES	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBR1	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX20	HT-SELEX	N
GM.5.0.C2H2_ZF.0208	TBX21	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	Unknown	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	TCF3	Transfac	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID2	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID3	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID1	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id3	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id4	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Id1	SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	MYF6	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Myf5	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	FIGLA	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	ID4	HT-SELEX	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Myf6	ChIP-seq	N
GM.5.0.C2H2_ZF_Homeodomain.0002	TCF3	TRANSFAC	N
GM.5.0.C2H2_ZF_Homeodomain.0002	Tcf3	PBM	N
GM.5.0.Homeodomain.0005	CRX	ChIP-seq	Y
GM.5.0.Homeodomain.0005	Crx	ChIP-seq	Y
GM.5.0.Homeodomain.0005	DMBX1	HT-SELEX	N
GM.5.0.Homeodomain.0005	DPRX	HT-SELEX	N
GM.5.0.Homeodomain.0005	GSC2	HT-SELEX	N
GM.5.0.Homeodomain.0005	GSC	HT-SELEX	N
GM.5.0.Homeodomain.0005	Otx1	PBM	Y
GM.5.0.Homeodomain.0005	Prrxl1	PBM	N
GM.5.0.Homeodomain.0005	Gsc	PBM	Y
GM.5.0.Homeodomain.0005	Gsc2	PBM	N
GM.5.0.Homeodomain.0005	Pitx1	PBM	Y
GM.5.0.Homeodomain.0005	OTP	PBM	N
GM.5.0.Homeodomain.0005	Otx2	PBM	Y
GM.5.0.Homeodomain.0005	Pitx3	PBM	Y
GM.5.0.Homeodomain.0005	Pitx2	PBM	Y
GM.5.0.Homeodomain.0005	Dmbx1	PBM	Y
GM.5.0.Homeodomain.0005	Crx	PBM	Y
GM.5.0.Homeodomain.0005	ENSMUSG00000040953	PBM	N
GM.5.0.Homeodomain.0005	Obox6	PBM	Y
GM.5.0.Homeodomain.0005	Gm4830	PBM	Y
GM.5.0.Homeodomain.0005	Obox1	PBM	Y
GM.5.0.Homeodomain.0005	Gm5889	PBM	N
GM.5.0.Homeodomain.0005	NP_663755.2	PBM	N
GM.5.0.Homeodomain.0005	Q8VHG7_MOUSE	PBM	N
GM.5.0.Homeodomain.0005	Crx	JASPAR	Y
GM.5.0.Homeodomain.0005	Prrxl1	JASPAR	N
GM.5.0.Homeodomain.0005	Gsc2	B1H	N
GM.5.0.Homeodomain.0005	DMBX1	SELEX	Y
GM.5.0.Homeodomain.0005	Prrxl1	SELEX	N
GM.5.0.Homeodomain.0005	DPRX	SELEX	Y
GM.5.0.Homeodomain.0005	GSC	SELEX	Y
GM.5.0.Homeodomain.0005	Gsc2	SELEX	N
GM.5.0.Homeodomain.0005	GSC2	SELEX	Y
GM.5.0.Homeodomain.0005	OTX1	SELEX	Y
GM.5.0.Homeodomain.0005	OTX2	SELEX	Y
GM.5.0.Homeodomain.0005	OTP	SELEX	N
GM.5.0.Homeodomain.0005	PITX1	SELEX	Y
GM.5.0.Homeodomain.0005	PITX3	SELEX	Y
GM.5.0.Homeodomain.0005	Otx1	SELEX	Y
GM.5.0.Homeodomain.0005	OTX1	ChIP-seq	Y
GM.5.0.Homeodomain.0005	Prrxl1	ChIP-seq	N
GM.5.0.Homeodomain.0005	GSC	HT-SELEX	Y
GM.5.0.Homeodomain.0005	Pitx1	HT-SELEX	Y
GM.5.0.Homeodomain.0005	OTX1	HT-SELEX	Y
GM.5.0.Homeodomain.0005	OTX2	HT-SELEX	Y
GM.5.0.Homeodomain.0005	PITX3	HT-SELEX	Y
GM.5.0.Homeodomain.0005	GSC2	HT-SELEX	Y
GM.5.0.Homeodomain.0005	Otx2	ChIP-seq	Y
GM.5.0.Homeodomain.0005	OTX1	HT-SELEX	N
GM.5.0.Homeodomain.0005	Otx1	HT-SELEX	N
GM.5.0.Homeodomain.0005	OTX2	HT-SELEX	N
GM.5.0.Homeodomain.0005	OTX2	ChIP-seq	Y
GM.5.0.Homeodomain.0005	PITX1	HT-SELEX	N
GM.5.0.Homeodomain.0005	PITX3	Unknown	N
GM.5.0.Homeodomain.0005	PITX3	HT-SELEX	N
GM.5.0.Homeodomain.0005	GSC	ChIP-seq	Y
GM.5.0.GATA.0012	GATA2	Transfac	N
GM.5.0.GATA.0012	GATA3	Transfac	N
GM.5.0.GATA.0012	Gata2	Transfac	N
GM.5.0.RFX.0018	RFX7	PBM	N
GM.5.0.RFX.0018	RFX6	PBM	N
GM.5.0.RFX.0018	RFX8	PBM	N
GM.5.0.RFX.0018	Rfx5	PBM	N
GM.5.0.RFX.0018	Rfx6	PBM	N
GM.5.0.RFX.0018	Rfx8	PBM	N
GM.5.0.RFX.0018	ARID2	PBM	N
GM.5.0.RFX.0018	Arid2	PBM	N
GM.5.0.RFX.0018	ARID2	JASPAR	N
GM.5.0.RFX.0018	Arid2	JASPAR	N
GM.5.0.RFX.0018	RFX7	JASPAR	N
GM.5.0.RFX.0018	RFX6	JASPAR	N
GM.5.0.RFX.0018	RFX8	JASPAR	N
GM.5.0.RFX.0018	Rfx5	JASPAR	N
GM.5.0.RFX.0018	Rfx6	JASPAR	N
GM.5.0.RFX.0018	Rfx8	JASPAR	N
GM.5.0.RFX.0018	ARID2	DeBoer11	N
GM.5.0.RFX.0018	Arid2	DeBoer11	N
GM.5.0.RFX.0018	RFX7	DeBoer11	N
GM.5.0.RFX.0018	RFX6	DeBoer11	N
GM.5.0.RFX.0018	RFX8	DeBoer11	N
GM.5.0.RFX.0018	Rfx5	DeBoer11	N
GM.5.0.RFX.0018	Rfx6	DeBoer11	N
GM.5.0.RFX.0018	Rfx8	DeBoer11	N
GM.5.0.RFX.0018	Rfx3	PBM	N
GM.5.0.RFX.0018	RFX5	ChIP-seq	N
GM.5.0.RFX.0018	Rfx4	PBM	N
GM.5.0.RFX.0018	Rfx7	PBM	N
GM.5.0.RFX.0018	Rfx5	ChIP-seq	N
GM.5.0.bHLH.0089	ATOH1	ChIP-seq	N
GM.5.0.bHLH.0089	Atoh1	ChIP-seq	N
GM.5.0.bHLH.0089	BHLHA15	ChIP-seq	N
GM.5.0.bHLH.0089	Bhlha15	ChIP-seq	N
GM.5.0.bHLH.0089	GATA1	ChIP-seq	N
GM.5.0.bHLH.0089	GATA2	ChIP-seq	N
GM.5.0.bHLH.0089	NeuroD1	ChIP-seq	N
GM.5.0.bHLH.0089	NEUROD1	ChIP-seq	N
GM.5.0.bHLH.0089	Tcf21	ChIP-seq	N
GM.5.0.bHLH.0089	Neurod1	ChIP-seq	N
GM.5.0.bHLH.0089	NEUROD2	ChIP-seq	N
GM.5.0.bHLH.0089	Neurod2	ChIP-seq	N
GM.5.0.bHLH.0089	Neurog2	ChIP-seq	N
GM.5.0.bHLH.0089	OLIG2	ChIP-seq	N
GM.5.0.bHLH.0089	Olig2	ChIP-seq	N
GM.5.0.bHLH.0089	PTF1A	ChIP-seq	N
GM.5.0.bHLH.0089	Ptf1a	ChIP-seq	N
GM.5.0.Homeodomain_POU.0015	DMRT2	PBM	N
GM.5.0.Homeodomain_POU.0015	Dmrta1	PBM	N
GM.5.0.Homeodomain_POU.0015	Dmrt2	PBM	N
GM.5.0.Homeodomain_POU.0015	Dmrt3	PBM	N
GM.5.0.bHLH.0116	Atoh1	HT-SELEX	N
GM.5.0.bHLH.0116	TCF21	PBM	N
GM.5.0.bHLH.0116	TCF15	PBM	N
GM.5.0.bHLH.0116	TCF23	PBM	N
GM.5.0.bHLH.0116	ENSG00000187728	PBM	N
GM.5.0.bHLH.0116	Tcf21	PBM	N
GM.5.0.bHLH.0116	Tcf15	PBM	N
GM.5.0.bHLH.0116	Bhlha15	PBM	N
GM.5.0.bHLH.0116	NEUROD4	PBM	N
GM.5.0.bHLH.0116	NEUROD6	PBM	N
GM.5.0.bHLH.0116	ATOH7	PBM	N
GM.5.0.bHLH.0116	Neurod1	PBM	N
GM.5.0.bHLH.0116	Atoh7	PBM	N
GM.5.0.bHLH.0116	Neurod6	PBM	N
GM.5.0.bHLH.0116	Neurod4	PBM	N
GM.5.0.bHLH.0116	Atoh1	PBM	N
GM.5.0.bHLH.0116	NEUROG3	SELEX	N
GM.5.0.bHLH.0116	NEUROD4	SELEX	N
GM.5.0.bHLH.0116	NEUROD6	SELEX	N
GM.5.0.bHLH.0116	NEUROG2	SELEX	N
GM.5.0.bHLH.0116	NEUROG1	SELEX	N
GM.5.0.bHLH.0116	Neurog2	SELEX	N
GM.5.0.bHLH.0116	Neurod1	SELEX	N
