Chrom	Start	End	region_74811	X0.0	X.	X77852212.1	X77852413.1	X0	X1	X201	X77852205	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr6	127036339	127036540	region_152972	0	+	127036339	127036540	0	1	201	127036338	cluster_2	Distal Intergenic	6	127015542	127024718	9177	1	ENSMUST00000000187	20798	ENSMUSG00000000183	ENSMUSG00000000183
chr6	127151695	127151896	region_152989	0	+	127151695	127151896	0	1	201	127151694	cluster_2	Promoter (<=1kb)	6	127125779	127151048	25270	2	ENSMUST00000000188	-648	ENSMUSG00000000184	ENSMUSG00000000184
chr6	127178918	127179119	region_152993	0	+	127178918	127179119	0	1	201	127178917	cluster_2	Distal Intergenic	6	127125779	127151048	25270	2	ENSMUST00000000188	-27871	ENSMUSG00000000184	ENSMUSG00000000184
chr6	127131711	127131912	region_152979	0	+	127131711	127131912	0	1	201	127131710	cluster_2	Intron (ENSMUST00000000188/ENSMUSG00000000184, intron 4 of 4)	6	127125779	127151048	25270	2	ENSMUST00000000188	19136	ENSMUSG00000000184	ENSMUSG00000000184
chr14	123625282	123625483	region_61021	0	+	123625282	123625483	0	1	201	123625281	cluster_2	Promoter (1-2kb)	14	123276641	123627144	350504	2	ENSMUST00000000201	1661	ENSMUSG00000000197	ENSMUSG00000000197
chr11	114792519	114792720	region_34191	0	+	114792519	114792720	0	1	201	114792518	cluster_2	Exon (ENSMUST00000156053/ENSMUSG00000000202, exon 1 of 2)	11	114791217	114795873	4657	2	ENSMUST00000156053	3153	ENSMUSG00000000202	ENSMUSG00000000202
chr11	83180716	83180917	region_31255	0	+	83180716	83180917	0	1	201	83180708	cluster_2	Intron (ENSMUST00000000208/ENSMUSG00000000204, intron 5 of 7)	11	83175194	83190049	14856	1	ENSMUST00000167596	5523	ENSMUSG00000000204	ENSMUSG00000000204
chr7	142714247	142714448	region_164447	0	+	142714247	142714448	0	1	201	142714246	cluster_2	Distal Intergenic	7	142678656	142699510	20855	2	ENSMUST00000105934	-14738	ENSMUSG00000000215	ENSMUSG00000000215
chr2	38340056	38340257	region_98160	0	+	38340056	38340257	0	1	201	38340053	cluster_2	Promoter (<=1kb)	2	38339488	38353693	14206	1	ENSMUST00000149664	569	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38354628	38354829	region_98171	0	+	38354628	38354829	0	1	201	38354625	cluster_2	Promoter (<=1kb)	2	38353802	38360089	6288	1	ENSMUST00000175896	827	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38350248	38350449	region_98169	0	+	38350248	38350449	0	1	201	38350245	cluster_2	Promoter (<=1kb)	2	38350759	38369733	18975	1	ENSMUST00000000253	-310	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38342683	38342884	region_98163	0	+	38342683	38342884	0	1	201	38342680	cluster_2	Promoter (1-2kb)	2	38341092	38354825	13734	1	ENSMUST00000133661	1592	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38355387	38355588	region_98172	0	+	38355387	38355588	0	1	201	38355384	cluster_2	Promoter (1-2kb)	2	38353802	38360089	6288	1	ENSMUST00000175896	1586	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38358167	38358368	region_98173	0	+	38358167	38358368	0	1	201	38358164	cluster_2	Intron (ENSMUST00000143783/ENSMUSG00000000247, intron 3 of 4)	2	38353802	38360089	6288	1	ENSMUST00000175896	4366	ENSMUSG00000000247	ENSMUSG00000000247
chr2	38347827	38348028	region_98167	0	+	38347827	38348028	0	1	201	38347824	cluster_2	Promoter (2-3kb)	2	38350759	38369733	18975	1	ENSMUST00000000253	-2731	ENSMUSG00000000247	ENSMUSG00000000247
chr13	45642594	45642795	region_46793	0	+	45642594	45642795	0	1	201	45642590	cluster_2	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 6 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	103786	ENSMUSG00000000253	ENSMUSG00000000253
chr13	45582443	45582644	region_46781	0	+	45582443	45582644	0	1	201	45582439	cluster_2	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 6 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	43635	ENSMUSG00000000253	ENSMUSG00000000253
chr13	45670060	45670261	region_46798	0	+	45670060	45670261	0	1	201	45670056	cluster_2	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 6 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	131252	ENSMUSG00000000253	ENSMUSG00000000253
chr13	45630964	45631165	region_46789	0	+	45630964	45631165	0	1	201	45630960	cluster_2	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 6 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	92156	ENSMUSG00000000253	ENSMUSG00000000253
chr13	45709428	45709629	region_46802	0	+	45709428	45709629	0	1	201	45709424	cluster_2	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 5 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	170620	ENSMUSG00000000253	ENSMUSG00000000253
chr13	45643661	45643862	region_46794	0	+	45643661	45643862	0	1	201	45643657	cluster_2	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 6 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	104853	ENSMUSG00000000253	ENSMUSG00000000253
chr13	45636661	45636862	region_46791	0	+	45636661	45636862	0	1	201	45636657	cluster_2	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 6 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	97853	ENSMUSG00000000253	ENSMUSG00000000253
chr13	45690594	45690795	region_46799	0	+	45690594	45690795	0	1	201	45690590	cluster_2	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 6 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	151786	ENSMUSG00000000253	ENSMUSG00000000253
chrX	140749260	140749461	region_187372	0	+	140749260	140749461	0	1	201	140749259	cluster_2	Promoter (<=1kb)	20	140748927	140752117	3191	1	ENSMUST00000140144	334	ENSMUSG00000000266	ENSMUSG00000000266
chr11	88954952	88955153	region_31752	0	+	88954952	88955153	0	1	201	88954944	cluster_2	Promoter (<=1kb)	11	88924020	88955465	31446	2	ENSMUST00000000287	312	ENSMUSG00000000278	ENSMUSG00000000278
chr11	74837652	74837853	region_30342	0	+	74837652	74837853	0	1	201	74837645	cluster_2	Promoter (<=1kb)	11	74837468	74843775	6308	1	ENSMUST00000132150	185	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74830947	74831148	region_30338	0	+	74830947	74831148	0	1	201	74830940	cluster_2	Promoter (<=1kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	28	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74834981	74835182	region_30341	0	+	74834981	74835182	0	1	201	74834974	cluster_2	Promoter (1-2kb)	11	74836326	74837723	1398	1	ENSMUST00000133217	-1144	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74830254	74830455	region_30337	0	+	74830254	74830455	0	1	201	74830247	cluster_2	Promoter (<=1kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	-465	ENSMUSG00000000282	ENSMUSG00000000282
chr10	31313356	31313557	region_16696	0	+	31313356	31313557	0	1	201	31313353	cluster_2	Promoter (<=1kb)	10	31313382	31328204	14823	1	ENSMUST00000000304	0	ENSMUSG00000000295	ENSMUSG00000000295
chr10	31514891	31515092	region_16709	0	+	31514891	31515092	0	1	201	31514888	cluster_2	Intron (ENSMUST00000081989/ENSMUSG00000063760, intron 3 of 5)	10	31332380	31445921	113542	2	ENSMUST00000000305	-68971	ENSMUSG00000000296	ENSMUSG00000000296
chr11	60046306	60046507	region_28895	0	+	60046306	60046507	0	1	201	60046300	cluster_2	Promoter (<=1kb)	11	59970614	60046477	75864	2	ENSMUST00000000310	0	ENSMUSG00000000301	ENSMUSG00000000301
chr11	60058115	60058316	region_28897	0	+	60058115	60058316	0	1	201	60058109	cluster_2	Distal Intergenic	11	59974154	60046489	72336	2	ENSMUST00000148512	-11627	ENSMUSG00000000301	ENSMUSG00000000301
chr2	179794445	179794646	region_109504	0	+	179794445	179794646	0	1	201	179794444	cluster_2	Intron (ENSMUST00000000314/ENSMUSG00000000305, intron 3 of 15)	2	179777163	179797511	20349	1	ENSMUST00000136411	17283	ENSMUSG00000000305	ENSMUSG00000000305
chr2	179762788	179762989	region_109500	0	+	179762788	179762989	0	1	201	179762787	cluster_2	Intron (ENSMUST00000000314/ENSMUSG00000000305, intron 2 of 15)	2	179777163	179797511	20349	1	ENSMUST00000136411	-14174	ENSMUSG00000000305	ENSMUSG00000000305
chr2	179733267	179733468	region_109494	0	+	179733267	179733468	0	1	201	179733266	cluster_2	Intron (ENSMUST00000000314/ENSMUSG00000000305, intron 2 of 15)	2	179777163	179797511	20349	1	ENSMUST00000136411	-43695	ENSMUSG00000000305	ENSMUSG00000000305
chr11	70226258	70226459	region_29957	0	+	70226258	70226459	0	1	201	70226251	cluster_2	Intron (ENSMUST00000000326/ENSMUSG00000000317, intron 8 of 8)	11	70228540	70229677	1138	2	ENSMUST00000153449	3218	ENSMUSG00000000317	ENSMUSG00000000317
chr3	116508008	116508209	region_117760	0	+	116508008	116508209	0	1	201	116508007	cluster_2	Promoter (<=1kb)	3	116494151	116508024	13874	2	ENSMUST00000140677	0	ENSMUSG00000000339	ENSMUSG00000000339
chr15	100615582	100615783	region_68764	0	+	100615582	100615783	0	1	201	100615581	cluster_2	Promoter (<=1kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	0	ENSMUSG00000000346	ENSMUSG00000000346
chr10	78218911	78219112	region_20224	0	+	78218911	78219112	0	1	201	78218904	cluster_2	Intron (ENSMUST00000000384/ENSMUSG00000000374, intron 5 of 22)	10	78186725	78244642	57918	2	ENSMUST00000000384	25530	ENSMUSG00000000374	ENSMUSG00000000374
chr11	6588552	6588753	region_24679	0	+	6588552	6588753	0	1	201	6588546	cluster_2	Intron (ENSMUST00000000388/ENSMUSG00000000378, intron 4 of 9)	11	6593048	6594269	1222	1	ENSMUST00000161667	-4295	ENSMUSG00000000378	ENSMUSG00000000378
chr11	6568696	6568897	region_24674	0	+	6568696	6568897	0	1	201	6568690	cluster_2	Intron (ENSMUST00000000388/ENSMUSG00000000378, intron 1 of 9)	11	6561230	6596742	35513	1	ENSMUST00000109721	7467	ENSMUSG00000000378	ENSMUSG00000000378
chr11	6546588	6546789	region_24673	0	+	6546588	6546789	0	1	201	6546582	cluster_2	Promoter (<=1kb)	11	6546887	6596744	49858	1	ENSMUST00000000388	-98	ENSMUSG00000000378	ENSMUSG00000000378
chr16	97434319	97434520	region_76381	0	+	97434319	97434520	0	1	201	97434310	cluster_2	Intron (ENSMUST00000047275/ENSMUSG00000040605, intron 8 of 8)	16	97448131	97457492	9362	2	ENSMUST00000170016	22972	ENSMUSG00000000386	ENSMUSG00000000386
chr16	97433975	97434176	region_76380	0	+	97433975	97434176	0	1	201	97433966	cluster_2	Intron (ENSMUST00000047275/ENSMUSG00000040605, intron 8 of 8)	16	97448131	97457492	9362	2	ENSMUST00000170016	23316	ENSMUSG00000000386	ENSMUSG00000000386
chr4	129556064	129556265	region_130131	0	+	129556064	129556265	0	1	201	129556063	cluster_2	Promoter (<=1kb)	4	129551976	129556231	4256	2	ENSMUST00000127943	0	ENSMUSG00000000409	ENSMUSG00000000409
chr6	18568929	18569130	region_144634	0	+	18568929	18569130	0	1	201	18568928	cluster_2	Distal Intergenic	6	18448250	18515338	67089	2	ENSMUST00000142963	-53592	ENSMUSG00000000416	ENSMUSG00000000416
chr6	18513678	18513879	region_144628	0	+	18513678	18513879	0	1	201	18513677	cluster_2	Promoter (<=1kb)	6	18435251	18513091	77841	2	ENSMUST00000129669	-588	ENSMUSG00000000416	ENSMUSG00000000416
chr18	24204116	24204317	region_84606	0	+	24204116	24204317	0	1	201	24204114	cluster_2	Promoter (1-2kb)	18	24205344	24286818	81475	1	ENSMUST00000000430	-1027	ENSMUSG00000000420	ENSMUSG00000000420
chr18	24339892	24340093	region_84615	0	+	24339892	24340093	0	1	201	24339890	cluster_2	Distal Intergenic	18	24280033	24283191	3159	1	ENSMUST00000170191	59860	ENSMUSG00000000420	ENSMUSG00000000420
chr10	107484617	107484818	region_22557	0	+	107484617	107484818	0	1	201	107484616	cluster_2	Promoter (1-2kb)	10	107482908	107486134	3227	2	ENSMUST00000000445	1316	ENSMUSG00000000435	ENSMUSG00000000435
chr6	115675731	115675932	region_152070	0	+	115675731	115675932	0	1	201	115675730	cluster_2	Promoter (<=1kb)	6	115618569	115675964	57396	2	ENSMUST00000112949	32	ENSMUSG00000000441	ENSMUSG00000000441
chr15	80012853	80013054	region_66760	0	+	80012853	80013054	0	1	201	80012845	cluster_2	Promoter (1-2kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	1754	ENSMUSG00000000489	ENSMUSG00000000489
chr15	80011265	80011466	region_66758	0	+	80011265	80011466	0	1	201	80011257	cluster_2	Intron (ENSMUST00000000500/ENSMUSG00000000489, intron 1 of 6)	15	79995900	80014808	18909	2	ENSMUST00000000500	3342	ENSMUSG00000000489	ENSMUSG00000000489
chr15	80009432	80009633	region_66756	0	+	80009432	80009633	0	1	201	80009424	cluster_2	Intron (ENSMUST00000000500/ENSMUSG00000000489, intron 1 of 6)	15	79995900	80014808	18909	2	ENSMUST00000000500	5175	ENSMUSG00000000489	ENSMUSG00000000489
chr15	101174623	101174824	region_68818	0	+	101174623	101174824	0	1	201	101174622	cluster_2	Promoter (<=1kb)	15	101174104	101213678	39575	1	ENSMUST00000000544	520	ENSMUSG00000000532	ENSMUSG00000000532
chr15	101160743	101160944	region_68813	0	+	101160743	101160944	0	1	201	101160742	cluster_2	Distal Intergenic	15	101174104	101213678	39575	1	ENSMUST00000000544	-13160	ENSMUSG00000000532	ENSMUSG00000000532
chr15	101172781	101172982	region_68816	0	+	101172781	101172982	0	1	201	101172780	cluster_2	Promoter (1-2kb)	15	101174104	101213678	39575	1	ENSMUST00000000544	-1122	ENSMUSG00000000532	ENSMUSG00000000532
chr11	60248940	60249141	region_28926	0	+	60248940	60249141	0	1	201	60248934	cluster_2	Exon (ENSMUST00000095254/ENSMUSG00000000538, exon 7 of 14)	11	60229902	60245669	15768	2	ENSMUST00000143124	-3272	ENSMUSG00000000538	ENSMUSG00000000538
chr11	60352051	60352252	region_28942	0	+	60352051	60352252	0	1	201	60352045	cluster_2	Promoter (<=1kb)	11	60226714	60352905	126192	2	ENSMUST00000095254	653	ENSMUSG00000000538	ENSMUSG00000000538
chr5	71135983	71136184	region_137142	0	+	71135983	71136184	0	1	201	71135976	cluster_2	Distal Intergenic	5	70961057	71095849	134793	2	ENSMUST00000000572	-40135	ENSMUSG00000000560	ENSMUSG00000000560
chr5	71248679	71248880	region_137156	0	+	71248679	71248880	0	1	201	71248672	cluster_2	Distal Intergenic	5	70961057	71095849	134793	2	ENSMUST00000000572	-152831	ENSMUSG00000000560	ENSMUSG00000000560
chr5	71208562	71208763	region_137150	0	+	71208562	71208763	0	1	201	71208555	cluster_2	Distal Intergenic	5	70961057	71095849	134793	2	ENSMUST00000000572	-112714	ENSMUSG00000000560	ENSMUSG00000000560
chr3	105914001	105914202	region_117077	0	+	105914001	105914202	0	1	201	105914000	cluster_2	5' UTR	3	105904423	105908928	4506	1	ENSMUST00000000574	9579	ENSMUSG00000000562	ENSMUSG00000000562
chr3	105959157	105959358	region_117079	0	+	105959157	105959358	0	1	201	105959156	cluster_2	Promoter (<=1kb)	3	105958591	105959246	656	2	ENSMUST00000123959	0	ENSMUSG00000000563	ENSMUSG00000000563
chr11	55097456	55097657	region_28382	0	+	55097456	55097657	0	1	201	55097451	cluster_2	Promoter (<=1kb)	11	55098115	55113029	14915	1	ENSMUST00000000608	-458	ENSMUSG00000000594	ENSMUSG00000000594
chr6	82926631	82926832	region_149202	0	+	82926631	82926832	0	1	201	82926623	cluster_2	Intron (ENSMUST00000000641/ENSMUSG00000000627, intron 5 of 13)	6	82914084	82917586	3503	2	ENSMUST00000125579	-9046	ENSMUSG00000000627	ENSMUSG00000000627
chr6	82917071	82917272	region_149201	0	+	82917071	82917272	0	1	201	82917063	cluster_2	Promoter (<=1kb)	6	82914084	82917586	3503	2	ENSMUST00000125579	314	ENSMUSG00000000627	ENSMUSG00000000627
chr6	82908127	82908328	region_149199	0	+	82908127	82908328	0	1	201	82908119	cluster_2	Distal Intergenic	6	82914084	82917586	3503	2	ENSMUST00000125579	9258	ENSMUSG00000000627	ENSMUSG00000000627
chr6	82716238	82716439	region_149184	0	+	82716238	82716439	0	1	201	82716230	cluster_2	Distal Intergenic	6	82725062	82726309	1248	2	ENSMUST00000168725	9870	ENSMUSG00000000628	ENSMUSG00000000628
chr11	77850498	77850699	region_30729	0	+	77850498	77850699	0	1	201	77850491	cluster_2	Promoter (<=1kb)	11	77850656	77853325	2670	1	ENSMUST00000130956	0	ENSMUSG00000000631	ENSMUSG00000000631
chr11	77763769	77763970	region_30716	0	+	77763769	77763970	0	1	201	77763762	cluster_2	Promoter (<=1kb)	11	77763301	77780195	16895	1	ENSMUST00000100795	469	ENSMUSG00000000631	ENSMUSG00000000631
chr11	77950964	77951165	region_30748	0	+	77950964	77951165	0	1	201	77950957	cluster_2	Promoter (<=1kb)	11	77951305	77954762	3458	1	ENSMUST00000138346	-140	ENSMUSG00000000632	ENSMUSG00000000632
chr17	83861452	83861653	region_82326	0	+	83861452	83861653	0	1	201	83861444	cluster_2	Distal Intergenic	17	83831356	83846790	15435	2	ENSMUST00000000687	-14663	ENSMUSG00000000673	ENSMUSG00000000673
chr17	83834167	83834368	region_82324	0	+	83834167	83834368	0	1	201	83834159	cluster_2	Intron (ENSMUST00000000687/ENSMUSG00000000673, intron 7 of 9)	17	83831356	83846790	15435	2	ENSMUST00000000687	12422	ENSMUSG00000000673	ENSMUSG00000000673
chr17	83862046	83862247	region_82327	0	+	83862046	83862247	0	1	201	83862038	cluster_2	Distal Intergenic	17	83831356	83846790	15435	2	ENSMUST00000000687	-15257	ENSMUSG00000000673	ENSMUSG00000000673
chr13	23463465	23463666	region_45024	0	+	23463465	23463666	0	1	201	23463463	cluster_2	Promoter (2-3kb)	13	23456992	23465875	8884	2	ENSMUST00000041674	2209	ENSMUSG00000000706	ENSMUSG00000000706
chr13	23467016	23467217	region_45025	0	+	23467016	23467217	0	1	201	23467014	cluster_2	Promoter (1-2kb)	13	23463748	23465901	2154	2	ENSMUST00000110434	-1116	ENSMUSG00000000706	ENSMUSG00000000706
chr11	77717339	77717540	region_30710	0	+	77717339	77717540	0	1	201	77717332	cluster_2	Downstream (1-2kb)	11	77718615	77721834	3220	2	ENSMUST00000124178	4294	ENSMUSG00000000724	ENSMUSG00000000724
chr10	78090482	78090683	region_20210	0	+	78090482	78090683	0	1	201	78090475	cluster_2	Distal Intergenic	10	78069360	78079525	10166	1	ENSMUST00000105393	21123	ENSMUSG00000000732	ENSMUSG00000000732
chr8	123065230	123065431	region_173830	0	+	123065230	123065431	0	1	201	123065229	cluster_2	Promoter (<=1kb)	8	123065281	123097649	32369	1	ENSMUST00000108868	0	ENSMUSG00000000738	ENSMUSG00000000738
chr11	75289818	75290019	region_30406	0	+	75289818	75290019	0	1	201	75289811	cluster_2	Distal Intergenic	11	75301305	75342188	40884	2	ENSMUST00000135770	52169	ENSMUSG00000000751	ENSMUSG00000000751
chr11	75279159	75279360	region_30404	0	+	75279159	75279360	0	1	201	75279152	cluster_2	Distal Intergenic	11	75301305	75342188	40884	2	ENSMUST00000135770	62828	ENSMUSG00000000751	ENSMUSG00000000751
chr11	75321334	75321535	region_30415	0	+	75321334	75321535	0	1	201	75321327	cluster_2	Intron (ENSMUST00000092907/ENSMUSG00000000751, intron 5 of 16)	11	75301305	75342188	40884	2	ENSMUST00000135770	20653	ENSMUSG00000000751	ENSMUSG00000000751
chr10	6667004	6667205	region_14799	0	+	6667004	6667205	0	1	201	6666998	cluster_2	Distal Intergenic	10	6758506	6979704	221199	1	ENSMUST00000147171	-91301	ENSMUSG00000000766	ENSMUSG00000000766
chr10	6465864	6466065	region_14790	0	+	6465864	6466065	0	1	201	6465858	cluster_2	Distal Intergenic	10	6758506	6979704	221199	1	ENSMUST00000147171	-292441	ENSMUSG00000000766	ENSMUSG00000000766
chrX	13280500	13280701	region_184777	0	+	13280500	13280701	0	1	201	13280499	cluster_2	Promoter (<=1kb)	20	13280970	13294052	13083	1	ENSMUST00000000804	-269	ENSMUSG00000000787	ENSMUSG00000000787
chr3	89659051	89659252	region_115823	0	+	89659051	89659252	0	1	201	89659043	cluster_2	Intron (ENSMUST00000000811/ENSMUSG00000000794, intron 5 of 7)	3	89662518	89667582	5065	1	ENSMUST00000124584	-3266	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89688571	89688772	region_115826	0	+	89688571	89688772	0	1	201	89688563	cluster_2	Distal Intergenic	3	89662518	89667582	5065	1	ENSMUST00000124584	26054	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89584560	89584761	region_115811	0	+	89584560	89584761	0	1	201	89584552	cluster_2	Intron (ENSMUST00000000811/ENSMUSG00000000794, intron 2 of 7)	3	89520164	89667761	147598	1	ENSMUST00000000811	64397	ENSMUSG00000000794	ENSMUSG00000000794
chr11	84966865	84967066	region_31411	0	+	84966865	84967066	0	1	201	84966857	cluster_2	Promoter (2-3kb)	11	84964347	84966044	1698	1	ENSMUST00000108076	2519	ENSMUSG00000000805	ENSMUSG00000000805
chr11	84947386	84947587	region_31407	0	+	84947386	84947587	0	1	201	84947378	cluster_2	Distal Intergenic	11	84957786	84962555	4770	1	ENSMUST00000139416	-10199	ENSMUSG00000000805	ENSMUSG00000000805
chr2	181496217	181496418	region_109688	0	+	181496217	181496418	0	1	201	181496216	cluster_2	Promoter (<=1kb)	2	181497142	181515115	17974	1	ENSMUST00000125529	-724	ENSMUSG00000000827	ENSMUSG00000000827
chr11	24144065	24144266	region_25754	0	+	24144065	24144266	0	1	201	24144063	cluster_2	Promoter (1-2kb)	11	24142379	24163291	20913	1	ENSMUST00000127494	1687	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24081035	24081236	region_25732	0	+	24081035	24081236	0	1	201	24081033	cluster_2	Promoter (<=1kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	366	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24085457	24085658	region_25738	0	+	24085457	24085658	0	1	201	24085455	cluster_2	Exon (ENSMUST00000000881/ENSMUSG00000000861, exon 2 of 5)	11	24080670	24173558	92889	1	ENSMUST00000118955	4788	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24086625	24086826	region_25739	0	+	24086625	24086826	0	1	201	24086623	cluster_2	Exon (ENSMUST00000124148/ENSMUSG00000000861, exon 2 of 2)	11	24080670	24173558	92889	1	ENSMUST00000118955	5956	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24082122	24082323	region_25734	0	+	24082122	24082323	0	1	201	24082120	cluster_2	Promoter (1-2kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	1453	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24094063	24094264	region_25743	0	+	24094063	24094264	0	1	201	24094061	cluster_2	Intron (ENSMUST00000000881/ENSMUSG00000000861, intron 2 of 4)	11	24080670	24173558	92889	1	ENSMUST00000118955	13394	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24097072	24097273	region_25746	0	+	24097072	24097273	0	1	201	24097070	cluster_2	Intron (ENSMUST00000000881/ENSMUSG00000000861, intron 2 of 4)	11	24080670	24173558	92889	1	ENSMUST00000118955	16403	ENSMUSG00000000861	ENSMUSG00000000861
