Chrom	Start	End	region_74811	X0.0	X.	X77852212.1	X77852413.1	X0	X1	X201	X77852205	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr13	45692633	45692834	region_46801	0	+	45692633	45692834	0	1	201	45692629	cluster_1	Intron (ENSMUST00000091628/ENSMUSG00000046876, intron 6 of 7)	13	45538809	45542550	3742	1	ENSMUST00000129176	153825	ENSMUSG00000000253	ENSMUSG00000000253
chr13	45539268	45539469	region_46773	0	+	45539268	45539469	0	1	201	45539264	cluster_1	Promoter (<=1kb)	13	45538809	45542550	3742	1	ENSMUST00000129176	460	ENSMUSG00000000253	ENSMUSG00000000253
chr11	89022611	89022812	region_31759	0	+	89022611	89022812	0	1	201	89022603	cluster_1	Distal Intergenic	11	88999376	89020293	20918	1	ENSMUST00000107896	23236	ENSMUSG00000000275	ENSMUSG00000000275
chr11	88997988	88998189	region_31757	0	+	88997988	88998189	0	1	201	88997980	cluster_1	Promoter (1-2kb)	11	88999376	89013702	14327	1	ENSMUST00000100627	-1187	ENSMUSG00000000275	ENSMUSG00000000275
chr11	89021792	89021993	region_31758	0	+	89021792	89021993	0	1	201	89021784	cluster_1	Distal Intergenic	11	88999376	89020293	20918	1	ENSMUST00000107896	22417	ENSMUSG00000000275	ENSMUSG00000000275
chr11	88955379	88955580	region_31753	0	+	88955379	88955580	0	1	201	88955371	cluster_1	Promoter (<=1kb)	11	88924020	88955465	31446	2	ENSMUST00000000287	0	ENSMUSG00000000278	ENSMUSG00000000278
chr11	74832000	74832201	region_30339	0	+	74832000	74832201	0	1	201	74831993	cluster_1	Promoter (1-2kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	1081	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74832927	74833128	region_30340	0	+	74832927	74833128	0	1	201	74832920	cluster_1	Promoter (2-3kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	2008	ENSMUSG00000000282	ENSMUSG00000000282
chr2	179733976	179734177	region_109495	0	+	179733976	179734177	0	1	201	179733975	cluster_1	Intron (ENSMUST00000000314/ENSMUSG00000000305, intron 2 of 15)	2	179777163	179797511	20349	1	ENSMUST00000136411	-42986	ENSMUSG00000000305	ENSMUSG00000000305
chr2	179443662	179443863	region_109476	0	+	179443662	179443863	0	1	201	179443661	cluster_1	Promoter (<=1kb)	2	179444233	179780319	336087	1	ENSMUST00000124708	-370	ENSMUSG00000000305	ENSMUSG00000000305
chr2	179520303	179520504	region_109480	0	+	179520303	179520504	0	1	201	179520302	cluster_1	Intron (ENSMUST00000000314/ENSMUSG00000000305, intron 2 of 15)	2	179444233	179780319	336087	1	ENSMUST00000124708	76071	ENSMUSG00000000305	ENSMUSG00000000305
chr2	179799986	179800187	region_109506	0	+	179799986	179800187	0	1	201	179799985	cluster_1	Intron (ENSMUST00000000314/ENSMUSG00000000305, intron 4 of 15)	2	179777163	179797511	20349	1	ENSMUST00000136411	22824	ENSMUSG00000000305	ENSMUSG00000000305
chr16	18426845	18427046	region_70318	0	+	18426845	18427046	0	1	201	18426844	cluster_1	Promoter (<=1kb)	16	18407346	18426852	19507	2	ENSMUST00000115609	0	ENSMUSG00000000326	ENSMUSG00000000326
chr3	116508491	116508692	region_117761	0	+	116508491	116508692	0	1	201	116508490	cluster_1	Promoter (<=1kb)	3	116488963	116508208	19246	2	ENSMUST00000000348	-284	ENSMUSG00000000339	ENSMUSG00000000339
chr15	100616367	100616568	region_68765	0	+	100616367	100616568	0	1	201	100616366	cluster_1	Promoter (<=1kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	740	ENSMUSG00000000346	ENSMUSG00000000346
chr15	100613666	100613867	region_68763	0	+	100613666	100613867	0	1	201	100613665	cluster_1	Promoter (1-2kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	-1761	ENSMUSG00000000346	ENSMUSG00000000346
chr10	78255742	78255943	region_20231	0	+	78255742	78255943	0	1	201	78255735	cluster_1	Distal Intergenic	10	78186725	78244642	57918	2	ENSMUST00000000384	-11101	ENSMUSG00000000374	ENSMUSG00000000374
chr10	78244909	78245110	region_20228	0	+	78244909	78245110	0	1	201	78244902	cluster_1	Promoter (<=1kb)	10	78186725	78244642	57918	2	ENSMUST00000000384	-268	ENSMUSG00000000374	ENSMUSG00000000374
chr16	97670639	97670840	region_76394	0	+	97670639	97670840	0	1	201	97670630	cluster_1	Distal Intergenic	16	97564684	97611195	46512	2	ENSMUST00000000395	-59445	ENSMUSG00000000385	ENSMUSG00000000385
chr16	97438251	97438452	region_76383	0	+	97438251	97438452	0	1	201	97438242	cluster_1	3' UTR	16	97448131	97457492	9362	2	ENSMUST00000170016	19040	ENSMUSG00000000386	ENSMUSG00000000386
chr2	62603565	62603766	region_100110	0	+	62603565	62603766	0	1	201	62603559	cluster_1	Exon (ENSMUST00000028259/ENSMUSG00000026896, exon 5 of 16)	2	62500943	62574075	73133	2	ENSMUST00000102732	-29491	ENSMUSG00000000392	ENSMUSG00000000392
chr6	126849056	126849257	region_152960	0	+	126849056	126849257	0	1	201	126849055	cluster_1	Promoter (<=1kb)	6	126821863	126849144	27282	2	ENSMUST00000088194	0	ENSMUSG00000000399	ENSMUSG00000000399
chr4	129556739	129556940	region_130132	0	+	129556739	129556940	0	1	201	129556738	cluster_1	Promoter (<=1kb)	4	129555476	129556459	984	2	ENSMUST00000123640	-281	ENSMUSG00000000409	ENSMUSG00000000409
chr6	18441044	18441245	region_144615	0	+	18441044	18441245	0	1	201	18441043	cluster_1	Intron (ENSMUST00000090601/ENSMUSG00000000416, intron 3 of 22)	6	18366565	18434451	67887	2	ENSMUST00000146775	-6594	ENSMUSG00000000416	ENSMUSG00000000416
chr18	24174156	24174357	region_84603	0	+	24174156	24174357	0	1	201	24174154	cluster_1	Distal Intergenic	18	24205344	24286818	81475	1	ENSMUST00000000430	-30987	ENSMUSG00000000420	ENSMUSG00000000420
chr18	24205304	24205505	region_84608	0	+	24205304	24205505	0	1	201	24205302	cluster_1	Promoter (<=1kb)	18	24205344	24286818	81475	1	ENSMUST00000000430	0	ENSMUSG00000000420	ENSMUSG00000000420
chr18	24354243	24354444	region_84617	0	+	24354243	24354444	0	1	201	24354241	cluster_1	Distal Intergenic	18	24280033	24283191	3159	1	ENSMUST00000170191	74211	ENSMUSG00000000420	ENSMUSG00000000420
chr6	115676513	115676714	region_152071	0	+	115676513	115676714	0	1	201	115676512	cluster_1	Promoter (<=1kb)	6	115618569	115676635	58067	2	ENSMUST00000000451	0	ENSMUSG00000000441	ENSMUSG00000000441
chr6	115674342	115674543	region_152069	0	+	115674342	115674543	0	1	201	115674341	cluster_1	Promoter (1-2kb)	6	115618569	115675964	57396	2	ENSMUST00000112949	1421	ENSMUSG00000000441	ENSMUSG00000000441
chr15	80015781	80015982	region_66762	0	+	80015781	80015982	0	1	201	80015773	cluster_1	Promoter (<=1kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	-974	ENSMUSG00000000489	ENSMUSG00000000489
chr15	80013342	80013543	region_66761	0	+	80013342	80013543	0	1	201	80013334	cluster_1	Promoter (1-2kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	1265	ENSMUSG00000000489	ENSMUSG00000000489
chr15	80011978	80012179	region_66759	0	+	80011978	80012179	0	1	201	80011970	cluster_1	Promoter (2-3kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	2629	ENSMUSG00000000489	ENSMUSG00000000489
chr15	101140588	101140789	region_68812	0	+	101140588	101140789	0	1	201	101140587	cluster_1	Promoter (2-3kb)	15	101137600	101142624	5025	1	ENSMUST00000128525	2989	ENSMUSG00000000530	ENSMUSG00000000530
chr15	101173453	101173654	region_68817	0	+	101173453	101173654	0	1	201	101173452	cluster_1	Promoter (<=1kb)	15	101174104	101213678	39575	1	ENSMUST00000000544	-450	ENSMUSG00000000532	ENSMUSG00000000532
chr1	166143555	166143756	region_12009	0	+	166143555	166143756	0	1	201	166143554	cluster_1	Intron (ENSMUST00000060833/ENSMUSG00000000544, intron 1 of 6)	1	166130467	166166509	36043	1	ENSMUST00000166860	13089	ENSMUSG00000000544	ENSMUSG00000000544
chr5	71250354	71250555	region_137157	0	+	71250354	71250555	0	1	201	71250347	cluster_1	Distal Intergenic	5	70961057	71095849	134793	2	ENSMUST00000000572	-154506	ENSMUSG00000000560	ENSMUSG00000000560
chr3	105865218	105865419	region_117070	0	+	105865218	105865419	0	1	201	105865217	cluster_1	Distal Intergenic	3	105870858	105908353	37496	1	ENSMUST00000164730	-5439	ENSMUSG00000000562	ENSMUSG00000000562
chr11	112782694	112782895	region_33958	0	+	112782694	112782895	0	1	201	112782693	cluster_1	Promoter (<=1kb)	11	112782224	112787760	5537	1	ENSMUST00000000579	471	ENSMUSG00000000567	ENSMUSG00000000567
chr11	112782115	112782316	region_33957	0	+	112782115	112782316	0	1	201	112782114	cluster_1	Promoter (<=1kb)	11	112782224	112787760	5537	1	ENSMUST00000000579	0	ENSMUSG00000000567	ENSMUSG00000000567
chr11	17257572	17257773	region_25223	0	+	17257572	17257773	0	1	201	17257571	cluster_1	Promoter (<=1kb)	11	17257579	17262910	5332	1	ENSMUST00000131227	0	ENSMUSG00000000581	ENSMUSG00000000581
chr5	3804032	3804233	region_132509	0	+	3804032	3804233	0	1	201	3804029	cluster_1	Promoter (<=1kb)	5	3803165	3844515	41351	1	ENSMUST00000171023	868	ENSMUSG00000000600	ENSMUSG00000000600
chr6	82854165	82854366	region_149196	0	+	82854165	82854366	0	1	201	82854157	cluster_1	Distal Intergenic	6	82914084	82917586	3503	2	ENSMUST00000125579	63220	ENSMUSG00000000627	ENSMUSG00000000627
chr6	82938876	82939077	region_149203	0	+	82938876	82939077	0	1	201	82938868	cluster_1	Promoter (<=1kb)	6	82911885	82939769	27885	2	ENSMUST00000000641	692	ENSMUSG00000000627	ENSMUSG00000000627
chr6	82774423	82774624	region_149193	0	+	82774423	82774624	0	1	201	82774415	cluster_1	Promoter (<=1kb)	6	82725025	82774454	49430	2	ENSMUST00000000642	0	ENSMUSG00000000628	ENSMUSG00000000628
chr6	82738053	82738254	region_149188	0	+	82738053	82738254	0	1	201	82738045	cluster_1	Intron (ENSMUST00000000642/ENSMUSG00000000628, intron 9 of 17)	6	82725062	82726309	1248	2	ENSMUST00000168725	-11745	ENSMUSG00000000628	ENSMUSG00000000628
chr11	77762970	77763171	region_30715	0	+	77762970	77763171	0	1	201	77762963	cluster_1	Promoter (<=1kb)	11	77763246	77865980	102735	1	ENSMUST00000108375	-75	ENSMUSG00000000631	ENSMUSG00000000631
chr11	77966712	77966913	region_30752	0	+	77966712	77966913	0	1	201	77966705	cluster_1	Promoter (2-3kb)	11	77969011	77974488	5478	1	ENSMUST00000140630	-2098	ENSMUSG00000000632	ENSMUSG00000000632
chr11	77960237	77960438	region_30749	0	+	77960237	77960438	0	1	201	77960230	cluster_1	Intron (ENSMUST00000093995/ENSMUSG00000000632, intron 3 of 16)	11	77953853	77979048	25196	1	ENSMUST00000151982	6385	ENSMUSG00000000632	ENSMUSG00000000632
chr17	53568097	53568298	region_80105	0	+	53568097	53568298	0	1	201	53568092	cluster_1	Promoter (1-2kb)	17	53566971	53672720	105750	1	ENSMUST00000000724	1127	ENSMUSG00000000708	ENSMUSG00000000708
chr10	128696389	128696590	region_24245	0	+	128696389	128696590	0	1	201	128696388	cluster_1	Promoter (<=1kb)	10	128677193	128696268	19076	2	ENSMUST00000000727	-122	ENSMUSG00000000711	ENSMUSG00000000711
chr10	78105726	78105927	region_20213	0	+	78105726	78105927	0	1	201	78105719	cluster_1	Distal Intergenic	10	78069360	78079525	10166	1	ENSMUST00000105393	36367	ENSMUSG00000000732	ENSMUSG00000000732
chr8	123102423	123102624	region_173833	0	+	123102423	123102624	0	1	201	123102422	cluster_1	Promoter (<=1kb)	8	123102651	123103641	991	1	ENSMUST00000152444	-27	ENSMUSG00000000740	ENSMUSG00000000740
chr11	75268031	75268232	region_30401	0	+	75268031	75268232	0	1	201	75268024	cluster_1	Distal Intergenic	11	75301305	75342188	40884	2	ENSMUST00000135770	73956	ENSMUSG00000000751	ENSMUSG00000000751
chr11	75300516	75300717	region_30411	0	+	75300516	75300717	0	1	201	75300509	cluster_1	Exon (ENSMUST00000092907/ENSMUSG00000000751, exon 1 of 17)	11	75301305	75342188	40884	2	ENSMUST00000135770	41471	ENSMUSG00000000751	ENSMUSG00000000751
chr11	75321921	75322122	region_30416	0	+	75321921	75322122	0	1	201	75321914	cluster_1	Intron (ENSMUST00000092907/ENSMUSG00000000751, intron 5 of 16)	11	75301305	75342188	40884	2	ENSMUST00000135770	20066	ENSMUSG00000000751	ENSMUSG00000000751
chr11	75342389	75342590	region_30420	0	+	75342389	75342590	0	1	201	75342382	cluster_1	Promoter (<=1kb)	11	75301305	75342188	40884	2	ENSMUST00000135770	-202	ENSMUSG00000000751	ENSMUSG00000000751
chr11	75290872	75291073	region_30407	0	+	75290872	75291073	0	1	201	75290865	cluster_1	Distal Intergenic	11	75301305	75342188	40884	2	ENSMUST00000135770	51115	ENSMUSG00000000751	ENSMUSG00000000751
chr11	75319294	75319495	region_30414	0	+	75319294	75319495	0	1	201	75319287	cluster_1	Intron (ENSMUST00000092907/ENSMUSG00000000751, intron 5 of 16)	11	75301305	75342188	40884	2	ENSMUST00000135770	22693	ENSMUSG00000000751	ENSMUSG00000000751
chr10	6433563	6433764	region_14788	0	+	6433563	6433764	0	1	201	6433557	cluster_1	Distal Intergenic	10	6758506	6979704	221199	1	ENSMUST00000147171	-324742	ENSMUSG00000000766	ENSMUSG00000000766
chrX	13281156	13281357	region_184778	0	+	13281156	13281357	0	1	201	13281155	cluster_1	Promoter (<=1kb)	20	13281032	13287872	6841	1	ENSMUST00000153611	125	ENSMUSG00000000787	ENSMUSG00000000787
chr8	70805097	70805298	region_169479	0	+	70805097	70805298	0	1	201	70805090	cluster_1	Distal Intergenic	8	70808449	70821424	12976	1	ENSMUST00000000808	-3151	ENSMUSG00000000791	ENSMUSG00000000791
chr8	70804753	70804954	region_169478	0	+	70804753	70804954	0	1	201	70804746	cluster_1	Distal Intergenic	8	70808449	70821424	12976	1	ENSMUST00000000808	-3495	ENSMUSG00000000791	ENSMUSG00000000791
chr3	89586778	89586979	region_115814	0	+	89586778	89586979	0	1	201	89586770	cluster_1	Intron (ENSMUST00000000811/ENSMUSG00000000794, intron 2 of 7)	3	89520164	89667761	147598	1	ENSMUST00000000811	66615	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89540123	89540324	region_115806	0	+	89540123	89540324	0	1	201	89540115	cluster_1	Intron (ENSMUST00000000811/ENSMUSG00000000794, intron 1 of 7)	3	89520164	89667761	147598	1	ENSMUST00000000811	19960	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89585171	89585372	region_115812	0	+	89585171	89585372	0	1	201	89585163	cluster_1	Intron (ENSMUST00000000811/ENSMUSG00000000794, intron 2 of 7)	3	89520164	89667761	147598	1	ENSMUST00000000811	65008	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89521974	89522175	region_115803	0	+	89521974	89522175	0	1	201	89521966	cluster_1	Promoter (1-2kb)	3	89520164	89667761	147598	1	ENSMUST00000000811	1811	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89660186	89660387	region_115824	0	+	89660186	89660387	0	1	201	89660178	cluster_1	Promoter (2-3kb)	3	89662518	89667582	5065	1	ENSMUST00000124584	-2131	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89508266	89508467	region_115798	0	+	89508266	89508467	0	1	201	89508258	cluster_1	Distal Intergenic	3	89520164	89667761	147598	1	ENSMUST00000000811	-11697	ENSMUSG00000000794	ENSMUSG00000000794
chr11	84943127	84943328	region_31406	0	+	84943127	84943328	0	1	201	84943119	cluster_1	Distal Intergenic	11	84957786	84962555	4770	1	ENSMUST00000139416	-14458	ENSMUSG00000000805	ENSMUSG00000000805
chr6	89645454	89645655	region_149884	0	+	89645454	89645655	0	1	201	89645446	cluster_1	Promoter (1-2kb)	6	89643988	89675529	31542	1	ENSMUST00000101171	1467	ENSMUSG00000000811	ENSMUSG00000000811
chr1	161785743	161785944	region_11590	0	+	161785743	161785944	0	1	201	161785742	cluster_1	Promoter (2-3kb)	1	161780691	161788495	7805	2	ENSMUST00000000834	2551	ENSMUSG00000000817	ENSMUSG00000000817
chr2	181497198	181497399	region_109689	0	+	181497198	181497399	0	1	201	181497197	cluster_1	Promoter (<=1kb)	2	181497199	181516256	19058	1	ENSMUST00000069712	0	ENSMUSG00000000827	ENSMUSG00000000827
chr11	24083218	24083419	region_25736	0	+	24083218	24083419	0	1	201	24083216	cluster_1	Promoter (2-3kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	2549	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24084619	24084820	region_25737	0	+	24084619	24084820	0	1	201	24084617	cluster_1	Intron (ENSMUST00000000881/ENSMUSG00000000861, intron 1 of 4)	11	24080670	24173558	92889	1	ENSMUST00000118955	3950	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24082789	24082990	region_25735	0	+	24082789	24082990	0	1	201	24082787	cluster_1	Promoter (2-3kb)	11	24080670	24173558	92889	1	ENSMUST00000118955	2120	ENSMUSG00000000861	ENSMUSG00000000861
chr11	24078947	24079148	region_25731	0	+	24078947	24079148	0	1	201	24078945	cluster_1	Promoter (<=1kb)	11	24078173	24168429	90257	1	ENSMUST00000109514	775	ENSMUSG00000000861	ENSMUSG00000000861
chr2	154603856	154604057	region_107566	0	+	154603856	154604057	0	1	201	154603855	cluster_1	Promoter (<=1kb)	2	154585758	154603708	17951	2	ENSMUST00000000896	-149	ENSMUSG00000000876	ENSMUSG00000000876
chrX	100768054	100768255	region_186532	0	+	100768054	100768255	0	1	201	100768053	cluster_1	Promoter (<=1kb)	20	100767995	100818410	50416	1	ENSMUST00000147863	60	ENSMUSG00000000881	ENSMUSG00000000881
chr16	18498544	18498745	region_70327	0	+	18498544	18498745	0	1	201	18498543	cluster_1	Promoter (<=1kb)	16	18498768	18566679	67912	1	ENSMUST00000167778	-23	ENSMUSG00000000884	ENSMUSG00000000884
chr2	27164806	27165007	region_97080	0	+	27164806	27165007	0	1	201	27164804	cluster_1	Promoter (<=1kb)	2	27165233	27183200	17968	1	ENSMUST00000000910	-226	ENSMUSG00000000889	ENSMUSG00000000889
chr10	75922161	75922362	region_20038	0	+	75922161	75922362	0	1	201	75922154	cluster_1	Promoter (<=1kb)	10	75896769	75921617	24849	2	ENSMUST00000000925	-545	ENSMUSG00000000902	ENSMUSG00000000902
chr10	75921670	75921871	region_20037	0	+	75921670	75921871	0	1	201	75921663	cluster_1	Promoter (<=1kb)	10	75896769	75921617	24849	2	ENSMUST00000000925	-54	ENSMUSG00000000902	ENSMUSG00000000902
chr5	123974983	123975184	region_141238	0	+	123974983	123975184	0	1	201	123974982	cluster_1	Promoter (1-2kb)	5	123973628	124003211	29584	1	ENSMUST00000000939	1356	ENSMUSG00000000915	ENSMUSG00000000915
chr5	123992827	123993028	region_141240	0	+	123992827	123993028	0	1	201	123992826	cluster_1	Promoter (1-2kb)	5	123994805	123997399	2595	1	ENSMUST00000166258	-1777	ENSMUSG00000000915	ENSMUSG00000000915
chr5	135369766	135369967	region_142358	0	+	135369766	135369967	0	1	201	135369765	cluster_1	Promoter (<=1kb)	5	135369953	135376798	6846	1	ENSMUST00000000940	0	ENSMUSG00000000916	ENSMUSG00000000916
chr15	75679300	75679501	region_66336	0	+	75679300	75679501	0	1	201	75679293	cluster_1	Promoter (<=1kb)	15	75657035	75678800	21766	2	ENSMUST00000000958	-501	ENSMUSG00000000934	ENSMUSG00000000934
chr7	60005243	60005444	region_157479	0	+	60005243	60005444	0	1	201	60005237	cluster_1	Promoter (<=1kb)	7	59982495	60005111	22617	2	ENSMUST00000059305	-133	ENSMUSG00000000948	ENSMUSG00000000948
chr3	90509445	90509646	region_115901	0	+	90509445	90509646	0	1	201	90509436	cluster_1	Promoter (<=1kb)	3	90498956	90509450	10495	2	ENSMUST00000107343	0	ENSMUSG00000001017	ENSMUSG00000001017
chr3	90490863	90491064	region_115900	0	+	90490863	90491064	0	1	201	90490854	cluster_1	Promoter (<=1kb)	3	90488370	90490993	2624	2	ENSMUST00000138496	0	ENSMUSG00000001018	ENSMUSG00000001018
chr3	90597973	90598174	region_115910	0	+	90597973	90598174	0	1	201	90597964	cluster_1	Promoter (2-3kb)	3	90600215	90602702	2488	1	ENSMUST00000001047	-2041	ENSMUSG00000001021	ENSMUSG00000001021
chr11	61578752	61578953	region_29076	0	+	61578752	61578953	0	1	201	61578746	cluster_1	Promoter (<=1kb)	11	61546506	61579658	33153	2	ENSMUST00000147501	705	ENSMUSG00000001036	ENSMUSG00000001036
chr3	130020690	130020891	region_118953	0	+	130020690	130020891	0	1	201	130020689	cluster_1	Intron (ENSMUST00000001079/ENSMUSG00000001052, intron 3 of 23)	3	130009785	130030867	21083	2	ENSMUST00000168908	9976	ENSMUSG00000001052	ENSMUSG00000001052
chr11	51619821	51620022	region_28052	0	+	51619821	51620022	0	1	201	51619816	cluster_1	Promoter (<=1kb)	11	51619771	51623429	3659	1	ENSMUST00000001083	51	ENSMUSG00000001056	ENSMUSG00000001056
chr8	123254879	123255080	region_173860	0	+	123254879	123255080	0	1	201	123254878	cluster_1	Promoter (<=1kb)	8	123254686	123265070	10385	1	ENSMUST00000154450	194	ENSMUSG00000001065	ENSMUSG00000001065
chr11	78512452	78512653	region_30810	0	+	78512452	78512653	0	1	201	78512445	cluster_1	Promoter (<=1kb)	11	78512416	78522171	9756	1	ENSMUST00000133601	37	ENSMUSG00000001100	ENSMUSG00000001100
chr10	76732976	76733177	region_20095	0	+	76732976	76733177	0	1	201	76732969	cluster_1	Distal Intergenic	10	76708792	76726168	17377	2	ENSMUST00000001147	-6809	ENSMUSG00000001119	ENSMUSG00000001119
chr10	76730694	76730895	region_20094	0	+	76730694	76730895	0	1	201	76730687	cluster_1	Distal Intergenic	10	76708792	76726168	17377	2	ENSMUST00000001147	-4527	ENSMUSG00000001119	ENSMUSG00000001119
