Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr9	50603802	50603994	Promoter (<=1kb)	9	50596338	50603849	7512	2	ENSMUST00000000175	0	ENSMUSG00000000171	ENSMUSG00000000171
chr6	127079807	127080135	Exon (ENSMUST00000000186/ENSMUSG00000000182, exon 3 of 3)	6	127072902	127081408	8507	1	ENSMUST00000000186	6906	ENSMUSG00000000182	ENSMUSG00000000182
chr6	127150992	127151137	Promoter (<=1kb)	6	127125779	127151048	25270	2	ENSMUST00000000188	0	ENSMUSG00000000184	ENSMUSG00000000184
chr14	123513448	123513665	Intron (ENSMUST00000000201/ENSMUSG00000000197, intron 9 of 43)	14	123276641	123627144	350504	2	ENSMUST00000000201	113479	ENSMUSG00000000197	ENSMUSG00000000197
chr7	142894792	142894926	Promoter (1-2kb)	7	142894404	142896609	2206	2	ENSMUST00000138482	1683	ENSMUSG00000000214	ENSMUSG00000000214
chr7	142919366	142919505	Intron (ENSMUST00000105929/ENSMUSG00000000214, intron 1 of 11)	7	142896598	142931120	34523	2	ENSMUST00000140344	11615	ENSMUSG00000000214	ENSMUSG00000000214
chr7	143013827	143014074	Intron (ENSMUST00000009396/ENSMUSG00000000244, intron 4 of 8)	7	143017409	143018903	1495	1	ENSMUST00000154264	-3335	ENSMUSG00000000244	ENSMUSG00000000244
chr2	38350901	38351220	Promoter (<=1kb)	2	38350759	38369733	18975	1	ENSMUST00000000253	143	ENSMUSG00000000247	ENSMUSG00000000247
chr13	45526325	45526556	Intron (ENSMUST00000000260/ENSMUSG00000000253, intron 4 of 8)	13	45538809	45542550	3742	1	ENSMUST00000129176	-12253	ENSMUSG00000000253	ENSMUSG00000000253
chr11	89060561	89060922	Promoter (<=1kb)	11	89037582	89060748	23167	2	ENSMUST00000000285	0	ENSMUSG00000000276	ENSMUSG00000000276
chr11	88955348	88955637	Promoter (<=1kb)	11	88924020	88955465	31446	2	ENSMUST00000000287	0	ENSMUSG00000000278	ENSMUSG00000000278
chr11	74830321	74830509	Promoter (<=1kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	-411	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74830772	74830944	Promoter (<=1kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	0	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74831835	74832475	Promoter (<=1kb)	11	74830920	74845725	14806	1	ENSMUST00000000291	916	ENSMUSG00000000282	ENSMUSG00000000282
chr11	74838446	74838716	Promoter (<=1kb)	11	74837468	74843775	6308	1	ENSMUST00000132150	979	ENSMUSG00000000282	ENSMUSG00000000282
chr10	31295794	31296031	Distal Intergenic	10	31313382	31328204	14823	1	ENSMUST00000000304	-17351	ENSMUSG00000000295	ENSMUSG00000000295
chr10	31313289	31313536	Promoter (<=1kb)	10	31313382	31328204	14823	1	ENSMUST00000000304	0	ENSMUSG00000000295	ENSMUSG00000000295
chr10	31445780	31446059	Promoter (<=1kb)	10	31332380	31445921	113542	2	ENSMUST00000000305	0	ENSMUSG00000000296	ENSMUSG00000000296
chr10	31504158	31504506	Intron (ENSMUST00000081989/ENSMUSG00000063760, intron 4 of 5)	10	31332380	31445921	113542	2	ENSMUST00000000305	-58238	ENSMUSG00000000296	ENSMUSG00000000296
chr11	60046169	60046326	Promoter (<=1kb)	11	59970614	60046477	75864	2	ENSMUST00000000310	151	ENSMUSG00000000301	ENSMUSG00000000301
chr2	179442277	179442547	Promoter (<=1kb)	2	179442431	179899373	456943	1	ENSMUST00000000314	0	ENSMUSG00000000305	ENSMUSG00000000305
chr2	179480844	179481067	Intron (ENSMUST00000000314/ENSMUSG00000000305, intron 2 of 15)	2	179444233	179780319	336087	1	ENSMUST00000124708	36612	ENSMUSG00000000305	ENSMUSG00000000305
chr16	18348062	18348245	Promoter (<=1kb)	16	18348182	18407076	58895	1	ENSMUST00000115614	0	ENSMUSG00000000325	ENSMUSG00000000325
chr16	18396305	18396546	Promoter (1-2kb)	16	18397724	18399004	1281	1	ENSMUST00000155548	-1178	ENSMUSG00000000325	ENSMUSG00000000325
chr16	18400880	18401106	Promoter (<=1kb)	16	18401132	18403431	2300	1	ENSMUST00000150484	-26	ENSMUSG00000000325	ENSMUSG00000000325
chr3	116508056	116508308	Promoter (<=1kb)	3	116488963	116508208	19246	2	ENSMUST00000000348	0	ENSMUSG00000000339	ENSMUSG00000000339
chr3	116512957	116513164	Promoter (<=1kb)	3	116513070	116549976	36907	1	ENSMUST00000000349	0	ENSMUSG00000000340	ENSMUSG00000000340
chr15	100615120	100615660	Promoter (<=1kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	0	ENSMUSG00000000346	ENSMUSG00000000346
chr15	100615951	100616100	Promoter (<=1kb)	15	100615628	100620731	5104	1	ENSMUST00000000356	324	ENSMUSG00000000346	ENSMUSG00000000346
chr10	78222983	78223234	Intron (ENSMUST00000000384/ENSMUSG00000000374, intron 3 of 22)	10	78186725	78244642	57918	2	ENSMUST00000000384	21408	ENSMUSG00000000374	ENSMUSG00000000374
chr10	78237028	78237232	Intron (ENSMUST00000000384/ENSMUSG00000000374, intron 1 of 22)	10	78186725	78244642	57918	2	ENSMUST00000000384	7410	ENSMUSG00000000374	ENSMUSG00000000374
chr10	78244561	78244788	Promoter (<=1kb)	10	78186725	78244642	57918	2	ENSMUST00000000384	0	ENSMUSG00000000374	ENSMUSG00000000374
chr11	6546748	6546934	Promoter (<=1kb)	11	6546887	6596744	49858	1	ENSMUST00000000388	0	ENSMUSG00000000378	ENSMUSG00000000378
chr18	24205697	24206180	Promoter (<=1kb)	18	24205767	24286810	81044	1	ENSMUST00000170243	0	ENSMUSG00000000420	ENSMUSG00000000420
chr6	115676507	115676830	Promoter (<=1kb)	6	115618569	115676635	58067	2	ENSMUST00000000451	0	ENSMUSG00000000441	ENSMUSG00000000441
chr15	101224115	101224260	Promoter (<=1kb)	15	101224207	101232755	8549	1	ENSMUST00000000543	0	ENSMUSG00000000531	ENSMUSG00000000531
chr15	101240808	101241048	Distal Intergenic	15	101224207	101232755	8549	1	ENSMUST00000000543	16602	ENSMUSG00000000531	ENSMUSG00000000531
chr15	101173809	101174173	Promoter (<=1kb)	15	101174104	101213678	39575	1	ENSMUST00000000544	0	ENSMUSG00000000532	ENSMUSG00000000532
chr15	101191608	101192162	Intron (ENSMUST00000000544/ENSMUSG00000000532, intron 1 of 8)	15	101174104	101213678	39575	1	ENSMUST00000000544	17505	ENSMUSG00000000532	ENSMUSG00000000532
chr11	60294301	60294522	Intron (ENSMUST00000095254/ENSMUSG00000000538, intron 1 of 13)	11	60229902	60245669	15768	2	ENSMUST00000143124	-48633	ENSMUSG00000000538	ENSMUSG00000000538
chr11	60352897	60353355	Promoter (<=1kb)	11	60226714	60352905	126192	2	ENSMUST00000095254	0	ENSMUSG00000000538	ENSMUSG00000000538
chr3	105959183	105959514	Promoter (<=1kb)	3	105959369	105969760	10392	1	ENSMUST00000010278	0	ENSMUSG00000000561	ENSMUSG00000000561
chr11	112781901	112782331	Promoter (<=1kb)	11	112782224	112787760	5537	1	ENSMUST00000000579	0	ENSMUSG00000000567	ENSMUSG00000000567
chr5	99978869	99979320	Promoter (<=1kb)	5	99958426	99978938	20513	2	ENSMUST00000172361	0	ENSMUSG00000000568	ENSMUSG00000000568
chr17	6601516	6601696	Promoter (<=1kb)	17	6601671	6609679	8009	1	ENSMUST00000092966	0	ENSMUSG00000000579	ENSMUSG00000000579
chr11	17257513	17257769	Promoter (<=1kb)	11	17257579	17262910	5332	1	ENSMUST00000131227	0	ENSMUSG00000000581	ENSMUSG00000000581
chr11	55097624	55098098	Promoter (<=1kb)	11	55098115	55113029	14915	1	ENSMUST00000000608	-17	ENSMUSG00000000594	ENSMUSG00000000594
chr7	7299501	7299656	Promoter (<=1kb)	7	7282316	7299511	17196	2	ENSMUST00000000619	0	ENSMUSG00000000605	ENSMUSG00000000605
chr6	82939676	82939840	Promoter (<=1kb)	6	82911885	82939769	27885	2	ENSMUST00000000641	0	ENSMUSG00000000627	ENSMUSG00000000627
chr6	82774369	82774815	Promoter (<=1kb)	6	82725025	82774454	49430	2	ENSMUST00000000642	0	ENSMUSG00000000628	ENSMUSG00000000628
chr11	77763150	77763310	Promoter (<=1kb)	11	77763246	77865980	102735	1	ENSMUST00000108375	0	ENSMUSG00000000631	ENSMUSG00000000631
chr11	77850336	77850643	Promoter (<=1kb)	11	77850656	77853325	2670	1	ENSMUST00000130956	-13	ENSMUSG00000000631	ENSMUSG00000000631
chr17	83861741	83862095	Distal Intergenic	17	83831356	83846790	15435	2	ENSMUST00000000687	-14952	ENSMUSG00000000673	ENSMUSG00000000673
chr11	77515012	77515197	Promoter (<=1kb)	11	77515121	77520045	4925	1	ENSMUST00000094004	0	ENSMUSG00000000686	ENSMUSG00000000686
chr13	23466997	23467140	Promoter (1-2kb)	13	23463748	23465901	2154	2	ENSMUST00000110434	-1097	ENSMUSG00000000706	ENSMUSG00000000706
chr17	53587161	53587312	Intron (ENSMUST00000163648/ENSMUSG00000000708, intron 1 of 2)	17	53584126	53638422	54297	1	ENSMUST00000164390	3036	ENSMUSG00000000708	ENSMUSG00000000708
chr10	128695903	128696695	Promoter (<=1kb)	10	128677193	128696268	19076	2	ENSMUST00000000727	0	ENSMUSG00000000711	ENSMUSG00000000711
chr8	123065295	123065563	Promoter (<=1kb)	8	123065476	123097753	32278	1	ENSMUST00000153285	0	ENSMUSG00000000738	ENSMUSG00000000738
chr8	123102245	123102420	Promoter (<=1kb)	8	123102350	123105244	2895	1	ENSMUST00000000756	0	ENSMUSG00000000740	ENSMUSG00000000740
chr8	123212703	123213059	Promoter (<=1kb)	8	123204264	123212760	8497	2	ENSMUST00000000759	0	ENSMUSG00000000743	ENSMUSG00000000743
chr11	75348286	75348660	Promoter (<=1kb)	11	75298166	75348324	50159	2	ENSMUST00000092907	0	ENSMUSG00000000751	ENSMUSG00000000751
chr8	12672066	12672368	Promoter (<=1kb)	8	12614277	12672099	57823	2	ENSMUST00000164774	0	ENSMUSG00000000759	ENSMUSG00000000759
chr11	52283287	52283470	Promoter (<=1kb)	11	52253236	52283014	29779	2	ENSMUST00000109071	-274	ENSMUSG00000000782	ENSMUSG00000000782
chr3	89520029	89520212	Promoter (<=1kb)	3	89520164	89667761	147598	1	ENSMUST00000000811	0	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89522818	89523037	Promoter (2-3kb)	3	89520164	89667761	147598	1	ENSMUST00000000811	2655	ENSMUSG00000000794	ENSMUSG00000000794
chr3	89613974	89614203	Intron (ENSMUST00000000811/ENSMUSG00000000794, intron 3 of 7)	3	89662518	89667582	5065	1	ENSMUST00000124584	-48315	ENSMUSG00000000794	ENSMUSG00000000794
chr11	85139874	85140347	Promoter (<=1kb)	11	84984442	85140038	155597	2	ENSMUST00000108075	0	ENSMUSG00000000804	ENSMUSG00000000804
chr6	89643853	89644073	Promoter (<=1kb)	6	89643988	89675529	31542	1	ENSMUST00000000828	0	ENSMUSG00000000811	ENSMUSG00000000811
chr2	181520268	181520574	Promoter (<=1kb)	2	181520485	181555133	34649	1	ENSMUST00000072334	0	ENSMUSG00000000826	ENSMUSG00000000826
chr2	181497009	181497222	Promoter (<=1kb)	2	181497142	181515115	17974	1	ENSMUST00000125529	0	ENSMUSG00000000827	ENSMUSG00000000827
chr2	154603609	154603988	Promoter (<=1kb)	2	154585758	154603708	17951	2	ENSMUST00000000896	0	ENSMUSG00000000876	ENSMUSG00000000876
chr16	18498655	18498882	Promoter (<=1kb)	16	18498768	18566679	67912	1	ENSMUST00000167778	0	ENSMUSG00000000884	ENSMUSG00000000884
chr10	75943999	75944286	Promoter (<=1kb)	10	75943057	75949637	6581	1	ENSMUST00000121151	943	ENSMUSG00000000903	ENSMUSG00000000903
chr15	75678529	75678865	Promoter (<=1kb)	15	75657035	75678800	21766	2	ENSMUST00000000958	0	ENSMUSG00000000934	ENSMUSG00000000934
chr3	90475881	90476235	Promoter (<=1kb)	3	90476201	90488379	12179	1	ENSMUST00000001042	0	ENSMUSG00000001016	ENSMUSG00000001016
chr3	90509479	90509661	Promoter (<=1kb)	3	90498965	90509498	10534	2	ENSMUST00000049937	0	ENSMUSG00000001017	ENSMUSG00000001017
chr3	90491009	90491202	Promoter (<=1kb)	3	90488034	90491033	3000	2	ENSMUST00000149884	0	ENSMUSG00000001018	ENSMUSG00000001018
chr3	90604543	90604759	Promoter (<=1kb)	3	90604911	90605833	923	1	ENSMUST00000142476	-152	ENSMUSG00000001020	ENSMUSG00000001020
chr11	61494152	61494609	Promoter (<=1kb)	11	61488812	61494266	5455	2	ENSMUST00000101085	0	ENSMUSG00000001034	ENSMUSG00000001034
chr11	61505031	61505207	Promoter (<=1kb)	11	61505144	61512931	7788	1	ENSMUST00000102657	0	ENSMUSG00000001039	ENSMUSG00000001039
chr3	130060787	130061024	Promoter (<=1kb)	3	129982759	130060907	78149	2	ENSMUST00000001079	0	ENSMUSG00000001052	ENSMUSG00000001052
chr11	51635733	51636046	Promoter (<=1kb)	11	51623673	51635896	12224	2	ENSMUST00000001081	0	ENSMUSG00000001054	ENSMUSG00000001054
chr11	51619527	51619847	Promoter (<=1kb)	11	51619735	51623714	3980	1	ENSMUST00000127405	0	ENSMUSG00000001056	ENSMUSG00000001056
chr5	114370266	114370722	Promoter (<=1kb)	5	114366903	114370207	3305	2	ENSMUST00000135170	-60	ENSMUSG00000001098	ENSMUSG00000001098
chr5	114380374	114380582	Promoter (<=1kb)	5	114363567	114380515	16949	2	ENSMUST00000102581	0	ENSMUSG00000001098	ENSMUSG00000001098
chr11	78512048	78512316	Promoter (<=1kb)	11	78512193	78522736	10544	1	ENSMUST00000001127	0	ENSMUSG00000001100	ENSMUSG00000001100
chr11	78536109	78536489	Promoter (<=1kb)	11	78536361	78541737	5377	1	ENSMUST00000128788	0	ENSMUSG00000001105	ENSMUSG00000001105
chr10	76931248	76931489	Intron (ENSMUST00000001148/ENSMUSG00000001120, intron 1 of 15)	10	76789803	76905862	116060	2	ENSMUST00000171437	-25387	ENSMUSG00000001120	ENSMUSG00000001120
chr10	76961817	76962294	Promoter (<=1kb)	10	76761860	76961887	200028	2	ENSMUST00000105411	0	ENSMUSG00000001120	ENSMUSG00000001120
chr1	36492444	36492676	Intron (ENSMUST00000153128/ENSMUSG00000037408, intron 1 of 6)	1	36511867	36528237	16371	1	ENSMUST00000001166	-19191	ENSMUSG00000001138	ENSMUSG00000001138
chr1	36511658	36511972	Promoter (<=1kb)	1	36511867	36528237	16371	1	ENSMUST00000001166	0	ENSMUSG00000001138	ENSMUSG00000001138
chr1	36445215	36445455	Promoter (<=1kb)	1	36422065	36445271	23207	2	ENSMUST00000125304	0	ENSMUSG00000001143	ENSMUSG00000001143
chr10	76468800	76469052	Promoter (<=1kb)	10	76468971	76515856	46886	1	ENSMUST00000170795	0	ENSMUSG00000001150	ENSMUSG00000001150
chr10	76442696	76443039	Promoter (<=1kb)	10	76351254	76442912	91659	2	ENSMUST00000001179	0	ENSMUSG00000001151	ENSMUSG00000001151
chr6	86669102	86669649	Promoter (<=1kb)	6	86647044	86669159	22116	2	ENSMUST00000001184	0	ENSMUSG00000001156	ENSMUSG00000001156
chr6	86733247	86733523	Promoter (<=1kb)	6	86691768	86733378	41611	2	ENSMUST00000001185	0	ENSMUSG00000001157	ENSMUSG00000001157
chr6	86684404	86684579	Promoter (<=1kb)	6	86675221	86684522	9302	2	ENSMUST00000001186	0	ENSMUSG00000001158	ENSMUSG00000001158
chr12	100199392	100199586	Promoter (<=1kb)	12	100199435	100209806	10372	1	ENSMUST00000110082	0	ENSMUSG00000001175	ENSMUSG00000001175
chr12	100201973	100202203	Promoter (1-2kb)	12	100200144	100209806	9663	1	ENSMUST00000001204	1830	ENSMUSG00000001175	ENSMUSG00000001175
chr12	100265986	100266185	Distal Intergenic	12	100205403	100206495	1093	1	ENSMUST00000127300	60584	ENSMUSG00000001175	ENSMUSG00000001175
chr12	100282362	100282649	Distal Intergenic	12	100205403	100206495	1093	1	ENSMUST00000127300	76960	ENSMUSG00000001175	ENSMUSG00000001175
chr12	100291424	100291701	Distal Intergenic	12	100205403	100206495	1093	1	ENSMUST00000127300	86022	ENSMUSG00000001175	ENSMUSG00000001175
chr10	78297937	78298147	Promoter (<=1kb)	10	78271563	78298198	26636	2	ENSMUST00000105389	51	ENSMUSG00000001211	ENSMUSG00000001211
chr17	56304084	56304269	Promoter (<=1kb)	17	56304313	56323486	19174	1	ENSMUST00000113035	-44	ENSMUSG00000001228	ENSMUSG00000001228
chr17	56218826	56219041	Promoter (<=1kb)	17	56186682	56218889	32208	2	ENSMUST00000038794	0	ENSMUSG00000001229	ENSMUSG00000001229
chr7	31150999	31151220	Promoter (<=1kb)	7	31130127	31151014	20888	2	ENSMUST00000085636	0	ENSMUSG00000001248	ENSMUSG00000001248
chr12	111672199	111672435	Promoter (<=1kb)	12	111669355	111672338	2984	2	ENSMUST00000001304	0	ENSMUSG00000001270	ENSMUSG00000001270
chr15	102405531	102406296	Promoter (<=1kb)	15	102406143	102408235	2093	1	ENSMUST00000170884	0	ENSMUSG00000001280	ENSMUSG00000001280
chr11	74925664	74926036	Promoter (<=1kb)	11	74906359	74925798	19440	2	ENSMUST00000065211	0	ENSMUSG00000001323	ENSMUSG00000001323
chr9	22137289	22137478	Promoter (1-2kb)	9	22126731	22135746	9016	2	ENSMUST00000165735	-1544	ENSMUSG00000001348	ENSMUSG00000001348
chr9	22096077	22096291	Promoter (2-3kb)	9	22099281	22109630	10350	1	ENSMUST00000001384	-2990	ENSMUSG00000001349	ENSMUSG00000001349
chr9	78109012	78109185	Promoter (<=1kb)	9	78081502	78109065	27564	2	ENSMUST00000001402	0	ENSMUSG00000001366	ENSMUSG00000001366
chr18	36679091	36679606	Promoter (<=1kb)	18	36671160	36679366	8207	2	ENSMUST00000001415	0	ENSMUSG00000001379	ENSMUSG00000001379
chr18	36783066	36783289	Promoter (<=1kb)	18	36766530	36783205	16676	2	ENSMUST00000001416	0	ENSMUSG00000001380	ENSMUSG00000001380
chr18	36793726	36793945	Promoter (<=1kb)	18	36793923	36799660	5738	1	ENSMUST00000001419	0	ENSMUSG00000001383	ENSMUSG00000001383
chr2	164769649	164769960	Promoter (<=1kb)	2	164769898	164772907	3010	1	ENSMUST00000088248	0	ENSMUSG00000001403	ENSMUSG00000001403
chr3	88336153	88336317	Promoter (<=1kb)	3	88336260	88362337	26078	1	ENSMUST00000001451	0	ENSMUSG00000001415	ENSMUSG00000001415
chr3	88296859	88297171	Promoter (<=1kb)	3	88297116	88321767	24652	1	ENSMUST00000001452	0	ENSMUSG00000001416	ENSMUSG00000001416
chr3	88138370	88138517	Distal Intergenic	3	88142372	88172086	29715	1	ENSMUST00000001455	-3855	ENSMUSG00000001419	ENSMUSG00000001419
chr3	88142158	88142410	Promoter (<=1kb)	3	88142372	88172086	29715	1	ENSMUST00000001455	0	ENSMUSG00000001419	ENSMUSG00000001419
chr3	88177627	88177853	Distal Intergenic	3	88168252	88168906	655	1	ENSMUST00000152861	9376	ENSMUSG00000001419	ENSMUSG00000001419
chr3	88177979	88178375	Distal Intergenic	3	88168252	88168906	655	1	ENSMUST00000152861	9728	ENSMUSG00000001419	ENSMUSG00000001419
chr6	28479857	28480453	Promoter (<=1kb)	6	28480348	28877723	397376	1	ENSMUST00000164915	0	ENSMUSG00000001424	ENSMUSG00000001424
chr6	28531356	28531557	3' UTR	6	28561817	28724971	163155	1	ENSMUST00000171532	-30260	ENSMUSG00000001424	ENSMUSG00000001424
chr6	28864731	28865193	Intron (ENSMUST00000164915/ENSMUSG00000001424, intron 15 of 16)	6	28880043	28886527	6485	1	ENSMUST00000165151	-14850	ENSMUSG00000001424	ENSMUSG00000001424
chr10	77130592	77130848	Intron (ENSMUST00000081654/ENSMUSG00000001435, intron 2 of 41)	10	77096309	77113946	17638	2	ENSMUST00000149744	-16647	ENSMUSG00000001435	ENSMUSG00000001435
chr10	77206677	77206923	Distal Intergenic	10	77052178	77166548	114371	2	ENSMUST00000081654	-40130	ENSMUSG00000001435	ENSMUSG00000001435
chr11	97187900	97188548	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	-20	ENSMUSG00000001440	ENSMUSG00000001440
chr11	97041435	97041649	Promoter (<=1kb)	11	97041560	97049213	7654	1	ENSMUST00000001485	0	ENSMUSG00000001445	ENSMUSG00000001445
chr5	4104349	4104910	Promoter (<=1kb)	5	4081145	4104746	23602	2	ENSMUST00000001507	0	ENSMUSG00000001467	ENSMUSG00000001467
chr8	123373551	123373857	Promoter (<=1kb)	8	123373824	123401892	28069	1	ENSMUST00000057934	0	ENSMUSG00000001472	ENSMUSG00000001472
chr18	67369753	67369945	Distal Intergenic	18	67390717	67402748	12032	1	ENSMUST00000001513	-20772	ENSMUSG00000001473	ENSMUSG00000001473
chr11	94979021	94979198	Promoter (2-3kb)	11	94963208	94976327	13120	2	ENSMUST00000166320	-2695	ENSMUSG00000001508	ENSMUSG00000001508
chr6	128362575	128362987	Promoter (<=1kb)	6	128362967	128368962	5996	1	ENSMUST00000123988	0	ENSMUSG00000001517	ENSMUSG00000001517
chr6	128424554	128424818	Promoter (<=1kb)	6	128409533	128424918	15386	2	ENSMUST00000142615	100	ENSMUSG00000001518	ENSMUSG00000001518
chr6	128349806	128350033	Intron (ENSMUST00000001562/ENSMUSG00000001521, intron 1 of 10)	6	128334477	128355815	21339	2	ENSMUST00000133134	5782	ENSMUSG00000001521	ENSMUSG00000001521
chr6	128355829	128356056	Promoter (<=1kb)	6	128321140	128355851	34712	2	ENSMUST00000001562	0	ENSMUSG00000001521	ENSMUSG00000001521
chr17	35673711	35673928	Promoter (<=1kb)	17	35667730	35673739	6010	2	ENSMUST00000001565	0	ENSMUSG00000001524	ENSMUSG00000001524
chr17	35838235	35838444	Promoter (<=1kb)	17	35833926	35838306	4381	2	ENSMUST00000001566	0	ENSMUSG00000001525	ENSMUSG00000001525
chr13	75707271	75707571	Promoter (<=1kb)	13	75707484	75772356	64873	1	ENSMUST00000001583	0	ENSMUSG00000001542	ENSMUSG00000001542
chr11	100397734	100398076	Promoter (<=1kb)	11	100370619	100397749	27131	2	ENSMUST00000001592	0	ENSMUSG00000001552	ENSMUSG00000001552
chr17	26561258	26561557	Promoter (<=1kb)	17	26561489	26656931	95443	1	ENSMUST00000167662	0	ENSMUSG00000001576	ENSMUSG00000001576
chr17	26640377	26640682	Promoter (1-2kb)	17	26638747	26655352	16606	1	ENSMUST00000167070	1631	ENSMUSG00000001576	ENSMUSG00000001576
chr17	26611365	26611526	Promoter (2-3kb)	17	26614397	26634439	20043	1	ENSMUST00000170640	-2871	ENSMUSG00000001576	ENSMUSG00000001576
chr17	26621158	26621389	Promoter (<=1kb)	17	26621449	26655174	33726	1	ENSMUST00000163213	-60	ENSMUSG00000001576	ENSMUSG00000001576
chr12	40222979	40223608	Promoter (<=1kb)	12	40201567	40223189	21623	2	ENSMUST00000001672	0	ENSMUSG00000001627	ENSMUSG00000001627
chr6	146724810	146725102	Promoter (<=1kb)	6	146724995	146778812	53818	1	ENSMUST00000001675	0	ENSMUSG00000001630	ENSMUSG00000001630
chr6	113306343	113306911	Promoter (<=1kb)	6	113307181	113324857	17677	1	ENSMUST00000113122	-270	ENSMUSG00000001632	ENSMUSG00000001632
chr6	34317417	34317663	Promoter (<=1kb)	6	34303934	34317497	13564	2	ENSMUST00000102980	0	ENSMUSG00000001642	ENSMUSG00000001642
chr15	102987540	102987669	Promoter (2-3kb)	15	102990622	102994267	3646	1	ENSMUST00000001703	-2953	ENSMUSG00000001657	ENSMUSG00000001657
chr1	121567893	121568117	Promoter (<=1kb)	1	121553835	121567989	14155	2	ENSMUST00000001724	0	ENSMUSG00000001674	ENSMUSG00000001674
chr5	148552349	148552903	Promoter (<=1kb)	5	148504631	148552788	48158	2	ENSMUST00000079324	0	ENSMUSG00000001687	ENSMUSG00000001687
chr18	56431909	56432266	Promoter (<=1kb)	18	56432132	56503792	71661	1	ENSMUST00000070166	0	ENSMUSG00000001700	ENSMUSG00000001700
chr13	38659015	38659210	Promoter (<=1kb)	13	38645698	38659028	13331	2	ENSMUST00000001757	0	ENSMUSG00000001707	ENSMUSG00000001707
chr11	101069918	101070172	Promoter (<=1kb)	11	101070012	101077672	7661	1	ENSMUST00000001802	0	ENSMUSG00000001751	ENSMUSG00000001751
chr11	101082376	101082676	Promoter (<=1kb)	11	101082565	101086619	4055	1	ENSMUST00000001806	0	ENSMUSG00000001755	ENSMUSG00000001755
chr6	29694054	29694307	Promoter (<=1kb)	6	29694222	29718559	24338	1	ENSMUST00000046750	0	ENSMUSG00000001763	ENSMUSG00000001763
