	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000042363	2544.499479	-1.091455733	0.137727382	1.64773E-16	1.9267E-14	Lgalsl
ENSMUSG00000027221	3433.032696	-1.061824953	0.133834283	1.97417E-16	2.28601E-14	Chst1
ENSMUSG00000029767	15484.62088	-0.981212957	0.123784224	1.98891E-16	2.28601E-14	Calu
ENSMUSG00000031137	14920.36311	-1.322305969	0.167315975	1.98044E-16	2.28601E-14	Fgf13
ENSMUSG00000062257	9837.886424	-1.399150547	0.177094582	2.06767E-16	2.3631E-14	Opcml
ENSMUSG00000074776	67.57181262	-3.823630479	0.488757367	2.96636E-16	3.37116E-14	RP23-346B18.2
ENSMUSG00000041236	5415.758497	-0.540184688	0.067503243	3.04586E-16	3.44216E-14	Vps41
ENSMUSG00000036800	1476.325591	-1.811010226	0.232277457	3.24649E-16	3.64851E-14	Fam135b
ENSMUSG00000023861	3097.763816	-0.699533339	0.087316618	3.67911E-16	4.11187E-14	Mpc1
ENSMUSG00000034591	2156.738286	-0.742792275	0.093951388	4.26678E-16	4.74245E-14	Slc41a2
ENSMUSG00000033316	2263.345067	-1.426740264	0.18302012	4.53928E-16	5.01776E-14	Galnt9
ENSMUSG00000018076	2276.600028	-0.852508969	0.108621976	5.17504E-16	5.68944E-14	Med13l
ENSMUSG00000007655	4927.360639	-0.796090335	0.100884614	5.44768E-16	5.95682E-14	Cav1
ENSMUSG00000035045	458.7934662	-0.920023219	0.117748594	6.31593E-16	6.86908E-14	Zc3h12b
ENSMUSG00000000560	3555.654311	-1.569597858	0.203543809	6.50578E-16	7.03773E-14	Gabra2
ENSMUSG00000030513	2609.548152	-0.998098666	0.128009478	6.63317E-16	7.13736E-14	Pcsk6
ENSMUSG00000025899	1334.93196	-0.762953887	0.097285026	6.74487E-16	7.21915E-14	Alkbh8
ENSMUSG00000022519	1411.641844	-0.990979513	0.127130086	6.85716E-16	7.30071E-14	Srl
ENSMUSG00000047507	190.4404975	1.922521166	0.252091633	9.17718E-16	9.71964E-14	Baiap3
ENSMUSG00000031618	1839.457447	-1.327326873	0.172258132	9.35672E-16	9.85818E-14	Nr3c2
ENSMUSG00000101445	79.52540259	-3.197080402	0.424746054	9.72353E-16	1.01916E-13	RP23-30A18.5
ENSMUSG00000042772	3280.519273	-0.590912026	0.075198439	9.97935E-16	1.04058E-13	Smg7
ENSMUSG00000024423	3692.540402	-0.739560209	0.094833628	1.01997E-15	1.0581E-13	Impact
ENSMUSG00000026065	33.22366886	-4.963047709	0.629876646	1.15092E-15	1.18786E-13	Slc9a4
ENSMUSG00000028426	11231.26999	-0.428747804	0.055599577	1.28383E-15	1.3183E-13	Rad23b
ENSMUSG00000075478	1717.87068	-1.871807734	0.248615426	1.39335E-15	1.42354E-13	Slitrk1
ENSMUSG00000029560	2511.0068	1.856889975	0.248168612	1.55714E-15	1.58288E-13	Snx8
ENSMUSG00000022516	2130.738446	1.111730141	0.147109321	1.71278E-15	1.72377E-13	Nudt16l1
ENSMUSG00000035954	3629.072281	-1.384186244	0.181644228	1.71064E-15	1.72377E-13	Dock4
ENSMUSG00000070287	230.5106915	1.11980312	0.146031847	1.72973E-15	1.73221E-13	Slc35g2
ENSMUSG00000040021	1928.945894	-0.586856642	0.075476792	1.80675E-15	1.80043E-13	Lats1
ENSMUSG00000021589	1818.430855	-0.569095431	0.073938524	1.97184E-15	1.95531E-13	Rhobtb3
ENSMUSG00000078789	494.9313154	-1.052950366	0.137684098	2.07496E-15	2.04753E-13	Dph1
ENSMUSG00000017776	6009.368355	-0.719335764	0.093446806	2.26531E-15	2.22452E-13	Crk
ENSMUSG00000035722	1084.423777	-1.604319048	0.212933886	2.29785E-15	2.24557E-13	Abca7
ENSMUSG00000022754	835.1189454	-2.886605797	0.405390086	2.3306E-15	2.26662E-13	Tmem45a
ENSMUSG00000018451	2539.739222	0.99949121	0.131012678	2.53402E-15	2.45267E-13	RP23-83I13.10
ENSMUSG00000036295	4637.723222	-0.858747167	0.112265203	2.64192E-15	2.53286E-13	Lrrn3
ENSMUSG00000079317	1152.202297	1.168052757	0.154349578	2.63099E-15	2.53286E-13	Trappc2
ENSMUSG00000025020	5372.271186	-2.061295873	0.275492769	2.6606E-15	2.53874E-13	Slit1
ENSMUSG00000040717	774.938311	-1.23333048	0.162542733	2.93582E-15	2.7882E-13	Il17rd
ENSMUSG00000026014	4060.02665	-1.54692124	0.205568317	3.58451E-15	3.38837E-13	Raph1
ENSMUSG00000052707	5039.574196	-0.867807148	0.11446102	4.32149E-15	4.06602E-13	Tnrc6a
ENSMUSG00000053024	3423.920207	-1.530269497	0.204416164	4.41629E-15	4.13598E-13	Cntn2
ENSMUSG00000028394	1378.650172	1.234708157	0.164544545	4.59349E-15	4.28211E-13	Pole3
ENSMUSG00000035725	931.6192184	-0.804392457	0.106049057	4.75857E-15	4.41565E-13	Prkx
ENSMUSG00000078816	3579.368012	-1.800738846	0.242651084	4.80604E-15	4.43933E-13	Prkcg
ENSMUSG00000063171	1064.177333	-0.991351395	0.132030025	4.91852E-15	4.52258E-13	Rps4l
ENSMUSG00000034098	1677.758408	-1.748103271	0.233681065	5.16137E-15	4.7244E-13	Fstl5
ENSMUSG00000027199	668.2353763	-2.234731065	0.309731922	5.52488E-15	5.03436E-13	Gatm
ENSMUSG00000036111	1433.937347	-1.341702184	0.179588293	5.64446E-15	5.12026E-13	Lmo1
ENSMUSG00000068663	2226.105859	-0.856433324	0.113617751	5.7451E-15	5.18786E-13	Clec16a
ENSMUSG00000111080	1357.8963	0.725000101	0.095771341	5.77027E-15	5.18786E-13	RP23-128C4.4
ENSMUSG00000005667	1910.214012	1.974322195	0.272872897	7.22213E-15	6.46445E-13	Mthfd2
ENSMUSG00000055540	541.8395582	-2.217005801	0.299588983	7.56368E-15	6.74034E-13	Epha6
ENSMUSG00000044667	10254.33161	-1.159435239	0.155636995	7.63334E-15	6.77258E-13	Plppr4
ENSMUSG00000032449	3048.208738	-0.830227486	0.110820729	8.74953E-15	7.72901E-13	Slc25a36
ENSMUSG00000050192	1140.299032	-2.191366607	0.310454165	1.08058E-14	9.50398E-13	Eif5a2
ENSMUSG00000029669	995.9419441	-1.187062627	0.162142418	1.17869E-14	1.02774E-12	Tspan12
ENSMUSG00000070427	359.014382	-1.220912625	0.165405117	1.17573E-14	1.02774E-12	Il18bp
ENSMUSG00000026836	2032.949275	-0.705434698	0.094471985	1.36325E-14	1.18357E-12	Acvr1
ENSMUSG00000051483	2194.907562	0.650392594	0.086703808	1.46312E-14	1.26485E-12	Cbr1
ENSMUSG00000019966	2180.694534	-1.2253183	0.167183953	1.48274E-14	1.27636E-12	Kitl
ENSMUSG00000047261	25056.41294	-0.983492706	0.132959787	1.49579E-14	1.28214E-12	Gap43
ENSMUSG00000025889	22635.69894	-1.196149525	0.162660559	1.5942E-14	1.36072E-12	Snca
ENSMUSG00000053477	23286.54938	-0.733301513	0.098511193	1.62855E-14	1.3842E-12	Tcf4
ENSMUSG00000042473	312.577467	-1.406666289	0.191990303	1.76445E-14	1.49343E-12	Tbc1d8b
ENSMUSG00000056665	666.352148	-1.440571162	0.197406073	1.81025E-14	1.52581E-12	Them6
ENSMUSG00000054409	726.2762446	-1.903892227	0.264257207	1.84028E-14	1.54469E-12	Tmem74
ENSMUSG00000092060	693.4936862	1.22662631	0.167719587	1.90727E-14	1.5943E-12	Bend4
ENSMUSG00000023068	4479.605795	-0.784042029	0.106102808	2.08469E-14	1.73544E-12	Nus1
ENSMUSG00000005936	4035.445618	-0.839758235	0.1140449	2.30698E-14	1.91262E-12	Kctd20
ENSMUSG00000032387	229.9430572	1.477323999	0.202438057	2.31967E-14	1.91529E-12	Rbpms2
ENSMUSG00000025790	2916.583279	-0.922945105	0.125793607	2.34307E-14	1.92674E-12	Slco3a1
ENSMUSG00000037996	2383.855864	-2.006064779	0.277168301	2.41428E-14	1.97726E-12	Slc24a2
ENSMUSG00000014496	3338.943018	-0.619172925	0.082992441	2.49768E-14	2.03732E-12	Ankrd28
ENSMUSG00000020300	3209.992391	-0.983477128	0.134297496	2.59581E-14	2.10886E-12	Cpeb4
ENSMUSG00000024924	3294.486202	-1.122624113	0.154566185	2.61442E-14	2.11548E-12	Vldlr
ENSMUSG00000027599	2594.250198	-1.145253682	0.157977426	2.66329E-14	2.14644E-12	Armc1
ENSMUSG00000028341	5283.199506	-1.51234137	0.208499485	3.03709E-14	2.43799E-12	Nr4a3
ENSMUSG00000026640	10911.7985	-1.565997696	0.216845468	3.14245E-14	2.5126E-12	Plxna2
ENSMUSG00000025969	20153.44137	-1.34990234	0.187696826	3.16598E-14	2.52144E-12	Nrp2
ENSMUSG00000030888	751.3782243	-0.832127175	0.11378142	3.42127E-14	2.71407E-12	Rrp8
ENSMUSG00000035203	6430.785229	-1.546668764	0.217805771	3.50971E-14	2.77335E-12	Epn1
ENSMUSG00000001467	8305.176399	-0.950004715	0.130176571	3.62355E-14	2.85217E-12	Cyp51
ENSMUSG00000038259	115.2346965	1.479492119	0.204822182	3.80404E-14	2.98263E-12	Gdf5
ENSMUSG00000050505	1488.372759	-1.789368062	0.250722597	4.07184E-14	3.18028E-12	Pcdh20
ENSMUSG00000064080	5587.741524	-1.33600659	0.18663164	4.11282E-14	3.19993E-12	Fbln2
ENSMUSG00000016382	7147.012438	-0.623907596	0.084367949	4.26694E-14	3.30712E-12	Pls3
ENSMUSG00000040536	771.3985037	1.162197612	0.161188502	4.89787E-14	3.78164E-12	Necab1
ENSMUSG00000053025	5389.70896	-1.767723078	0.247489708	5.04097E-14	3.87733E-12	Sv2b
