Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr10	77530347	77565674	cluster_5	Promoter (<=1kb)	10	77530370	77548672	18303	1	ENSMUST00000130059	0	ENSMUSG00000000290	ENSMUSG00000000290
chr10	31413725	31414435	cluster_5	Intron (ENSMUST00000000305/ENSMUSG00000000296, intron 1 of 6)	10	31332380	31445921	113542	2	ENSMUST00000000305	31486	ENSMUSG00000000296	ENSMUSG00000000296
chr8	106587142	106594820	cluster_5	Distal Intergenic	8	106603351	106670246	66896	1	ENSMUST00000000312	-8531	ENSMUSG00000000303	ENSMUSG00000000303
chr8	106603349	106670247	cluster_5	Promoter (<=1kb)	8	106603351	106670246	66896	1	ENSMUST00000000312	0	ENSMUSG00000000303	ENSMUSG00000000303
chr11	70166622	70170836	cluster_5	Promoter (<=1kb)	11	70166623	70170834	4212	1	ENSMUST00000102571	0	ENSMUSG00000000318	ENSMUSG00000000318
chr11	70241454	70255341	cluster_5	Promoter (<=1kb)	11	70248963	70255341	6379	2	ENSMUST00000108574	0	ENSMUSG00000000320	ENSMUSG00000000320
chr2	152627007	152635191	cluster_5	Promoter (<=1kb)	2	152632967	152635198	2232	1	ENSMUST00000139370	0	ENSMUSG00000000359	ENSMUSG00000000359
chr14	56402696	56525031	cluster_5	Promoter (<=1kb)	14	56402697	56525032	122336	1	ENSMUST00000095793	0	ENSMUSG00000000365	ENSMUSG00000000365
chr11	6635482	6638649	cluster_5	Promoter (<=1kb)	11	6635482	6637466	1985	2	ENSMUST00000141868	0	ENSMUSG00000000381	ENSMUSG00000000381
chr11	6620318	6620419	cluster_5	Promoter (<=1kb)	11	6619586	6620445	860	2	ENSMUST00000132446	26	ENSMUSG00000000384	ENSMUSG00000000384
chr16	97564681	97611195	cluster_5	Promoter (<=1kb)	16	97564684	97611195	46512	2	ENSMUST00000000395	0	ENSMUSG00000000385	ENSMUSG00000000385
chr16	97447034	97462906	cluster_5	Promoter (<=1kb)	16	97447037	97462905	15869	2	ENSMUST00000155233	0	ENSMUSG00000000386	ENSMUSG00000000386
chr2	62500935	62574021	cluster_5	Promoter (<=1kb)	2	62501113	62573980	72868	2	ENSMUST00000152085	0	ENSMUSG00000000392	ENSMUSG00000000392
chr2	62474529	62483653	cluster_5	Promoter (<=1kb)	2	62474530	62483650	9121	2	ENSMUST00000102733	0	ENSMUSG00000000394	ENSMUSG00000000394
chr4	129557682	129557811	cluster_5	Promoter (<=1kb)	4	129556863	129558087	1225	2	ENSMUST00000139957	276	ENSMUSG00000000409	ENSMUSG00000000409
chr4	129548343	129558372	cluster_5	Promoter (<=1kb)	4	129548344	129558372	10029	2	ENSMUST00000167288	0	ENSMUSG00000000409	ENSMUSG00000000409
chr4	129489007	129490770	cluster_5	Promoter (<=1kb)	4	129489014	129491022	2009	2	ENSMUST00000000421	252	ENSMUSG00000000411	ENSMUSG00000000411
chr6	115601937	115618670	cluster_5	Promoter (<=1kb)	6	115601938	115618670	16733	1	ENSMUST00000000449	0	ENSMUSG00000000439	ENSMUSG00000000439
chr7	127214441	127218445	cluster_5	Promoter (<=1kb)	7	127214447	127215125	679	2	ENSMUST00000131208	0	ENSMUSG00000000486	ENSMUSG00000000486
chr15	79998969	79999026	cluster_5	Intron (ENSMUST00000000500/ENSMUSG00000000489, intron 5 of 6)	15	79995900	80014808	18909	2	ENSMUST00000000500	15782	ENSMUSG00000000489	ENSMUSG00000000489
chr15	101128521	101145336	cluster_5	Promoter (<=1kb)	15	101128522	101145336	16815	1	ENSMUST00000000542	0	ENSMUSG00000000530	ENSMUSG00000000530
chr15	101193868	101193931	cluster_5	Intron (ENSMUST00000000544/ENSMUSG00000000532, intron 1 of 8)	15	101174104	101213678	39575	1	ENSMUST00000000544	19765	ENSMUSG00000000532	ENSMUSG00000000532
chr1	166130459	166166510	cluster_5	Promoter (<=1kb)	1	166130467	166166509	36043	1	ENSMUST00000166860	0	ENSMUSG00000000544	ENSMUSG00000000544
chr15	103350454	103350525	cluster_5	Intron (ENSMUST00000023128/ENSMUSG00000000555, intron 22 of 29)	15	103313895	103340086	26192	2	ENSMUST00000168828	-10369	ENSMUSG00000000552	ENSMUSG00000000552
chr15	103344285	103366791	cluster_5	Promoter (<=1kb)	15	103344289	103366763	22475	2	ENSMUST00000023128	0	ENSMUSG00000000555	ENSMUSG00000000555
chr3	105904420	105908928	cluster_5	Promoter (<=1kb)	3	105904423	105908928	4506	1	ENSMUST00000000574	0	ENSMUSG00000000562	ENSMUSG00000000562
chr14	51411000	51418882	cluster_5	Promoter (<=1kb)	14	51411001	51418882	7882	1	ENSMUST00000022438	0	ENSMUSG00000000606	ENSMUSG00000000606
chr11	50850684	50866208	cluster_5	Promoter (<=1kb)	11	50850685	50852438	1754	1	ENSMUST00000156890	0	ENSMUSG00000000617	ENSMUSG00000000617
chr6	82877865	82881853	cluster_5	Distal Intergenic	6	82914084	82917586	3503	2	ENSMUST00000125579	35733	ENSMUSG00000000627	ENSMUSG00000000627
chr11	77777234	77865988	cluster_5	Promoter (<=1kb)	11	77777265	77865980	88716	1	ENSMUST00000000645	0	ENSMUSG00000000631	ENSMUSG00000000631
chr17	83831353	83846790	cluster_5	Promoter (<=1kb)	17	83831356	83846790	15435	2	ENSMUST00000000687	0	ENSMUSG00000000673	ENSMUSG00000000673
chr4	134093537	134095073	cluster_5	Promoter (<=1kb)	4	134082448	134095041	12594	2	ENSMUST00000145122	0	ENSMUSG00000000682	ENSMUSG00000000682
chr11	96291036	96306910	cluster_5	Promoter (<=1kb)	11	96292476	96301567	9092	1	ENSMUST00000173432	0	ENSMUSG00000000690	ENSMUSG00000000690
chr6	83034223	83052564	cluster_5	Promoter (<=1kb)	6	83049868	83050667	800	1	ENSMUST00000155502	0	ENSMUSG00000000693	ENSMUSG00000000693
chr6	83049710	83049773	cluster_5	Promoter (<=1kb)	6	83049868	83050667	800	1	ENSMUST00000155502	-95	ENSMUSG00000000693	ENSMUSG00000000693
chr12	105176357	105181145	cluster_5	Promoter (<=1kb)	12	105176358	105181143	4786	1	ENSMUST00000000717	0	ENSMUSG00000000701	ENSMUSG00000000701
chr10	78030021	78043610	cluster_5	Promoter (<=1kb)	10	78041947	78045903	3957	1	ENSMUST00000135316	0	ENSMUSG00000000730	ENSMUSG00000000730
chr10	78042286	78063622	cluster_5	Promoter (<=1kb)	10	78042287	78063622	21336	1	ENSMUST00000138785	0	ENSMUSG00000000730	ENSMUSG00000000730
chr10	78069367	78079525	cluster_5	Promoter (<=1kb)	10	78069360	78079525	10166	1	ENSMUST00000105393	8	ENSMUSG00000000732	ENSMUSG00000000732
chr8	123142846	123158280	cluster_5	Promoter (<=1kb)	8	123142847	123158270	15424	2	ENSMUST00000000755	0	ENSMUSG00000000739	ENSMUSG00000000739
chr10	6758592	6850572	cluster_5	Promoter (<=1kb)	10	6758593	6828964	70372	1	ENSMUST00000143875	0	ENSMUSG00000000766	ENSMUSG00000000766
chr11	52252282	52283014	cluster_5	Promoter (<=1kb)	11	52252371	52282571	30201	2	ENSMUST00000086844	0	ENSMUSG00000000782	ENSMUSG00000000782
chr8	70808448	70821423	cluster_5	Promoter (<=1kb)	8	70808449	70821424	12976	1	ENSMUST00000000808	0	ENSMUSG00000000791	ENSMUSG00000000791
chr8	70882888	70892757	cluster_5	Promoter (<=1kb)	8	70882889	70892757	9869	2	ENSMUST00000000809	0	ENSMUSG00000000792	ENSMUSG00000000792
chr11	84957753	84966054	cluster_5	Promoter (<=1kb)	11	84957786	84962555	4770	1	ENSMUST00000139416	0	ENSMUSG00000000805	ENSMUSG00000000805
chr1	161780691	161788495	cluster_5	Promoter (<=1kb)	1	161780691	161788495	7805	2	ENSMUST00000000834	0	ENSMUSG00000000817	ENSMUSG00000000817
chr2	181587899	181587968	cluster_5	Promoter (<=1kb)	2	181586721	181587646	926	2	ENSMUST00000150552	-254	ENSMUSG00000000823	ENSMUSG00000000823
chr11	53612460	53618665	cluster_5	Promoter (<=1kb)	11	53602982	53617224	14243	2	ENSMUST00000127858	0	ENSMUSG00000000869	ENSMUSG00000000869
chr10	75923221	75932502	cluster_5	Promoter (<=1kb)	10	75923222	75923993	772	2	ENSMUST00000132869	0	ENSMUSG00000000901	ENSMUSG00000000901
chr10	75948311	75949646	cluster_5	Promoter (<=1kb)	10	75948300	75949657	1358	1	ENSMUST00000000926	12	ENSMUSG00000000903	ENSMUSG00000000903
chr5	123996851	123996930	cluster_5	Promoter (2-3kb)	5	123994805	123997399	2595	1	ENSMUST00000166258	2047	ENSMUSG00000000915	ENSMUSG00000000915
chr5	135383729	135383810	cluster_5	Intron (ENSMUST00000065638/ENSMUSG00000053293, intron 8 of 12)	5	135374179	135376034	1856	1	ENSMUST00000124453	9551	ENSMUSG00000000916	ENSMUSG00000000916
chr6	52231196	52240854	cluster_5	Promoter (<=1kb)	6	52231197	52234939	3743	2	ENSMUST00000125581	0	ENSMUSG00000000938	ENSMUSG00000000938
chr6	52169061	52213067	cluster_5	Promoter (<=1kb)	6	52189671	52191753	2083	2	ENSMUST00000101395	0	ENSMUSG00000000942	ENSMUSG00000000942
chr6	52189686	52191703	cluster_5	Promoter (<=1kb)	6	52189671	52191753	2083	2	ENSMUST00000101395	50	ENSMUSG00000000942	ENSMUSG00000000942
chr7	59982501	60097608	cluster_5	Promoter (<=1kb)	7	59982495	60005111	22617	2	ENSMUST00000059305	0	ENSMUSG00000000948	ENSMUSG00000000948
chr14	54431597	54442456	cluster_5	Promoter (<=1kb)	14	54431604	54441258	9655	1	ENSMUST00000089688	0	ENSMUSG00000000957	ENSMUSG00000000957
chr14	54369441	54417702	cluster_5	Promoter (<=1kb)	14	54369444	54409472	40029	2	ENSMUST00000000984	0	ENSMUSG00000000958	ENSMUSG00000000958
chr11	83647842	83649378	cluster_5	Promoter (<=1kb)	11	83647844	83649355	1512	2	ENSMUST00000001008	0	ENSMUSG00000000982	ENSMUSG00000000982
chr11	83709003	83711360	cluster_5	Promoter (<=1kb)	11	83709015	83711348	2334	1	ENSMUST00000001009	0	ENSMUSG00000000983	ENSMUSG00000000983
chr3	90600214	90602702	cluster_5	Promoter (<=1kb)	3	90600215	90602702	2488	1	ENSMUST00000001047	0	ENSMUSG00000001021	ENSMUSG00000001021
chr3	90608521	90611780	cluster_5	Promoter (<=1kb)	3	90608523	90611780	3258	1	ENSMUST00000107329	0	ENSMUSG00000001023	ENSMUSG00000001023
chr3	90612893	90614414	cluster_5	Promoter (<=1kb)	3	90612894	90614414	1521	1	ENSMUST00000001051	0	ENSMUSG00000001025	ENSMUSG00000001025
chr11	106318592	106349390	cluster_5	Promoter (<=1kb)	11	106318592	106349389	30798	2	ENSMUST00000021056	0	ENSMUSG00000001027	ENSMUSG00000001027
chr11	106377655	106382641	cluster_5	Promoter (<=1kb)	11	106378560	106380801	2242	2	ENSMUST00000173795	0	ENSMUSG00000001029	ENSMUSG00000001029
chr15	99084753	99087728	cluster_5	Promoter (<=1kb)	15	99084686	99087817	3132	2	ENSMUST00000064462	89	ENSMUSG00000001076	ENSMUSG00000001076
chr11	78397275	78422185	cluster_5	Promoter (<=1kb)	11	78397087	78422217	25131	2	ENSMUST00000001122	32	ENSMUSG00000001095	ENSMUSG00000001095
chr11	78962978	78984924	cluster_5	Promoter (<=1kb)	11	78962979	78984924	21946	2	ENSMUST00000108269	0	ENSMUSG00000001123	ENSMUSG00000001123
chr10	76389014	76401507	cluster_5	Exon (ENSMUST00000001179/ENSMUSG00000001151, exon 18 of 42)	10	76351254	76442912	91659	2	ENSMUST00000001179	41405	ENSMUSG00000001151	ENSMUSG00000001151
chr10	76575647	76590338	cluster_5	Promoter (<=1kb)	10	76575648	76589561	13914	1	ENSMUST00000001183	0	ENSMUSG00000001155	ENSMUSG00000001155
chr6	86675168	86684491	cluster_5	Promoter (<=1kb)	6	86675405	86684491	9087	2	ENSMUST00000131674	0	ENSMUSG00000001158	ENSMUSG00000001158
chr5	120861421	120873505	cluster_5	Promoter (<=1kb)	5	120861422	120873503	12082	1	ENSMUST00000171820	0	ENSMUSG00000001168	ENSMUSG00000001168
chr10	78340149	78340207	cluster_5	Intron (ENSMUST00000001240/ENSMUSG00000001211, intron 1 of 9)	10	78271563	78351700	80138	2	ENSMUST00000166360	11493	ENSMUSG00000001211	ENSMUSG00000001211
chr12	31438218	31473919	cluster_5	Promoter (<=1kb)	12	31438219	31452864	14646	1	ENSMUST00000110854	0	ENSMUSG00000001225	ENSMUSG00000001225
chr17	56123084	56133852	cluster_5	Promoter (<=1kb)	17	56123085	56133852	10768	2	ENSMUST00000167545	0	ENSMUSG00000001227	ENSMUSG00000001227
chr17	56303336	56323486	cluster_5	Promoter (<=1kb)	17	56303400	56323486	20087	1	ENSMUST00000113038	0	ENSMUSG00000001228	ENSMUSG00000001228
chr11	101246333	101248250	cluster_5	Promoter (<=1kb)	11	101246391	101259546	13156	1	ENSMUST00000128260	0	ENSMUSG00000001240	ENSMUSG00000001240
chr7	30957769	30973469	cluster_5	Promoter (<=1kb)	7	30957409	30961619	4211	2	ENSMUST00000152673	0	ENSMUSG00000001247	ENSMUSG00000001247
chr7	31162357	31170641	cluster_5	Distal Intergenic	7	31130127	31151050	20924	2	ENSMUST00000001280	-11308	ENSMUSG00000001248	ENSMUSG00000001248
chr7	31098724	31115326	cluster_5	Promoter (<=1kb)	7	31098725	31110997	12273	2	ENSMUST00000039435	0	ENSMUSG00000001249	ENSMUSG00000001249
chr15	102215994	102231935	cluster_5	Promoter (<=1kb)	15	102215995	102231935	15941	2	ENSMUST00000001327	0	ENSMUSG00000001281	ENSMUSG00000001281
chr15	102234937	102257522	cluster_5	Promoter (<=1kb)	15	102234938	102257517	22580	2	ENSMUST00000043172	0	ENSMUSG00000001288	ENSMUSG00000001288
chr4	129287620	129308559	cluster_5	Promoter (<=1kb)	4	129287631	129307363	19733	1	ENSMUST00000146448	0	ENSMUSG00000001333	ENSMUSG00000001333
chr9	22057712	22379223	cluster_5	Promoter (<=1kb)	9	22126731	22130598	3868	2	ENSMUST00000115315	0	ENSMUSG00000001348	ENSMUSG00000001348
chr9	22126726	22131865	cluster_5	Promoter (<=1kb)	9	22126731	22130598	3868	2	ENSMUST00000115315	0	ENSMUSG00000001348	ENSMUSG00000001348
chr9	22099252	22109221	cluster_5	Promoter (<=1kb)	9	22099281	22109630	10350	1	ENSMUST00000001384	0	ENSMUSG00000001349	ENSMUSG00000001349
chr3	88242873	88254684	cluster_5	Promoter (<=1kb)	3	88242874	88254709	11836	2	ENSMUST00000171887	25	ENSMUSG00000001417	ENSMUSG00000001417
chr3	88328652	88334433	cluster_5	Promoter (<=1kb)	3	88329046	88334268	5223	2	ENSMUST00000107553	0	ENSMUSG00000001420	ENSMUSG00000001420
chr10	77052178	77113705	cluster_5	Promoter (<=1kb)	10	77052181	77113676	61496	2	ENSMUST00000072755	0	ENSMUSG00000001435	ENSMUSG00000001435
chr11	97098006	97115331	cluster_5	Promoter (<=1kb)	11	97098071	97115331	17261	2	ENSMUST00000001484	0	ENSMUSG00000001444	ENSMUSG00000001444
chr18	67390730	67402749	cluster_5	Promoter (<=1kb)	18	67390717	67402748	12032	1	ENSMUST00000001513	14	ENSMUSG00000001473	ENSMUSG00000001473
chr11	101962457	101967015	cluster_5	Promoter (<=1kb)	11	101962458	101967015	4558	2	ENSMUST00000001534	0	ENSMUSG00000001494	ENSMUSG00000001494
chr12	56490427	56529420	cluster_5	Downstream (2-3kb)	12	56531935	56535096	3162	2	ENSMUST00000178477	5676	ENSMUSG00000001496	ENSMUSG00000001496
chr12	56531934	56535106	cluster_5	Promoter (<=1kb)	12	56531935	56535096	3162	2	ENSMUST00000178477	0	ENSMUSG00000001496	ENSMUSG00000001496
chr12	56695470	56712822	cluster_5	Promoter (<=1kb)	12	56695639	56712822	17184	1	ENSMUST00000001538	0	ENSMUSG00000001497	ENSMUSG00000001497
chr13	72809600	72816763	cluster_5	Distal Intergenic	13	72632597	72633772	1176	1	ENSMUST00000172353	177004	ENSMUSG00000001504	ENSMUSG00000001504
chr11	94936223	94953042	cluster_5	Promoter (<=1kb)	11	94936224	94953042	16819	1	ENSMUST00000001547	0	ENSMUSG00000001506	ENSMUSG00000001506
chr11	95044474	95069198	cluster_5	Promoter (<=1kb)	11	95044474	95069198	24725	2	ENSMUST00000107739	0	ENSMUSG00000001507	ENSMUSG00000001507
chr11	94962776	94976327	cluster_5	Promoter (<=1kb)	11	94962791	94976327	13537	2	ENSMUST00000103162	0	ENSMUSG00000001508	ENSMUSG00000001508
chr11	95120116	95125291	cluster_5	Promoter (<=1kb)	11	95120089	95125296	5208	1	ENSMUST00000092768	28	ENSMUSG00000001510	ENSMUSG00000001510
chr11	100415693	100424840	cluster_5	Promoter (<=1kb)	11	100415697	100424824	9128	1	ENSMUST00000001595	0	ENSMUSG00000001555	ENSMUSG00000001555
chr11	100441923	100457024	cluster_5	Promoter (<=1kb)	11	100441927	100446016	4090	1	ENSMUST00000107395	0	ENSMUSG00000001558	ENSMUSG00000001558
chr11	69850562	69858730	cluster_5	Promoter (<=1kb)	11	69851005	69858730	7726	2	ENSMUST00000001626	0	ENSMUSG00000001583	ENSMUSG00000001583
chr11	69881566	69895539	cluster_5	Promoter (<=1kb)	11	69881567	69890331	8765	2	ENSMUST00000108622	0	ENSMUSG00000001588	ENSMUSG00000001588
chr4	136247956	136274899	cluster_5	Promoter (<=1kb)	4	136247973	136264484	16512	1	ENSMUST00000143942	0	ENSMUSG00000001604	ENSMUSG00000001604
chr5	87908587	87979351	cluster_5	Promoter (<=1kb)	5	87925579	87932665	7087	1	ENSMUST00000001667	0	ENSMUSG00000001622	ENSMUSG00000001622
chr5	87908778	87914171	cluster_5	Distal Intergenic	5	87925579	87932665	7087	1	ENSMUST00000001667	-11408	ENSMUSG00000001622	ENSMUSG00000001622
chr5	87925632	87932264	cluster_5	Promoter (<=1kb)	5	87925635	87932265	6631	1	ENSMUST00000113271	0	ENSMUSG00000001622	ENSMUSG00000001622
chr15	102921130	102928814	cluster_5	Promoter (<=1kb)	15	102921103	102928814	7712	1	ENSMUST00000001700	28	ENSMUSG00000001655	ENSMUSG00000001655
chr15	102954525	102956701	cluster_5	Promoter (<=1kb)	15	102954427	102957708	3282	1	ENSMUST00000001701	99	ENSMUSG00000001656	ENSMUSG00000001656
chr15	102990538	102994254	cluster_5	Promoter (<=1kb)	15	102990622	102994267	3646	1	ENSMUST00000001703	0	ENSMUSG00000001657	ENSMUSG00000001657
chr15	103009561	103011881	cluster_5	Promoter (<=1kb)	15	103009479	103011881	2403	1	ENSMUST00000001711	83	ENSMUSG00000001661	ENSMUSG00000001661
chr10	75774121	75781414	cluster_5	Promoter (<=1kb)	10	75774115	75781414	7300	2	ENSMUST00000001715	0	ENSMUSG00000001665	ENSMUSG00000001665
chr8	109990435	109999804	cluster_5	Promoter (<=1kb)	8	109990437	109999803	9367	1	ENSMUST00000001720	0	ENSMUSG00000001670	ENSMUSG00000001670
chr12	112659276	112659351	cluster_5	Promoter (<=1kb)	12	112657562	112659142	1581	2	ENSMUST00000127588	-135	ENSMUSG00000001729	ENSMUSG00000001729
chr5	136967868	136975845	cluster_5	Promoter (<=1kb)	5	136967869	136975844	7976	1	ENSMUST00000001790	0	ENSMUSG00000001739	ENSMUSG00000001739
chr19	3896049	3906983	cluster_5	Promoter (<=1kb)	19	3896050	3903072	7023	2	ENSMUST00000131327	0	ENSMUSG00000001750	ENSMUSG00000001750
chr6	29735496	29761366	cluster_5	Promoter (<=1kb)	6	29735694	29761365	25672	1	ENSMUST00000001812	0	ENSMUSG00000001761	ENSMUSG00000001761
chr2	145786115	145887616	cluster_5	Promoter (<=1kb)	2	145786116	145887616	101501	1	ENSMUST00000094480	0	ENSMUSG00000001768	ENSMUSG00000001768
chr18	20436174	20471821	cluster_5	Promoter (<=1kb)	18	20436175	20471821	35647	1	ENSMUST00000019426	0	ENSMUSG00000001804	ENSMUSG00000001804
chr2	74668309	74671599	cluster_5	Promoter (<=1kb)	2	74668310	74671599	3290	1	ENSMUST00000001872	0	ENSMUSG00000001819	ENSMUSG00000001819
chr2	74675012	74677705	cluster_5	Promoter (<=1kb)	2	74674929	74677706	2778	1	ENSMUST00000001878	84	ENSMUSG00000001823	ENSMUSG00000001823
chr7	101858330	101870788	cluster_5	Promoter (<=1kb)	7	101858331	101864145	5815	2	ENSMUST00000106981	0	ENSMUSG00000001827	ENSMUSG00000001827
chr2	32050945	32051008	cluster_5	Promoter (<=1kb)	2	32050995	32052854	1860	1	ENSMUST00000146138	0	ENSMUSG00000001855	ENSMUSG00000001855
chr2	31950302	31973442	cluster_5	Promoter (<=1kb)	2	31950334	31971232	20899	1	ENSMUST00000148056	0	ENSMUSG00000001864	ENSMUSG00000001864
chr3	20222289	20222359	cluster_5	Intron (ENSMUST00000001921/ENSMUSG00000001865, intron 8 of 10)	3	20215617	20242181	26565	2	ENSMUST00000001921	19822	ENSMUSG00000001865	ENSMUSG00000001865
chr3	20215615	20242181	cluster_5	Promoter (<=1kb)	3	20215617	20242181	26565	2	ENSMUST00000001921	0	ENSMUSG00000001865	ENSMUSG00000001865
chr11	106008202	106034064	cluster_5	Promoter (<=1kb)	11	106008203	106034064	25862	1	ENSMUST00000145539	0	ENSMUSG00000001901	ENSMUSG00000001901
chr7	16781345	16798274	cluster_5	Promoter (<=1kb)	7	16781346	16798257	16912	1	ENSMUST00000108496	0	ENSMUSG00000001918	ENSMUSG00000001918
chr6	125552947	125686679	cluster_5	Promoter (<=1kb)	6	125552948	125686679	133732	1	ENSMUST00000112254	0	ENSMUSG00000001930	ENSMUSG00000001930
chr9	37539254	37544205	cluster_5	Promoter (<=1kb)	9	37539255	37544205	4951	1	ENSMUST00000002008	0	ENSMUSG00000001943	ENSMUSG00000001943
chr9	37528088	37538319	cluster_5	Promoter (<=1kb)	9	37528781	37537112	8332	1	ENSMUST00000146860	0	ENSMUSG00000001946	ENSMUSG00000001946
chr7	16455720	16476780	cluster_5	Promoter (<=1kb)	7	16455721	16476780	21060	2	ENSMUST00000002053	0	ENSMUSG00000001988	ENSMUSG00000001988
chr8	125418062	125492710	cluster_5	Promoter (<=1kb)	8	125418063	125492710	74648	2	ENSMUST00000108775	0	ENSMUSG00000001995	ENSMUSG00000001995
chr9	44969571	44980431	cluster_5	Promoter (<=1kb)	9	44969572	44980431	10860	2	ENSMUST00000002101	0	ENSMUSG00000002033	ENSMUSG00000002033
chr11	78357576	78386608	cluster_5	Promoter (<=1kb)	11	78357577	78386558	28982	2	ENSMUST00000108294	0	ENSMUSG00000002057	ENSMUSG00000002057
chr11	78343494	78349164	cluster_5	Promoter (<=1kb)	11	78343498	78347849	4352	1	ENSMUST00000154700	0	ENSMUSG00000002058	ENSMUSG00000002058
chr7	38097983	38107490	cluster_5	Promoter (<=1kb)	7	38098668	38099501	834	2	ENSMUST00000128785	0	ENSMUSG00000002068	ENSMUSG00000002068
chr17	31944768	32034508	cluster_5	Promoter (<=1kb)	17	31944769	32034508	89740	2	ENSMUST00000002145	0	ENSMUSG00000002076	ENSMUSG00000002076
chr2	91118143	91136516	cluster_5	Promoter (<=1kb)	2	91118144	91136510	18367	1	ENSMUST00000111430	0	ENSMUSG00000002100	ENSMUSG00000002100
chr2	91035626	91045729	cluster_5	Promoter (<=1kb)	2	91035627	91045726	10100	1	ENSMUST00000111446	0	ENSMUSG00000002104	ENSMUSG00000002104
chr2	91096677	91115759	cluster_5	Promoter (<=1kb)	2	91096780	91113315	16536	1	ENSMUST00000132741	0	ENSMUSG00000002111	ENSMUSG00000002111
chr10	127642985	127660987	cluster_5	Promoter (<=1kb)	10	127642986	127660957	17972	1	ENSMUST00000092074	0	ENSMUSG00000002147	ENSMUSG00000002147
chr8	83389890	83426829	cluster_5	Promoter (<=1kb)	8	83389878	83426831	36954	1	ENSMUST00000109831	13	ENSMUSG00000002190	ENSMUSG00000002190
chr7	44572444	44586846	cluster_5	Promoter (<=1kb)	7	44572432	44586862	14431	1	ENSMUST00000002274	13	ENSMUSG00000002204	ENSMUSG00000002204
