Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr7	25711116	25719053	cluster_1	Promoter (<=1kb)	7	25712935	25716106	3172	2	ENSMUST00000134201	0	ENSMUSG00000002608	ENSMUSG00000002608
chr11	60714145	60727263	cluster_1	Promoter (<=1kb)	11	60714123	60714721	599	2	ENSMUST00000154141	0	ENSMUSG00000002812	ENSMUSG00000002812
chr17	56079630	56100604	cluster_1	Promoter (<=1kb)	17	56079657	56100596	20940	1	ENSMUST00000002911	0	ENSMUSG00000002833	ENSMUSG00000002833
chr12	31265293	31329639	cluster_1	Promoter (<=1kb)	12	31265294	31268860	3567	1	ENSMUST00000164228	0	ENSMUSG00000002900	ENSMUSG00000002900
chr7	141562179	141633011	cluster_1	Promoter (<=1kb)	7	141562180	141633011	70832	1	ENSMUST00000003038	0	ENSMUSG00000002957	ENSMUSG00000002957
chr7	44879385	44892366	cluster_1	Promoter (<=1kb)	7	44879391	44892397	13007	2	ENSMUST00000003049	31	ENSMUSG00000002968	ENSMUSG00000002968
chr6	134929091	134951718	cluster_1	Distal Intergenic	6	134920401	134925513	5113	1	ENSMUST00000067327	8691	ENSMUSG00000003031	ENSMUSG00000003031
chr4	55527136	55532475	cluster_1	Promoter (<=1kb)	4	55527143	55532466	5324	2	ENSMUST00000107619	0	ENSMUSG00000003032	ENSMUSG00000003032
chr4	133964738	133967991	cluster_1	Promoter (<=1kb)	4	133964990	133967441	2452	2	ENSMUST00000105893	0	ENSMUSG00000003038	ENSMUSG00000003038
chr10	80142314	80145818	cluster_1	Promoter (<=1kb)	10	80142315	80145818	3504	1	ENSMUST00000003156	0	ENSMUSG00000003072	ENSMUSG00000003072
chr6	120931545	121131022	cluster_1	Promoter (<=1kb)	6	121007241	121081609	74369	2	ENSMUST00000077159	0	ENSMUSG00000003178	ENSMUSG00000003178
chr17	56009200	56016783	cluster_1	Promoter (<=1kb)	17	56009201	56016790	7590	1	ENSMUST00000149441	0	ENSMUSG00000003199	ENSMUSG00000003199
chr7	45699966	45704661	cluster_1	Promoter (<=1kb)	7	45701016	45703477	2462	1	ENSMUST00000137294	0	ENSMUSG00000003273	ENSMUSG00000003273
chr10	80622779	80640771	cluster_1	Promoter (<=1kb)	10	80622780	80640771	17992	1	ENSMUST00000079773	0	ENSMUSG00000003345	ENSMUSG00000003345
chr7	25009850	25072369	cluster_1	Promoter (<=1kb)	7	25009853	25072369	62517	2	ENSMUST00000003468	0	ENSMUSG00000003378	ENSMUSG00000003378
chr7	24970009	24970075	cluster_1	Promoter (2-3kb)	7	24969750	24972728	2979	2	ENSMUST00000076961	2653	ENSMUSG00000003380	ENSMUSG00000003380
chr14	70457516	70468824	cluster_1	Promoter (<=1kb)	14	70458523	70463340	4818	1	ENSMUST00000159180	0	ENSMUSG00000003469	ENSMUSG00000003469
chr7	19302695	19310045	cluster_1	Promoter (<=1kb)	7	19302721	19310045	7325	2	ENSMUST00000003640	0	ENSMUSG00000003545	ENSMUSG00000003545
chr8	70282998	70294361	cluster_1	Promoter (<=1kb)	8	70282999	70294361	11363	1	ENSMUST00000110124	0	ENSMUSG00000003573	ENSMUSG00000003573
chr10	53906032	54075796	cluster_1	Promoter (<=1kb)	10	53904788	54075796	171009	2	ENSMUST00000003843	0	ENSMUSG00000003746	ENSMUSG00000003746
chr10	54075921	54081081	cluster_1	Promoter (<=1kb)	10	53904788	54075796	171009	2	ENSMUST00000003843	-126	ENSMUSG00000003746	ENSMUSG00000003746
chr7	27207169	27228597	cluster_1	Promoter (<=1kb)	7	27207970	27213052	5083	2	ENSMUST00000147170	0	ENSMUSG00000003752	ENSMUSG00000003752
chr8	84911852	84937353	cluster_1	Promoter (<=1kb)	8	84913391	84922915	9525	1	ENSMUST00000148573	0	ENSMUSG00000003812	ENSMUSG00000003812
chr7	45366162	45367948	cluster_1	Promoter (<=1kb)	7	45339126	45366714	27589	2	ENSMUST00000107779	0	ENSMUSG00000003863	ENSMUSG00000003863
chr2	33133418	33371494	cluster_1	Promoter (<=1kb)	2	33216069	33247717	31649	1	ENSMUST00000004208	0	ENSMUSG00000004105	ENSMUSG00000004105
chr12	38780257	38868215	cluster_1	Promoter (<=1kb)	12	38780284	38865779	85496	1	ENSMUST00000162563	0	ENSMUSG00000004151	ENSMUSG00000004151
chr15	76660640	76668196	cluster_1	Promoter (<=1kb)	15	76660641	76668196	7556	1	ENSMUST00000004294	0	ENSMUSG00000004187	ENSMUSG00000004187
chr6	124720706	124738709	cluster_1	Promoter (<=1kb)	6	124720707	124733154	12448	2	ENSMUST00000112484	0	ENSMUSG00000004266	ENSMUSG00000004266
chr6	120893118	120916820	cluster_1	Promoter (<=1kb)	6	120895618	120897568	1951	2	ENSMUST00000161594	0	ENSMUSG00000004446	ENSMUSG00000004446
chr7	44303765	44306959	cluster_1	Promoter (<=1kb)	7	44303770	44306959	3190	2	ENSMUST00000004587	0	ENSMUSG00000004473	ENSMUSG00000004473
chr7	97081750	97308951	cluster_1	Promoter (<=1kb)	7	97081751	97308940	227190	1	ENSMUST00000004622	0	ENSMUSG00000004508	ENSMUSG00000004508
chr5	113842438	113908706	cluster_1	Promoter (<=1kb)	5	113842436	113908705	66270	2	ENSMUST00000164980	0	ENSMUSG00000004530	ENSMUSG00000004530
chr6	4674349	4747204	cluster_1	Promoter (<=1kb)	6	4674350	4747204	72855	2	ENSMUST00000115579	0	ENSMUSG00000004631	ENSMUSG00000004631
chr6	54269680	54430221	cluster_1	Promoter (<=1kb)	6	54272490	54301810	29321	1	ENSMUST00000067741	0	ENSMUSG00000004633	ENSMUSG00000004633
chr6	54039931	54301812	cluster_1	Promoter (<=1kb)	6	54040039	54195872	155834	1	ENSMUST00000127323	0	ENSMUSG00000004633	ENSMUSG00000004633
chr6	55396886	55412285	cluster_1	Distal Intergenic	6	55376295	55388530	12236	1	ENSMUST00000063578	20592	ENSMUSG00000004654	ENSMUSG00000004654
chr10	79988599	79995400	cluster_1	Promoter (<=1kb)	10	79988623	79994684	6062	1	ENSMUST00000105374	0	ENSMUSG00000004665	ENSMUSG00000004665
chr10	81268171	81273247	cluster_1	Promoter (<=1kb)	10	81268172	81273246	5075	1	ENSMUST00000057798	0	ENSMUSG00000004931	ENSMUSG00000004931
chr10	81194690	81208370	cluster_1	Promoter (<=1kb)	10	81198170	81202037	3868	2	ENSMUST00000005069	0	ENSMUSG00000004939	ENSMUSG00000004939
chr12	72085838	72101527	cluster_1	Promoter (<=1kb)	12	72085857	72100861	15005	1	ENSMUST00000057257	0	ENSMUSG00000005078	ENSMUSG00000005078
chr2	102658682	102790784	cluster_1	Promoter (<=1kb)	2	102659223	102735962	76740	1	ENSMUST00000125085	0	ENSMUSG00000005089	ENSMUSG00000005089
chr15	66929317	66969641	cluster_1	Promoter (<=1kb)	15	66929321	66969640	40320	2	ENSMUST00000005256	0	ENSMUSG00000005125	ENSMUSG00000005125
chr11	69420808	69549108	cluster_1	Promoter (<=1kb)	11	69420809	69544556	123748	2	ENSMUST00000035539	0	ENSMUSG00000005237	ENSMUSG00000005237
chr1	173334253	173367695	cluster_1	Promoter (<=1kb)	1	173334254	173367695	33442	2	ENSMUST00000111220	0	ENSMUSG00000005338	ENSMUSG00000005338
chr17	87990858	88065285	cluster_1	Promoter (<=1kb)	17	87990859	88065028	74170	2	ENSMUST00000130379	0	ENSMUSG00000005371	ENSMUSG00000005371
chr7	67952256	68233667	cluster_1	Promoter (<=1kb)	7	67952859	68226780	273922	1	ENSMUST00000005671	0	ENSMUSG00000005533	ENSMUSG00000005533
chr7	13035119	13037627	cluster_1	Promoter (<=1kb)	7	13035329	13037627	2299	2	ENSMUST00000125964	0	ENSMUSG00000005575	ENSMUSG00000005575
chr18	34207774	34221772	cluster_1	Promoter (<=1kb)	18	34220924	34313506	92583	1	ENSMUST00000171187	0	ENSMUSG00000005871	ENSMUSG00000005871
chr8	122625135	122678175	cluster_1	Promoter (<=1kb)	8	122629463	122678072	48610	2	ENSMUST00000006525	0	ENSMUSG00000006362	ENSMUSG00000006362
chr1	171250421	171259922	cluster_1	Promoter (<=1kb)	1	171250423	171260636	10214	1	ENSMUST00000006570	0	ENSMUSG00000006403	ENSMUSG00000006403
chr2	167481135	167492874	cluster_1	Promoter (<=1kb)	2	167492645	167516166	23522	1	ENSMUST00000109214	0	ENSMUSG00000006418	ENSMUSG00000006418
chr2	167492644	167516166	cluster_1	Promoter (<=1kb)	2	167492645	167516166	23522	1	ENSMUST00000109214	0	ENSMUSG00000006418	ENSMUSG00000006418
chr2	25054378	25062881	cluster_1	Promoter (<=1kb)	2	25054379	25062880	8502	1	ENSMUST00000116574	0	ENSMUSG00000006476	ENSMUSG00000006476
chr10	79851376	79854971	cluster_1	Promoter (<=1kb)	10	79854427	79864432	10006	1	ENSMUST00000172282	0	ENSMUSG00000006498	ENSMUSG00000006498
chr4	13743301	13895055	cluster_1	Promoter (<=1kb)	4	13743436	13893649	150214	1	ENSMUST00000006761	0	ENSMUSG00000006586	ENSMUSG00000006586
chr7	30434979	30445582	cluster_1	Promoter (<=1kb)	7	30434981	30445582	10602	2	ENSMUST00000006828	0	ENSMUSG00000006651	ENSMUSG00000006651
chr16	20733126	20742384	cluster_1	Promoter (<=1kb)	16	20733127	20738152	5026	1	ENSMUST00000115423	0	ENSMUSG00000006958	ENSMUSG00000006958
chr4	47353221	47414924	cluster_1	Promoter (<=1kb)	4	47353222	47414931	61710	1	ENSMUST00000007757	0	ENSMUSG00000007613	ENSMUSG00000007613
chr13	93304494	93405129	cluster_1	Promoter (<=1kb)	13	93304495	93360462	55968	1	ENSMUST00000102752	0	ENSMUSG00000007617	ENSMUSG00000007617
chr11	42419756	42632591	cluster_1	Promoter (<=1kb)	11	42419757	42629028	209272	1	ENSMUST00000007797	0	ENSMUSG00000007653	ENSMUSG00000007653
chr14	25586803	25590661	cluster_1	Intron (ENSMUST00000162645/ENSMUSG00000007817, intron 6 of 23)	14	25607357	25643657	36301	1	ENSMUST00000160190	-16696	ENSMUSG00000007817	ENSMUSG00000007817
chr14	25459184	25666743	cluster_1	Promoter (<=1kb)	14	25459185	25538492	79308	1	ENSMUST00000161766	0	ENSMUSG00000007817	ENSMUSG00000007817
chr13	58125878	58128556	cluster_1	Promoter (<=1kb)	13	58125879	58128556	2678	2	ENSMUST00000007980	0	ENSMUSG00000007836	ENSMUSG00000007836
chr7	45053606	45061652	cluster_1	Promoter (<=1kb)	7	45053613	45061652	8040	2	ENSMUST00000007981	0	ENSMUSG00000007837	ENSMUSG00000007837
chr4	133679007	133753611	cluster_1	Promoter (<=1kb)	4	133679008	133753611	74604	2	ENSMUST00000105897	0	ENSMUSG00000007880	ENSMUSG00000007880
chr14	65192440	65262463	cluster_1	Promoter (<=1kb)	14	65201026	65262463	61438	2	ENSMUST00000131309	0	ENSMUSG00000007989	ENSMUSG00000007989
chr7	44384125	44400030	cluster_1	Promoter (<=1kb)	7	44362682	44385684	23003	2	ENSMUST00000150034	0	ENSMUSG00000008028	ENSMUSG00000008028
chr4	72109944	72200893	cluster_1	Promoter (<=1kb)	4	72117805	72200857	83053	2	ENSMUST00000072695	0	ENSMUSG00000008305	ENSMUSG00000008305
chr1	152766541	152775580	cluster_1	Promoter (<=1kb)	1	152766542	152775597	9056	1	ENSMUST00000077755	0	ENSMUSG00000008475	ENSMUSG00000008475
chr17	24715839	24718057	cluster_1	Promoter (<=1kb)	17	24715839	24718057	2219	2	ENSMUST00000008626	0	ENSMUSG00000008482	ENSMUSG00000008482
chr4	91373283	91373363	cluster_1	Promoter (<=1kb)	4	91308677	91373030	64354	2	ENSMUST00000147611	-254	ENSMUSG00000008489	ENSMUSG00000008489
chr4	91250766	91372055	cluster_1	Promoter (<=1kb)	4	91250763	91372034	121272	2	ENSMUST00000107110	0	ENSMUSG00000008489	ENSMUSG00000008489
chr4	82290172	82505779	cluster_1	Promoter (<=1kb)	4	82290173	82505308	215136	2	ENSMUST00000050872	0	ENSMUSG00000008575	ENSMUSG00000008575
chr3	88553715	88569725	cluster_1	Promoter (<=1kb)	3	88553716	88569725	16010	1	ENSMUST00000008748	0	ENSMUSG00000008604	ENSMUSG00000008604
chr3	103739814	103791563	cluster_1	Promoter (<=1kb)	3	103739815	103791563	51749	2	ENSMUST00000118317	0	ENSMUSG00000008730	ENSMUSG00000008730
chr11	102195746	102230172	cluster_1	Promoter (<=1kb)	11	102194432	102230166	35735	2	ENSMUST00000107151	0	ENSMUSG00000008855	ENSMUSG00000008855
chr11	102230039	102230150	cluster_1	Promoter (<=1kb)	11	102195744	102230124	34381	2	ENSMUST00000008999	0	ENSMUSG00000008855	ENSMUSG00000008855
chr16	84835123	84863778	cluster_1	Promoter (<=1kb)	16	84835124	84863779	28656	1	ENSMUST00000009120	0	ENSMUSG00000008976	ENSMUSG00000008976
chr16	84827870	84835625	cluster_1	Promoter (<=1kb)	16	84834925	84861315	26391	1	ENSMUST00000114184	0	ENSMUSG00000008976	ENSMUSG00000008976
chr5	115297109	115300990	cluster_1	Promoter (<=1kb)	5	115298431	115299435	1005	2	ENSMUST00000123292	0	ENSMUSG00000009013	ENSMUSG00000009013
chr10	77622320	77645990	cluster_1	Promoter (<=1kb)	10	77622323	77644559	22237	1	ENSMUST00000174546	0	ENSMUSG00000009293	ENSMUSG00000009293
chr1	135434579	135585355	cluster_1	Promoter (<=1kb)	1	135434580	135585355	150776	2	ENSMUST00000040599	0	ENSMUSG00000009418	ENSMUSG00000009418
chr2	32732620	32741016	cluster_1	Promoter (<=1kb)	2	32732620	32734878	2259	2	ENSMUST00000151536	0	ENSMUSG00000009551	ENSMUSG00000009551
chr2	32705781	32712784	cluster_1	Promoter (<=1kb)	2	32705784	32711047	5264	2	ENSMUST00000125058	0	ENSMUSG00000009555	ENSMUSG00000009555
chr1	132316124	132333488	cluster_1	Promoter (<=1kb)	1	132316126	132333293	17168	1	ENSMUST00000072177	0	ENSMUSG00000009772	ENSMUSG00000009772
chr1	190121776	190170680	cluster_1	Promoter (<=1kb)	1	190118038	190170680	52643	2	ENSMUST00000175916	0	ENSMUSG00000010175	ENSMUSG00000010175
chr1	133897193	133907173	cluster_1	Promoter (<=1kb)	1	133897199	133901327	4129	2	ENSMUST00000124245	0	ENSMUSG00000010311	ENSMUSG00000010311
chr2	181763331	181827775	cluster_1	Promoter (<=1kb)	2	181763332	181827797	64466	1	ENSMUST00000081125	0	ENSMUSG00000010505	ENSMUSG00000010505
chr19	10182887	10196872	cluster_1	Promoter (<=1kb)	19	10182888	10196870	13983	1	ENSMUST00000010807	0	ENSMUSG00000010663	ENSMUSG00000010663
chr11	101987055	101992264	cluster_1	Promoter (<=1kb)	11	101987056	101992264	5209	1	ENSMUST00000010985	0	ENSMUSG00000010841	ENSMUSG00000010841
chr7	83775616	83794839	cluster_1	Promoter (<=1kb)	7	83774101	83794819	20719	2	ENSMUST00000119134	0	ENSMUSG00000011154	ENSMUSG00000011154
chr11	46054501	46147347	cluster_1	Promoter (<=1kb)	11	46055992	46147343	91352	1	ENSMUST00000011400	0	ENSMUSG00000011256	ENSMUSG00000011256
chr7	27356382	27446589	cluster_1	Promoter (<=1kb)	7	27356383	27394506	38124	2	ENSMUST00000108362	0	ENSMUSG00000011751	ENSMUSG00000011751
chr11	77493411	77507774	cluster_1	Promoter (<=1kb)	11	77493562	77507786	14225	1	ENSMUST00000037285	0	ENSMUSG00000011877	ENSMUSG00000011877
chr17	56412425	56476480	cluster_1	Promoter (<=1kb)	17	56412431	56462216	49786	2	ENSMUST00000086828	0	ENSMUSG00000013236	ENSMUSG00000013236
chr11	58379031	58390541	cluster_1	Promoter (<=1kb)	11	58379043	58390537	11495	1	ENSMUST00000013787	0	ENSMUSG00000013643	ENSMUSG00000013643
chr19	32757576	32826160	cluster_1	Promoter (<=1kb)	19	32757595	32802843	45249	1	ENSMUST00000140014	0	ENSMUSG00000013663	ENSMUSG00000013663
chr16	97791466	97851227	cluster_1	Promoter (<=1kb)	16	97791467	97851227	59761	2	ENSMUST00000095849	0	ENSMUSG00000014039	ENSMUSG00000014039
chr11	100582835	100620168	cluster_1	Promoter (<=1kb)	11	100582818	100584786	1969	2	ENSMUST00000129346	0	ENSMUSG00000014195	ENSMUSG00000014195
chr17	12227620	12318660	cluster_1	Promoter (<=1kb)	17	12227621	12318660	91040	2	ENSMUST00000089058	0	ENSMUSG00000014426	ENSMUSG00000014426
chr8	122481697	122551329	cluster_1	Promoter (<=1kb)	8	122481698	122551329	69632	2	ENSMUST00000067252	0	ENSMUSG00000014444	ENSMUSG00000014444
chr14	31700014	31830415	cluster_1	Promoter (<=1kb)	14	31700015	31830415	130401	2	ENSMUST00000014640	0	ENSMUSG00000014496	ENSMUSG00000014496
chr3	107741047	107760469	cluster_1	Promoter (<=1kb)	3	107741048	107760236	19189	2	ENSMUST00000118593	0	ENSMUSG00000014599	ENSMUSG00000014599
chr17	15475720	15498276	cluster_1	Promoter (<=1kb)	17	15475721	15498276	22556	2	ENSMUST00000014913	0	ENSMUSG00000014769	ENSMUSG00000014769
chr5	32458969	32493712	cluster_1	Promoter (<=1kb)	5	32458974	32495523	36550	1	ENSMUST00000015100	0	ENSMUSG00000014956	ENSMUSG00000014956
chr7	28810889	28822266	cluster_1	Promoter (<=1kb)	7	28810890	28822266	11377	1	ENSMUST00000038572	0	ENSMUSG00000015165	ENSMUSG00000015165
chr10	80930090	80932204	cluster_1	Promoter (<=1kb)	10	80930091	80932204	2114	1	ENSMUST00000015456	0	ENSMUSG00000015312	ENSMUSG00000015312
chr15	89076063	89087075	cluster_1	Promoter (<=1kb)	15	89076072	89087071	11000	1	ENSMUST00000169870	0	ENSMUSG00000015363	ENSMUSG00000015363
chr15	89071197	89075854	cluster_1	Promoter (<=1kb)	15	89075124	89085309	10186	1	ENSMUST00000168863	0	ENSMUSG00000015363	ENSMUSG00000015363
chr17	34629685	34632260	cluster_1	Promoter (<=1kb)	17	34631404	34632397	994	1	ENSMUST00000172945	0	ENSMUSG00000015476	ENSMUSG00000015476
chr17	34601098	34603561	cluster_1	Promoter (<=1kb)	17	34601314	34603376	2063	2	ENSMUST00000174475	0	ENSMUSG00000015478	ENSMUSG00000015478
chr10	13966378	14151378	cluster_1	Promoter (<=1kb)	10	13966379	14151376	184998	1	ENSMUST00000015645	0	ENSMUSG00000015501	ENSMUSG00000015501
chr8	68880554	68906932	cluster_1	Promoter (<=1kb)	8	68880555	68907448	26894	1	ENSMUST00000168401	0	ENSMUSG00000015568	ENSMUSG00000015568
chr17	46546838	46556162	cluster_1	Promoter (<=1kb)	17	46546839	46556162	9324	2	ENSMUST00000015749	0	ENSMUSG00000015605	ENSMUSG00000015605
chr17	46553826	46553889	cluster_1	Promoter (2-3kb)	17	46546839	46556162	9324	2	ENSMUST00000015749	2273	ENSMUSG00000015605	ENSMUSG00000015605
chr9	40801272	40805199	cluster_1	Promoter (<=1kb)	9	40801276	40805199	3924	1	ENSMUST00000149936	0	ENSMUSG00000015656	ENSMUSG00000015656
chr3	95253673	95282076	cluster_1	Promoter (<=1kb)	3	95253674	95282076	28403	2	ENSMUST00000015855	0	ENSMUSG00000015711	ENSMUSG00000015711
chr3	95988835	95995839	cluster_1	Promoter (<=1kb)	3	95988819	95995668	6850	2	ENSMUST00000123006	0	ENSMUSG00000015745	ENSMUSG00000015745
chr2	143915330	143943324	cluster_1	Promoter (<=1kb)	2	143915320	143943324	28005	1	ENSMUST00000103172	11	ENSMUSG00000015932	ENSMUSG00000015932
chr1	193346345	193370282	cluster_1	Promoter (<=1kb)	1	193346346	193370225	23880	2	ENSMUST00000169907	0	ENSMUSG00000016179	ENSMUSG00000016179
chr1	192854927	192856855	cluster_1	Promoter (<=1kb)	1	192844431	192855752	11322	2	ENSMUST00000155579	0	ENSMUSG00000016262	ENSMUSG00000016262
chr2	106693458	106868360	cluster_1	Promoter (<=1kb)	2	106695220	106744772	49553	1	ENSMUST00000144155	0	ENSMUSG00000016386	ENSMUSG00000016386
chr13	29906574	29984391	cluster_1	Promoter (<=1kb)	13	29918784	29984219	65436	2	ENSMUST00000146092	0	ENSMUSG00000016477	ENSMUSG00000016477
chr11	116021960	116024504	cluster_1	Promoter (<=1kb)	11	116021961	116024504	2544	2	ENSMUST00000016703	0	ENSMUSG00000016559	ENSMUSG00000016559
chr15	84785375	84856129	cluster_1	Promoter (<=1kb)	15	84785381	84855110	69730	2	ENSMUST00000016768	0	ENSMUSG00000016624	ENSMUSG00000016624
chr1	12692429	12860372	cluster_1	Promoter (<=1kb)	1	12692430	12860371	167942	1	ENSMUST00000177608	0	ENSMUSG00000016918	ENSMUSG00000016918
chr2	51130438	51149111	cluster_1	Promoter (<=1kb)	2	51130438	51149111	18674	2	ENSMUST00000017288	0	ENSMUSG00000017144	ENSMUSG00000017144
