Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr9	108490675	108502337	cluster_3	Promoter (<=1kb)	9	108490676	108501697	11022	1	ENSMUST00000006854	0	ENSMUSG00000006676	ENSMUSG00000006676
chr10	127063602	127067282	cluster_3	Promoter (<=1kb)	10	127063603	127067002	3400	1	ENSMUST00000120226	0	ENSMUSG00000006728	ENSMUSG00000006728
chr18	6201004	6241524	cluster_3	Promoter (<=1kb)	18	6201002	6241523	40522	2	ENSMUST00000025083	0	ENSMUSG00000006740	ENSMUSG00000006740
chr18	36735069	36742391	cluster_3	Promoter (<=1kb)	18	36735068	36742391	7324	1	ENSMUST00000007046	2	ENSMUSG00000006850	ENSMUSG00000006850
chr17	35089290	35102987	cluster_3	Promoter (<=1kb)	17	35089291	35102987	13697	1	ENSMUST00000007251	0	ENSMUSG00000007036	ENSMUSG00000007036
chr12	111574509	111656227	cluster_3	Promoter (<=1kb)	12	111574510	111656227	81718	1	ENSMUST00000075281	0	ENSMUSG00000007411	ENSMUSG00000007411
chr17	56764750	56770093	cluster_3	Promoter (<=1kb)	17	56764751	56770092	5342	1	ENSMUST00000007747	0	ENSMUSG00000007603	ENSMUSG00000007603
chr11	50377718	50386528	cluster_3	Promoter (<=1kb)	11	50377719	50386527	8809	1	ENSMUST00000069304	0	ENSMUSG00000007850	ENSMUSG00000007850
chr7	142375915	142387870	cluster_3	Promoter (<=1kb)	7	142371148	142382667	11520	2	ENSMUST00000133843	0	ENSMUSG00000007891	ENSMUSG00000007891
chr9	61913282	61914510	cluster_3	Promoter (<=1kb)	9	61913284	61914538	1255	2	ENSMUST00000008036	28	ENSMUSG00000007892	ENSMUSG00000007892
chr4	72109944	72200893	cluster_3	Promoter (<=1kb)	4	72117805	72200857	83053	2	ENSMUST00000072695	0	ENSMUSG00000008305	ENSMUSG00000008305
chr5	125385964	125390017	cluster_3	Promoter (<=1kb)	5	125385965	125390014	4050	2	ENSMUST00000136312	0	ENSMUSG00000008348	ENSMUSG00000008348
chr7	3629984	3642484	cluster_3	Promoter (<=1kb)	7	3629985	3642485	12501	1	ENSMUST00000179769	0	ENSMUSG00000008373	ENSMUSG00000008373
chr7	27486952	27490314	cluster_3	Promoter (<=1kb)	7	27487375	27489507	2133	1	ENSMUST00000135881	0	ENSMUSG00000008384	ENSMUSG00000008384
chr16	5884792	7412480	cluster_3	Promoter (<=1kb)	16	6809222	7409813	600592	1	ENSMUST00000115841	0	ENSMUSG00000008658	ENSMUSG00000008658
chr17	33955881	33966488	cluster_3	Promoter (<=1kb)	17	33955519	33956001	483	2	ENSMUST00000172550	0	ENSMUSG00000008668	ENSMUSG00000008668
chr7	118104375	118116147	cluster_3	Promoter (<=1kb)	7	118104378	118115256	10879	2	ENSMUST00000172457	0	ENSMUSG00000008683	ENSMUSG00000008683
chr11	102195746	102230172	cluster_3	Promoter (<=1kb)	11	102194432	102230166	35735	2	ENSMUST00000107151	0	ENSMUSG00000008855	ENSMUSG00000008855
chr11	102230039	102230150	cluster_3	Promoter (<=1kb)	11	102195744	102230124	34381	2	ENSMUST00000008999	0	ENSMUSG00000008855	ENSMUSG00000008855
chr16	84835123	84863778	cluster_3	Promoter (<=1kb)	16	84835124	84863779	28656	1	ENSMUST00000009120	0	ENSMUSG00000008976	ENSMUSG00000008976
chr5	115297109	115300990	cluster_3	Promoter (<=1kb)	5	115298431	115299435	1005	2	ENSMUST00000123292	0	ENSMUSG00000009013	ENSMUSG00000009013
chr2	118475842	118479696	cluster_3	Promoter (<=1kb)	2	118475851	118478883	3033	2	ENSMUST00000149615	0	ENSMUSG00000009549	ENSMUSG00000009549
chr2	32682608	32694175	cluster_3	Promoter (<=1kb)	2	32682610	32694135	11526	2	ENSMUST00000130164	0	ENSMUSG00000009566	ENSMUSG00000009566
chr15	103191545	103215352	cluster_3	Promoter (<=1kb)	15	103196687	103215352	18666	2	ENSMUST00000108813	0	ENSMUSG00000009575	ENSMUSG00000009575
chr15	100502747	100552008	cluster_3	Promoter (<=1kb)	15	100502799	100552008	49210	2	ENSMUST00000009877	0	ENSMUSG00000009733	ENSMUSG00000009733
chr9	107533944	107538656	cluster_3	Promoter (<=1kb)	9	107533945	107538656	4712	1	ENSMUST00000010189	0	ENSMUSG00000010045	ENSMUSG00000010045
chr9	107587717	107593038	cluster_3	Promoter (<=1kb)	9	107587718	107593038	5321	1	ENSMUST00000010192	0	ENSMUSG00000010048	ENSMUSG00000010048
chr9	21074163	21091988	cluster_3	Promoter (<=1kb)	9	21074168	21091988	17821	2	ENSMUST00000115487	0	ENSMUSG00000010205	ENSMUSG00000010205
chr9	21067513	21092008	cluster_3	Promoter (<=1kb)	9	21074168	21091988	17821	2	ENSMUST00000115487	0	ENSMUSG00000010205	ENSMUSG00000010205
