Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr11	77930838	77979052	cluster_4	Promoter (<=1kb)	11	77930839	77979048	48210	1	ENSMUST00000142542	0	ENSMUSG00000000632	ENSMUSG00000000632
chr11	77515116	77520628	cluster_4	Promoter (<=1kb)	11	77515121	77520045	4925	1	ENSMUST00000094004	0	ENSMUSG00000000686	ENSMUSG00000000686
chr11	96299170	96301569	cluster_4	Promoter (<=1kb)	11	96298955	96301569	2615	1	ENSMUST00000000704	216	ENSMUSG00000000690	ENSMUSG00000000690
chr17	53566970	53672721	cluster_4	Promoter (<=1kb)	17	53566971	53672720	105750	1	ENSMUST00000000724	0	ENSMUSG00000000708	ENSMUSG00000000708
chr11	77718613	77725293	cluster_4	Promoter (<=1kb)	11	77718615	77721834	3220	2	ENSMUST00000124178	0	ENSMUSG00000000724	ENSMUSG00000000724
chr8	123204260	123212788	cluster_4	Promoter (<=1kb)	8	123204264	123212760	8497	2	ENSMUST00000000759	0	ENSMUSG00000000743	ENSMUSG00000000743
chr11	75410028	75422623	cluster_4	Promoter (<=1kb)	11	75410064	75417996	7933	2	ENSMUST00000168902	0	ENSMUSG00000000753	ENSMUSG00000000753
chr3	89520163	89672494	cluster_4	Promoter (<=1kb)	3	89520164	89667761	147598	1	ENSMUST00000000811	0	ENSMUSG00000000794	ENSMUSG00000000794
chr11	84984487	85139955	cluster_4	Promoter (<=1kb)	11	84985647	85029135	43489	2	ENSMUST00000000821	0	ENSMUSG00000000804	ENSMUSG00000000804
chr6	89643987	89675529	cluster_4	Promoter (<=1kb)	6	89643988	89675529	31542	1	ENSMUST00000000828	0	ENSMUSG00000000811	ENSMUSG00000000811
chr2	181582102	181592461	cluster_4	Promoter (<=1kb)	2	181582105	181590920	8816	2	ENSMUST00000128553	0	ENSMUSG00000000823	ENSMUSG00000000823
chr2	154587043	154603673	cluster_4	Promoter (<=1kb)	2	154595246	154603688	8443	2	ENSMUST00000109703	15	ENSMUSG00000000876	ENSMUSG00000000876
chr5	123973627	124003215	cluster_4	Promoter (<=1kb)	5	123973628	124003211	29584	1	ENSMUST00000000939	0	ENSMUSG00000000915	ENSMUSG00000000915
chr3	90603769	90606045	cluster_4	Promoter (<=1kb)	3	90603770	90606044	2275	1	ENSMUST00000001046	0	ENSMUSG00000001020	ENSMUSG00000001020
chr11	61488811	61494266	cluster_4	Promoter (<=1kb)	11	61488812	61494266	5455	2	ENSMUST00000101085	0	ENSMUSG00000001034	ENSMUSG00000001034
chr11	61517248	61579687	cluster_4	Promoter (<=1kb)	11	61517249	61579669	62421	2	ENSMUST00000108711	0	ENSMUSG00000001036	ENSMUSG00000001036
chr3	129983184	130060907	cluster_4	Promoter (<=1kb)	3	129982759	130060907	78149	2	ENSMUST00000001079	0	ENSMUSG00000001052	ENSMUSG00000001052
chr11	51643088	51651073	cluster_4	Promoter (<=1kb)	11	51643063	51650842	7780	2	ENSMUST00000001080	0	ENSMUSG00000001053	ENSMUSG00000001053
chr11	51619772	51623714	cluster_4	Promoter (<=1kb)	11	51619771	51623429	3659	1	ENSMUST00000001083	2	ENSMUSG00000001056	ENSMUSG00000001056
chr8	123242355	123254222	cluster_4	Promoter (<=1kb)	8	123242356	123254176	11821	2	ENSMUST00000117643	0	ENSMUSG00000001062	ENSMUSG00000001062
chr8	123254194	123270551	cluster_4	Promoter (<=1kb)	8	123242356	123254222	11867	2	ENSMUST00000149490	0	ENSMUSG00000001062	ENSMUSG00000001062
chr4	136469760	136549318	cluster_4	Promoter (<=1kb)	4	136469761	136549315	79555	1	ENSMUST00000170102	0	ENSMUSG00000001089	ENSMUSG00000001089
chr5	114363571	114380505	cluster_4	Promoter (<=1kb)	5	114365209	114380489	15281	2	ENSMUST00000134532	0	ENSMUSG00000001098	ENSMUSG00000001098
chr11	78512295	78522736	cluster_4	Promoter (<=1kb)	11	78512388	78513980	1593	1	ENSMUST00000136284	0	ENSMUSG00000001100	ENSMUSG00000001100
chr11	78503512	78505081	cluster_4	Promoter (<=1kb)	11	78503499	78505074	1576	1	ENSMUST00000125670	14	ENSMUSG00000001103	ENSMUSG00000001103
chr10	76708791	76726044	cluster_4	Promoter (<=1kb)	10	76715016	76719236	4221	2	ENSMUST00000137599	0	ENSMUSG00000001119	ENSMUSG00000001119
chr1	36423185	36445271	cluster_4	Promoter (<=1kb)	1	36422065	36445271	23207	2	ENSMUST00000125304	0	ENSMUSG00000001143	ENSMUSG00000001143
chr6	86647044	86669159	cluster_4	Promoter (<=1kb)	6	86647044	86669159	22116	2	ENSMUST00000001184	0	ENSMUSG00000001156	ENSMUSG00000001156
chr6	86691767	86733378	cluster_4	Promoter (<=1kb)	6	86691768	86733378	41611	2	ENSMUST00000001185	0	ENSMUSG00000001157	ENSMUSG00000001157
chr5	120800198	120812514	cluster_4	Promoter (<=1kb)	5	120800194	120812514	12321	2	ENSMUST00000117193	0	ENSMUSG00000001166	ENSMUSG00000001166
chr12	100276608	100300908	cluster_4	Exon (ENSMUST00000062957/ENSMUSG00000033530, exon 1 of 20)	12	100205403	100206495	1093	1	ENSMUST00000127300	71206	ENSMUSG00000001175	ENSMUSG00000001175
chr10	78271562	78351700	cluster_4	Promoter (<=1kb)	10	78271563	78298198	26636	2	ENSMUST00000105389	0	ENSMUSG00000001211	ENSMUSG00000001211
chr7	30973803	30989725	cluster_4	Promoter (<=1kb)	7	30957779	30983169	25391	2	ENSMUST00000108115	0	ENSMUSG00000001247	ENSMUSG00000001247
chr5	70751046	70842617	cluster_4	Promoter (<=1kb)	5	70751047	70842617	91571	2	ENSMUST00000031119	0	ENSMUSG00000001260	ENSMUSG00000001260
chr15	102331708	102338138	cluster_4	Promoter (<=1kb)	15	102331709	102338139	6431	1	ENSMUST00000113682	0	ENSMUSG00000001285	ENSMUSG00000001285
chr4	129137059	129144593	cluster_4	Promoter (<=1kb)	4	129136999	129144593	7595	1	ENSMUST00000102600	61	ENSMUSG00000001334	ENSMUSG00000001334
chr18	36671158	36679366	cluster_4	Promoter (<=1kb)	18	36671160	36679366	8207	2	ENSMUST00000001415	0	ENSMUSG00000001379	ENSMUSG00000001379
chr18	36679214	36683862	cluster_4	Promoter (<=1kb)	18	36671160	36679366	8207	2	ENSMUST00000001415	0	ENSMUSG00000001379	ENSMUSG00000001379
chr18	36793922	36799660	cluster_4	Promoter (<=1kb)	18	36793923	36799660	5738	1	ENSMUST00000001419	0	ENSMUSG00000001383	ENSMUSG00000001383
chr2	164769928	164772902	cluster_4	Promoter (<=1kb)	2	164769903	164778822	8920	1	ENSMUST00000001439	26	ENSMUSG00000001403	ENSMUSG00000001403
chr3	88325022	88328631	cluster_4	Promoter (<=1kb)	3	88325023	88331313	6291	1	ENSMUST00000177005	0	ENSMUSG00000001418	ENSMUSG00000001418
chr11	97205855	97280576	cluster_4	Promoter (<=1kb)	11	97205842	97280486	74645	2	ENSMUST00000167806	0	ENSMUSG00000001441	ENSMUSG00000001441
chr13	72628796	72634196	cluster_4	Promoter (<=1kb)	13	72628820	72634196	5377	1	ENSMUST00000074372	0	ENSMUSG00000001504	ENSMUSG00000001504
chr6	128362993	128375886	cluster_4	Promoter (<=1kb)	6	128365705	128373966	8262	1	ENSMUST00000112148	0	ENSMUSG00000001517	ENSMUSG00000001517
chr6	128399765	128408935	cluster_4	Promoter (<=1kb)	6	128399766	128408932	9167	1	ENSMUST00000001561	0	ENSMUSG00000001520	ENSMUSG00000001520
chr6	128321160	128355851	cluster_4	Promoter (<=1kb)	6	128321140	128355851	34712	2	ENSMUST00000001562	0	ENSMUSG00000001521	ENSMUSG00000001521
chr13	75707483	75772358	cluster_4	Promoter (<=1kb)	13	75707484	75772356	64873	1	ENSMUST00000001583	0	ENSMUSG00000001542	ENSMUSG00000001542
chr11	100368855	100397790	cluster_4	Promoter (<=1kb)	11	100368958	100372716	3759	2	ENSMUST00000124659	0	ENSMUSG00000001552	ENSMUSG00000001552
chr11	100422320	100441089	cluster_4	Promoter (<=1kb)	11	100423038	100424300	1263	1	ENSMUST00000125616	0	ENSMUSG00000001555	ENSMUSG00000001555
chr5	29473822	29478470	cluster_4	Promoter (<=1kb)	5	29473261	29478470	5210	2	ENSMUST00000001608	0	ENSMUSG00000001566	ENSMUSG00000001566
chr17	26561511	26656933	cluster_4	Promoter (<=1kb)	17	26561518	26569063	7546	1	ENSMUST00000165021	0	ENSMUSG00000001576	ENSMUSG00000001576
chr6	146724929	146778814	cluster_4	Promoter (<=1kb)	6	146724995	146778812	53818	1	ENSMUST00000001675	0	ENSMUSG00000001630	ENSMUSG00000001630
chr10	75783812	75798584	cluster_4	Promoter (<=1kb)	10	75783813	75798584	14772	2	ENSMUST00000001713	0	ENSMUSG00000001663	ENSMUSG00000001663
chr10	75771232	75773374	cluster_4	Promoter (<=1kb)	10	75771230	75773034	1805	2	ENSMUST00000172820	0	ENSMUSG00000001666	ENSMUSG00000001666
chr8	109947908	109962205	cluster_4	Promoter (<=1kb)	8	109947914	109962168	14255	2	ENSMUST00000001722	0	ENSMUSG00000001672	ENSMUSG00000001672
chr18	56432131	56503792	cluster_4	Promoter (<=1kb)	18	56432132	56503792	71661	1	ENSMUST00000070166	0	ENSMUSG00000001700	ENSMUSG00000001700
chr7	86718975	86775864	cluster_4	Promoter (<=1kb)	7	86719352	86775808	56457	2	ENSMUST00000107271	0	ENSMUSG00000001773	ENSMUSG00000001773
chr10	85871830	85889103	cluster_4	Promoter (<=1kb)	10	85871831	85889096	17266	1	ENSMUST00000001836	0	ENSMUSG00000001785	ENSMUSG00000001785
chr7	35200877	35215345	cluster_4	Promoter (<=1kb)	7	35200027	35202959	2933	2	ENSMUST00000153163	0	ENSMUSG00000001802	ENSMUSG00000001802
chr2	74652990	74659557	cluster_4	Promoter (<=1kb)	2	74655616	74659419	3804	2	ENSMUST00000173623	0	ENSMUSG00000001815	ENSMUSG00000001815
chr5	143505480	143527993	cluster_4	Promoter (<=1kb)	5	143505482	143527993	22512	2	ENSMUST00000100489	0	ENSMUSG00000001847	ENSMUSG00000001847
chr17	75005528	75392967	cluster_4	Promoter (<=1kb)	17	75005568	75391767	386200	1	ENSMUST00000001927	0	ENSMUSG00000001870	ENSMUSG00000001870
chr8	84670478	84687862	cluster_4	Promoter (<=1kb)	8	84686307	84690936	4630	1	ENSMUST00000175980	0	ENSMUSG00000001909	ENSMUSG00000001909
chr8	84689246	84699808	cluster_4	Promoter (<=1kb)	8	84689247	84699787	10541	1	ENSMUST00000109767	0	ENSMUSG00000001909	ENSMUSG00000001909
chr2	127070656	127097084	cluster_4	Promoter (<=1kb)	2	127070665	127087870	17206	1	ENSMUST00000142861	0	ENSMUSG00000001999	ENSMUSG00000001999
chr17	75537085	75551946	cluster_4	Promoter (<=1kb)	17	75537086	75551946	14861	2	ENSMUST00000112507	0	ENSMUSG00000002017	ENSMUSG00000002017
chr12	84783211	84876495	cluster_4	Promoter (<=1kb)	12	84783213	84876495	93283	2	ENSMUST00000110254	0	ENSMUSG00000002020	ENSMUSG00000002020
chr12	84875801	84879755	cluster_4	Promoter (<=1kb)	12	84783212	84876532	93321	2	ENSMUST00000002073	0	ENSMUSG00000002020	ENSMUSG00000002020
chr9	44793778	44799216	cluster_4	Promoter (<=1kb)	9	44793776	44799242	5467	2	ENSMUST00000114705	26	ENSMUSG00000002032	ENSMUSG00000002032
chr11	78301590	78322454	cluster_4	Promoter (<=1kb)	11	78301624	78315190	13567	1	ENSMUST00000133579	0	ENSMUSG00000002055	ENSMUSG00000002055
chr2	91184060	91195116	cluster_4	Promoter (<=1kb)	2	91184061	91195025	10965	2	ENSMUST00000150654	0	ENSMUSG00000002108	ENSMUSG00000002108
chr7	6675442	6696432	cluster_4	Promoter (<=1kb)	7	6676007	6688811	12805	2	ENSMUST00000122432	0	ENSMUSG00000002266	ENSMUSG00000002266
chr17	25579173	25662826	cluster_4	Promoter (<=1kb)	17	25579174	25662826	83653	1	ENSMUST00000063344	0	ENSMUSG00000002279	ENSMUSG00000002279
chr5	8396968	8422716	cluster_4	Promoter (<=1kb)	5	8396973	8422680	25708	2	ENSMUST00000002368	0	ENSMUSG00000002297	ENSMUSG00000002297
chr17	33843090	33849774	cluster_4	Promoter (<=1kb)	17	33843091	33849774	6684	1	ENSMUST00000002379	0	ENSMUSG00000002308	ENSMUSG00000002308
chr14	55739019	55745684	cluster_4	Promoter (<=1kb)	14	55739020	55739660	641	2	ENSMUST00000155969	0	ENSMUSG00000002332	ENSMUSG00000002332
chr8	70093084	70120844	cluster_4	Promoter (<=1kb)	8	70093085	70120873	27789	2	ENSMUST00000002412	29	ENSMUSG00000002341	ENSMUSG00000002341
chr8	70172407	70183681	cluster_4	Promoter (<=1kb)	8	70172413	70182875	10463	1	ENSMUST00000147656	0	ENSMUSG00000002342	ENSMUSG00000002342
chr8	70184339	70212281	cluster_4	Promoter (<=1kb)	8	70184340	70212256	27917	2	ENSMUST00000063788	0	ENSMUSG00000002346	ENSMUSG00000002346
chr17	5841379	5930711	cluster_4	Promoter (<=1kb)	17	5841328	5931033	89706	1	ENSMUST00000002436	52	ENSMUSG00000002365	ENSMUSG00000002365
chr17	56673224	56711769	cluster_4	Promoter (<=1kb)	17	56673225	56711769	38545	1	ENSMUST00000002445	0	ENSMUSG00000002372	ENSMUSG00000002372
chr6	39603236	39725463	cluster_4	Promoter (<=1kb)	6	39603237	39725463	122227	2	ENSMUST00000002487	0	ENSMUSG00000002413	ENSMUSG00000002413
chr18	10644410	10706696	cluster_4	Promoter (<=1kb)	18	10644413	10658789	14377	2	ENSMUST00000144150	0	ENSMUSG00000002475	ENSMUSG00000002475
chr18	10706859	10711832	cluster_4	Promoter (<=1kb)	18	10644411	10706771	62361	2	ENSMUST00000117828	-89	ENSMUSG00000002475	ENSMUSG00000002475
chr2	32278804	32288069	cluster_4	Promoter (<=1kb)	2	32287384	32297776	10393	1	ENSMUST00000139494	0	ENSMUSG00000002546	ENSMUSG00000002546
chr2	32288252	32307921	cluster_4	Promoter (<=1kb)	2	32288253	32307921	19669	1	ENSMUST00000100194	0	ENSMUSG00000002546	ENSMUSG00000002546
chr2	32255001	32260105	cluster_4	Promoter (<=1kb)	2	32255281	32256669	1389	2	ENSMUST00000133804	0	ENSMUSG00000002550	ENSMUSG00000002550
chr17	23173868	23193228	cluster_4	Promoter (<=1kb)	17	23173893	23193210	19318	2	ENSMUST00000142999	0	ENSMUSG00000002617	ENSMUSG00000002617
chr12	50341231	50649223	cluster_4	Promoter (<=1kb)	12	50341231	50649223	307993	2	ENSMUST00000002765	0	ENSMUSG00000002688	ENSMUSG00000002688
chr2	145903240	145916425	cluster_4	Promoter (<=1kb)	2	145903241	145916425	13185	1	ENSMUST00000002805	0	ENSMUSG00000002728	ENSMUSG00000002728
chr2	76629936	76647994	cluster_4	Promoter (<=1kb)	2	76636795	76640733	3939	2	ENSMUST00000140493	0	ENSMUSG00000002731	ENSMUSG00000002731
chr2	76663033	76673098	cluster_4	Promoter (<=1kb)	2	76663044	76673070	10027	2	ENSMUST00000002809	0	ENSMUSG00000002732	ENSMUSG00000002732
chr2	76675314	76697335	cluster_4	Promoter (<=1kb)	2	76689853	76692764	2912	1	ENSMUST00000125119	0	ENSMUSG00000002733	ENSMUSG00000002733
chr11	5955757	5967781	cluster_4	Promoter (<=1kb)	11	5959304	5963201	3898	1	ENSMUST00000143834	0	ENSMUSG00000002741	ENSMUSG00000002741
chr17	46711462	46725541	cluster_4	Promoter (<=1kb)	17	46711463	46725541	14079	1	ENSMUST00000002840	0	ENSMUSG00000002763	ENSMUSG00000002763
chr7	45897068	45917413	cluster_4	Promoter (<=1kb)	7	45897101	45917409	20309	1	ENSMUST00000107716	0	ENSMUSG00000002781	ENSMUSG00000002781
chr17	32076082	32091423	cluster_4	Promoter (<=1kb)	17	32076083	32091423	15341	2	ENSMUST00000159650	0	ENSMUSG00000002791	ENSMUSG00000002791
chr12	112959861	113000621	cluster_4	Promoter (<=1kb)	12	112976482	112978930	2449	1	ENSMUST00000165079	0	ENSMUSG00000002803	ENSMUSG00000002803
chr12	112976481	112978940	cluster_4	Promoter (<=1kb)	12	112976482	112978930	2449	1	ENSMUST00000165079	0	ENSMUSG00000002803	ENSMUSG00000002803
chr13	19591707	19619830	cluster_4	Promoter (<=1kb)	13	19591709	19619830	28122	2	ENSMUST00000002885	0	ENSMUSG00000002808	ENSMUSG00000002808
chr16	38445398	38452689	cluster_4	Promoter (<=1kb)	16	38445399	38452689	7291	2	ENSMUST00000002923	0	ENSMUSG00000002844	ENSMUSG00000002844
chr6	88883473	88898780	cluster_4	Promoter (<=1kb)	6	88883475	88898780	15306	2	ENSMUST00000058011	0	ENSMUSG00000002870	ENSMUSG00000002870
chr1	52455848	52500448	cluster_4	Promoter (<=1kb)	1	52459218	52490736	31519	2	ENSMUST00000170269	0	ENSMUSG00000002881	ENSMUSG00000002881
chr6	120463196	120483727	cluster_4	Promoter (<=1kb)	6	120463197	120483727	20531	1	ENSMUST00000002976	0	ENSMUSG00000002897	ENSMUSG00000002897
chr8	70842048	70857008	cluster_4	Promoter (<=1kb)	8	70842049	70857008	14960	2	ENSMUST00000110078	0	ENSMUSG00000002908	ENSMUSG00000002908
chr6	56017514	56032688	cluster_4	Promoter (<=1kb)	6	56017515	56032688	15174	1	ENSMUST00000052827	0	ENSMUSG00000002930	ENSMUSG00000002930
chr7	19606221	19629438	cluster_4	Promoter (<=1kb)	7	19606217	19629438	23222	2	ENSMUST00000049912	0	ENSMUSG00000002983	ENSMUSG00000002983
chr12	31958478	32061279	cluster_4	Promoter (<=1kb)	12	31958476	32061235	102760	2	ENSMUST00000003079	0	ENSMUSG00000002997	ENSMUSG00000002997
chr8	72219729	72223775	cluster_4	Promoter (<=1kb)	8	72219730	72223764	4035	1	ENSMUST00000003123	0	ENSMUSG00000003039	ENSMUSG00000003039
chr13	19357675	19395813	cluster_4	Promoter (<=1kb)	13	19357677	19395752	38076	2	ENSMUST00000039694	0	ENSMUSG00000003062	ENSMUSG00000003062
chr7	17004640	17027914	cluster_4	Promoter (<=1kb)	7	17004753	17027809	23057	2	ENSMUST00000142597	0	ENSMUSG00000003099	ENSMUSG00000003099
chr7	25379526	25395987	cluster_4	Promoter (<=1kb)	7	25379527	25395987	16461	2	ENSMUST00000003207	0	ENSMUSG00000003123	ENSMUSG00000003123
chr9	45965310	45984871	cluster_4	Promoter (<=1kb)	9	45965311	45984871	19561	2	ENSMUST00000172450	0	ENSMUSG00000003131	ENSMUSG00000003131
chr1	39371495	39478747	cluster_4	Promoter (<=1kb)	1	39371499	39478747	107249	2	ENSMUST00000054462	0	ENSMUSG00000003134	ENSMUSG00000003134
chr6	122727808	122742745	cluster_4	Promoter (<=1kb)	6	122727809	122742745	14937	2	ENSMUST00000032476	0	ENSMUSG00000003153	ENSMUSG00000003153
chr6	122820183	122845366	cluster_4	Promoter (<=1kb)	6	122820511	122845341	24831	1	ENSMUST00000177927	0	ENSMUSG00000003154	ENSMUSG00000003154
chr7	44997647	45002848	cluster_4	Promoter (<=1kb)	7	44997648	45002848	5201	1	ENSMUST00000003284	0	ENSMUSG00000003184	ENSMUSG00000003184
chr17	55959186	55967951	cluster_4	Promoter (<=1kb)	17	55959187	55967949	8763	1	ENSMUST00000086869	0	ENSMUSG00000003208	ENSMUSG00000003208
chr17	55954770	55959401	cluster_4	Promoter (<=1kb)	17	55959187	55967949	8763	1	ENSMUST00000086869	0	ENSMUSG00000003208	ENSMUSG00000003208
chr16	20498816	20509325	cluster_4	Promoter (<=1kb)	16	20498817	20509955	11139	1	ENSMUST00000003320	0	ENSMUSG00000003235	ENSMUSG00000003235
chr7	45806636	45814316	cluster_4	Promoter (<=1kb)	7	45806637	45814316	7680	2	ENSMUST00000056820	0	ENSMUSG00000003269	ENSMUSG00000003269
chr4	3901157	3938405	cluster_4	Promoter (<=1kb)	4	3900996	3938382	37387	2	ENSMUST00000003369	0	ENSMUSG00000003282	ENSMUSG00000003282
chr9	21229729	21239332	cluster_4	Promoter (<=1kb)	9	21229730	21239332	9603	2	ENSMUST00000049567	0	ENSMUSG00000003308	ENSMUSG00000003308
chr10	80642616	80657071	cluster_4	Promoter (<=1kb)	10	80642617	80656494	13878	2	ENSMUST00000126980	0	ENSMUSG00000003344	ENSMUSG00000003344
chr10	80583648	80590341	cluster_4	Promoter (<=1kb)	10	80583649	80590341	6693	2	ENSMUST00000003436	0	ENSMUSG00000003346	ENSMUSG00000003346
chr15	98632327	98644536	cluster_4	Promoter (<=1kb)	15	98634764	98644530	9767	1	ENSMUST00000003442	0	ENSMUSG00000003352	ENSMUSG00000003352
chr15	98645506	98662889	cluster_4	Promoter (<=1kb)	15	98645134	98662889	17756	2	ENSMUST00000003450	0	ENSMUSG00000003360	ENSMUSG00000003360
chr3	87525577	87540158	cluster_4	Promoter (<=1kb)	3	87525578	87540142	14565	1	ENSMUST00000170036	0	ENSMUSG00000003382	ENSMUSG00000003382
chr9	22015004	22052023	cluster_4	Promoter (<=1kb)	9	22015005	22052023	37019	2	ENSMUST00000003501	0	ENSMUSG00000003410	ENSMUSG00000003410
chr2	13654935	13793520	cluster_4	Promoter (<=1kb)	2	13657154	13793293	136140	2	ENSMUST00000150781	0	ENSMUSG00000003418	ENSMUSG00000003418
chr7	28399521	28436191	cluster_4	Promoter (1-2kb)	7	28398434	28399060	627	1	ENSMUST00000146913	1088	ENSMUSG00000003437	ENSMUSG00000003437
chr1	172126754	172136497	cluster_4	Promoter (<=1kb)	1	172126755	172135283	8529	1	ENSMUST00000075895	0	ENSMUSG00000003464	ENSMUSG00000003464
chr6	29200436	29212297	cluster_4	Promoter (<=1kb)	6	29200437	29212249	11813	2	ENSMUST00000160878	0	ENSMUSG00000003500	ENSMUSG00000003500
chr11	101971143	101984791	cluster_4	Promoter (<=1kb)	11	101971143	101983503	12361	2	ENSMUST00000151678	0	ENSMUSG00000003518	ENSMUSG00000003518
chr16	18052859	18071632	cluster_4	Promoter (<=1kb)	16	18052860	18071360	18501	1	ENSMUST00000143343	0	ENSMUSG00000003531	ENSMUSG00000003531
chr17	35681566	35704139	cluster_4	Promoter (<=1kb)	17	35681567	35700610	19044	2	ENSMUST00000119825	0	ENSMUSG00000003534	ENSMUSG00000003534
chr17	35821712	35822911	cluster_4	Promoter (<=1kb)	17	35821684	35822923	1240	1	ENSMUST00000003635	29	ENSMUSG00000003541	ENSMUSG00000003541
chr17	46630630	46645144	cluster_4	Promoter (<=1kb)	17	46630631	46645144	14514	2	ENSMUST00000003642	0	ENSMUSG00000003546	ENSMUSG00000003546
chr8	70382357	70439573	cluster_4	Promoter (<=1kb)	8	70397755	70402798	5044	2	ENSMUST00000125273	0	ENSMUSG00000003575	ENSMUSG00000003575
chr11	4135159	4141192	cluster_4	Promoter (<=1kb)	11	4135202	4141172	5971	1	ENSMUST00000003677	0	ENSMUSG00000003581	ENSMUSG00000003581
