Chrom	Start	End	cluster_1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr10	78186725	78244642	cluster_1	Promoter (<=1kb)	10	78186725	78244642	57918	2	ENSMUST00000000384	0	ENSMUSG00000000374	ENSMUSG00000000374
chr11	6546886	6596761	cluster_1	Promoter (<=1kb)	11	6546887	6596744	49858	1	ENSMUST00000000388	0	ENSMUSG00000000378	ENSMUSG00000000378
chr15	79995875	80014808	cluster_1	Promoter (<=1kb)	15	79995900	80014808	18909	2	ENSMUST00000000500	0	ENSMUSG00000000489	ENSMUSG00000000489
chr15	101221190	101225186	cluster_1	Promoter (<=1kb)	15	101224207	101232755	8549	1	ENSMUST00000000543	0	ENSMUSG00000000531	ENSMUSG00000000531
chr15	101224206	101232756	cluster_1	Promoter (<=1kb)	15	101224207	101232755	8549	1	ENSMUST00000000543	0	ENSMUSG00000000531	ENSMUSG00000000531
chr15	101221246	101222155	cluster_1	Promoter (2-3kb)	15	101224207	101232755	8549	1	ENSMUST00000000543	-2052	ENSMUSG00000000531	ENSMUSG00000000531
chr15	101174124	101212601	cluster_1	Promoter (<=1kb)	15	101174104	101213678	39575	1	ENSMUST00000000544	21	ENSMUSG00000000532	ENSMUSG00000000532
chr11	60226713	60352905	cluster_1	Promoter (<=1kb)	11	60226714	60352905	126192	2	ENSMUST00000095254	0	ENSMUSG00000000538	ENSMUSG00000000538
chr3	105942677	105960248	cluster_1	Promoter (<=1kb)	3	105959369	105969760	10392	1	ENSMUST00000010278	0	ENSMUSG00000000561	ENSMUSG00000000561
chr8	70808448	70821423	cluster_1	Promoter (<=1kb)	8	70808449	70821424	12976	1	ENSMUST00000000808	0	ENSMUSG00000000791	ENSMUSG00000000791
chr8	70882888	70892757	cluster_1	Promoter (<=1kb)	8	70882889	70892757	9869	2	ENSMUST00000000809	0	ENSMUSG00000000792	ENSMUSG00000000792
chr2	181582102	181592461	cluster_1	Promoter (<=1kb)	2	181582105	181590920	8816	2	ENSMUST00000128553	0	ENSMUSG00000000823	ENSMUSG00000000823
chr11	24078055	24173558	cluster_1	Promoter (<=1kb)	11	24078056	24173194	95139	1	ENSMUST00000000881	0	ENSMUSG00000000861	ENSMUSG00000000861
chr2	27165506	27183204	cluster_1	Promoter (<=1kb)	2	27177093	27177372	280	1	ENSMUST00000155290	0	ENSMUSG00000000889	ENSMUSG00000000889
chr6	52169061	52213067	cluster_1	Promoter (<=1kb)	6	52189671	52191753	2083	2	ENSMUST00000101395	0	ENSMUSG00000000942	ENSMUSG00000000942
chr9	21029372	21030531	cluster_1	Promoter (<=1kb)	9	21029373	21030531	1159	1	ENSMUST00000001040	0	ENSMUSG00000001014	ENSMUSG00000001014
chr11	61517248	61579687	cluster_1	Promoter (<=1kb)	11	61517249	61579669	62421	2	ENSMUST00000108711	0	ENSMUSG00000001036	ENSMUSG00000001036
chr3	129983184	130060907	cluster_1	Promoter (<=1kb)	3	129982759	130060907	78149	2	ENSMUST00000001079	0	ENSMUSG00000001052	ENSMUSG00000001052
chr6	86691767	86733378	cluster_1	Promoter (<=1kb)	6	86691768	86733378	41611	2	ENSMUST00000001185	0	ENSMUSG00000001157	ENSMUSG00000001157
chr12	100276608	100300908	cluster_1	Exon (ENSMUST00000062957/ENSMUSG00000033530, exon 1 of 20)	12	100205403	100206495	1093	1	ENSMUST00000127300	71206	ENSMUSG00000001175	ENSMUSG00000001175
chr7	31130126	31151050	cluster_1	Promoter (<=1kb)	7	31130127	31151014	20888	2	ENSMUST00000085636	0	ENSMUSG00000001248	ENSMUSG00000001248
chr7	31098724	31115326	cluster_1	Promoter (<=1kb)	7	31098725	31110997	12273	2	ENSMUST00000039435	0	ENSMUSG00000001249	ENSMUSG00000001249
chr8	8617438	8660773	cluster_1	Promoter (<=1kb)	8	8617434	8660773	43340	2	ENSMUST00000001319	0	ENSMUSG00000001300	ENSMUSG00000001300
chr11	101458747	101466199	cluster_1	Promoter (<=1kb)	11	101464999	101471853	6855	1	ENSMUST00000153185	0	ENSMUSG00000001313	ENSMUSG00000001313
chr10	77032738	77050432	cluster_1	Promoter (<=1kb)	10	77033212	77050431	17220	1	ENSMUST00000105410	0	ENSMUSG00000001436	ENSMUSG00000001436
chr11	97159709	97187892	cluster_1	Promoter (<=1kb)	11	97159714	97187881	28168	2	ENSMUST00000001479	0	ENSMUSG00000001440	ENSMUSG00000001440
chr11	97205855	97280576	cluster_1	Promoter (<=1kb)	11	97205842	97280486	74645	2	ENSMUST00000167806	0	ENSMUSG00000001441	ENSMUSG00000001441
chr11	94962776	94976327	cluster_1	Promoter (<=1kb)	11	94962791	94976327	13537	2	ENSMUST00000103162	0	ENSMUSG00000001508	ENSMUSG00000001508
chr6	128321160	128355851	cluster_1	Promoter (<=1kb)	6	128321140	128355851	34712	2	ENSMUST00000001562	0	ENSMUSG00000001521	ENSMUSG00000001521
chr13	75707483	75772358	cluster_1	Promoter (<=1kb)	13	75707484	75772356	64873	1	ENSMUST00000001583	0	ENSMUSG00000001542	ENSMUSG00000001542
chr4	136247956	136274899	cluster_1	Promoter (<=1kb)	4	136247973	136264484	16512	1	ENSMUST00000143942	0	ENSMUSG00000001604	ENSMUSG00000001604
chr15	102921130	102928814	cluster_1	Promoter (<=1kb)	15	102921103	102928814	7712	1	ENSMUST00000001700	28	ENSMUSG00000001655	ENSMUSG00000001655
chr10	75783812	75798584	cluster_1	Promoter (<=1kb)	10	75783813	75798584	14772	2	ENSMUST00000001713	0	ENSMUSG00000001663	ENSMUSG00000001663
chr8	109947908	109962205	cluster_1	Promoter (<=1kb)	8	109947914	109962168	14255	2	ENSMUST00000001722	0	ENSMUSG00000001672	ENSMUSG00000001672
chr7	83643062	83735490	cluster_1	Promoter (<=1kb)	7	83642848	83655495	12648	2	ENSMUST00000145610	0	ENSMUSG00000001741	ENSMUSG00000001741
chr7	30186941	30195048	cluster_1	Promoter (<=1kb)	7	30186990	30193106	6117	2	ENSMUST00000108196	0	ENSMUSG00000001794	ENSMUSG00000001794
chr11	21321125	21371267	cluster_1	Promoter (<=1kb)	11	21321138	21370477	49340	2	ENSMUST00000102875	0	ENSMUSG00000001891	ENSMUSG00000001891
chr8	84670478	84687862	cluster_1	Promoter (<=1kb)	8	84686307	84690936	4630	1	ENSMUST00000175980	0	ENSMUSG00000001909	ENSMUSG00000001909
chr8	84689246	84699808	cluster_1	Promoter (<=1kb)	8	84689247	84699787	10541	1	ENSMUST00000109767	0	ENSMUSG00000001909	ENSMUSG00000001909
chr7	19508728	19516145	cluster_1	Promoter (<=1kb)	7	19508730	19515318	6589	1	ENSMUST00000129808	0	ENSMUSG00000002043	ENSMUSG00000002043
chr2	91184060	91195116	cluster_1	Promoter (<=1kb)	2	91184061	91195025	10965	2	ENSMUST00000150654	0	ENSMUSG00000002108	ENSMUSG00000002108
chr5	27740080	27791550	cluster_1	Promoter (<=1kb)	5	27740667	27791339	50673	2	ENSMUST00000002291	0	ENSMUSG00000002221	ENSMUSG00000002221
chr7	6705959	6730419	cluster_1	Promoter (<=1kb)	7	6709395	6730419	21025	2	ENSMUST00000150182	0	ENSMUSG00000002265	ENSMUSG00000002265
chr7	6651747	6662368	cluster_1	Distal Intergenic	7	6676007	6688811	12805	2	ENSMUST00000122432	26443	ENSMUSG00000002266	ENSMUSG00000002266
chr17	25794570	25797045	cluster_1	Promoter (<=1kb)	17	25794571	25797045	2475	2	ENSMUST00000165838	0	ENSMUSG00000002274	ENSMUSG00000002274
chr17	25780807	25780879	cluster_1	Exon (ENSMUST00000149645/ENSMUSG00000002280, exon 7 of 8)	17	25776819	25779593	2775	1	ENSMUST00000130861	3989	ENSMUSG00000002280	ENSMUSG00000002280
chr8	70093084	70120844	cluster_1	Promoter (<=1kb)	8	70093085	70120873	27789	2	ENSMUST00000002412	29	ENSMUSG00000002341	ENSMUSG00000002341
chr17	24595815	24632627	cluster_1	Promoter (<=1kb)	17	24595937	24632629	36693	2	ENSMUST00000097373	2	ENSMUSG00000002496	ENSMUSG00000002496
chr17	24727828	24736149	cluster_1	Promoter (<=1kb)	17	24727829	24736149	8321	1	ENSMUST00000170239	0	ENSMUSG00000002500	ENSMUSG00000002500
chr17	56999456	57000018	cluster_1	Promoter (<=1kb)	17	56999457	57000018	562	2	ENSMUST00000002740	0	ENSMUSG00000002664	ENSMUSG00000002664
chr17	46680452	46683126	cluster_1	Promoter (<=1kb)	17	46681137	46683105	1969	1	ENSMUST00000002845	0	ENSMUSG00000002768	ENSMUSG00000002768
chr11	60714145	60727263	cluster_1	Promoter (<=1kb)	11	60714123	60714721	599	2	ENSMUST00000154141	0	ENSMUSG00000002812	ENSMUSG00000002812
chr17	56040415	56068026	cluster_1	Promoter (<=1kb)	17	56040416	56068026	27611	1	ENSMUST00000002914	0	ENSMUSG00000002835	ENSMUSG00000002835
chr6	88883473	88898780	cluster_1	Promoter (<=1kb)	6	88883475	88898780	15306	2	ENSMUST00000058011	0	ENSMUSG00000002870	ENSMUSG00000002870
chr12	31265293	31329639	cluster_1	Promoter (<=1kb)	12	31265294	31268860	3567	1	ENSMUST00000164228	0	ENSMUSG00000002900	ENSMUSG00000002900
chr7	19696243	19699188	cluster_1	Promoter (<=1kb)	7	19696109	19699166	3058	2	ENSMUST00000174064	0	ENSMUSG00000002985	ENSMUSG00000002985
chr4	55527136	55532475	cluster_1	Promoter (<=1kb)	4	55527143	55532466	5324	2	ENSMUST00000107619	0	ENSMUSG00000003032	ENSMUSG00000003032
chr1	39535801	39546877	cluster_1	Promoter (<=1kb)	1	39535802	39546873	11072	1	ENSMUST00000003219	0	ENSMUSG00000003135	ENSMUSG00000003135
chr6	120931545	121131022	cluster_1	Promoter (<=1kb)	6	121007241	121081609	74369	2	ENSMUST00000077159	0	ENSMUSG00000003178	ENSMUSG00000003178
chr7	45699966	45704661	cluster_1	Promoter (<=1kb)	7	45701016	45703477	2462	1	ENSMUST00000137294	0	ENSMUSG00000003273	ENSMUSG00000003273
chr10	80622779	80640771	cluster_1	Promoter (<=1kb)	10	80622780	80640771	17992	1	ENSMUST00000079773	0	ENSMUSG00000003345	ENSMUSG00000003345
chr15	98632327	98644536	cluster_1	Promoter (<=1kb)	15	98634764	98644530	9767	1	ENSMUST00000003442	0	ENSMUSG00000003352	ENSMUSG00000003352
chr7	25009850	25072369	cluster_1	Promoter (<=1kb)	7	25009853	25072369	62517	2	ENSMUST00000003468	0	ENSMUSG00000003378	ENSMUSG00000003378
chr9	22015004	22052023	cluster_1	Promoter (<=1kb)	9	22015005	22052023	37019	2	ENSMUST00000003501	0	ENSMUSG00000003410	ENSMUSG00000003410
chr7	45154302	45160064	cluster_1	Promoter (<=1kb)	7	45154303	45160069	5767	1	ENSMUST00000107813	0	ENSMUSG00000003423	ENSMUSG00000003423
chr7	45141839	45154538	cluster_1	Promoter (<=1kb)	7	45154303	45160069	5767	1	ENSMUST00000107813	0	ENSMUSG00000003423	ENSMUSG00000003423
chr7	45122387	45124389	cluster_1	Promoter (<=1kb)	7	45122388	45124389	2002	2	ENSMUST00000003521	0	ENSMUSG00000003429	ENSMUSG00000003429
chr14	70457516	70468824	cluster_1	Promoter (<=1kb)	14	70458523	70463340	4818	1	ENSMUST00000159180	0	ENSMUSG00000003469	ENSMUSG00000003469
chr11	101971143	101984791	cluster_1	Promoter (<=1kb)	11	101971143	101983503	12361	2	ENSMUST00000151678	0	ENSMUSG00000003518	ENSMUSG00000003518
chr17	35681566	35704139	cluster_1	Promoter (<=1kb)	17	35681567	35700610	19044	2	ENSMUST00000119825	0	ENSMUSG00000003534	ENSMUSG00000003534
chr17	35821712	35822911	cluster_1	Promoter (<=1kb)	17	35821684	35822923	1240	1	ENSMUST00000003635	29	ENSMUSG00000003541	ENSMUSG00000003541
chr7	19302695	19310045	cluster_1	Promoter (<=1kb)	7	19302721	19310045	7325	2	ENSMUST00000003640	0	ENSMUSG00000003545	ENSMUSG00000003545
chr8	70282998	70294361	cluster_1	Promoter (<=1kb)	8	70282999	70294361	11363	1	ENSMUST00000110124	0	ENSMUSG00000003573	ENSMUSG00000003573
chr11	4097039	4118729	cluster_1	Promoter (<=1kb)	11	4097775	4109261	11487	2	ENSMUST00000132421	0	ENSMUSG00000003585	ENSMUSG00000003585
chr7	27207169	27228597	cluster_1	Promoter (<=1kb)	7	27207970	27213052	5083	2	ENSMUST00000147170	0	ENSMUSG00000003752	ENSMUSG00000003752
chr8	84867946	84868008	cluster_1	Promoter (<=1kb)	8	84867563	84869010	1448	1	ENSMUST00000141480	384	ENSMUSG00000003808	ENSMUSG00000003808
chr8	84913334	84922915	cluster_1	Promoter (<=1kb)	8	84913391	84922915	9525	1	ENSMUST00000148573	0	ENSMUSG00000003812	ENSMUSG00000003812
chr8	84834651	84840665	cluster_1	Promoter (<=1kb)	8	84834019	84838047	4029	2	ENSMUST00000144675	0	ENSMUSG00000003813	ENSMUSG00000003813
chr8	84872110	84887446	cluster_1	Promoter (<=1kb)	8	84872111	84887446	15336	1	ENSMUST00000170296	0	ENSMUSG00000003824	ENSMUSG00000003824
chr8	107388224	107403205	cluster_1	Promoter (<=1kb)	8	107388225	107403206	14982	2	ENSMUST00000003947	1	ENSMUSG00000003849	ENSMUSG00000003849
chr7	45366162	45367948	cluster_1	Promoter (<=1kb)	7	45339126	45366714	27589	2	ENSMUST00000107779	0	ENSMUSG00000003863	ENSMUSG00000003863
chr7	45367890	45370564	cluster_1	Promoter (<=1kb)	7	45367893	45368602	710	2	ENSMUST00000124128	0	ENSMUSG00000003872	ENSMUSG00000003872
chr7	45461694	45466898	cluster_1	Promoter (<=1kb)	7	45461695	45466898	5204	2	ENSMUST00000033093	0	ENSMUSG00000003873	ENSMUSG00000003873
chr10	71201744	71204488	cluster_1	Distal Intergenic	10	71228446	71235321	6876	2	ENSMUST00000145220	30833	ENSMUSG00000003923	ENSMUSG00000003923
chr11	69554091	69560237	cluster_1	Promoter (<=1kb)	11	69554092	69560205	6114	2	ENSMUST00000004036	0	ENSMUSG00000003934	ENSMUSG00000003934
chr11	90249475	90278573	cluster_1	Promoter (<=1kb)	11	90249476	90278589	29114	1	ENSMUST00000004050	0	ENSMUSG00000003948	ENSMUSG00000003948
chr11	90336534	90390917	cluster_1	Promoter (<=1kb)	11	90336536	90390895	54360	2	ENSMUST00000004051	0	ENSMUSG00000003949	ENSMUSG00000003949
chr5	9485235	9725352	cluster_1	Promoter (<=1kb)	5	9485236	9725352	240117	2	ENSMUST00000004076	0	ENSMUSG00000003974	ENSMUSG00000003974
chr16	4639944	4651166	cluster_1	Promoter (<=1kb)	16	4639989	4687292	47304	1	ENSMUST00000144815	0	ENSMUSG00000004069	ENSMUSG00000004069
chr9	20888174	20892179	cluster_1	Promoter (<=1kb)	9	20888175	20892178	4004	1	ENSMUST00000004203	0	ENSMUSG00000004100	ENSMUSG00000004100
chr2	33133418	33371494	cluster_1	Promoter (<=1kb)	2	33216069	33247717	31649	1	ENSMUST00000004208	0	ENSMUSG00000004105	ENSMUSG00000004105
chr1	154392518	154725920	cluster_1	Promoter (<=1kb)	1	154392519	154725920	333402	2	ENSMUST00000004214	0	ENSMUSG00000004110	ENSMUSG00000004110
chr12	38780257	38868215	cluster_1	Promoter (<=1kb)	12	38780284	38865779	85496	1	ENSMUST00000162563	0	ENSMUSG00000004151	ENSMUSG00000004151
chr10	60277627	60302600	cluster_1	Promoter (<=1kb)	10	60277628	60302597	24970	1	ENSMUST00000004316	0	ENSMUSG00000004207	ENSMUSG00000004207
chr19	44757393	44837869	cluster_1	Promoter (<=1kb)	19	44757394	44837871	80478	1	ENSMUST00000004340	0	ENSMUSG00000004231	ENSMUSG00000004231
chr6	124742543	124756487	cluster_1	Promoter (<=1kb)	6	124739189	124756021	16833	2	ENSMUST00000129411	0	ENSMUSG00000004263	ENSMUSG00000004263
chr7	17030992	17056679	cluster_1	Promoter (<=1kb)	7	17035734	17056679	20946	2	ENSMUST00000037762	0	ENSMUSG00000004328	ENSMUSG00000004328
chr1	80264922	80340690	cluster_1	Promoter (<=1kb)	1	80264923	80340480	75558	2	ENSMUST00000163119	0	ENSMUSG00000004364	ENSMUSG00000004364
chr7	44303765	44306959	cluster_1	Promoter (<=1kb)	7	44303770	44306959	3190	2	ENSMUST00000004587	0	ENSMUSG00000004473	ENSMUSG00000004473
chr5	113842438	113908706	cluster_1	Promoter (<=1kb)	5	113842436	113908705	66270	2	ENSMUST00000164980	0	ENSMUSG00000004530	ENSMUSG00000004530
chr14	51984832	52006247	cluster_1	Promoter (<=1kb)	14	51984833	52006247	21415	1	ENSMUST00000093813	0	ENSMUSG00000004562	ENSMUSG00000004562
chr6	54269680	54430221	cluster_1	Promoter (<=1kb)	6	54272490	54301810	29321	1	ENSMUST00000067741	0	ENSMUSG00000004633	ENSMUSG00000004633
chr6	55396886	55412285	cluster_1	Distal Intergenic	6	55376295	55388530	12236	1	ENSMUST00000063578	20592	ENSMUSG00000004654	ENSMUSG00000004654
chr10	79988599	79995400	cluster_1	Promoter (<=1kb)	10	79988623	79994684	6062	1	ENSMUST00000105374	0	ENSMUSG00000004665	ENSMUSG00000004665
chr11	4091480	4095431	cluster_1	Promoter (<=1kb)	11	4094434	4095140	707	2	ENSMUST00000123607	0	ENSMUSG00000004748	ENSMUSG00000004748
chr11	61775597	61855092	cluster_1	Promoter (<=1kb)	11	61775649	61855073	79425	2	ENSMUST00000004920	0	ENSMUSG00000004798	ENSMUSG00000004798
chr17	28589591	28622454	cluster_1	Promoter (<=1kb)	17	28589591	28607169	17579	2	ENSMUST00000004987	0	ENSMUSG00000004865	ENSMUSG00000004865
chr3	87987530	88000356	cluster_1	Promoter (<=1kb)	3	87987531	88000356	12826	2	ENSMUST00000090971	0	ENSMUSG00000004892	ENSMUSG00000004892
chr10	81268171	81273247	cluster_1	Promoter (<=1kb)	10	81268172	81273246	5075	1	ENSMUST00000057798	0	ENSMUSG00000004931	ENSMUSG00000004931
chr10	81252934	81262981	cluster_1	Promoter (<=1kb)	10	81252935	81262985	10051	1	ENSMUST00000119547	0	ENSMUSG00000004933	ENSMUSG00000004933
chr10	81194690	81208370	cluster_1	Promoter (<=1kb)	10	81198170	81202037	3868	2	ENSMUST00000005069	0	ENSMUSG00000004939	ENSMUSG00000004939
chr7	4539764	4546567	cluster_1	Promoter (<=1kb)	7	4539768	4546567	6800	2	ENSMUST00000065957	0	ENSMUSG00000004961	ENSMUSG00000004961
chr6	117933558	117937335	cluster_1	Promoter (<=1kb)	6	117933729	117937335	3607	2	ENSMUST00000005114	0	ENSMUSG00000004988	ENSMUSG00000004988
chr8	84257766	84270402	cluster_1	Promoter (<=1kb)	8	84257795	84270380	12586	2	ENSMUST00000098578	0	ENSMUSG00000004994	ENSMUSG00000004994
chr2	102658682	102790784	cluster_1	Promoter (<=1kb)	2	102659223	102735962	76740	1	ENSMUST00000125085	0	ENSMUSG00000005089	ENSMUSG00000005089
chr15	66929317	66969641	cluster_1	Promoter (<=1kb)	15	66929321	66969640	40320	2	ENSMUST00000005256	0	ENSMUSG00000005125	ENSMUSG00000005125
chr9	53400804	53400886	cluster_1	3' UTR	9	53405286	53432803	27518	1	ENSMUST00000005262	-4400	ENSMUSG00000005131	ENSMUSG00000005131
chr8	85080962	85082339	cluster_1	Promoter (<=1kb)	8	85075052	85081306	6255	2	ENSMUST00000152186	0	ENSMUSG00000005150	ENSMUSG00000005150
chr11	69420808	69549108	cluster_1	Promoter (<=1kb)	11	69420809	69544556	123748	2	ENSMUST00000035539	0	ENSMUSG00000005237	ENSMUSG00000005237
chr15	10177237	10337020	cluster_1	Promoter (<=1kb)	15	10177238	10329388	152151	1	ENSMUST00000005400	0	ENSMUSG00000005268	ENSMUSG00000005268
chr13	58176155	58215653	cluster_1	Promoter (<=1kb)	13	58176156	58215653	39498	2	ENSMUST00000058735	0	ENSMUSG00000005312	ENSMUSG00000005312
chr17	87990858	88065285	cluster_1	Promoter (<=1kb)	17	87990859	88065028	74170	2	ENSMUST00000130379	0	ENSMUSG00000005371	ENSMUSG00000005371
chr11	59725916	59740154	cluster_1	Promoter (<=1kb)	11	59727681	59776602	48922	1	ENSMUST00000133861	0	ENSMUSG00000005417	ENSMUSG00000005417
chr7	13035119	13037627	cluster_1	Promoter (<=1kb)	7	13035329	13037627	2299	2	ENSMUST00000125964	0	ENSMUSG00000005575	ENSMUSG00000005575
chr7	80993683	81045162	cluster_1	Promoter (<=1kb)	7	81023420	81024593	1174	1	ENSMUST00000176477	0	ENSMUSG00000005621	ENSMUSG00000005621
chr1	171221563	171226379	cluster_1	Promoter (<=1kb)	1	171217802	171222184	4383	2	ENSMUST00000111327	0	ENSMUSG00000005674	ENSMUSG00000005674
chr18	11052509	11085635	cluster_1	Promoter (<=1kb)	18	11052510	11085635	33126	1	ENSMUST00000047762	0	ENSMUSG00000005836	ENSMUSG00000005836
chr18	11042036	11052567	cluster_1	Promoter (<=1kb)	18	11052510	11085635	33126	1	ENSMUST00000047762	0	ENSMUSG00000005836	ENSMUSG00000005836
chr18	34207774	34221772	cluster_1	Promoter (<=1kb)	18	34220924	34313506	92583	1	ENSMUST00000171187	0	ENSMUSG00000005871	ENSMUSG00000005871
chr6	92091417	92173058	cluster_1	Promoter (<=1kb)	6	92092433	92167705	75273	1	ENSMUST00000113463	0	ENSMUSG00000005893	ENSMUSG00000005893
chr11	21994763	22001651	cluster_1	Promoter (<=1kb)	11	21994764	22001615	6852	2	ENSMUST00000006071	0	ENSMUSG00000005917	ENSMUSG00000005917
chr17	28953215	28967937	cluster_1	Promoter (<=1kb)	17	28953216	28967935	14720	1	ENSMUST00000117672	0	ENSMUSG00000005936	ENSMUSG00000005936
chr4	80834212	80851736	cluster_1	Promoter (<=1kb)	4	80834230	80851718	17489	1	ENSMUST00000006151	0	ENSMUSG00000005994	ENSMUSG00000005994
chr7	16098642	16117975	cluster_1	Promoter (<=1kb)	7	16109051	16114225	5175	1	ENSMUST00000139507	0	ENSMUSG00000006024	ENSMUSG00000006024
chr9	21958898	21963576	cluster_1	Promoter (<=1kb)	9	21958899	21963576	4678	2	ENSMUST00000006397	0	ENSMUSG00000006235	ENSMUSG00000006235
chr1	74236549	74268213	cluster_1	Promoter (<=1kb)	1	74236550	74267988	31439	1	ENSMUST00000113819	0	ENSMUSG00000006304	ENSMUSG00000006304
chr12	113140235	113145506	cluster_1	Promoter (<=1kb)	12	113140236	113145504	5269	1	ENSMUST00000084882	0	ENSMUSG00000006356	ENSMUSG00000006356
chr8	122625135	122678175	cluster_1	Promoter (<=1kb)	8	122629463	122678072	48610	2	ENSMUST00000006525	0	ENSMUSG00000006362	ENSMUSG00000006362
chr15	85206007	85286294	cluster_1	Promoter (<=1kb)	15	85263454	85265472	2019	1	ENSMUST00000160798	0	ENSMUSG00000006369	ENSMUSG00000006369
chr15	79030873	79038356	cluster_1	Promoter (<=1kb)	15	79030874	79038348	7475	1	ENSMUST00000006544	0	ENSMUSG00000006378	ENSMUSG00000006378
chr1	171250421	171259922	cluster_1	Promoter (<=1kb)	1	171250423	171260636	10214	1	ENSMUST00000006570	0	ENSMUSG00000006403	ENSMUSG00000006403
chr2	167492644	167516166	cluster_1	Promoter (<=1kb)	2	167492645	167516166	23522	1	ENSMUST00000109214	0	ENSMUSG00000006418	ENSMUSG00000006418
chr2	167481135	167492874	cluster_1	Promoter (<=1kb)	2	167492645	167516166	23522	1	ENSMUST00000109214	0	ENSMUSG00000006418	ENSMUSG00000006418
chr2	25059810	25059873	cluster_1	Promoter (<=1kb)	2	25060136	25061107	972	1	ENSMUST00000152506	-263	ENSMUSG00000006476	ENSMUSG00000006476
chr2	25054378	25062881	cluster_1	Promoter (<=1kb)	2	25054379	25062880	8502	1	ENSMUST00000116574	0	ENSMUSG00000006476	ENSMUSG00000006476
chr10	79860474	79874634	cluster_1	Promoter (<=1kb)	10	79861738	79863050	1313	1	ENSMUST00000164385	0	ENSMUSG00000006498	ENSMUSG00000006498
chr4	13743301	13895055	cluster_1	Promoter (<=1kb)	4	13743436	13893649	150214	1	ENSMUST00000006761	0	ENSMUSG00000006586	ENSMUSG00000006586
chr5	30950065	30955095	cluster_1	Promoter (<=1kb)	5	30950066	30955091	5026	1	ENSMUST00000131757	0	ENSMUSG00000006638	ENSMUSG00000006638
chr7	30434979	30445582	cluster_1	Promoter (<=1kb)	7	30434981	30445582	10602	2	ENSMUST00000006828	0	ENSMUSG00000006651	ENSMUSG00000006651
chr10	127165155	127172340	cluster_1	Promoter (<=1kb)	10	127165156	127172340	7185	1	ENSMUST00000006914	0	ENSMUSG00000006731	ENSMUSG00000006731
chr10	127067289	127070261	cluster_1	Promoter (<=1kb)	10	127067317	127070261	2945	2	ENSMUST00000060991	0	ENSMUSG00000006736	ENSMUSG00000006736
chr10	127070480	127071101	cluster_1	Promoter (<=1kb)	10	127067317	127070261	2945	2	ENSMUST00000060991	-220	ENSMUSG00000006736	ENSMUSG00000006736
chr2	166073898	166155683	cluster_1	Promoter (<=1kb)	2	166073089	166155663	82575	2	ENSMUST00000109249	0	ENSMUSG00000006800	ENSMUSG00000006800
chr11	101191114	101226463	cluster_1	Promoter (<=1kb)	11	101191115	101226463	35349	2	ENSMUST00000107284	0	ENSMUSG00000006920	ENSMUSG00000006920
chr9	120924454	120930802	cluster_1	Promoter (<=1kb)	9	120929216	120950635	21420	1	ENSMUST00000130466	0	ENSMUSG00000006932	ENSMUSG00000006932
chr9	120933399	120960507	cluster_1	Promoter (<=1kb)	9	120933400	120960507	27108	1	ENSMUST00000007130	0	ENSMUSG00000006932	ENSMUSG00000006932
chr16	20733126	20742384	cluster_1	Promoter (<=1kb)	16	20733127	20738152	5026	1	ENSMUST00000115423	0	ENSMUSG00000006958	ENSMUSG00000006958
