baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000047935	1416.54081497508	-0.677280766504931	0.0920244917882387	1.06816856308843e-14	4.49301384198745e-12	RP24-473D4.1
ENSMUSG00000061524	2578.38359341695	0.59645057742627	0.0811363381199443	1.06953369967241e-14	4.49301384198745e-12	Zic2
ENSMUSG00000066113	954.562372366298	0.706368218457095	0.0963134533914325	1.15842979086864e-14	4.72332711494468e-12	Adamtsl1
ENSMUSG00000066189	280.661952413727	-1.19169722037652	0.162947735806138	1.39817127760297e-14	5.53795669183142e-12	Cacng3
ENSMUSG00000021273	8592.74210725023	-0.324403435977058	0.0443517634336262	2.31015217885744e-14	8.89601101541685e-12	Fdft1
ENSMUSG00000037852	24375.8515238977	0.358850353788847	0.0495941929412074	3.77426213643374e-14	1.41412421614543e-11	Cpe
ENSMUSG00000074622	1349.53972493966	-0.5834751433086	0.0817835007838418	5.8558100971488e-14	2.13629198359931e-11	Mafb
ENSMUSG00000032332	2546.62640792847	0.512972196548563	0.0721622785248025	6.92243454150013e-14	2.46065923202093e-11	Col12a1
ENSMUSG00000060424	1797.19961040214	-0.63107027455124	0.0889540933673225	7.6776902463611e-14	2.6608954971326e-11	Pantr1
ENSMUSG00000053963	1607.50002111405	-0.764946884810243	0.109075295625507	1.31803519848873e-13	4.45656633089005e-11	AC121838.2
ENSMUSG00000028273	1764.65592857072	0.631679174595805	0.0909075606818859	1.99557610030068e-13	6.58682654249247e-11	Pdlim5
ENSMUSG00000045994	6307.86766975525	-0.581394942972259	0.0839436278589971	2.67256147059138e-13	8.61621387600192e-11	B3gat1
ENSMUSG00000053199	2301.75649114596	0.484039012083082	0.0701783279850133	3.24489216437458e-13	1.02236227442556e-10	Arhgap20
ENSMUSG00000052387	1145.9542662292	0.589184967637757	0.086288168673669	4.78023075061767e-13	1.47262975324028e-10	Trpm3
ENSMUSG00000084946	750.95751331282	-0.966879744188082	0.142695024218528	6.61640634209253e-13	1.99398350261802e-10	Dlx1as
ENSMUSG00000025666	3242.39700985002	0.431320977486372	0.0634855199364984	7.28609270789969e-13	2.1490873023322e-10	Tmem47
ENSMUSG00000007655	2575.5381817559	0.598501017534927	0.0887563298818934	8.33783264865388e-13	2.40807029183935e-10	Cav1
ENSMUSG00000031274	2414.53835600465	0.655934774453754	0.0976663737485224	9.53919470557662e-13	2.6988133919063e-10	Col4a5
ENSMUSG00000020932	4711.38802024784	0.609550547076878	0.0915772256127326	1.47176811678706e-12	4.08062428060381e-10	Gfap
ENSMUSG00000026787	916.546263991196	-0.841470107811827	0.128779042551542	3.36817951287494e-12	9.15550442882065e-10	Gad2
ENSMUSG00000029755	283.055753097594	-1.08312295795109	0.166123355950687	3.67959161755424e-12	9.8096497296451e-10	Dlx5
ENSMUSG00000034936	706.621426926209	-0.703302192990524	0.108183588036387	4.42544443675407e-12	1.15754596654192e-09	Arl4d
ENSMUSG00000087006	611.464403809248	-0.706566694156396	0.109141425086189	5.32375208294388e-12	1.36672546529354e-09	RP23-375N21.2
ENSMUSG00000063297	1804.70456102283	0.482489768638124	0.0749723487620161	7.54935948101048e-12	1.90285037245906e-09	Luzp2
ENSMUSG00000038331	451.587059612985	-2.64477232327141	0.418791488243645	1.66117559008679e-11	4.1122995009595e-09	Satb2
ENSMUSG00000068735	7720.95047742037	-0.329097474355821	0.0525453108154186	3.25752679183095e-11	7.9226480552899e-09	Trp53i11
ENSMUSG00000021743	4606.90976454108	-0.456132929877184	0.0740149763820365	4.76475511205722e-11	1.13885862273188e-08	Fezf2
ENSMUSG00000020297	54573.3350573466	-0.37002553698762	0.0598654353302694	5.15871192144543e-11	1.21212242994912e-08	Nsg2
ENSMUSG00000029757	3878.61066090434	-0.418280839763394	0.0682284331838495	5.53667165295384e-11	1.27924798541498e-08	Dync1i1
ENSMUSG00000045515	9478.91408769542	-0.504690271817659	0.0832010156104978	7.9032260465768e-11	1.79610528989662e-08	Pou3f3
ENSMUSG00000025400	1200.89242089433	0.833755776841186	0.138629897082865	8.17561053163966e-11	1.82024228872048e-08	Tac2
ENSMUSG00000057963	2396.49921513728	-0.424397858947515	0.0697665428626225	8.2720381006557e-11	1.82024228872048e-08	Itpk1
ENSMUSG00000031673	4344.16725027702	-0.390028604024887	0.0640839567166096	8.66802015433922e-11	1.87757442811882e-08	Cdh11
ENSMUSG00000022537	2951.98321548501	-0.437131653483237	0.0723870592003935	1.06982510077346e-10	2.24877423580611e-08	Tmem44
ENSMUSG00000049866	5349.3870623941	-0.330515150013527	0.0545612595471843	1.07061313974755e-10	2.24877423580611e-08	Arl4c
ENSMUSG00000021217	427.027044196156	-1.3664939233261	0.230039680903749	1.49277873788949e-10	3.08871517065104e-08	Tshz3
ENSMUSG00000022469	1013.65023450253	0.636317800504615	0.108134196366727	2.04054706778463e-10	4.16001529422034e-08	Rapgef3
ENSMUSG00000021903	659.009803173828	0.666225091169768	0.114411945978316	2.93033210648396e-10	5.88741941915756e-08	Galnt15
ENSMUSG00000024087	1112.87377956786	0.607227247196603	0.104646469873855	3.41987692878286e-10	6.77282198053097e-08	Cyp1b1
ENSMUSG00000026950	259.023462095719	-0.997996108911644	0.172945166329353	4.05017603281572e-10	7.90811131590484e-08	Neb
ENSMUSG00000028832	53299.7697235768	-0.284273485316523	0.0489078445628747	5.12082148136056e-10	9.85971502723631e-08	Stmn1
ENSMUSG00000026678	6562.89311278557	0.362816089598034	0.0625909414601419	5.25929245664285e-10	9.98761251047121e-08	Rgs5
ENSMUSG00000095105	194.606997876953	-1.11343365140988	0.196698782399961	7.64777258938588e-10	1.43271718117103e-07	Edaradd
ENSMUSG00000021596	1985.95160458828	0.532197168876551	0.0941248283813006	8.61702362444636e-10	1.57181313823289e-07	Mctp1
ENSMUSG00000022309	1252.0409916255	0.487123363936873	0.0859434011779332	8.51795715189151e-10	1.57181313823289e-07	Angpt1
ENSMUSG00000029108	2042.16761844936	0.679240633924859	0.120693369349435	8.78691245201668e-10	1.58198658860139e-07	Pcdh7
ENSMUSG00000003617	698.735361910193	0.99718539489123	0.178119616074705	9.23720768094392e-10	1.64173602667853e-07	Cp
ENSMUSG00000029135	5165.94235674289	-0.480267874313872	0.0857291282731424	1.37351285110095e-09	2.41025426010285e-07	Fosl2
ENSMUSG00000021047	1915.10925241177	0.695061435919244	0.125775297328785	1.54457045316389e-09	2.67654752402638e-07	Nova1
ENSMUSG00000030093	1131.20302468223	-0.484420943857989	0.0872482971700033	1.76714790378263e-09	3.02444091236279e-07	Wnt7a
ENSMUSG00000027849	309.827309342686	-1.0005368093835	0.181899100676027	1.93497130279653e-09	3.27128136227662e-07	Syt6
ENSMUSG00000096146	999.71895259784	-0.526170559894291	0.0951934413381267	1.96221280835575e-09	3.27736821231757e-07	Kcnj11
ENSMUSG00000030270	353.32444060134	0.956106096856465	0.175567814786851	2.27161636863395e-09	3.74897829980624e-07	Cpne9
ENSMUSG00000055639	1499.90360500611	0.485775925988602	0.0888408940076669	2.66418043570101e-09	4.29473339809253e-07	Dach1
ENSMUSG00000061080	6346.42961216113	0.527750386454884	0.0968541156319913	2.66426511026443e-09	4.29473339809253e-07	Lsamp
ENSMUSG00000041703	1215.37473709513	0.52686065959286	0.0973272113900784	3.43479543020488e-09	5.47316885619888e-07	Zic5
ENSMUSG00000028519	7743.12399121929	-0.248094359640516	0.0448810910705268	3.96217193627204e-09	6.24177154006128e-07	Dab1
ENSMUSG00000052981	3201.75213300538	-0.522043437669738	0.0966316078812746	4.01211690623331e-09	6.24943558102386e-07	Ube2ql1
ENSMUSG00000021379	4044.90154748771	0.317056270746152	0.058298637303255	4.57311735045377e-09	7.04412509214896e-07	Id4
ENSMUSG00000033717	1347.2519935624	0.667234105835361	0.125130307183756	4.64121752430522e-09	7.0704613779608e-07	Adra2a
ENSMUSG00000006517	2317.7474817452	-0.343903185969914	0.0634360912644731	4.73801005535902e-09	7.13946015189588e-07	Mvd
ENSMUSG00000010175	5599.41521119882	0.468183552764617	0.0872331575704442	4.91704324014662e-09	7.3125194345608e-07	Prox1
ENSMUSG00000060143	3197.04414062194	-0.346147566657293	0.0639059955418755	4.95835552801497e-09	7.3125194345608e-07	RP23-4P23.3
ENSMUSG00000032172	5650.68837350682	-0.304199892513667	0.0559387914947476	5.09042811275243e-09	7.42827420285125e-07	Olfm2
ENSMUSG00000021994	3186.51147060944	0.458168930117166	0.0857277781249003	5.39747718854092e-09	7.79429440257738e-07	Wnt5a
ENSMUSG00000105265	1386.20589992144	-0.618794417819084	0.116091784293807	5.53726625248998e-09	7.91372392353284e-07	Sox2ot
ENSMUSG00000023800	7269.64748514162	-0.365215770795149	0.0681734228403189	5.81574541254919e-09	8.22690598511933e-07	Tiam2
ENSMUSG00000025469	208.611287742844	1.23598432355587	0.234951502299472	5.96939448895046e-09	8.35896119195154e-07	Msx3
ENSMUSG00000042834	76681.2893438422	-0.231633500729821	0.0435450912174914	6.49204052438583e-09	8.99991577895608e-07	Nrep
ENSMUSG00000033960	2049.61935061606	0.473215349006232	0.089488743065125	7.21097073348915e-09	9.80055757630981e-07	Jcad
ENSMUSG00000038274	12197.3200757857	-0.31381860240283	0.0584309745179932	7.15152057609747e-09	9.80055757630981e-07	Fau
ENSMUSG00000062380	94299.5025774284	-0.216767056531934	0.0398866296484605	8.34242613238992e-09	1.12282576187691e-06	Tubb3
ENSMUSG00000041272	579.493617877854	-0.829333489060081	0.158470532642456	8.63262656945891e-09	1.15071252050393e-06	Tox
ENSMUSG00000035566	4744.63787023534	0.548103537709353	0.104978531703039	8.89842889306552e-09	1.17484685471017e-06	Pcdh17
ENSMUSG00000004040	5186.77968168097	0.424815109050081	0.0810916104113846	1.01791765871891e-08	1.33126344366229e-06	Stat3
ENSMUSG00000034488	4481.25488753932	0.458988626068548	0.0881374606551835	1.12770510381533e-08	1.46106316394317e-06	Edil3
ENSMUSG00000000058	926.941680417635	0.545302769131583	0.10528630088929	1.19478838595089e-08	1.53364364763308e-06	Cav2
ENSMUSG00000037999	501.780129433162	0.63683649159094	0.123560147434967	1.27514151536759e-08	1.60702607523099e-06	Arap2
ENSMUSG00000046805	731.155936862464	0.638570920669623	0.12392235623287	1.26630168642264e-08	1.60702607523099e-06	Mpeg1
ENSMUSG00000061983	14077.1835895275	-0.302361744081099	0.057506005824968	1.49281507384661e-08	1.86440498817437e-06	Rps12
ENSMUSG00000041708	10017.8144092946	-0.933368831432522	0.182636556107689	1.60058805336859e-08	1.98115644498649e-06	Mpped1
ENSMUSG00000040952	14999.3459479805	-0.291416751830044	0.0556830158602311	1.65918010207828e-08	2.03550564204524e-06	Rps19
ENSMUSG00000026312	368.759617455946	0.757437617249095	0.149259005861669	1.8211669476109e-08	2.21463485918684e-06	Cdh7
ENSMUSG00000036111	2736.12327955812	-0.467160575100012	0.0910431567910232	1.83714819195557e-08	2.21464220739827e-06	Lmo1
ENSMUSG00000000266	662.765917911969	0.586680845445877	0.115544639748584	1.96849967238218e-08	2.35252680674432e-06	Mid2
ENSMUSG00000022494	1520.5481785711	0.387783103683541	0.0756536613519324	2.01178501760515e-08	2.383707324706e-06	Shisa9
ENSMUSG00000022306	3435.57905243857	0.438386374425539	0.0859532328127991	2.06033057200338e-08	2.42053921353245e-06	Zfpm2
ENSMUSG00000016179	1678.53524163569	-0.39792360881278	0.0784155265525654	2.74735407533663e-08	3.200552062722e-06	Camk1g
ENSMUSG00000023832	5634.12115589047	-0.251639170707049	0.0492017570011647	3.69531694520888e-08	4.26901490095256e-06	Acat2
ENSMUSG00000026748	1256.92053374954	0.521074714009932	0.105205893316841	3.94483774892606e-08	4.51961038953405e-06	Plxdc2
ENSMUSG00000074934	815.065288666214	0.659859718064708	0.134438741964977	4.28427791239172e-08	4.8682741556956e-06	Grem1
ENSMUSG00000069516	282.726137361699	0.944128258432989	0.193267298038368	4.44773322790533e-08	5.01292079174403e-06	Lyz2
ENSMUSG00000006442	3152.93042659239	-0.387519549752102	0.0781011911000539	4.75697282325738e-08	5.11208637587729e-06	Srm
ENSMUSG00000017737	931.49297978203	0.514381399364423	0.104528462534996	4.70285049522665e-08	5.11208637587729e-06	Mmp9
ENSMUSG00000021709	2850.15987944949	0.30161087919941	0.0601242587863274	4.73396768395469e-08	5.11208637587729e-06	Erbb2ip
ENSMUSG00000030744	25624.1665218021	-0.224656613187722	0.0440049798157169	4.68884062898863e-08	5.11208637587729e-06	Rps3
ENSMUSG00000035594	104.798242414536	-1.32375650666798	0.270252693390296	4.751753140527e-08	5.11208637587729e-06	Chrna5
ENSMUSG00000052336	920.08256926799	0.545101934831722	0.110905559336159	4.68214601052893e-08	5.11208637587729e-06	Cx3cr1
ENSMUSG00000048960	951.21493087537	0.518779110809623	0.105523981232781	4.79807030652201e-08	5.11658835840881e-06	Prex2
ENSMUSG00000003992	5186.09185790094	-0.317082389465567	0.0634305282300487	5.08098247934321e-08	5.33618637205568e-06	Ssbp2
ENSMUSG00000021745	4777.82463889315	0.275699947207426	0.0546361615002509	5.04883166989959e-08	5.33618637205568e-06	Ptprg
ENSMUSG00000049411	483.489810798509	0.640047964254752	0.131346125273023	5.34970981495798e-08	5.57616745599718e-06	Tmem241
ENSMUSG00000024601	2114.27699904481	0.349636559717252	0.0706390911139416	5.55285367684352e-08	5.74471720314043e-06	Isoc1
ENSMUSG00000054793	14413.9911373462	-0.236675183973907	0.0469774275996244	6.14128457718818e-08	6.30641689581924e-06	Cadm4
ENSMUSG00000022708	16367.6065681315	0.329268207216481	0.0666568791038581	6.18886402128239e-08	6.30854572992925e-06	Zbtb20
ENSMUSG00000037771	860.221280406739	-0.770711295662699	0.159524671457061	7.03596154064259e-08	7.11967407576119e-06	Slc32a1
ENSMUSG00000061718	492.58476432403	-0.67245788726427	0.139311841050474	7.30263503256536e-08	7.33597314901838e-06	Ppp1r1b
ENSMUSG00000041164	12651.0157413638	-0.220020818851026	0.0437016893559835	7.3883558095273e-08	7.36868896312784e-06	Zmiz2
ENSMUSG00000064264	3349.01566868808	-0.337057310126153	0.0687526760996616	7.74943199819893e-08	7.67359827078798e-06	Zfp428
ENSMUSG00000017631	10209.7644958454	-0.288633583278725	0.0587311120438337	8.54149171147708e-08	8.39792195717778e-06	Abr
ENSMUSG00000017404	15890.8694674871	-0.230389361945903	0.0463454404870414	9.03965312742901e-08	8.82512051447523e-06	Rpl19
ENSMUSG00000048758	12359.1196683518	-0.320205796275729	0.0658237653744101	9.58276864954888e-08	9.28992460060812e-06	Rpl29
ENSMUSG00000005089	15136.2588716485	0.363076947309117	0.0752029231401673	9.88599011871522e-08	9.51732507053813e-06	Slc1a2
ENSMUSG00000024426	13862.8087667473	-0.216648893299641	0.0435902510540998	1.00095700067551e-07	9.56983924163079e-06	Atat1
ENSMUSG00000027435	2373.55722385749	0.464739189953166	0.0975017144151541	1.07429655901504e-07	1.02006665737161e-05	Cd93
ENSMUSG00000002997	5567.28530001386	0.267991308232607	0.0544031581772105	1.09180771056074e-07	1.02964151642882e-05	Prkar2b
ENSMUSG00000020102	1318.57355316111	0.42039277980195	0.088092156430806	1.14178957328761e-07	1.06601162545499e-05	Slc16a7
ENSMUSG00000041380	824.626113863515	0.596365229825668	0.126272098290132	1.14575295529678e-07	1.06601162545499e-05	Htr2c
ENSMUSG00000025508	10132.4926257316	-0.365347158277906	0.0763114759848478	1.33508422978082e-07	1.23388484516344e-05	Rplp2
ENSMUSG00000047675	18326.0848570088	-0.255423894675686	0.0527133866136291	1.46800499581775e-07	1.34774524880937e-05	Rps8
ENSMUSG00000015852	816.599486369901	0.588803669359766	0.126444585637184	1.59069733124822e-07	1.45077875678251e-05	Fcrls
ENSMUSG00000041362	9246.45618251044	-0.235434134082357	0.0486404043126971	1.68286957773576e-07	1.5248118271994e-05	Shtn1
ENSMUSG00000031642	4466.06467418741	-0.274445662247996	0.0573718628153099	1.79596878769078e-07	1.61672177297125e-05	Sh3rf1
ENSMUSG00000061353	5040.61783726612	0.499293219495066	0.108202156088113	1.8873880349004e-07	1.68805550502092e-05	Cxcl12
ENSMUSG00000020737	31464.8530898313	-0.241726886282108	0.050477680176716	2.2114376769434e-07	1.95268538315072e-05	Hn1
ENSMUSG00000079523	30516.0598071313	-0.321109817833057	0.0681725815135816	2.20618518929941e-07	1.95268538315072e-05	Tmsb10
ENSMUSG00000005447	6704.87189836239	-0.243856452687141	0.0510406620400851	2.27688194796142e-07	1.99774774965755e-05	Pafah1b3
ENSMUSG00000020961	1313.25482095101	0.404884519444212	0.0874599777254259	2.35330160345634e-07	2.03959810347227e-05	Ston2
ENSMUSG00000022332	7371.89703814771	-0.300056064333401	0.0623854108311985	2.35400488029693e-07	2.03959810347227e-05	Khdrbs3
ENSMUSG00000024621	1528.27290367361	0.656777057109533	0.144189895045543	2.40527446985843e-07	2.07107577488493e-05	Csf1r
ENSMUSG00000039910	1908.43848527116	-0.385816884704686	0.0830794475552423	2.42773058942833e-07	2.07750797291635e-05	Cited2
ENSMUSG00000001525	122423.774550713	-0.189318368248908	0.0406340319467436	2.54908641222234e-07	2.16797453574468e-05	Tubb5
ENSMUSG00000114210	736.959636712475	-0.67607728893312	0.148225224971413	2.65776553509286e-07	2.24662217152392e-05	RP23-198J15.1
ENSMUSG00000022377	1565.33842674397	-0.354534774471749	0.0765145847138624	2.73377753567548e-07	2.29687018042844e-05	Asap1
ENSMUSG00000030249	978.881726147801	0.438872167555772	0.0957913004839977	2.76161492054852e-07	2.30628118334724e-05	Abcc9
ENSMUSG00000022261	1211.18022681078	0.456623428763673	0.0998736286968264	2.8111900854817e-07	2.33362444042112e-05	Sdc2
ENSMUSG00000029245	9430.98351910321	-0.273460115276267	0.0583463888163361	2.88997014961172e-07	2.38474143952781e-05	Epha5
ENSMUSG00000058546	12906.8956674867	-0.296131164202814	0.0632127879094009	2.98804739039884e-07	2.45108289781651e-05	Rpl23a
ENSMUSG00000030772	4451.35296821036	0.298628053325676	0.0644883875094007	3.20502411493336e-07	2.61360290031301e-05	Dkk3
ENSMUSG00000022231	2765.49146368056	0.347565080932956	0.0759065649580712	3.42935495937564e-07	2.78018408197804e-05	Sema5a
ENSMUSG00000008682	18989.4323478538	-0.256775651876232	0.055235756616379	3.79361680887173e-07	3.03161796712216e-05	Rpl10
ENSMUSG00000032399	35974.9650915462	-0.186578818960079	0.0390161804983966	3.7961666104821e-07	3.03161796712216e-05	Rpl4
ENSMUSG00000067860	518.466831689972	0.671351318390139	0.15060129143029	3.80510370251213e-07	3.03161796712216e-05	Zic3
ENSMUSG00000070576	1738.00179109875	-1.03533618500953	0.231762028392754	3.91161453399284e-07	3.09866927341387e-05	Mn1
ENSMUSG00000046330	13346.2662498009	-0.248168542743719	0.0539542497218437	4.2561409056926e-07	3.35243644179639e-05	Rpl37a
ENSMUSG00000028339	1116.08318150297	0.446677653819835	0.100106914443379	4.73345018767365e-07	3.70733446054914e-05	Col15a1
ENSMUSG00000006362	1331.05937203812	-0.408309099670204	0.091003722596306	4.8382201266958e-07	3.7681036863137e-05	Cbfa2t3
ENSMUSG00000060636	6361.0432944496	-0.255085710788459	0.0546037270373714	4.95951801108116e-07	3.84099431215744e-05	Rpl35a
ENSMUSG00000062825	63912.9796277907	-0.224908768350927	0.0509522722990492	5.01755801036589e-07	3.85904171860232e-05	Actg1
ENSMUSG00000070880	1991.54178222261	-0.58672821037464	0.132294385151248	5.03849492221756e-07	3.85904171860232e-05	Gad1
ENSMUSG00000027593	6762.74951356463	-0.242333540976611	0.052860067166253	5.42569753840548e-07	4.13277170191841e-05	Raly
ENSMUSG00000054409	2024.30280492888	-0.362474167290475	0.0809488909873294	5.56043570544932e-07	4.2122579335871e-05	Tmem74
ENSMUSG00000020547	13864.4667539116	-0.229627099652173	0.0505884678362554	5.99476082647618e-07	4.51659615964344e-05	Bzw2
ENSMUSG00000040612	2022.53586845165	0.54672446484198	0.125405316765674	6.47335412029074e-07	4.8508166578157e-05	Ildr2
ENSMUSG00000064115	3098.6044382573	0.284908696700634	0.0636328284589849	7.00332114100759e-07	5.21973338590259e-05	Cadm2
ENSMUSG00000050708	26107.6074218004	-0.30124947963503	0.0674704910878045	7.22634819804555e-07	5.3571585598666e-05	Ftl1
ENSMUSG00000069769	6251.10919788769	0.315409451314274	0.0714103561534445	8.17489083034928e-07	6.02811231814532e-05	Msi2
ENSMUSG00000041986	4320.29718261909	-0.235547870739185	0.0523727878093582	8.39742805959917e-07	6.15944683546155e-05	Elmod1
ENSMUSG00000030406	290.484705855329	-0.791198649026744	0.184510835667418	8.79521620874516e-07	6.41726748957022e-05	Gipr
ENSMUSG00000033307	7024.8107792689	-0.367685219882611	0.0842418635897758	9.33710251877831e-07	6.776976555907e-05	Mif
ENSMUSG00000022883	6474.11262135233	-0.273584894276355	0.0619550283117941	1.02975810062504e-06	7.43517528591926e-05	Robo1
ENSMUSG00000031558	3007.55981399605	0.371309444978221	0.0859691851589469	1.05018739550328e-06	7.54339267557615e-05	Slit2
ENSMUSG00000071847	7137.04705227757	0.309200934412456	0.0709078094454362	1.0728344357766e-06	7.66634215627374e-05	Apcdd1
ENSMUSG00000037563	10482.4287556912	-0.343948427998258	0.0792676547888836	1.11580416044574e-06	7.93250926987654e-05	Rps16
ENSMUSG00000030516	4685.91702303579	0.267313579767059	0.0609263363585392	1.13353092994232e-06	8.01741800091344e-05	Tjp1
ENSMUSG00000021194	3433.5519208183	-0.284483849637248	0.0659405849300856	1.19443310451548e-06	8.40529245070971e-05	Chga
ENSMUSG00000024256	346.6461671151	0.872751115887944	0.20983140797618	1.28733313176835e-06	9.01328242712358e-05	Adcyap1
ENSMUSG00000021838	1023.06788511378	0.392427017504069	0.0921717507501798	1.32809320516788e-06	9.25193774032278e-05	Samd4
ENSMUSG00000079037	10988.8958471971	-0.301185479113078	0.0696203271497265	1.34303581152258e-06	9.30925272756878e-05	Prnp
ENSMUSG00000074971	259.221930637076	0.757808225483499	0.18195946369003	1.36242341756516e-06	9.39665464562476e-05	Fibin
ENSMUSG00000040048	2702.91060305398	-0.323257192252052	0.0751223679561031	1.38374378858636e-06	9.45653807566513e-05	Ndufb10
ENSMUSG00000061613	3646.00774872026	-0.259600872946506	0.0594717177480774	1.38474877685928e-06	9.45653807566513e-05	U2af1
ENSMUSG00000043631	657.772192223302	0.619562617218931	0.148606525941292	1.40961013861694e-06	9.57913007433656e-05	Ecm2
ENSMUSG00000059070	12090.1018787334	-0.291912693803409	0.067461273869756	1.4188502395948e-06	9.59488823000132e-05	Rpl18
ENSMUSG00000028495	9346.71289597964	-0.261359924675227	0.0598796583236585	1.43973272404566e-06	9.68884211332279e-05	Rps6
ENSMUSG00000042613	1889.41940396911	0.39411747741125	0.0932722829372325	1.50166673206199e-06	0.000100568144476209	Pbxip1
ENSMUSG00000026494	2921.0118486735	0.27699907147852	0.064636268305167	1.5557672472937e-06	0.000103194264828864	Kif26b
ENSMUSG00000030223	4649.85130980178	0.378855935181371	0.0891664817801204	1.55095307034e-06	0.000103194264828864	Ptpro
ENSMUSG00000022419	295.967920411508	0.757766222313989	0.18362768864533	1.58274189614686e-06	0.000104483575744209	Deptor
ENSMUSG00000038900	12136.1081892354	-0.224991947990458	0.0512174791613444	1.61080235936529e-06	0.000105832005250621	Rpl12
ENSMUSG00000040929	4870.40483897867	0.249022697950277	0.057616533763975	1.68773422901762e-06	0.000110363488758827	Rfx3
ENSMUSG00000020052	1297.08322458724	-0.445646068846039	0.106320152598	1.70163079220669e-06	0.000110749801278692	Ascl1
ENSMUSG00000027748	618.541202560058	-0.567706680201082	0.136089657169701	1.7690142637898e-06	0.00011422810555967	Trpc4
ENSMUSG00000048747	1056.76500281786	0.385266384200754	0.0918259129330139	1.77155324932042e-06	0.00011422810555967	RP23-313O9.1
