Chrom	Start	End	X4_107803533_107804099	X260.841296038657	X.0.886444407256619	X6.26305834570488e.10	X1.2988539165934299e.06	ENSMUSG00000028613.14	Lrp8	intron	ENSMUSG00000028613.14.1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr4	151842690	151842944	4_151842690_151842944	38.9284153243215	-0.68455144849577	0.00136745064135395	0.0433965443204662	ENSMUSG00000014592.20	Camta1	intron	ENSMUSG00000014592.20	Intron (ENSMUST00000169423/ENSMUSG00000014592, intron 1 of 24)	4	151470176	151861650	391475	2	ENSMUST00000155685	18706	ENSMUSG00000014592	ENSMUSG00000014592
chr6	4600022	4600364	6_4600022_4600364	64.9153993982221	-0.781416084820227	0.000162929219785665	0.0122497177147615	ENSMUSG00000015189.12	Casd1	promoter-TSS	ENSMUSG00000015189.12	Promoter (<=1kb)	6	4600840	4643381	42542	1	ENSMUST00000015333	-476	ENSMUSG00000015189	ENSMUSG00000015189
chr10	80940585	80940914	10_80940585_80940914	92.2552324631694	-0.6859974637674	0.000425616860493402	0.0223316242526901			Intergenic	Intergenic	Distal Intergenic	10	80930091	80932204	2114	1	ENSMUST00000015456	10495	ENSMUSG00000015312	ENSMUSG00000015312
chr17	34655646	34655934	17_34655646_34655934	152.887969666577	-0.600354168331693	0.000386320861900308	0.0211745961851522	ENSMUSG00000015461.15	Atf6b	TTS	ENSMUSG00000015461.15	Distal Intergenic	17	34651627	34652103	477	1	ENSMUST00000174156	4020	ENSMUSG00000015461	ENSMUSG00000015461
chr2	75704422	75704787	2_75704422_75704787	138.712259912757	-0.672481146660997	0.000130316540327243	0.0105637049595562	ENSMUSG00000015839.6	Nfe2l2	promoter-TSS	ENSMUSG00000087222.1	Promoter (<=1kb)	2	75675513	75704641	29129	2	ENSMUST00000102672	0	ENSMUSG00000015839	ENSMUSG00000015839
chr2	75704422	75704787	2_75704422_75704787	138.712259912757	-0.672481146660997	0.000130316540327243	0.0105637049595562	ENSMUSG00000087222.1	RP23-374O4.3	promoter-TSS	ENSMUSG00000087222.1	Promoter (<=1kb)	2	75675513	75704641	29129	2	ENSMUST00000102672	0	ENSMUSG00000015839	ENSMUSG00000015839
chr5	134131676	134131904	5_134131676_134131904	29.7020651505834	-0.721336882087454	0.000625004521743933	0.0276759119717429	ENSMUSG00000015944.9	Gatsl2	intron	ENSMUSG00000015944.9	Intron (ENSMUST00000016088/ENSMUSG00000015944, intron 2 of 8)	5	134134958	134137546	2589	1	ENSMUST00000140240	-3054	ENSMUSG00000015944	ENSMUSG00000015944
chr2	164521777	164522205	2_164521777_164522205	60.8313230810991	-0.777275326785096	0.00022570788837218	0.0154032389613554			Intergenic	Intergenic	Distal Intergenic	2	164499916	164501639	1724	1	ENSMUST00000131976	21862	ENSMUSG00000017721	ENSMUSG00000017721
chr2	164494160	164494449	2_164494160_164494449	49.0011233824354	-0.846138867129764	7.33968361925498e-05	0.00719115616333777	ENSMUSG00000017734.15	Dbndd2	TTS	ENSMUSG00000017734.15	Distal Intergenic	2	164497520	164508301	10782	1	ENSMUST00000103101	-3071	ENSMUSG00000017721	ENSMUSG00000017721
chr2	167373295	167373588	2_167373295_167373588	76.2001612701831	-0.655562646814759	0.00123274016362127	0.0406330751150714			Intergenic	Intergenic	Distal Intergenic	2	167298444	167349183	50740	2	ENSMUST00000109221	-24113	ENSMUSG00000017929	ENSMUSG00000017929
chr15	78624560	78624961	15_78624560_78624961	85.7982343341645	-0.862103322345744	1.30451711004574e-05	0.00211429856241168			Intergenic	Intergenic	Distal Intergenic	15	78597047	78622019	24973	1	ENSMUST00000043069	27514	ENSMUSG00000018008	ENSMUSG00000018008
chr15	83166666	83166979	15_83166666_83166979	116.342019530662	-0.651065650068785	0.000384585996422271	0.021149841517296	ENSMUSG00000018042.18	Cyb5r3	intron	ENSMUSG00000018042.18	Intron (ENSMUST00000018186/ENSMUSG00000018042, intron 1 of 8)	15	83160385	83170177	9793	2	ENSMUST00000162834	3198	ENSMUSG00000018042	ENSMUSG00000018042
chr11	86586822	86587196	11_86586822_86587196	68.0385972581353	-0.693048364824629	0.000893261434013382	0.0340085116932455	ENSMUSG00000018171.9	Vmp1	promoter-TSS	ENSMUSG00000018171.9	Promoter (<=1kb)	11	86585020	86586994	1975	2	ENSMUST00000145846	0	ENSMUSG00000018171	ENSMUSG00000018171
chr11	55023113	55023530	11_55023113_55023530	138.295801276436	-0.791540988397298	7.1278090583121e-06	0.0013905758465782	ENSMUSG00000018340.13	Anxa6	intron	ENSMUSG00000018340.13	Intron (ENSMUST00000102727/ENSMUSG00000018340, intron 1 of 24)	11	54990950	55033415	42466	2	ENSMUST00000148298	9885	ENSMUSG00000018340	ENSMUSG00000018340
chr11	84819407	84819657	11_84819407_84819657	115.523908431516	-0.625731667208871	0.000886371059145608	0.0339357971467244	ENSMUSG00000034449.7	Dhrs11	promoter-TSS	ENSMUSG00000018405.7	Promoter (<=1kb)	11	84813061	84819515	6455	2	ENSMUST00000018549	0	ENSMUSG00000018405	ENSMUSG00000018405
chr11	84819407	84819657	11_84819407_84819657	115.523908431516	-0.625731667208871	0.000886371059145608	0.0339357971467244	ENSMUSG00000018405.7	Mrm1	promoter-TSS	ENSMUSG00000018405.7	Promoter (<=1kb)	11	84813061	84819515	6455	2	ENSMUST00000018549	0	ENSMUSG00000018405	ENSMUSG00000018405
chr11	83563890	83564073	11_83563890_83564073	25.8126578892923	-0.737755662292508	0.000358840409666197	0.0204261296312222			Intergenic	Intergenic	Distal Intergenic	11	83575318	83577142	1825	2	ENSMUST00000136131	13069	ENSMUSG00000019122	ENSMUSG00000019122
chr6	54540257	54540432	6_54540257_54540432	25.6136830301114	-0.795432719663977	0.00012689206782197	0.0104857412863489	ENSMUSG00000019124.10	Scrn1	intron	ENSMUSG00000019124.10	Intron (ENSMUST00000019268/ENSMUSG00000019124, intron 2 of 7)	6	54551718	54554446	2729	2	ENSMUST00000140235	14014	ENSMUSG00000019124	ENSMUSG00000019124
chr11	78177920	78178265	11_78177920_78178265	164.803576016162	-0.631125372257152	0.000301358411969167	0.0186094427798131	ENSMUSG00000017405.14	Nek8	promoter-TSS	ENSMUSG00000099101.1	Promoter (<=1kb)	11	78178130	78179622	1493	1	ENSMUST00000147819	0	ENSMUSG00000019437	ENSMUSG00000019437
chr11	78177920	78178265	11_78177920_78178265	164.803576016162	-0.631125372257152	0.000301358411969167	0.0186094427798131	ENSMUSG00000099101.1	Mir7653	promoter-TSS	ENSMUSG00000099101.1	Promoter (<=1kb)	11	78178130	78179622	1493	1	ENSMUST00000147819	0	ENSMUSG00000019437	ENSMUSG00000019437
chr11	78177920	78178265	11_78177920_78178265	164.803576016162	-0.631125372257152	0.000301358411969167	0.0186094427798131	ENSMUSG00000019437.17	Tlcd1	promoter-TSS	ENSMUSG00000099101.1	Promoter (<=1kb)	11	78178130	78179622	1493	1	ENSMUST00000147819	0	ENSMUSG00000019437	ENSMUSG00000019437
chr10	12878679	12878984	10_12878679_12878984	54.1034091887032	-1.0725419850275	5.54418906597322e-07	0.000222536595315822			Intergenic	Intergenic	Distal Intergenic	10	12382188	12861735	479548	2	ENSMUST00000076817	-16945	ENSMUSG00000019820	ENSMUSG00000019820
chr10	43943757	43944010	10_43943757_43944010	53.8530295712199	-0.667951730314471	0.00154041502807038	0.0463540125617405	ENSMUSG00000019864.14	Rtn4ip1	intron	ENSMUSG00000019864.14	Intron (ENSMUST00000054418/ENSMUSG00000019864, intron 8 of 8)	10	43921035	43947862	26828	1	ENSMUST00000105492	22723	ENSMUSG00000019864	ENSMUSG00000019864
chr10	92837683	92837986	10_92837683_92837986	47.8779775888417	-0.670925165040205	0.00165451531284505	0.0487638044815845	ENSMUSG00000020014.17	Cfap54	intron	ENSMUSG00000020014.17	Promoter (1-2kb)	10	92796753	92836346	39594	2	ENSMUST00000163209	-1338	ENSMUSG00000020014	ENSMUSG00000020014
chr10	84401216	84401453	10_84401216_84401453	53.4630977787655	-0.666111799290466	0.00163752417661929	0.048592169409823	ENSMUSG00000020032.14	Nuak1	intron	ENSMUSG00000020032.14	Intron (ENSMUST00000020220/ENSMUSG00000020032, intron 2 of 6)	10	84375296	84392388	17093	2	ENSMUST00000129355	-8829	ENSMUSG00000020032	ENSMUSG00000020032
chr10	63033128	63033257	10_63033128_63033257	17.2010126268356	-0.706557468398228	0.000113680247860484	0.00970721011478636	ENSMUSG00000020072.15	Pbld2	intron	ENSMUSG00000020072.15	Intron (ENSMUST00000124784/ENSMUSG00000020068, intron 1 of 4)	10	63024512	63058813	34302	1	ENSMUST00000020262	8617	ENSMUSG00000020068	ENSMUSG00000020068
chr10	111600778	111601045	10_111600778_111601045	57.2522401959441	-0.672124981350286	0.00135318498374575	0.0430631221297913	ENSMUSG00000112249.1	RP24-216B14.2	intron	ENSMUSG00000112249.1	Distal Intergenic	10	111506286	111508645	2360	1	ENSMUST00000164773	94493	ENSMUSG00000020205	ENSMUSG00000020205
chr11	51874374	51874679	11_51874374_51874679	119.192251372368	-0.744220786810065	4.58530879184584e-05	0.00523440342173741			Intergenic	Intergenic	Distal Intergenic	11	51813455	51857653	44199	2	ENSMUST00000109090	-16722	ENSMUSG00000020387	ENSMUSG00000020387
chr11	8653908	8654284	11_8653908_8654284	76.7374583753979	-0.78807633882258	0.000102691315900091	0.00903030419607657	ENSMUSG00000020422.13	Tns3	intron	ENSMUSG00000020422.13	Intron (ENSMUST00000020695/ENSMUSG00000020422, intron 1 of 30)	11	8431652	8664535	232884	2	ENSMUST00000020695	10251	ENSMUSG00000020422	ENSMUSG00000020422
chr12	25083484	25083635	12_25083484_25083635	25.5497512681293	-0.771247421722444	0.000178976258471556	0.0131000093185975			Intergenic	Intergenic	Distal Intergenic	12	25093801	25096092	2292	2	ENSMUST00000020974	12457	ENSMUSG00000020644	ENSMUSG00000020644
chr12	4007145	4007584	12_4007145_4007584	79.5291421483806	-0.993074862600078	1.00806928089325e-06	0.000321625796465506	ENSMUSG00000020658.10	Efr3b	intron	ENSMUSG00000020658.10	Intron (ENSMUST00000111178/ENSMUSG00000020658, intron 1 of 22)	12	3962554	4038915	76362	2	ENSMUST00000111178	31331	ENSMUSG00000020658	ENSMUSG00000020658
chr12	98741189	98741560	12_98741189_98741560	70.6686748272396	-0.735127432131436	0.000357360171087648	0.0203973972882734			Intergenic	Intergenic	Distal Intergenic	12	98676741	98737405	60665	2	ENSMUST00000170188	-3785	ENSMUSG00000021009	ENSMUSG00000021009
chr12	55466342	55466644	12_55466342_55466644	83.6661530066897	-0.67644596589767	0.000808612667749925	0.0320432083592749			Intergenic	Intergenic	Distal Intergenic	12	55489411	55492647	3237	2	ENSMUST00000021413	26003	ENSMUSG00000021025	ENSMUSG00000021025
chr12	105551462	105552015	12_105551462_105552015	110.783413157477	-0.663680789434403	0.000361802040953727	0.0204631945253965			Intergenic	Intergenic	Distal Intergenic	12	105563172	105593071	29900	1	ENSMUST00000001652	-11157	ENSMUSG00000021070	ENSMUSG00000021070
chr12	81971875	81972293	12_81971875_81972293	68.7463157451312	-1.02455922464401	8.00963739206447e-07	0.000269361940728265	ENSMUSG00000021140.9	Pcnx	intron	ENSMUSG00000021140.9	Intron (ENSMUST00000021567/ENSMUSG00000021140, intron 20 of 35)	12	81860030	82000924	140895	1	ENSMUST00000021567	111846	ENSMUSG00000021140	ENSMUSG00000021140
chr12	101027547	101027712	12_101027547_101027712	53.4584263184291	-0.777647776064832	0.00023907696816663	0.0159082070315368	ENSMUSG00000021182.15	Ccdc88c	intron	ENSMUSG00000021182.15	Promoter (1-2kb)	12	100912700	101028983	116284	2	ENSMUST00000068411	1271	ENSMUSG00000021182	ENSMUSG00000021182
chr12	108303828	108304148	12_108303828_108304148	55.2817054850327	-0.757738848693299	0.000327989594319656	0.0196180295537369			Intergenic	Intergenic	Promoter (2-3kb)	12	108306270	108328300	22031	1	ENSMUST00000021685	-2122	ENSMUSG00000021260	ENSMUSG00000021260
chr13	41334658	41334820	13_41334658_41334820	32.2285770509118	-0.899567341643868	2.2531588580389e-05	0.00320412064806607	ENSMUSG00000021365.15	Nedd9	intron	ENSMUSG00000021365.15	Intron (ENSMUST00000163623/ENSMUSG00000021365, intron 2 of 6)	13	41309916	41359001	49086	2	ENSMUST00000163623	24181	ENSMUSG00000021365	ENSMUSG00000021365
chr13	37553540	37553732	13_37553540_37553732	23.2568128269268	-0.676575247513362	0.000707657679804075	0.029400282169623			Intergenic	Intergenic	Distal Intergenic	13	37345345	37419036	73692	1	ENSMUST00000021860	208196	ENSMUSG00000021423	ENSMUSG00000021423
chr13	63260879	63261076	13_63260879_63261076	51.6353900132322	-0.69636762598667	0.00105684067461354	0.0374651524621548	ENSMUSG00000021458.17	AC130827.2	intron	ENSMUSG00000021458.17	Intron (ENSMUST00000091560/ENSMUSG00000021458, intron 12 of 14)	13	63282142	63326096	43955	1	ENSMUST00000159152	-21066	ENSMUSG00000021458	ENSMUSG00000021458
chr13	52765747	52765898	13_52765747_52765898	26.9292922153608	-0.693505000279352	0.000906473620928104	0.034135572574974			Intergenic	Intergenic	Distal Intergenic	13	52835119	52919232	84114	2	ENSMUST00000137064	153334	ENSMUSG00000021460	ENSMUSG00000021460
chr13	104062279	104062603	13_104062279_104062603	48.6805814701403	-0.70764708517209	0.00089663019481251	0.0340664717986323	ENSMUSG00000021710.11	Nln	promoter-TSS	ENSMUSG00000021710.11	Intron (ENSMUST00000109315/ENSMUSG00000021710, intron 3 of 12)	13	104023439	104109614	86176	2	ENSMUST00000109315	47011	ENSMUSG00000021710	ENSMUSG00000021710
chr14	34339577	34339720	14_34339577_34339720	29.0076327571575	-0.66501975263251	0.00166389008997077	0.048772165817447	ENSMUSG00000021794.16	Glud1	TTS	ENSMUSG00000021794.16	Intron (ENSMUST00000022322/ENSMUSG00000021794, intron 10 of 12)	14	34335372	34341957	6586	1	ENSMUST00000161593	4206	ENSMUSG00000021794	ENSMUSG00000021794
chr14	31669138	31669449	14_31669138_31669449	61.0104304944964	-0.689604792036244	0.000998359085211656	0.0362223372622935	ENSMUSG00000021900.10	Btd	TTS	ENSMUSG00000021900.10	Distal Intergenic	14	31635648	31641286	5639	2	ENSMUST00000135751	-27853	ENSMUSG00000021884	ENSMUSG00000021884
chr14	30974275	30974510	14_30974275_30974510	40.9066138175864	-0.673622441657832	0.00164264681745116	0.048665367498916	ENSMUSG00000021918.10	Nek4	intron	ENSMUSG00000021918.10	Exon (ENSMUST00000050171/ENSMUSG00000021918, exon 8 of 15)	14	30951486	30987439	35954	1	ENSMUST00000050171	22790	ENSMUSG00000021918	ENSMUSG00000021918
chr14	63132348	63132708	14_63132348_63132708	149.029803945505	-0.608976770854283	0.000642369266440146	0.0279475551829187	ENSMUSG00000021939.8	Ctsb	intron	ENSMUSG00000021939.8	Intron (ENSMUST00000006235/ENSMUSG00000021939, intron 1 of 9)	14	63122462	63145919	23458	1	ENSMUST00000006235	9887	ENSMUSG00000021939	ENSMUSG00000021939
chr14	70336327	70336854	14_70336327_70336854	106.454392016546	-0.684098259517798	0.000272556313374221	0.0174757439176059	ENSMUSG00000022094.15	Slc39a14	intron	ENSMUSG00000022094.15	Promoter (2-3kb)	14	70315793	70334198	18406	2	ENSMUST00000152442	-2130	ENSMUSG00000022094	ENSMUSG00000022094
chr14	70329689	70330365	14_70329689_70330365	178.691645751954	-0.726547507677805	1.21517590539654e-05	0.002057201876306	ENSMUSG00000022094.15	Slc39a14	intron	ENSMUSG00000022094.15	Promoter (1-2kb)	14	70318733	70331518	12786	2	ENSMUST00000139284	1153	ENSMUSG00000022094	ENSMUSG00000022094
chr3	104360156	104360575	3_104360156_104360575	52.0271748400036	-0.757053034513312	0.000355923400245625	0.0203973972882734	ENSMUSG00000022187.2	RP23-357D17.1	intron	ENSMUSG00000022187.2	Intron (ENSMUST00000056145/ENSMUSG00000022187, intron 1 of 1)	3	104350635	104366613	15979	2	ENSMUST00000056145	6038	ENSMUSG00000022187	ENSMUSG00000022187
chr15	51730908	51731332	15_51730908_51731332	91.8341758721513	-0.719626653174455	0.000302286403540283	0.0186205431646126			Intergenic	Intergenic	Distal Intergenic	15	51786558	51865481	78924	2	ENSMUST00000022925	134149	ENSMUSG00000022312	ENSMUSG00000022312
chr15	66846024	66846255	15_66846024_66846255	45.5490526414437	-0.943500866582364	1.11354624612598e-05	0.00192442443618688	ENSMUSG00000053469.14	Tg	intron	ENSMUSG00000053469.14	Intron (ENSMUST00000065916/ENSMUSG00000053469, intron 45 of 47)	15	66782542	66831829	49288	2	ENSMUST00000168522	-14196	ENSMUSG00000022372	ENSMUSG00000022372
chr15	81927743	81927933	15_81927743_81927933	59.1596842273008	-0.661137848528405	0.00155799132048585	0.0467134602429046			Intergenic	Intergenic	Promoter (1-2kb)	15	81915030	81926213	11184	2	ENSMUST00000023113	-1531	ENSMUSG00000022476	ENSMUSG00000022476
chr16	3723341	3723570	16_3723341_3723570	20.5967539904082	-0.655254337388579	0.000823330760166551	0.0324015736411805			Intergenic	Intergenic	Distal Intergenic	16	3707215	3718124	10910	2	ENSMUST00000100222	-5218	ENSMUSG00000022534	ENSMUSG00000022534
chr16	22661113	22661377	16_22661113_22661377	67.8104093027435	-0.778341961830903	0.000169320415978786	0.0125407972382383			Intergenic	Intergenic	Distal Intergenic	16	22469222	22657221	188000	2	ENSMUST00000023578	-3893	ENSMUSG00000022861	ENSMUSG00000022861
chr16	94497908	94498215	16_94497908_94498215	60.9038840171373	-0.685366986178242	0.00103823579027191	0.0371228963745788	ENSMUSG00000116589.1	RP23-115D20.4	exon	ENSMUSG00000022898.13	Exon (ENSMUST00000023615/ENSMUSG00000022898, exon 1 of 8)	16	94502107	94510893	8787	2	ENSMUST00000125229	12678	ENSMUSG00000022898	ENSMUSG00000022898
chr16	94497908	94498215	16_94497908_94498215	60.9038840171373	-0.685366986178242	0.00103823579027191	0.0371228963745788	ENSMUSG00000022898.13	Dscr3	exon	ENSMUSG00000022898.13	Exon (ENSMUST00000023615/ENSMUSG00000022898, exon 1 of 8)	16	94502107	94510893	8787	2	ENSMUST00000125229	12678	ENSMUSG00000022898	ENSMUSG00000022898
chr3	51195292	51195634	3_51195292_51195634	117.118030926855	-0.913129967242341	7.88457602629041e-07	0.000268788436972963			Intergenic	Intergenic	Distal Intergenic	3	51224447	51251644	27198	1	ENSMUST00000023849	-28813	ENSMUSG00000023087	ENSMUSG00000023087
chr7	19052771	19053019	7_19052771_19053019	67.4361135776421	-0.680249458034912	0.000922456440649799	0.0345206781684374	ENSMUSG00000023118.15	Sympk	intron	ENSMUSG00000023118.15	Promoter (<=1kb)	7	19052434	19053884	1451	1	ENSMUST00000131230	338	ENSMUSG00000023118	ENSMUSG00000023118
chr5	32746359	32746510	5_32746359_32746510	61.7721480886789	-0.661118183550011	0.00170744581218327	0.0493513315702587	ENSMUSG00000023452.19	Pisd	promoter-TSS	ENSMUSG00000023452.19	Promoter (<=1kb)	5	32739138	32746411	7274	2	ENSMUST00000135248	0	ENSMUSG00000023452	ENSMUSG00000023452
chr5	32746359	32746510	5_32746359_32746510	61.7721480886789	-0.661118183550011	0.00170744581218327	0.0493513315702587	ENSMUSG00000093574.1	RP23-118L1.1	promoter-TSS	ENSMUSG00000023452.19	Promoter (<=1kb)	5	32739138	32746411	7274	2	ENSMUST00000135248	0	ENSMUSG00000023452	ENSMUSG00000023452
chr17	46129850	46130142	17_46129850_46130142	57.9139902320074	-0.690383495221343	0.00106300897186736	0.0376302151833443	ENSMUSG00000023967.9	Mrps18a	intron	ENSMUSG00000023966.8	Intron (ENSMUST00000148581/ENSMUSG00000023966, intron 2 of 2)	17	46125458	46128793	3336	1	ENSMUST00000146255	4393	ENSMUSG00000023967	ENSMUSG00000023967
chr17	46129850	46130142	17_46129850_46130142	57.9139902320074	-0.690383495221343	0.00106300897186736	0.0376302151833443	ENSMUSG00000023966.8	Rsph9	intron	ENSMUSG00000023966.8	Intron (ENSMUST00000148581/ENSMUSG00000023966, intron 2 of 2)	17	46125458	46128793	3336	1	ENSMUST00000146255	4393	ENSMUSG00000023967	ENSMUSG00000023967
chr17	79765149	79765617	17_79765149_79765617	92.7342890830277	-0.655440188385564	0.000830567534871781	0.0324992196113509			Intergenic	Intergenic	Distal Intergenic	17	79706953	79715041	8089	2	ENSMUST00000024894	-50109	ENSMUSG00000024087	ENSMUSG00000024087
